watershed_desc,begin_code,location_desc,domain_desc,state_ansi,Value,region_desc,zip_5,short_desc,congr_district_code,end_code,agg_level_desc,sector_desc,commodity_desc,state_name,county_ansi,CV (%),reference_period_desc,country_name,country_code,group_desc,unit_desc,asd_code,watershed_code,util_practice_desc,prodn_practice_desc,week_ending,asd_desc,source_desc,domaincat_desc,class_desc,county_code,county_name,freq_desc,state_fips_code,load_time,state_alpha,year,statisticcat_desc,Year,Eggs Set,Date,YoY_Growth,YoY_Growth_Rolling_Avg
,48,US TOTAL,TOTAL,,"217,293,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,48,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #48,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-11-29,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2017-04-04 15:35:04.000,US,2014,EGGS SET,2014,217293000.0,2025-01-01,-4.720290452428766,440.6849352980901
,49,US TOTAL,TOTAL,,"213,326,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,49,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #49,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-12-06,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2017-04-04 15:35:04.000,US,2014,EGGS SET,2014,213326000.0,2025-01-01,-6.558095121288843,439.75433012013735
,50,US TOTAL,TOTAL,,"215,072,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,50,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #50,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-12-13,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2017-04-04 15:35:04.000,US,2014,EGGS SET,2014,215072000.0,2025-01-01,-8.849643784991079,438.3665587930236
,51,US TOTAL,TOTAL,,"215,793,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,51,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #51,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-12-20,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2017-04-04 15:35:04.000,US,2014,EGGS SET,2014,215793000.0,2025-01-01,-1.281370943392779,438.02067646630917
,52,US TOTAL,TOTAL,,"214,579,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,52,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #52,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-12-27,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2017-04-04 15:35:04.000,US,2014,EGGS SET,2014,214579000.0,2025-01-01,-4.661216510418987,437.47104688454624
,53,US TOTAL,TOTAL,,"214,564,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,53,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #53,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2015-01-03,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2017-04-04 15:35:04.000,US,2014,EGGS SET,2014,214564000.0,2025-01-01,-6.3031118175704615,436.3699547271755
,0,US TOTAL,TOTAL,,"10,813,449,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,0,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,YEAR,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,,,SURVEY,NOT SPECIFIED,BROILERS,,,ANNUAL,99,2016-04-12 15:08:57.000,US,2013,EGGS SET,2013,10813449000.0,2025-01-01,4627.934888113539,821.5654945321488
,47,US TOTAL,TOTAL,,"217,181,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,47,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #47,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-11-22,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2017-04-04 15:35:04.000,US,2014,EGGS SET,2014,217181000.0,2025-01-01,-98.12439898007432,375.968686468666
,1,US TOTAL,TOTAL,,"205,518,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,1,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #01,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-01-05,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2015-04-14 15:07:16.000,US,2013,EGGS SET,2013,205518000.0,2025-01-01,-8.48213888121977,374.89268543590566
,3,US TOTAL,TOTAL,,"204,794,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,3,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #03,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-01-19,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2015-04-14 15:07:16.000,US,2013,EGGS SET,2013,204794000.0,2025-01-01,-12.762295850123962,373.17449322680613
,4,US TOTAL,TOTAL,,"206,894,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,4,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #04,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-01-26,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2015-04-14 15:07:16.000,US,2013,EGGS SET,2013,206894000.0,2025-01-01,-6.026044576469037,372.46728020028667
,5,US TOTAL,TOTAL,,"206,596,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,5,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #05,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-02-02,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2015-04-14 15:07:16.000,US,2013,EGGS SET,2013,206596000.0,2025-01-01,-6.279741787977622,371.990544950632
,6,US TOTAL,TOTAL,,"206,638,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,6,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #06,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-02-09,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2015-04-14 15:07:16.000,US,2013,EGGS SET,2013,206638000.0,2025-01-01,-4.903517370554966,371.9752760407882
,7,US TOTAL,TOTAL,,"208,283,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,7,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #07,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-02-16,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2015-04-14 15:07:16.000,US,2013,EGGS SET,2013,208283000.0,2025-01-01,-2.363987512070731,372.324785008223
,8,US TOTAL,TOTAL,,"209,326,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,8,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #08,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-02-23,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2015-04-14 15:07:16.000,US,2013,EGGS SET,2013,209326000.0,2025-01-01,-2.671663442940042,372.83961670339386
,9,US TOTAL,TOTAL,,"209,631,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,9,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #09,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-03-02,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2015-04-14 15:07:16.000,US,2013,EGGS SET,2013,209631000.0,2025-01-01,-2.85551431232709,372.7084380893161
,2,US TOTAL,TOTAL,,"205,480,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,2,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #02,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-01-12,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2015-04-14 15:07:16.000,US,2013,EGGS SET,2013,205480000.0,2025-01-01,-4.240396310915795,372.7435064392746
,10,US TOTAL,TOTAL,,"208,928,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,10,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #10,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-03-09,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2015-04-14 15:07:16.000,US,2013,EGGS SET,2013,208928000.0,2025-01-01,-2.626722096903489,373.04987224933024
,46,US TOTAL,TOTAL,,"217,141,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,46,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #46,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-11-15,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2017-04-04 15:35:04.000,US,2014,EGGS SET,2014,217141000.0,2025-01-01,-97.99193578293105,-20.777363075375657
,44,US TOTAL,TOTAL,,"203,385,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,44,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #44,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-11-01,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2017-04-04 15:35:04.000,US,2014,EGGS SET,2014,203385000.0,2025-01-01,-6.352305220069898,-13.129688595375287
,28,US TOTAL,TOTAL,,"214,951,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,28,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #28,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-07-12,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2016-04-12 15:08:57.000,US,2014,EGGS SET,2014,214951000.0,2025-01-01,4.589865607878618,-12.040354887950421
,29,US TOTAL,TOTAL,,"215,404,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,29,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #29,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-07-19,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2016-04-12 15:08:57.000,US,2014,EGGS SET,2014,215404000.0,2025-01-01,5.180815844214193,-10.545095580088908
,30,US TOTAL,TOTAL,,"214,200,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,30,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #30,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-07-26,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2016-04-12 15:08:57.000,US,2014,EGGS SET,2014,214200000.0,2025-01-01,3.531276885748258,-9.748652124904135
,31,US TOTAL,TOTAL,,"213,967,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,31,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #31,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-08-02,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2016-04-12 15:08:57.000,US,2014,EGGS SET,2014,213967000.0,2025-01-01,3.5678328718852237,-8.928020903248898
,32,US TOTAL,TOTAL,,"213,635,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,32,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #32,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-08-09,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2016-04-12 15:08:57.000,US,2014,EGGS SET,2014,213635000.0,2025-01-01,3.386114848188626,-8.237218218353599
,33,US TOTAL,TOTAL,,"213,903,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,33,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #33,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-08-16,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2016-04-12 15:08:57.000,US,2014,EGGS SET,2014,213903000.0,2025-01-01,2.6982518976584657,-7.815364934209498
,34,US TOTAL,TOTAL,,"214,155,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,34,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #34,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-08-23,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2016-04-12 15:08:57.000,US,2014,EGGS SET,2014,214155000.0,2025-01-01,2.3069279497052397,-7.400482318155724
,45,US TOTAL,TOTAL,,"207,327,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,45,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #45,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-11-08,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2017-04-04 15:35:04.000,US,2014,EGGS SET,2014,207327000.0,2025-01-01,-1.0990740873248694,-7.254112299405539
,35,US TOTAL,TOTAL,,"212,387,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,35,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #35,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-08-30,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2016-04-12 15:08:57.000,US,2014,EGGS SET,2014,212387000.0,2025-01-01,3.3613977029394615,-6.620629464917602
,37,US TOTAL,TOTAL,,"208,513,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,37,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #37,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-09-13,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2016-04-12 15:08:57.000,US,2014,EGGS SET,2014,208513000.0,2025-01-01,-0.1986330219022836,-6.418288708667501
,38,US TOTAL,TOTAL,,"205,731,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,38,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #38,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-09-20,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2016-04-12 15:08:57.000,US,2014,EGGS SET,2014,205731000.0,2025-01-01,-5.25465020424517,1.3098184228896554
,39,US TOTAL,TOTAL,,"209,049,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,39,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #39,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-09-27,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2016-04-12 15:08:57.000,US,2014,EGGS SET,2014,209049000.0,2025-01-01,2.7848661405708297,2.071249369609716
,40,US TOTAL,TOTAL,,"203,117,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,40,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #40,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-10-04,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2017-04-04 15:35:04.000,US,2014,EGGS SET,2014,203117000.0,2025-01-01,-5.505440774874271,1.229973837713642
,41,US TOTAL,TOTAL,,"207,410,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,41,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #41,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-10-11,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2017-04-04 15:35:04.000,US,2014,EGGS SET,2014,207410000.0,2025-01-01,-3.711165995060439,0.48897535110742263
,42,US TOTAL,TOTAL,,"203,421,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,42,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #42,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-10-18,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2017-04-04 15:35:04.000,US,2014,EGGS SET,2014,203421000.0,2025-01-01,-5.032212885154063,-0.2246487964677708
,43,US TOTAL,TOTAL,,"205,658,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,43,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #43,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-10-25,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2017-04-04 15:35:04.000,US,2014,EGGS SET,2014,205658000.0,2025-01-01,-3.8833091084139126,-0.8455772948260322
,36,US TOTAL,TOTAL,,"210,476,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,36,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #36,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2014-09-06,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2016-04-12 15:08:57.000,US,2014,EGGS SET,2014,210476000.0,2025-01-01,-1.4786902895124854,-1.2509777229677914
,11,US TOTAL,TOTAL,,"209,501,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,11,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #11,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-03-16,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2015-04-14 15:07:16.000,US,2013,EGGS SET,2013,209501000.0,2025-01-01,-2.0579421513489793,-1.6473272270517452
,12,US TOTAL,TOTAL,,"209,255,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,12,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #12,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-03-23,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2015-04-14 15:07:16.000,US,2013,EGGS SET,2013,209255000.0,2025-01-01,-2.2880623847213455,-2.0302430882539606
,13,US TOTAL,TOTAL,,"210,151,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,13,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #13,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-03-30,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2015-04-14 15:07:16.000,US,2013,EGGS SET,2013,210151000.0,2025-01-01,1.3620994853540624,-1.8251452905307166
,35,US TOTAL,TOTAL,,"209,456,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,35,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #35,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-08-31,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2015-04-14 15:07:16.000,US,2013,EGGS SET,2013,209456000.0,2025-01-01,-1.3800279678134686,-2.220264096426794
,36,US TOTAL,TOTAL,,"203,630,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,36,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #36,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-09-07,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2015-04-14 15:07:16.000,US,2013,EGGS SET,2013,203630000.0,2025-01-01,-2.341820414074902,-2.398863045774512
,37,US TOTAL,TOTAL,,"202,337,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,37,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #37,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-09-14,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2015-04-14 15:07:16.000,US,2013,EGGS SET,2013,202337000.0,2025-01-01,-1.6497270707866107,-2.0984527846529653
,38,US TOTAL,TOTAL,,"199,899,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,38,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #38,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-09-21,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2015-04-14 15:07:16.000,US,2013,EGGS SET,2013,199899000.0,2025-01-01,-4.376964252400151,-2.6952719840672135
,39,US TOTAL,TOTAL,,"204,554,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,39,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #39,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-09-28,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2015-04-14 15:07:16.000,US,2013,EGGS SET,2013,204554000.0,2025-01-01,0.7074740174382255,-2.1775290847078392
,40,US TOTAL,TOTAL,,"193,785,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,40,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #40,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-10-05,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2016-04-12 15:08:57.000,US,2013,EGGS SET,2013,193785000.0,2025-01-01,-6.5691143146424995,-2.4156914446730107
,41,US TOTAL,TOTAL,,"199,432,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,41,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #41,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-10-12,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2016-04-12 15:08:57.000,US,2013,EGGS SET,2013,199432000.0,2025-01-01,-1.960957816547948,-2.159753522289168
,34,US TOTAL,TOTAL,,"210,980,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,34,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #34,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-08-24,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2015-04-14 15:07:16.000,US,2013,EGGS SET,2013,210980000.0,2025-01-01,2.587791381808624,-1.6204951481039565
,42,US TOTAL,TOTAL,,"195,598,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,42,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #42,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-10-19,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2016-04-12 15:08:57.000,US,2013,EGGS SET,2013,195598000.0,2025-01-01,-7.06873942872347,-2.0863325763715386
,44,US TOTAL,TOTAL,,"198,457,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,44,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #44,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-11-02,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2016-04-12 15:08:57.000,US,2013,EGGS SET,2013,198457000.0,2025-01-01,-5.27157388270223,-2.354135220650976
,45,US TOTAL,TOTAL,,"200,697,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,45,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #45,UNITED STATES,9000,POULTRY,EGGS,,0,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2013-11-09,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2016-04-12 15:08:57.000,US,2013,EGGS SET,2013,200697000.0,2025-01-01,-4.08974695945139,-2.5042756018784798
