DATE,BR_CHICKEN_PRICE
2014-07-21,3.04
2014-07-22,3.04
2014-07-23,3.05
2014-07-24,3.04
2014-07-25,3.04
2014-07-28,3.09
2014-07-29,3.01
2014-07-31,3.07
2014-08-01,3.07
2014-08-04,3.05
2014-08-05,3.07
2014-08-06,3.07
2014-08-07,3.05
2014-08-08,3.11
2014-08-11,3.11
2014-08-12,3.2
2014-08-13,3.23
2014-08-14,3.3
2014-08-15,3.38
2014-08-18,3.48
2014-08-19,3.62
2014-08-20,3.62
2014-08-21,3.62
2014-08-22,3.62
2014-08-25,3.55
2014-08-26,3.49
2014-08-27,3.46
2014-08-28,3.44
2014-08-29,3.4
2014-09-01,3.4
2014-09-02,3.41
2014-09-03,3.5
2014-09-04,3.5
2014-09-05,3.52
2014-09-08,3.58
2014-09-09,3.64
2014-09-10,3.64
2014-09-11,3.77
2014-09-12,3.77
2014-09-15,3.79
2014-09-16,3.83
2014-09-17,3.83
2014-09-18,3.81
2014-09-19,3.79
2014-09-22,3.8
2014-09-23,3.77
2014-09-24,3.66
2014-09-25,3.65
2014-09-26,3.63
2014-09-29,3.62
2014-09-30,3.62
2014-10-01,3.64
2014-10-02,3.64
2014-10-03,3.64
2014-10-06,3.68
2014-10-07,3.69
2014-10-08,3.79
2014-10-09,3.79
2014-10-10,3.79
2014-10-13,3.75
2014-10-14,3.79
2014-10-15,3.79
2014-10-16,3.75
2014-10-17,3.71
2014-10-20,3.71
2014-10-21,3.75
2014-10-22,3.72
2014-10-23,3.7
2014-10-24,3.7
2014-10-27,3.72
2014-10-28,3.67
2014-10-29,3.62
2014-10-30,3.56
2014-10-31,3.56
2014-11-03,3.56
2014-11-04,3.54
2014-11-05,3.54
2014-11-06,3.69
2014-11-07,3.69
2014-11-10,3.7
2014-11-11,3.76
2014-11-12,3.76
2014-11-13,3.77
2014-11-14,3.77
2014-11-17,3.74
2014-11-19,3.69
2014-11-20,3.72
2014-11-21,3.73
2014-11-24,3.71
2014-11-25,3.68
2014-11-26,3.72
2014-11-27,3.72
2014-11-28,3.72
2014-12-01,3.65
2014-12-02,3.58
2014-12-04,3.51
2014-12-05,3.55
2014-12-08,3.47
2014-12-09,3.46
2014-12-10,3.45
2014-12-11,3.48
2014-12-12,3.48
2014-12-15,3.48
2014-12-16,3.42
2014-12-17,3.41
2014-12-18,3.41
2014-12-19,3.41
2014-12-22,3.42
2014-12-23,3.43
2014-12-29,3.31
2014-12-30,3.31
2015-01-02,3.31
2015-01-05,3.47
2015-01-06,3.47
2015-01-07,3.61
2015-01-08,3.61
2015-01-09,3.61
2015-01-12,3.51
2015-01-13,3.68
2015-01-14,3.56
2015-01-15,3.53
2015-01-16,3.53
2015-01-19,3.53
2015-01-20,3.44
2015-01-21,3.42
2015-01-23,3.38
2015-01-26,3.39
2015-01-27,3.39
2015-01-28,3.36
2015-01-29,3.36
2015-01-30,3.36
2015-02-02,3.21
2015-02-03,3.25
2015-02-04,3.25
2015-02-05,3.39
2015-02-06,3.41
2015-02-09,3.44
2015-02-10,3.51
2015-02-11,3.56
2015-02-12,3.57
2015-02-13,3.57
2015-02-18,3.58
2015-02-19,3.6
2015-02-20,3.51
2015-02-23,3.49
2015-02-25,3.48
2015-02-26,3.53
2015-02-27,3.53
2015-03-02,3.53
2015-03-03,3.56
2015-03-04,3.52
2015-03-05,3.52
2015-03-06,3.52
2015-03-09,3.51
2015-03-10,3.51
2015-03-11,3.5
2015-03-12,3.52
2015-03-13,3.52
2015-03-16,3.5
2015-03-17,3.5
2015-03-18,3.49
2015-03-19,3.45
2015-03-20,3.45
2015-03-23,3.41
2015-03-24,3.41
2015-03-25,3.4
2015-03-26,3.4
2015-03-27,3.4
2015-03-30,3.41
2015-03-31,3.46
2015-04-01,3.46
2015-04-02,3.46
2015-04-06,3.43
2015-04-07,3.45
2015-04-08,3.45
2015-04-09,3.45
2015-04-10,3.45
2015-04-13,3.43
2015-04-15,3.34
2015-04-16,3.34
2015-04-17,3.34
2015-04-20,3.33
2015-04-22,3.27
2015-04-23,3.27
2015-04-24,3.35
2015-04-27,3.35
2015-04-28,3.37
2015-04-29,3.37
2015-04-30,3.37
2015-05-04,3.4
2015-05-05,3.47
2015-05-06,3.47
2015-05-07,3.47
2015-05-08,3.47
2015-05-11,3.5
2015-05-12,3.55
2015-05-13,3.59
2015-05-14,3.59
2015-05-15,3.51
2015-05-18,3.41
2015-05-19,3.37
2015-05-20,3.35
2015-05-21,3.35
2015-05-22,3.35
2015-05-25,3.35
2015-05-26,3.33
2015-05-27,3.33
2015-05-28,3.33
2015-05-29,3.3
2015-06-01,3.3
2015-06-02,3.35
2015-06-03,3.35
2015-06-05,3.37
2015-06-08,3.49
2015-06-09,3.49
2015-06-10,3.49
2015-06-11,3.49
2015-06-12,3.52
2015-06-15,3.53
2015-06-16,3.54
2015-06-17,3.52
2015-06-18,3.48
2015-06-19,3.47
2015-06-22,3.46
2015-06-23,3.43
2015-06-24,3.41
2015-06-25,3.41
2015-06-26,3.41
2015-06-29,3.43
2015-06-30,3.46
2015-07-01,3.35
2015-07-02,3.35
2015-07-03,3.35
2015-07-06,3.38
2015-07-07,3.38
2015-07-08,3.4
2015-07-09,3.4
2015-07-10,3.43
2015-07-13,3.48
2015-07-14,3.48
2015-07-15,3.42
2015-07-16,3.42
2015-07-17,3.42
2015-07-20,3.45
2015-07-21,3.44
2015-07-22,3.47
2015-07-23,3.45
2015-07-24,3.45
2015-07-27,3.45
2015-07-28,3.4
2015-07-29,3.4
2015-07-30,3.39
2015-07-31,3.34
2015-08-03,3.35
2015-08-04,3.41
2015-08-05,3.43
2015-08-06,3.43
2015-08-07,3.43
2015-08-10,3.45
2015-08-11,3.49
2015-08-12,3.56
2015-08-13,3.57
2015-08-14,3.57
2015-08-17,3.57
2015-08-18,3.57
2015-08-19,3.57
2015-08-20,3.57
2015-08-21,3.51
2015-08-24,3.46
2015-08-25,3.46
2015-08-26,3.49
2015-08-27,3.49
2015-08-28,3.49
2015-08-31,3.54
2015-09-01,3.64
2015-09-02,3.76
2015-09-03,3.76
2015-09-04,3.76
2015-09-08,3.91
2015-09-09,3.97
2015-09-11,4.13
2015-09-14,4.13
2015-09-15,4.15
2015-09-16,4.19
2015-09-17,4.19
2015-09-18,4.19
2015-09-21,4.26
2015-09-22,4.2
2015-09-23,4.2
2015-09-24,4.25
2015-09-25,4.25
2015-09-28,4.21
2015-09-29,4.18
2015-09-30,4.14
2015-10-01,4.03
2015-10-02,4.03
2015-10-05,4.05
2015-10-06,4.05
2015-10-07,4.17
2015-10-08,4.25
2015-10-09,4.34
2015-10-13,4.32
2015-10-14,4.27
2015-10-15,4.27
2015-10-16,4.31
2015-10-19,4.24
2015-10-20,4.22
2015-10-21,4.07
2015-10-22,4.13
2015-10-23,4.0
2015-10-26,4.0
2015-10-27,4.03
2015-10-28,3.97
2015-10-29,4.03
2015-10-30,4.04
2015-11-03,4.02
2015-11-04,4.02
2015-11-05,4.07
2015-11-06,4.07
2015-11-09,4.19
2015-11-10,4.19
2015-11-11,4.16
2015-11-12,4.2
2015-11-13,4.2
2015-11-16,4.2
2015-11-17,4.13
2015-11-18,4.2
2015-11-19,4.2
2015-11-20,4.2
2015-11-23,4.2
2015-11-24,4.2
2015-11-25,4.18
2015-11-26,4.13
2015-11-27,4.13
2015-11-30,4.11
2015-12-01,4.11
2015-12-02,4.07
2015-12-03,4.08
2015-12-04,4.04
2015-12-07,4.07
2015-12-08,4.07
2015-12-09,4.1
2015-12-10,4.21
2015-12-11,4.27
2015-12-14,4.27
2015-12-15,4.28
2015-12-16,4.2
2015-12-17,4.2
2015-12-18,4.1
2015-12-21,4.04
2015-12-22,4.02
2015-12-23,4.02
2015-12-28,3.96
2015-12-29,3.96
2015-12-30,4.07
2016-01-04,4.07
2016-01-05,4.18
2016-01-06,4.18
2016-01-07,4.18
2016-01-08,4.18
2016-01-11,4.02
2016-01-12,3.98
2016-01-13,3.98
2016-01-14,3.84
2016-01-15,3.84
2016-01-18,3.74
2016-01-19,3.72
2016-01-20,3.74
2016-01-21,3.79
2016-01-22,3.79
2016-01-25,3.74
2016-01-26,3.72
2016-01-27,3.73
2016-01-28,3.73
2016-01-29,3.73
2016-02-01,3.65
2016-02-02,3.65
2016-02-03,3.71
2016-02-04,3.71
2016-02-05,3.69
2016-02-10,3.92
2016-02-11,4.0
2016-02-12,3.95
2016-02-16,4.27
2016-02-17,4.53
2016-02-18,4.32
2016-02-19,4.24
2016-02-22,4.18
2016-02-23,4.22
2016-02-25,4.15
2016-02-26,4.17
2016-02-29,4.02
2016-03-01,4.09
2016-03-02,4.09
2016-03-03,4.03
2016-03-04,4.01
2016-03-07,3.97
2016-03-08,3.93
2016-03-09,3.96
2016-03-10,3.94
2016-03-11,3.94
2016-03-14,3.9
2016-03-15,3.9
2016-03-16,3.9
2016-03-17,3.9
2016-03-18,3.73
2016-03-21,3.72
2016-03-22,3.7
2016-03-23,3.71
2016-03-24,3.69
2016-03-28,3.69
2016-03-29,3.69
2016-03-30,3.69
2016-03-31,3.69
2016-04-01,3.67
2016-04-04,3.66
2016-04-05,3.65
2016-04-06,3.67
2016-04-07,3.67
2016-04-08,3.67
2016-04-11,3.68
2016-04-12,3.68
2016-04-13,3.65
2016-04-14,3.65
2016-04-15,3.58
2016-04-18,3.58
2016-04-19,3.56
2016-04-20,3.54
2016-04-22,3.54
2016-04-25,3.59
2016-04-26,3.59
2016-04-27,3.6
2016-04-28,3.61
2016-04-29,3.61
2016-05-02,3.64
2016-05-03,3.66
2016-05-04,3.72
2016-05-05,3.79
2016-05-06,3.79
2016-05-09,3.77
2016-05-10,3.76
2016-05-12,3.75
2016-05-13,3.72
2016-05-16,3.67
2016-05-18,3.6
2016-05-19,3.55
2016-05-20,3.5
2016-05-23,3.5
2016-05-24,3.55
2016-05-25,3.55
2016-05-27,3.55
2016-05-30,3.59
2016-05-31,3.65
2016-06-01,3.61
2016-06-02,3.64
2016-06-03,3.64
2016-06-06,3.7
2016-06-07,3.7
2016-06-08,3.78
2016-06-09,3.78
2016-06-10,3.83
2016-06-13,4.04
2016-06-14,4.04
2016-06-15,4.06
2016-06-16,4.08
2016-06-17,4.08
2016-06-20,4.03
2016-06-21,4.03
2016-06-22,4.0
2016-06-23,4.01
2016-06-24,4.04
2016-06-27,3.99
2016-06-28,3.99
2016-06-29,3.98
2016-06-30,4.08
2016-07-01,4.08
2016-07-04,4.08
2016-07-05,4.08
2016-07-06,4.09
2016-07-07,4.13
2016-07-08,4.13
2016-07-12,4.11
2016-07-13,4.11
2016-07-14,4.11
2016-07-15,4.07
2016-07-18,4.04
2016-07-19,4.09
2016-07-20,4.09
2016-07-21,4.09
2016-07-22,4.09
2016-07-25,4.09
2016-07-26,4.07
2016-07-27,4.07
2016-07-28,4.05
2016-07-29,4.05
2016-08-01,4.15
2016-08-02,4.15
2016-08-03,4.21
2016-08-04,4.21
2016-08-05,4.28
2016-08-08,4.57
2016-08-09,4.47
2016-08-10,4.47
2016-08-11,4.55
2016-08-12,4.52
2016-08-15,4.52
2016-08-16,4.49
2016-08-17,4.49
2016-08-18,4.49
2016-08-19,4.46
2016-08-22,4.43
2016-08-23,4.36
2016-08-24,4.43
2016-08-25,4.5
2016-08-26,4.5
2016-08-29,4.51
2016-08-30,4.5
2016-08-31,4.37
2016-09-01,4.37
2016-09-02,4.39
2016-09-05,4.49
2016-09-06,4.62
2016-09-08,4.62
2016-09-09,4.56
2016-09-12,4.59
2016-09-13,4.59
2016-09-14,4.64
2016-09-15,4.72
2016-09-16,4.58
2016-09-19,4.56
2016-09-20,4.55
2016-09-21,4.5
2016-09-22,4.57
2016-09-23,4.57
2016-09-26,4.54
2016-09-27,4.54
2016-09-28,4.59
2016-09-29,4.59
2016-09-30,4.57
2016-10-03,4.54
2016-10-04,4.57
2016-10-05,4.6
2016-10-06,4.69
2016-10-07,4.65
2016-10-10,4.69
2016-10-11,4.76
2016-10-13,4.76
2016-10-14,4.76
2016-10-17,4.77
2016-10-18,4.77
2016-10-19,4.75
2016-10-20,4.75
2016-10-21,4.72
2016-10-24,4.67
2016-10-25,4.61
2016-10-26,4.53
2016-10-27,4.53
2016-10-28,4.53
2016-10-31,4.52
2016-11-01,4.52
2016-11-03,4.52
2016-11-04,4.49
2016-11-07,4.48
2016-11-08,4.48
2016-11-09,4.48
2016-11-10,4.48
2016-11-11,4.48
2016-11-14,4.46
2016-11-16,4.46
2016-11-17,4.46
2016-11-18,4.44
2016-11-21,4.44
2016-11-22,4.37
2016-11-23,4.27
2016-11-24,4.27
2016-11-25,4.43
2016-11-28,4.49
2016-11-29,4.5
2016-11-30,4.38
2016-12-01,4.35
2016-12-02,4.35
2016-12-05,4.31
2016-12-06,4.32
2016-12-07,4.31
2016-12-08,4.31
2016-12-09,4.33
2016-12-12,4.31
2016-12-13,4.31
2016-12-14,4.29
2016-12-15,4.31
2016-12-16,4.22
2016-12-19,4.26
2016-12-20,4.18
2016-12-21,4.18
2016-12-22,4.19
2016-12-23,4.17
2016-12-26,4.17
2016-12-27,4.16
2016-12-28,4.11
2016-12-29,4.09
2017-01-02,4.05
2017-01-03,4.01
2017-01-04,4.0
2017-01-05,4.0
2017-01-06,4.0
2017-01-09,3.95
2017-01-10,3.86
2017-01-11,3.86
2017-01-12,3.8
2017-01-13,3.8
2017-01-16,3.75
2017-01-17,3.71
2017-01-18,3.78
2017-01-19,3.78
2017-01-20,3.78
2017-01-23,3.74
2017-01-24,3.71
2017-01-25,3.71
2017-01-26,3.71
2017-01-27,3.71
2017-01-30,3.72
2017-01-31,3.74
2017-02-01,3.72
2017-02-02,3.73
2017-02-03,3.73
2017-02-06,3.73
2017-02-07,3.73
2017-02-08,3.73
2017-02-09,3.73
2017-02-10,3.75
2017-02-13,3.74
2017-02-14,3.74
2017-02-15,3.74
2017-02-16,3.76
2017-02-17,3.8
2017-02-20,3.73
2017-02-21,3.72
2017-02-22,3.72
2017-02-23,3.72
2017-02-24,3.7
2017-03-01,3.73
2017-03-02,3.7
2017-03-03,3.72
2017-03-06,3.75
2017-03-07,3.77
2017-03-08,3.78
2017-03-09,3.78
2017-03-10,3.81
2017-03-13,3.79
2017-03-14,3.77
2017-03-15,3.74
2017-03-16,3.76
2017-03-17,3.76
2017-03-20,3.74
2017-03-21,3.74
2017-03-22,3.69
2017-03-23,3.69
2017-03-24,3.7
2017-03-27,3.68
2017-03-28,3.65
2017-03-29,3.65
2017-03-30,3.64
2017-03-31,3.64
2017-04-03,3.52
2017-04-04,3.54
2017-04-05,3.65
2017-04-06,3.65
2017-04-07,3.65
2017-04-10,3.67
2017-04-11,3.67
2017-04-12,3.67
2017-04-13,3.65
2017-04-17,3.6
2017-04-18,3.61
2017-04-19,3.64
2017-04-20,3.64
2017-04-24,3.66
2017-04-25,3.63
2017-04-26,3.75
2017-04-27,3.75
2017-04-28,3.75
2017-05-02,3.74
2017-05-03,3.68
2017-05-04,3.72
2017-05-05,3.68
2017-05-08,3.68
2017-05-09,3.69
2017-05-10,3.68
2017-05-11,3.68
2017-05-12,3.68
2017-05-15,3.67
2017-05-16,3.67
2017-05-17,3.65
2017-05-18,3.67
2017-05-19,3.67
2017-05-22,3.67
2017-05-23,3.64
2017-05-24,3.61
2017-05-25,3.61
2017-05-26,3.61
2017-05-29,3.58
2017-05-30,3.59
2017-05-31,3.59
2017-06-01,3.54
2017-06-02,3.54
2017-06-05,3.51
2017-06-06,3.53
2017-06-07,3.52
2017-06-08,3.52
2017-06-09,3.52
2017-06-12,3.54
2017-06-13,3.58
2017-06-14,3.61
2017-06-16,3.58
2017-06-19,3.62
2017-06-20,3.64
2017-06-21,3.62
2017-06-22,3.62
2017-06-23,3.62
2017-06-26,3.6
2017-06-27,3.55
2017-06-28,3.52
2017-06-29,3.5
2017-06-30,3.5
2017-07-03,3.5
2017-07-04,3.5
2017-07-05,3.48
2017-07-06,3.53
2017-07-07,3.53
2017-07-10,3.55
2017-07-11,3.51
2017-07-12,3.51
2017-07-13,3.51
2017-07-14,3.48
2017-07-17,3.48
2017-07-18,3.48
2017-07-19,3.48
2017-07-20,3.45
2017-07-21,3.36
2017-07-24,3.39
2017-07-25,3.4
2017-07-26,3.38
2017-07-27,3.38
2017-07-28,3.33
2017-07-31,3.33
2017-08-01,3.34
2017-08-02,3.34
2017-08-03,3.34
2017-08-04,3.37
2017-08-07,3.34
2017-08-08,3.37
2017-08-09,3.4
2017-08-10,3.41
2017-08-11,3.41
2017-08-14,3.45
2017-08-15,3.45
2017-08-16,3.45
2017-08-17,3.45
2017-08-18,3.4
2017-08-21,3.38
2017-08-22,3.36
2017-08-23,3.36
2017-08-24,3.36
2017-08-25,3.37
2017-08-28,3.45
2017-08-29,3.39
2017-08-30,3.39
2017-08-31,3.3
2017-09-01,3.31
2017-09-04,3.32
2017-09-05,3.42
2017-09-06,3.42
2017-09-08,3.42
2017-09-11,3.57
2017-09-12,3.59
2017-09-13,3.62
2017-09-14,3.62
2017-09-15,3.62
2017-09-18,3.58
2017-09-19,3.66
2017-09-20,3.66
2017-09-21,3.66
2017-09-22,3.64
2017-09-25,3.61
2017-09-26,3.51
2017-09-27,3.49
2017-09-28,3.45
2017-09-29,3.45
2017-10-02,3.47
2017-10-03,3.48
2017-10-04,3.48
2017-10-05,3.54
2017-10-06,3.54
2017-10-09,3.56
2017-10-10,3.69
2017-10-11,3.69
2017-10-13,3.65
2017-10-16,3.71
2017-10-17,3.75
2017-10-18,3.75
2017-10-19,3.72
2017-10-20,3.72
2017-10-23,3.68
2017-10-24,3.65
2017-10-25,3.61
2017-10-26,3.65
2017-10-27,3.57
2017-10-30,3.72
2017-10-31,3.72
2017-11-01,3.83
2017-11-03,3.83
2017-11-06,3.85
2017-11-07,3.85
2017-11-08,3.82
2017-11-09,3.73
2017-11-10,3.73
2017-11-13,3.73
2017-11-14,3.73
2017-11-16,3.7
2017-11-17,3.7
2017-11-20,3.8
2017-11-21,3.8
2017-11-22,3.79
2017-11-23,3.76
2017-11-24,3.68
2017-11-27,3.68
2017-11-28,3.66
2017-11-29,3.65
2017-11-30,3.65
2017-12-01,3.65
2017-12-04,3.68
2017-12-05,3.68
2017-12-06,3.68
2017-12-07,3.61
2017-12-08,3.61
2017-12-11,3.62
2017-12-12,3.67
2017-12-13,3.56
2017-12-14,3.55
2017-12-15,3.55
2017-12-18,3.55
2017-12-19,3.58
2017-12-20,3.58
2017-12-21,3.58
2017-12-22,3.6
2017-12-26,3.62
2017-12-27,3.62
2017-12-28,3.6
2018-01-02,3.6
2018-01-03,3.54
2018-01-04,3.5
2018-01-05,3.5
2018-01-08,3.56
2018-01-09,3.56
2018-01-10,3.51
2018-01-11,3.5
2018-01-12,3.46
2018-01-15,3.44
2018-01-16,3.44
2018-01-17,3.43
2018-01-18,3.43
2018-01-19,3.43
2018-01-22,3.4
2018-01-23,3.4
2018-01-24,3.4
2018-01-25,3.38
2018-01-26,3.28
2018-01-29,3.31
2018-01-30,3.22
2018-01-31,3.2
2018-02-01,3.3
2018-02-02,3.3
2018-02-05,3.3
2018-02-06,3.28
2018-02-07,3.28
2018-02-08,3.28
2018-02-09,3.25
2018-02-14,3.24
2018-02-15,3.22
2018-02-16,3.19
2018-02-19,3.14
2018-02-20,3.14
2018-02-21,3.17
2018-02-22,3.17
2018-02-23,3.14
2018-02-26,3.11
2018-02-27,3.19
2018-02-28,3.19
2018-03-01,3.19
2018-03-02,3.19
2018-03-05,3.19
2018-03-06,3.21
2018-03-07,3.27
2018-03-08,3.18
2018-03-09,3.18
2018-03-12,3.18
2018-03-13,3.23
2018-03-14,3.21
2018-03-15,3.21
2018-03-16,3.25
2018-03-19,3.24
2018-03-20,3.22
2018-03-21,3.2
2018-03-22,3.11
2018-03-23,3.11
2018-03-26,3.11
2018-03-27,3.11
2018-03-28,3.11
2018-03-29,3.14
2018-04-02,3.04
2018-04-03,2.94
2018-04-04,2.9
2018-04-05,2.99
2018-04-06,3.03
2018-04-09,3.03
2018-04-10,3.03
2018-04-11,2.97
2018-04-12,2.97
2018-04-13,2.97
2018-04-16,2.78
2018-04-17,2.78
2018-04-18,2.9
2018-04-19,2.84
2018-04-20,2.84
2018-04-23,2.84
2018-04-24,2.84
2018-04-25,2.88
2018-04-26,2.85
2018-04-27,2.74
2018-04-30,2.74
2018-05-02,2.8
2018-05-03,2.88
2018-05-04,2.89
2018-05-07,2.94
2018-05-08,3.0
2018-05-09,3.08
2018-05-10,3.19
2018-05-11,3.19
2018-05-14,3.39
2018-05-15,3.39
2018-05-16,3.45
2018-05-17,3.51
2018-05-18,3.51
2018-05-21,3.47
2018-05-22,3.47
2018-05-23,3.33
2018-05-24,3.32
2018-05-25,3.31
2018-05-28,3.31
2018-05-29,3.53
2018-05-30,3.53
2018-06-01,3.8
2018-06-04,4.23
2018-06-05,4.23
2018-06-06,4.6
2018-06-07,4.6
2018-06-08,4.6
2018-06-11,4.63
2018-06-12,4.63
2018-06-13,4.55
2018-06-14,4.32
2018-06-15,4.19
2018-06-18,4.04
2018-06-19,4.04
2018-06-20,3.94
2018-06-21,3.94
2018-06-22,3.88
2018-06-25,3.88
2018-06-26,3.83
2018-06-27,3.75
2018-06-28,3.75
2018-06-29,3.67
2018-07-02,3.67
2018-07-03,3.67
2018-07-04,3.69
2018-07-05,3.66
2018-07-06,3.72
2018-07-09,3.72
2018-07-10,3.87
2018-07-11,3.76
2018-07-12,3.73
2018-07-13,3.73
2018-07-16,3.72
2018-07-17,3.86
2018-07-18,3.88
2018-07-19,3.79
2018-07-20,3.79
2018-07-23,3.78
2018-07-24,3.74
2018-07-25,3.69
2018-07-26,3.63
2018-07-27,3.52
2018-07-30,3.5
2018-07-31,3.52
2018-08-01,3.55
2018-08-02,3.57
2018-08-03,3.57
2018-08-06,3.63
2018-08-07,3.66
2018-08-08,3.67
2018-08-09,3.7
2018-08-10,3.7
2018-08-13,3.68
2018-08-14,3.68
2018-08-15,3.63
2018-08-16,3.6
2018-08-17,3.6
2018-08-20,3.61
2018-08-21,3.57
2018-08-22,3.57
2018-08-23,3.55
2018-08-24,3.55
2018-08-27,3.53
2018-08-28,3.53
2018-08-29,3.55
2018-08-30,3.59
2018-08-31,3.59
2018-09-03,3.88
2018-09-04,3.94
2018-09-05,3.94
2018-09-06,3.93
2018-09-10,3.95
2018-09-11,4.02
2018-09-12,4.06
2018-09-13,4.03
2018-09-14,4.03
2018-09-17,4.06
2018-09-18,4.06
2018-09-19,4.23
2018-09-20,4.23
2018-09-21,4.23
2018-09-24,4.23
2018-09-25,4.16
2018-09-26,4.1
2018-09-27,4.08
2018-09-28,4.08
2018-10-01,4.08
2018-10-02,4.11
2018-10-03,4.19
2018-10-04,4.2
2018-10-05,4.25
2018-10-08,4.25
2018-10-09,4.33
2018-10-10,4.33
2018-10-11,4.33
2018-10-15,4.41
2018-10-16,4.41
2018-10-17,4.34
2018-10-18,4.26
2018-10-19,4.26
2018-10-22,4.26
2018-10-23,4.26
2018-10-24,4.27
2018-10-25,4.21
2018-10-26,4.2
2018-10-29,4.2
2018-10-30,4.2
2018-10-31,4.19
2018-11-01,4.2
2018-11-05,4.35
2018-11-06,4.35
2018-11-07,4.35
2018-11-08,4.35
2018-11-09,4.52
2018-11-12,4.62
2018-11-13,4.62
2018-11-14,4.62
2018-11-16,4.62
2018-11-19,4.62
2018-11-20,4.62
2018-11-21,4.6
2018-11-22,4.6
2018-11-23,4.6
2018-11-26,4.6
2018-11-27,4.6
2018-11-28,4.57
2018-11-29,4.57
2018-11-30,4.6
2018-12-03,4.6
2018-12-04,4.6
2018-12-05,4.6
2018-12-06,4.47
2018-12-07,4.47
2018-12-10,4.47
2018-12-11,4.47
2018-12-12,4.47
2018-12-13,4.37
2018-12-14,4.42
2018-12-17,4.42
2018-12-18,4.42
2018-12-19,4.49
2018-12-20,4.38
2018-12-21,4.38
2018-12-26,4.21
2018-12-27,4.36
2018-12-28,4.36
2019-01-02,4.36
2019-01-03,4.36
2019-01-04,4.37
2019-01-07,4.42
2019-01-08,4.42
2019-01-09,4.42
2019-01-10,4.42
2019-01-11,4.42
2019-01-14,4.49
2019-01-15,4.44
2019-01-16,4.4
2019-01-17,4.4
2019-01-18,4.4
2019-01-21,4.4
2019-01-22,4.27
2019-01-23,4.23
2019-01-24,4.16
2019-01-25,4.14
2019-01-28,4.14
2019-01-29,4.12
2019-01-30,4.09
2019-01-31,4.09
2019-02-01,4.09
2019-02-04,4.11
2019-02-05,4.26
2019-02-06,4.31
2019-02-07,4.36
2019-02-08,4.36
2019-02-11,4.36
2019-02-12,4.37
2019-02-13,4.37
2019-02-14,4.37
2019-02-15,4.37
2019-02-18,4.42
2019-02-19,4.42
2019-02-20,4.42
2019-02-21,4.42
2019-02-22,4.42
2019-02-25,4.37
2019-02-26,4.34
2019-02-27,4.34
2019-02-28,4.34
2019-03-01,4.32
2019-03-06,4.39
2019-03-07,4.43
2019-03-08,4.43
2019-03-11,4.5
2019-03-12,4.52
2019-03-13,4.49
2019-03-14,4.46
2019-03-15,4.48
2019-03-18,4.48
2019-03-19,4.51
2019-03-20,4.54
2019-03-21,4.54
2019-03-22,4.54
2019-03-25,4.54
2019-03-26,4.54
2019-03-27,4.48
2019-03-28,4.48
2019-03-29,4.48
2019-04-01,4.54
2019-04-02,4.54
2019-04-03,4.63
2019-04-04,4.63
2019-04-05,4.63
2019-04-08,4.65
2019-04-09,4.65
2019-04-10,4.71
2019-04-11,4.71
2019-04-12,4.71
2019-04-15,4.71
2019-04-16,4.73
2019-04-17,4.73
2019-04-18,4.73
2019-04-22,4.73
2019-04-23,4.74
2019-04-24,4.78
2019-04-25,4.78
2019-04-26,4.78
2019-04-29,4.75
2019-04-30,4.73
2019-05-02,4.73
2019-05-03,4.73
2019-05-06,4.76
2019-05-07,4.78
2019-05-08,4.81
2019-05-09,4.81
2019-05-10,4.81
2019-05-13,4.82
2019-05-14,4.82
2019-05-15,4.83
2019-05-16,4.83
2019-05-17,4.83
2019-05-20,4.81
2019-05-21,4.83
2019-05-22,4.83
2019-05-23,4.83
2019-05-24,4.83
2019-05-27,4.76
2019-05-28,4.76
2019-05-29,4.76
2019-05-30,4.76
2019-05-31,4.76
2019-06-03,4.76
2019-06-04,4.66
2019-06-05,4.66
2019-06-06,4.66
2019-06-07,4.66
2019-06-10,4.71
2019-06-11,4.84
2019-06-12,4.81
2019-06-13,4.81
2019-06-14,4.81
2019-06-17,4.81
2019-06-18,4.65
2019-06-19,4.55
2019-06-21,4.55
2019-06-24,4.6
2019-06-25,4.64
2019-06-26,4.64
2019-06-27,4.64
2019-06-28,4.64
2019-07-01,4.64
2019-07-02,4.64
2019-07-03,4.6
2019-07-04,4.6
2019-07-05,4.6
2019-07-08,4.6
2019-07-09,4.64
2019-07-10,4.64
2019-07-11,4.64
2019-07-12,4.64
2019-07-15,4.64
2019-07-16,4.64
2019-07-17,4.64
2019-07-18,4.64
2019-07-19,4.64
2019-07-22,4.6
2019-07-23,4.57
2019-07-24,4.57
2019-07-25,4.57
2019-07-26,4.57
2019-07-29,4.57
2019-07-30,4.57
2019-07-31,4.54
2019-08-01,4.52
2019-08-02,4.52
2019-08-05,4.51
2019-08-06,4.5
2019-08-07,4.5
2019-08-08,4.5
2019-08-09,4.5
2019-08-12,4.5
2019-08-13,4.47
2019-08-14,4.39
2019-08-15,4.39
2019-08-16,4.39
2019-08-19,4.36
2019-08-20,4.33
2019-08-21,4.33
2019-08-22,4.39
2019-08-23,4.39
2019-08-26,4.33
2019-08-27,4.29
2019-08-28,4.29
2019-08-29,4.29
2019-08-30,4.29
2019-09-02,4.36
2019-09-03,4.38
2019-09-04,4.38
2019-09-05,4.38
2019-09-06,4.38
2019-09-09,4.41
2019-09-10,4.41
