DATE,US_BEEF_CUTOUT_CHOICE
2008-12-19,90.2
2008-12-22,90.67
2008-12-23,91.3
2008-12-24,91.05
2008-12-29,91.45
2008-12-30,91.55
2008-12-31,91.89
2009-01-02,92.18
2009-01-03,178.88
2009-01-05,92.62
2009-01-06,94.2
2009-01-07,95.25
2009-01-08,95.79
2009-01-09,95.44
2009-01-12,96.88
2009-01-13,99.26
2009-01-14,98.6
2009-01-15,99.37
2009-01-16,100.16
2009-01-19,100.61
2009-01-20,100.92
2009-01-21,98.84
2009-01-22,98.29
2009-01-23,98.15
2009-01-26,97.74
2009-01-27,97.26
2009-01-28,96.86
2009-01-29,96.07
2009-01-30,94.09
2009-02-02,92.62
2009-02-03,92.36
2009-02-04,91.68
2009-02-05,90.61
2009-02-06,90.09
2009-02-09,90.31
2009-02-10,91.03
2009-02-11,91.53
2009-02-12,91.63
2009-02-13,91.65
2009-02-15,162.18
2009-02-16,92.02
2009-02-17,93.32
2009-02-18,94.47
2009-02-19,95.13
2009-02-20,95.02
2009-02-23,94.72
2009-02-24,95.89
2009-02-25,96.3
2009-02-26,95.77
2009-02-27,95.61
2009-03-02,96.17
2009-03-03,96.23
2009-03-04,96.43
2009-03-05,96.95
2009-03-06,96.71
2009-03-09,96.07
2009-03-10,96.4
2009-03-11,96.61
2009-03-12,96.67
2009-03-13,96.52
2009-03-16,97.05
2009-03-17,96.68
2009-03-18,95.28
2009-03-19,93.62
2009-03-20,91.92
2009-03-23,93.48
2009-03-24,94.44
2009-03-25,93.87
2009-03-26,94.75
2009-03-27,94.68
2009-03-30,94.22
2009-03-31,94.42
2009-04-01,94.73
2009-04-02,95.51
2009-04-03,95.32
2009-04-06,95.38
2009-04-07,95.1
2009-04-08,95.53
2009-04-09,95.61
2009-04-10,96.18
2009-04-13,96.67
2009-04-14,97.19
2009-04-15,97.74
2009-04-16,98.07
2009-04-17,98.88
2009-04-20,99.64
2009-04-21,99.69
2009-04-22,99.35
2009-04-23,99.95
2009-04-24,100.23
2009-04-27,100.82
2009-04-28,101.18
2009-04-29,99.95
2009-04-30,99.44
2009-05-01,99.67
2009-05-04,99.64
2009-05-05,99.41
2009-05-06,99.72
2009-05-07,98.98
2009-05-08,98.7
2009-05-11,98.97
2009-05-12,99.14
2009-05-13,98.89
2009-05-14,98.55
2009-05-15,98.13
2009-05-18,98.15
2009-05-19,98.56
2009-05-20,98.2
2009-05-21,97.33
2009-05-22,97.4
2009-05-26,97.3
2009-05-27,96.82
2009-05-28,96.86
2009-05-29,96.65
2009-06-01,94.45
2009-06-02,93.52
2009-06-03,93.53
2009-06-04,91.8
2009-06-05,90.81
2009-06-08,91.85
2009-06-09,92.56
2009-06-10,92.22
2009-06-11,91.33
2009-06-12,90.98
2009-06-15,91.12
2009-06-16,91.13
2009-06-17,91.58
2009-06-18,91.88
2009-06-19,91.84
2009-06-22,91.52
2009-06-23,91.54
2009-06-24,91.61
2009-06-25,91.53
2009-06-26,91.58
2009-06-29,91.65
2009-06-30,91.67
2009-07-01,91.29
2009-07-02,90.82
2009-07-06,90.69
2009-07-07,91.51
2009-07-08,92.02
2009-07-09,92.02
2009-07-10,92.04
2009-07-13,92.19
2009-07-14,92.29
2009-07-15,93.74
2009-07-16,93.64
2009-07-17,94.05
2009-07-20,95.14
2009-07-21,95.56
2009-07-22,95.71
2009-07-23,95.56
2009-07-24,96.05
2009-07-27,96.36
2009-07-28,96.5
2009-07-29,95.76
2009-07-30,95.31
2009-07-31,95.95
2009-08-03,95.74
2009-08-04,95.9
2009-08-05,95.8
2009-08-06,95.63
2009-08-07,95.34
2009-08-10,94.72
2009-08-11,94.3
2009-08-12,94.41
2009-08-13,95.5
2009-08-14,94.82
2009-08-17,94.35
2009-08-18,94.08
2009-08-19,93.71
2009-08-20,93.61
2009-08-21,93.21
2009-08-24,92.85
2009-08-25,93.45
2009-08-26,93.49
2009-08-27,92.14
2009-08-28,91.65
2009-08-31,91.76
2009-09-01,89.99
2009-09-02,88.01
2009-09-03,87.73
2009-09-04,87.7
2009-09-08,87.74
2009-09-09,87.48
2009-09-10,87.4
2009-09-11,87.37
2009-09-14,87.89
2009-09-15,87.95
2009-09-16,87.22
2009-09-17,86.23
2009-09-18,83.81
2009-09-21,83.8
2009-09-22,84.53
2009-09-23,83.26
2009-09-24,81.5
2009-09-25,80.85
2009-09-28,81.18
2009-09-29,79.54
2009-09-30,78.23
2009-10-01,76.92
2009-10-02,76.74
2009-10-05,77.57
2009-10-06,77.48
2009-10-07,77.55
2009-10-08,77.67
2009-10-09,77.89
2009-10-12,78.29
2009-10-13,79.01
2009-10-14,78.91
2009-10-15,79.49
2009-10-16,80.03
2009-10-19,80.33
2009-10-20,80.75
2009-10-21,81.35
2009-10-22,81.96
2009-10-23,82.18
2009-10-26,82.62
2009-10-27,83.22
2009-10-28,83.3
2009-10-29,83.48
2009-10-30,83.51
2009-11-02,83.68
2009-11-03,84.13
2009-11-04,84.04
2009-11-05,83.77
2009-11-06,83.39
2009-11-09,83.02
2009-11-10,81.05
2009-11-11,81.01
2009-11-12,81.47
2009-11-13,82.32
2009-11-16,83.02
2009-11-17,83.1
2009-11-18,83.43
2009-11-19,83.76
2009-11-20,83.79
2009-11-23,83.91
2009-11-24,83.93
2009-11-25,84.35
2009-11-27,84.69
2009-11-30,84.63
2009-12-01,84.98
2009-12-02,85.03
2009-12-03,85.04
2009-12-04,85.18
2009-12-07,85.41
2009-12-08,85.7
2009-12-09,86.44
2009-12-10,86.87
2009-12-11,87.13
2009-12-14,87.54
2009-12-15,88.67
2009-12-16,89.52
2009-12-17,89.71
2009-12-18,88.27
2009-12-21,87.93
2009-12-22,88.31
2009-12-23,87.73
2009-12-24,87.57
2009-12-28,88.25
2009-12-29,88.53
2009-12-30,88.79
2009-12-31,89.34
2010-01-04,90.0
2010-01-05,90.36
2010-01-06,90.15
2010-01-07,90.52
2010-01-08,91.4
2010-01-11,91.98
2010-01-12,92.55
2010-01-13,92.84
2010-01-14,92.31
2010-01-15,92.12
2010-01-17,91.17
2010-01-18,91.95
2010-01-19,92.08
2010-01-20,92.58
2010-01-21,89.87
2010-01-22,89.29
2010-01-25,90.68
2010-01-26,90.78
2010-01-27,89.86
2010-01-28,90.17
2010-01-29,90.52
2010-02-01,90.12
2010-02-02,89.94
2010-02-03,88.75
2010-02-04,88.1
2010-02-05,88.41
2010-02-08,88.71
2010-02-09,90.22
2010-02-10,91.0
2010-02-11,92.09
2010-02-12,93.66
2010-02-15,93.69
2010-02-16,95.26
2010-02-17,96.92
2010-02-18,98.04
2010-02-19,99.88
2010-02-22,100.61
2010-02-23,104.7
2010-02-24,105.68
2010-02-25,106.08
2010-02-26,106.48
2010-03-01,106.37
2010-03-02,105.75
2010-03-03,106.54
2010-03-04,106.63
2010-03-05,106.69
2010-03-08,106.76
2010-03-09,106.92
2010-03-10,107.51
2010-03-11,106.87
2010-03-12,106.69
2010-03-15,106.37
2010-03-16,107.06
2010-03-17,107.56
2010-03-18,107.35
2010-03-19,107.88
2010-03-22,107.77
2010-03-23,108.98
2010-03-24,110.11
2010-03-25,110.62
2010-03-26,109.09
2010-03-29,109.49
2010-03-30,108.13
2010-03-31,107.91
2010-04-01,107.49
2010-04-02,107.37
2010-04-05,107.58
2010-04-06,107.23
2010-04-07,107.26
2010-04-08,107.22
2010-04-09,107.46
2010-04-12,108.3
2010-04-13,108.58
2010-04-14,108.72
2010-04-15,108.67
2010-04-16,108.99
2010-04-19,109.63
2010-04-20,110.35
2010-04-21,112.04
2010-04-22,113.52
2010-04-23,114.67
2010-04-26,115.99
2010-04-27,117.27
2010-04-28,117.33
2010-04-29,119.27
2010-04-30,119.87
2010-05-03,120.25
2010-05-04,120.43
2010-05-05,121.6
2010-05-06,122.97
2010-05-07,123.1
2010-05-10,122.51
2010-05-11,123.72
2010-05-12,123.91
2010-05-13,122.24
2010-05-14,120.38
2010-05-16,105.2
2010-05-17,119.85
2010-05-18,119.25
2010-05-19,116.59
2010-05-20,115.38
2010-05-21,113.92
2010-05-24,114.36
2010-05-25,114.41
2010-05-26,113.1
2010-05-27,111.84
2010-05-28,111.68
2010-06-01,111.09
2010-06-02,110.71
2010-06-03,110.3
2010-06-04,109.68
2010-06-07,108.94
2010-06-08,107.43
2010-06-09,105.19
2010-06-10,103.11
2010-06-11,102.6
2010-06-14,102.86
2010-06-15,103.64
2010-06-16,103.39
2010-06-17,102.96
2010-06-18,103.03
2010-06-20,96.3
2010-06-21,103.53
2010-06-22,102.45
2010-06-23,102.62
2010-06-24,102.78
2010-06-25,101.77
2010-06-27,92.36
2010-06-28,100.97
2010-06-29,101.25
2010-06-30,101.66
2010-07-01,101.58
2010-07-02,101.3
2010-07-06,102.27
2010-07-07,102.44
2010-07-08,101.98
2010-07-09,101.37
2010-07-12,101.51
2010-07-13,101.57
2010-07-14,101.44
2010-07-15,101.55
2010-07-16,101.2
2010-07-19,101.54
2010-07-20,102.12
2010-07-21,102.07
2010-07-22,101.6
2010-07-23,101.52
2010-07-26,101.6
2010-07-27,101.88
2010-07-28,100.31
2010-07-29,98.78
2010-07-30,99.05
2010-08-02,99.05
2010-08-03,99.67
2010-08-04,98.91
2010-08-05,98.3
2010-08-06,98.77
2010-08-09,98.89
2010-08-10,99.14
2010-08-11,99.42
2010-08-12,99.81
2010-08-13,100.37
2010-08-16,100.52
2010-08-17,101.63
2010-08-18,102.2
2010-08-19,102.67
2010-08-20,103.35
2010-08-23,103.62
2010-08-24,104.11
2010-08-25,104.36
2010-08-26,104.24
2010-08-27,103.84
2010-08-30,102.88
2010-08-31,103.03
2010-09-01,105.74
2010-09-02,105.92
2010-09-03,106.67
2010-09-07,106.33
2010-09-08,106.39
2010-09-09,106.11
2010-09-10,104.76
2010-09-13,104.54
2010-09-14,104.34
2010-09-15,103.66
2010-09-16,102.22
2010-09-17,101.75
2010-09-20,101.72
2010-09-21,101.72
2010-09-22,101.83
2010-09-23,103.6
2010-09-24,102.41
2010-09-27,102.87
2010-09-28,102.48
2010-09-29,101.84
2010-09-30,101.44
2010-10-01,101.05
2010-10-04,101.18
2010-10-05,101.7
2010-10-06,101.37
2010-10-07,100.8
2010-10-08,101.15
2010-10-11,101.84
2010-10-12,102.25
2010-10-13,103.34
2010-10-14,104.09
2010-10-15,104.93
2010-10-18,106.81
2010-10-19,108.67
2010-10-20,110.29
2010-10-21,110.65
2010-10-22,110.75
2010-10-25,112.05
2010-10-26,112.41
2010-10-27,112.7
2010-10-28,112.42
2010-10-29,112.86
2010-11-01,112.85
2010-11-02,112.87
2010-11-03,110.93
2010-11-04,109.45
2010-11-05,107.88
2010-11-08,107.54
2010-11-09,107.71
2010-11-10,106.25
2010-11-11,106.21
2010-11-12,105.83
2010-11-13,71.39
2010-11-15,105.52
2010-11-16,105.62
2010-11-17,105.07
2010-11-18,104.89
2010-11-19,105.16
2010-11-21,75.8
2010-11-22,104.98
2010-11-23,104.99
2010-11-24,106.08
2010-11-26,106.08
2010-11-29,105.92
2010-11-30,106.24
2010-12-01,106.62
2010-12-02,107.3
2010-12-03,107.83
2010-12-06,108.17
2010-12-07,108.49
2010-12-08,108.95
2010-12-09,109.88
2010-12-10,110.23
2010-12-13,110.58
2010-12-14,110.38
2010-12-15,110.79
2010-12-16,110.45
2010-12-17,110.03
2010-12-20,110.27
2010-12-21,111.03
2010-12-22,110.52
2010-12-23,108.65
2010-12-27,109.14
2010-12-28,110.7
2010-12-29,112.78
2010-12-30,113.21
2011-01-03,113.27
2011-01-04,114.37
2011-01-05,115.19
2011-01-06,115.06
2011-01-07,114.65
2011-01-10,115.46
2011-01-11,115.66
2011-01-12,115.71
2011-01-13,115.67
2011-01-14,115.69
2011-01-17,116.02
2011-01-18,117.44
2011-01-19,117.99
2011-01-20,117.45
2011-01-21,117.07
2011-01-24,116.57
2011-01-25,116.54
2011-01-26,115.64
2011-01-27,114.36
2011-01-28,113.93
2011-01-31,114.42
2011-02-01,114.22
2011-02-02,113.98
2011-02-03,113.4
2011-02-04,113.04
2011-02-07,113.54
2011-02-08,113.35
2011-02-09,113.45
2011-02-10,112.84
2011-02-11,113.0
2011-02-14,113.97
2011-02-15,113.85
2011-02-16,113.21
2011-02-17,112.21
2011-02-18,112.53
2011-02-21,112.69
2011-02-22,113.03
2011-02-23,113.46
2011-02-24,114.39
2011-02-25,114.86
2011-02-28,114.94
2011-03-01,114.73
2011-03-02,115.42
2011-03-03,115.87
2011-03-04,116.95
2011-03-07,118.06
2011-03-08,119.68
2011-03-09,121.43
2011-03-10,123.01
2011-03-11,126.25
2011-03-14,129.32
2011-03-15,131.15
2011-03-16,132.76
2011-03-17,133.92
2011-03-18,133.96
2011-03-21,134.03
2011-03-22,134.9
2011-03-23,135.06
2011-03-24,135.51
2011-03-25,134.97
2011-03-28,135.19
2011-03-29,136.53
2011-03-30,138.58
2011-03-31,139.87
2011-04-01,138.9
2011-04-04,139.61
2011-04-05,139.1
2011-04-06,138.31
2011-04-07,138.25
2011-04-08,138.83
2011-04-11,138.98
2011-04-12,139.05
2011-04-13,139.05
2011-04-14,139.65
2011-04-15,139.46
2011-04-18,139.78
2011-04-19,139.67
2011-04-20,138.09
2011-04-21,136.03
2011-04-22,135.05
2011-04-25,135.95
2011-04-26,135.82
2011-04-27,136.45
2011-04-28,135.62
2011-04-29,134.35
2011-05-02,131.15
2011-05-03,130.93
2011-05-04,130.45
2011-05-05,131.04
2011-05-06,127.88
2011-05-09,128.21
2011-05-10,130.59
2011-05-11,129.21
2011-05-12,129.83
2011-05-13,129.93
2011-05-16,130.74
2011-05-17,132.54
2011-05-18,133.81
2011-05-19,134.93
2011-05-20,135.74
2011-05-23,136.45
2011-05-24,137.42
2011-05-25,136.98
2011-05-26,135.97
2011-05-27,135.79
2011-05-31,134.45
2011-06-01,134.07
2011-06-02,132.78
2011-06-03,130.89
2011-06-06,131.06
2011-06-07,130.25
2011-06-08,127.61
2011-06-09,125.3
2011-06-10,123.97
2011-06-13,124.69
2011-06-14,124.59
2011-06-15,123.67
2011-06-16,124.27
2011-06-17,124.76
2011-06-20,125.38
2011-06-21,125.98
2011-06-22,125.85
2011-06-23,124.77
2011-06-24,123.35
2011-06-27,122.57
2011-06-28,121.88
2011-06-29,121.61
2011-06-30,121.27
2011-07-01,121.83
2011-07-05,121.55
2011-07-06,121.97
2011-07-07,122.27
2011-07-08,122.1
2011-07-11,122.47
2011-07-12,121.97
2011-07-13,120.11
2011-07-14,119.87
2011-07-15,119.48
2011-07-18,118.57
2011-07-19,118.51
2011-07-20,118.17
2011-07-21,117.63
2011-07-22,117.89
2011-07-25,118.23
2011-07-26,118.25
2011-07-27,117.92
2011-07-28,117.97
2011-07-29,117.45
2011-08-01,117.36
2011-08-02,118.45
2011-08-03,118.64
2011-08-04,117.67
2011-08-05,117.71
2011-08-07,73.66
2011-08-08,119.42
2011-08-09,121.58
2011-08-10,123.2
2011-08-11,124.41
2011-08-12,126.77
2011-08-14,78.52
2011-08-15,129.16
2011-08-16,131.52
2011-08-17,132.64
2011-08-18,135.46
2011-08-19,136.01
2011-08-22,136.44
2011-08-23,136.38
2011-08-24,135.32
2011-08-25,135.29
2011-08-26,134.6
2011-08-29,133.93
2011-08-30,130.66
2011-08-31,128.41
2011-09-01,127.77
2011-09-02,129.25
2011-09-06,130.79
2011-09-07,130.37
2011-09-08,129.85
2011-09-09,129.33
2011-09-12,130.04
2011-09-13,130.7
2011-09-14,130.44
2011-09-15,129.91
2011-09-16,129.29
2011-09-19,128.9
2011-09-20,128.89
2011-09-21,128.04
2011-09-22,126.79
2011-09-23,126.13
2011-09-25,76.31
2011-09-26,127.18
2011-09-27,127.38
2011-09-28,126.65
2011-09-29,125.78
2011-09-30,125.2
2011-10-03,125.14
2011-10-04,125.48
2011-10-05,125.93
2011-10-06,125.43
2011-10-07,124.39
2011-10-10,124.52
2011-10-11,124.03
2011-10-12,122.51
2011-10-13,121.91
2011-10-14,121.93
2011-10-17,124.06
2011-10-18,124.5
2011-10-19,126.26
2011-10-20,127.33
2011-10-21,126.6
2011-10-24,127.7
2011-10-25,130.04
2011-10-26,130.1
2011-10-27,131.05
2011-10-28,131.5
2011-10-31,131.43
2011-11-01,132.72
2011-11-02,133.16
2011-11-03,133.48
2011-11-04,135.43
2011-11-07,137.83
2011-11-08,138.1
2011-11-09,139.18
2011-11-10,140.67
2011-11-11,141.3
2011-11-14,141.21
2011-11-15,141.64
2011-11-16,141.43
2011-11-17,141.09
2011-11-18,141.28
2011-11-21,141.6
2011-11-22,140.82
2011-11-23,140.06
2011-11-25,139.55
2011-11-28,139.81
2011-11-29,141.35
2011-11-30,140.03
2011-12-01,139.0
2011-12-02,138.16
2011-12-04,88.1
2011-12-05,137.04
2011-12-06,136.64
2011-12-07,135.85
2011-12-08,133.99
2011-12-09,133.15
2011-12-12,133.52
2011-12-13,134.63
2011-12-14,134.24
2011-12-15,133.2
2011-12-16,132.88
2011-12-19,133.45
2011-12-20,133.71
2011-12-21,132.28
2011-12-22,132.34
2011-12-23,132.94
2011-12-27,134.17
2011-12-28,134.44
2011-12-29,134.63
2011-12-30,134.74
2012-01-03,134.58
2012-01-04,135.02
2012-01-05,135.44
2012-01-06,136.08
2012-01-09,136.83
2012-01-10,136.99
2012-01-11,136.88
2012-01-12,136.4
2012-01-13,136.15
2012-01-16,136.22
2012-01-17,135.74
2012-01-18,135.27
2012-01-19,134.95
2012-01-20,135.73
2012-01-23,135.84
2012-01-24,136.13
2012-01-25,135.75
2012-01-26,136.94
2012-01-27,137.01
2012-01-30,137.19
2012-01-31,137.99
2012-02-01,137.63
2012-02-02,137.1
2012-02-03,137.96
2012-02-06,139.5
2012-02-07,138.99
2012-02-08,138.49
2012-02-09,138.32
2012-02-10,138.76
2012-02-13,139.83
2012-02-14,139.12
2012-02-15,138.91
2012-02-16,139.27
2012-02-17,140.15
2012-02-20,141.44
2012-02-21,141.65
2012-02-22,142.47
2012-02-23,142.18
2012-02-24,142.59
2012-02-27,143.09
2012-02-28,142.97
2012-02-29,142.56
2012-03-01,142.83
2012-03-02,142.24
2012-03-05,142.66
2012-03-06,143.62
2012-03-07,143.13
2012-03-08,141.29
2012-03-09,141.21
2012-03-12,141.1
2012-03-13,139.42
2012-03-14,139.24
2012-03-15,139.23
2012-03-16,138.23
2012-03-19,138.15
2012-03-20,138.54
2012-03-21,137.78
2012-03-22,137.28
2012-03-23,136.01
2012-03-26,138.03
2012-03-27,138.71
2012-03-28,137.38
2012-03-29,134.37
2012-03-30,133.04
2012-04-02,133.8
2012-04-03,132.33
2012-04-04,125.27
2012-04-05,122.82
2012-04-06,122.42
2012-04-09,125.29
2012-04-10,123.57
2012-04-11,122.19
2012-04-12,122.56
2012-04-13,123.22
2012-04-16,125.88
2012-04-17,126.75
2012-04-18,128.24
2012-04-19,129.15
2012-04-20,130.41
2012-04-23,132.82
2012-04-24,136.57
2012-04-25,135.95
2012-04-26,135.79
2012-04-27,135.87
2012-04-30,137.32
2012-05-01,136.4
2012-05-02,135.65
2012-05-03,135.2
2012-05-04,132.94
2012-05-07,131.67
2012-05-08,134.2
2012-05-09,133.01
2012-05-10,126.82
2012-05-11,126.21
2012-05-14,129.55
2012-05-15,131.68
2012-05-16,123.33
2012-05-17,120.96
2012-05-18,121.29
2012-05-21,123.93
2012-05-22,124.62
2012-05-23,125.32
2012-05-24,125.12
2012-05-25,122.14
2012-05-29,125.36
2012-05-30,125.5
2012-05-31,125.18
2012-06-01,124.24
2012-06-04,124.97
2012-06-05,124.15
2012-06-06,122.63
2012-06-07,122.33
2012-06-08,122.77
2012-06-11,124.03
2012-06-12,124.66
2012-06-13,123.85
2012-06-14,122.11
2012-06-15,121.59
2012-06-18,123.23
2012-06-19,123.74
2012-06-20,123.38
2012-06-21,124.03
2012-06-22,125.42
2012-06-25,124.12
2012-06-26,125.27
2012-06-27,125.94
2012-06-28,125.75
2012-06-29,125.68
2012-07-02,124.85
2012-07-03,123.51
2012-07-05,123.36
2012-07-06,123.16
2012-07-09,124.02
2012-07-10,124.13
2012-07-11,122.86
2012-07-12,122.82
2012-07-13,122.57
2012-07-16,123.81
2012-07-17,123.32
2012-07-18,122.48
2012-07-19,122.06
2012-07-20,122.32
2012-07-23,123.72
2012-07-24,124.24
2012-07-25,122.71
2012-07-26,122.74
2012-07-27,120.78
2012-07-30,120.65
2012-07-31,119.12
2012-08-01,118.19
2012-08-02,120.45
2012-08-03,119.31
2012-08-06,118.85
2012-08-07,119.49
2012-08-08,119.42
2012-08-09,115.78
2012-08-10,120.96
2012-08-13,122.07
2012-08-14,123.43
2012-08-15,123.28
2012-08-16,123.62
2012-08-17,123.82
2012-08-20,124.87
2012-08-21,125.64
2012-08-22,127.0
2012-08-23,129.78
2012-08-24,127.82
2012-08-27,126.21
2012-08-28,127.86
2012-08-29,126.76
2012-08-30,127.67
2012-08-31,127.6
2012-09-04,126.96
2012-09-05,128.44
2012-09-06,127.39
2012-09-07,126.58
2012-09-10,127.21
2012-09-11,125.62
2012-09-12,125.09
2012-09-13,127.41
2012-09-14,129.13
2012-09-17,127.22
2012-09-18,128.58
2012-09-19,128.58
2012-09-20,128.82
2012-09-21,128.07
2012-09-24,127.28
2012-09-25,127.77
2012-09-26,126.88
2012-09-27,126.21
2012-09-28,124.58
2012-10-01,124.63
2012-10-02,126.93
2012-10-03,126.82
2012-10-04,125.97
2012-10-05,123.29
2012-10-08,124.52
2012-10-09,125.71
2012-10-10,125.71
2012-10-11,125.88
2012-10-12,123.55
2012-10-15,123.5
2012-10-16,125.22
2012-10-17,123.86
2012-10-18,125.29
2012-10-19,124.14
2012-10-22,123.43
2012-10-23,124.44
2012-10-24,125.08
2012-10-25,125.01
2012-10-26,124.31
2012-10-29,124.97
2012-10-30,125.76
2012-10-31,125.02
2012-11-01,124.29
2012-11-02,123.36
2012-11-05,123.69
2012-11-06,124.78
2012-11-07,125.85
2012-11-08,126.17
2012-11-09,125.66
2012-11-12,125.46
2012-11-13,126.1
2012-11-14,126.17
2012-11-15,124.87
2012-11-16,123.44
2012-11-19,124.14
2012-11-20,124.51
2012-11-21,124.73
2012-11-23,125.49
2012-11-26,126.15
2012-11-27,126.87
2012-11-28,126.53
2012-11-29,126.49
2012-11-30,126.61
2012-12-03,126.66
2012-12-04,127.15
2012-12-05,125.16
2012-12-06,124.27
2012-12-07,126.33
2012-12-10,126.58
2012-12-11,127.77
2012-12-12,128.27
2012-12-13,128.05
2012-12-14,128.45
2012-12-17,129.15
2012-12-18,128.73
2012-12-19,128.95
2012-12-20,127.37
2012-12-21,126.61
2012-12-26,129.18
2012-12-27,129.44
2012-12-28,128.63
2012-12-31,129.92
2013-01-02,130.63
2013-01-03,131.86
2013-01-04,131.56
2013-01-07,130.23
2013-01-08,130.41
2013-01-09,130.94
2013-01-10,130.82
2013-01-11,130.72
2013-01-14,130.99
2013-01-15,130.85
2013-01-16,130.92
2013-01-17,129.75
2013-01-18,129.24
2013-01-21,129.24
2013-01-22,129.38
2013-01-23,127.8
2013-01-24,127.69
2013-01-25,129.39
2013-01-28,129.8
2013-01-29,129.31
2013-01-30,129.55
2013-01-31,128.43
2013-02-01,127.9
2013-02-04,129.62
2013-02-05,128.06
2013-02-06,128.41
2013-02-07,128.4
2013-02-08,127.89
2013-02-11,129.75
2013-02-12,128.95
2013-02-13,128.28
2013-02-14,128.55
2013-02-15,127.11
2013-02-19,127.39
2013-02-20,127.89
2013-02-21,127.92
2013-02-22,129.09
2013-02-25,129.02
2013-02-26,129.77
2013-02-27,130.23
2013-02-28,130.48
2013-03-01,132.52
2013-03-04,135.38
2013-03-05,135.35
2013-03-06,136.39
2013-03-07,136.8
2013-03-08,137.32
2013-03-11,138.92
2013-03-12,139.34
2013-03-13,140.58
2013-03-14,139.99
2013-03-15,137.4
2013-03-18,136.84
2013-03-19,136.6
2013-03-20,137.76
2013-03-21,138.69
2013-03-22,135.75
2013-03-25,137.07
2013-03-26,137.88
2013-03-27,137.68
2013-03-28,138.03
2013-03-29,138.05
2013-04-01,137.79
2013-04-02,137.37
2013-04-03,137.65
2013-04-04,138.2
2013-04-05,138.0
2013-04-08,138.12
2013-04-09,138.37
2013-04-10,137.51
2013-04-11,136.75
2013-04-12,136.97
2013-04-15,139.02
2013-04-16,137.61
2013-04-17,137.9
2013-04-18,138.18
2013-04-19,138.93
2013-04-22,137.51
2013-04-23,136.72
2013-04-24,137.03
2013-04-25,139.4
2013-04-26,140.32
2013-04-29,139.54
2013-04-30,139.82
2013-05-01,140.76
2013-05-02,141.35
2013-05-03,140.68
2013-05-06,139.6
2013-05-07,139.98
2013-05-08,139.52
2013-05-09,140.11
2013-05-10,139.88
2013-05-13,140.08
2013-05-14,141.31
2013-05-15,141.6
2013-05-16,141.93
2013-05-17,140.83
2013-05-20,139.08
2013-05-21,140.17
2013-05-22,141.23
2013-05-23,141.03
2013-05-24,139.95
2013-05-28,137.61
2013-05-29,138.0
2013-05-30,138.53
2013-05-31,138.65
2013-06-03,140.44
2013-06-04,139.91
2013-06-05,139.52
2013-06-06,140.15
2013-06-07,138.82
2013-06-10,138.51
2013-06-11,138.08
2013-06-12,138.18
2013-06-13,138.61
2013-06-14,138.95
2013-06-17,140.59
2013-06-18,140.16
2013-06-19,141.16
2013-06-20,141.92
2013-06-21,139.65
2013-06-24,138.88
2013-06-25,139.05
2013-06-26,139.8
2013-06-27,141.48
2013-06-28,142.06
2013-07-01,140.58
2013-07-02,141.33
2013-07-03,143.22
2013-07-05,142.72
2013-07-08,142.32
2013-07-09,144.53
2013-07-10,146.27
2013-07-11,145.56
2013-07-12,144.47
2013-07-15,144.4
2013-07-16,144.4
2013-07-17,144.26
2013-07-18,145.75
2013-07-19,146.76
2013-07-22,144.19
2013-07-23,141.26
2013-07-24,141.16
2013-07-25,142.37
2013-07-26,143.93
2013-07-29,144.6
2013-07-30,144.72
2013-07-31,142.16
2013-08-01,142.69
2013-08-02,142.74
2013-08-05,142.18
2013-08-06,142.38
2013-08-07,143.06
2013-08-08,142.88
2013-08-09,141.1
2013-08-12,141.04
2013-08-13,141.61
2013-08-14,141.56
2013-08-15,141.16
2013-08-16,140.47
2013-08-19,140.84
2013-08-20,141.82
2013-08-21,142.51
2013-08-22,142.04
2013-08-23,138.36
2013-08-26,139.05
2013-08-27,144.29
2013-08-28,141.74
2013-08-29,142.47
2013-08-30,144.01
2013-09-03,142.88
2013-09-04,142.59
2013-09-05,142.16
2013-09-06,142.31
2013-09-09,140.78
2013-09-10,139.67
2013-09-11,138.97
2013-09-12,137.56
2013-09-13,137.08
2013-09-16,137.19
2013-09-17,136.39
2013-09-18,134.92
2013-09-19,134.1
2013-09-20,134.63
2013-09-23,134.77
2013-09-24,134.26
2013-09-25,132.81
2013-09-26,132.14
2013-09-27,131.71
2013-09-30,132.38
2013-10-17,130.98
2013-10-18,130.28
2013-10-21,133.11
2013-10-22,133.74
2013-10-23,136.02
2013-10-24,137.49
2013-10-25,137.14
2013-10-28,137.44
2013-10-29,136.43
2013-10-30,137.84
2013-10-31,139.11
2013-11-01,138.07
2013-11-04,137.66
2013-11-05,138.03
2013-11-06,138.35
2013-11-07,138.84
2013-11-08,138.63
2013-11-12,137.36
2013-11-13,137.75
2013-11-14,138.8
2013-11-15,137.59
2013-11-18,136.92
2013-11-19,137.02
2013-11-20,137.14
2013-11-21,133.14
2013-11-22,133.68
2013-11-25,135.86
2013-11-26,134.41
2013-11-27,135.16
2013-11-29,135.99
2013-12-02,137.26
2013-12-03,130.73
2013-12-04,130.73
2013-12-05,133.36
2013-12-06,131.8
2013-12-09,132.12
2013-12-10,130.23
2013-12-11,128.76
2013-12-12,128.35
2013-12-13,129.06
2013-12-16,129.37
2013-12-17,130.49
2013-12-18,131.58
