DATE,US_HOG_CARCASS_PRICE
2008-09-10,68.3
2008-09-11,69.34
2008-09-12,67.73
2008-09-15,66.65
2008-09-16,65.35
2008-09-17,65.52
2008-09-18,66.46
2008-09-19,67.73
2008-09-22,68.87
2008-09-23,70.67
2008-09-24,69.8
2008-09-25,70.43
2008-09-26,70.45
2008-09-29,69.76
2008-09-30,69.92
2008-10-01,69.71
2008-10-02,67.78
2008-10-03,67.17
2008-10-06,66.32
2008-10-07,66.67
2008-10-08,65.94
2008-10-09,63.62
2008-10-10,62.84
2008-10-13,61.45
2008-10-14,61.93
2008-10-16,59.33
2008-10-17,58.99
2008-10-20,57.44
2008-10-21,57.2
2008-10-22,56.94
2008-10-23,57.28
2008-10-24,56.42
2008-10-27,55.71
2008-10-28,54.85
2008-10-29,55.82
2008-10-30,54.85
2008-10-31,53.86
2008-11-03,53.92
2008-11-04,53.21
2008-11-05,51.48
2008-11-06,50.82
2008-11-07,50.27
2008-11-10,49.16
2008-11-11,49.63
2008-11-13,50.0
2008-11-14,50.15
2008-11-17,51.08
2008-11-18,50.45
2008-11-19,49.64
2008-11-20,49.45
2008-11-21,49.75
2008-11-24,50.55
2008-11-25,51.38
2008-11-26,52.28
2008-11-28,53.15
2008-12-01,54.06
2008-12-02,54.43
2008-12-03,53.95
2008-12-04,53.99
2008-12-05,54.15
2008-12-08,54.24
2008-12-09,54.97
2008-12-10,54.48
2008-12-11,53.69
2008-12-12,53.43
2008-12-15,53.44
2008-12-16,53.3
2008-12-17,52.37
2008-12-18,51.65
2008-12-19,51.19
2008-12-22,50.97
2008-12-23,50.25
2008-12-24,49.84
2008-12-26,49.67
2008-12-29,49.44
2008-12-30,48.81
2008-12-31,49.97
2009-01-02,50.81
2009-01-05,51.27
2009-01-06,52.5
2009-01-07,53.76
2009-01-08,55.23
2009-01-09,55.89
2009-01-12,56.5
2009-01-13,57.23
2009-01-14,58.1
2009-01-15,57.34
2009-01-16,56.91
2009-01-19,56.92
2009-01-20,56.95
2009-01-21,57.26
2009-01-22,57.58
2009-01-23,58.5
2009-01-26,57.5
2009-01-27,55.73
2009-01-28,56.82
2009-01-29,57.46
2009-01-30,57.98
2009-02-02,57.67
2009-02-03,57.24
2009-02-04,55.72
2009-02-05,54.55
2009-02-06,53.96
2009-02-09,53.45
2009-02-10,55.22
2009-02-11,57.06
2009-02-12,57.95
2009-02-13,59.26
2009-02-16,59.81
2009-02-17,59.25
2009-02-18,59.26
2009-02-19,58.89
2009-02-20,56.61
2009-02-23,54.49
2009-02-24,53.12
2009-02-25,52.23
2009-02-26,52.14
2009-02-27,53.31
2009-03-02,55.22
2009-03-03,56.0
2009-03-04,57.76
2009-03-05,59.66
2009-03-06,60.94
2009-03-09,61.0
2009-03-10,60.24
2009-03-12,59.2
2009-03-13,56.97
2009-03-16,55.65
2009-03-17,54.83
2009-03-18,54.34
2009-03-19,54.15
2009-03-20,54.16
2009-03-23,53.77
2009-03-24,54.68
2009-03-25,55.39
2009-03-26,55.64
2009-03-27,56.03
2009-03-30,56.28
2009-03-31,56.46
2009-04-01,56.23
2009-04-02,55.47
2009-04-03,55.79
2009-04-06,55.34
2009-04-07,54.85
2009-04-08,54.03
2009-04-09,54.87
2009-04-10,54.88
2009-04-13,55.2
2009-04-14,55.19
2009-04-15,56.09
2009-04-16,57.36
2009-04-17,58.15
2009-04-20,59.0
2009-04-21,60.9
2009-04-22,61.26
2009-04-23,61.78
2009-04-24,60.97
2009-04-27,60.64
2009-04-28,59.06
2009-04-29,57.15
2009-04-30,55.05
2009-05-01,54.32
2009-05-04,51.89
2009-05-05,50.84
2009-05-06,51.19
2009-05-07,53.14
2009-05-08,55.99
2009-05-11,58.29
2009-05-12,60.92
2009-05-13,62.99
2009-05-14,63.0
2009-05-15,62.08
2009-05-18,60.93
2009-05-19,59.11
2009-05-20,57.71
2009-05-21,56.46
2009-05-22,56.03
2009-05-26,55.27
2009-05-27,55.99
2009-05-28,56.73
2009-05-29,57.95
2009-06-01,58.07
2009-06-02,57.39
2009-06-03,56.2
2009-06-04,55.34
2009-06-05,54.34
2009-06-08,54.53
2009-06-09,53.52
2009-06-10,54.17
2009-06-11,54.01
2009-06-12,54.49
2009-06-15,54.4
2009-06-16,54.94
2009-06-17,56.09
2009-06-18,56.15
2009-06-19,55.92
2009-06-22,56.09
2009-06-23,56.65
2009-06-24,56.78
2009-06-25,56.22
2009-06-26,55.86
2009-06-29,56.0
2009-06-30,55.85
2009-07-01,56.39
2009-07-02,56.99
2009-07-06,56.33
2009-07-07,56.76
2009-07-08,55.89
2009-07-09,57.07
2009-07-10,56.06
2009-07-13,55.36
2009-07-14,55.44
2009-07-15,56.06
2009-07-16,56.82
2009-07-17,57.48
2009-07-21,58.15
2009-07-22,58.12
2009-07-23,57.31
2009-07-24,57.5
2009-07-27,56.9
2009-07-28,55.36
2009-07-29,54.49
2009-07-30,53.5
2009-07-31,52.59
2009-08-03,51.58
2009-08-04,50.76
2009-08-05,49.81
2009-08-06,49.1
2009-08-07,47.7
2009-08-10,46.16
2009-08-11,45.6
2009-08-12,45.37
2009-08-13,45.47
2009-08-14,46.2
2009-08-17,46.01
2009-08-18,46.5
2009-08-19,46.38
2009-08-20,46.41
2009-08-21,45.93
2009-08-24,45.6
2009-08-25,45.43
2009-08-26,45.01
2009-08-27,45.14
2009-08-28,46.0
2009-08-31,46.82
2009-09-01,48.23
2009-09-02,47.83
2009-09-03,48.5
2009-09-04,48.5
2009-09-08,48.79
2009-09-09,49.51
2009-09-10,49.67
2009-09-11,49.31
2009-09-14,49.0
2009-09-15,49.51
2009-09-16,50.28
2009-09-17,51.03
2009-09-18,50.03
2009-09-21,49.77
2009-09-22,49.36
2009-09-23,49.53
2009-09-24,48.86
2009-09-25,48.37
2009-09-28,48.91
2009-09-29,48.23
2009-09-30,47.22
2009-10-01,48.52
2009-10-02,47.65
2009-10-05,47.34
2009-10-06,48.43
2009-10-07,48.42
2009-10-08,48.27
2009-10-09,47.89
2009-10-12,47.88
2009-10-13,49.17
2009-10-14,49.01
2009-10-15,48.76
2009-10-16,48.99
2009-10-19,50.19
2009-10-20,52.27
2009-10-21,51.61
2009-10-22,51.75
2009-10-23,50.8
2009-10-26,51.58
2009-10-27,51.05
2009-10-28,51.05
2009-10-29,51.7
2009-10-30,51.48
2009-11-02,52.3
2009-11-03,52.45
2009-11-04,53.94
2009-11-05,53.54
2009-11-06,53.01
2009-11-09,53.31
2009-11-10,53.06
2009-11-11,53.49
2009-11-12,52.72
2009-11-13,52.37
2009-11-16,51.69
2009-11-17,50.98
2009-11-18,50.6
2009-11-19,50.38
2009-11-20,51.15
2009-11-23,53.19
2009-11-24,54.81
2009-11-25,55.8
2009-11-27,56.11
2009-11-30,56.41
2009-12-01,56.52
2009-12-02,57.28
2009-12-03,58.39
2009-12-04,58.88
2009-12-07,59.42
2009-12-08,60.73
2009-12-09,60.74
2009-12-10,62.39
2009-12-11,63.01
2009-12-14,63.08
2009-12-15,62.68
2009-12-16,63.36
2009-12-17,62.83
2009-12-18,61.94
2009-12-21,60.91
2009-12-22,60.13
2009-12-23,59.61
2009-12-24,59.24
2009-12-28,59.44
2009-12-29,60.53
2009-12-30,62.71
2009-12-31,62.87
2010-01-04,64.51
2010-01-05,64.67
2010-01-06,64.64
2010-01-07,66.21
2010-01-08,65.7
2010-01-11,64.51
2010-01-12,65.01
2010-01-13,64.89
2010-01-14,65.58
2010-01-15,67.13
2010-01-18,67.16
2010-01-19,66.84
2010-01-20,68.79
2010-01-21,68.34
2010-01-22,66.81
2010-01-25,66.32
2010-01-26,65.91
2010-01-27,64.67
2010-01-28,63.86
2010-01-29,62.7
2010-02-01,62.44
2010-02-02,62.76
2010-02-03,63.07
2010-02-04,62.94
2010-02-05,63.25
2010-02-08,64.37
2010-02-09,65.44
2010-02-10,64.59
2010-02-11,63.93
2010-02-15,64.64
2010-02-16,63.91
2010-02-17,63.98
2010-02-18,64.41
2010-02-19,65.86
2010-02-22,65.73
2010-02-23,66.13
2010-02-25,67.89
2010-02-26,69.35
2010-03-01,69.19
2010-03-02,69.77
2010-03-03,70.41
2010-03-04,71.42
2010-03-05,71.96
2010-03-08,72.9
2010-03-09,72.81
2010-03-10,72.39
2010-03-11,71.12
2010-03-12,70.6
2010-03-15,69.31
2010-03-16,68.79
2010-03-17,68.62
2010-03-18,68.23
2010-03-19,68.24
2010-03-22,68.2
2010-03-23,67.59
2010-03-24,66.86
2010-03-25,66.28
2010-03-26,66.03
2010-03-29,65.55
2010-03-30,66.81
2010-03-31,67.59
2010-04-01,69.67
2010-04-02,71.08
2010-04-05,71.31
2010-04-06,75.02
2010-04-07,74.23
2010-04-08,73.53
2010-04-09,73.98
2010-04-12,73.37
2010-04-13,73.89
2010-04-14,75.64
2010-04-15,77.7
2010-04-16,79.66
2010-04-19,79.36
2010-04-20,80.73
2010-04-21,80.44
2010-04-22,80.67
2010-04-23,80.61
2010-04-26,81.6
2010-04-27,83.52
2010-04-28,83.11
2010-04-29,82.65
2010-04-30,83.14
2010-05-03,84.67
2010-05-04,86.02
2010-05-05,86.2
2010-05-06,85.71
2010-05-07,85.59
2010-05-10,84.28
2010-05-11,84.41
2010-05-12,84.64
2010-05-13,84.24
2010-05-14,84.67
2010-05-17,83.47
2010-05-18,83.18
2010-05-19,82.6
2010-05-20,81.58
2010-05-21,80.83
2010-05-24,79.59
2010-05-25,78.73
2010-05-26,76.82
2010-05-27,75.91
2010-05-28,76.55
2010-06-01,75.03
2010-06-02,77.82
2010-06-03,75.79
2010-06-04,75.73
2010-06-07,74.18
2010-06-08,74.19
2010-06-09,73.52
2010-06-10,73.56
2010-06-11,75.5
2010-06-14,74.7
2010-06-15,75.24
2010-06-16,77.2
2010-06-17,79.63
2010-06-18,77.56
2010-06-21,78.86
2010-06-22,77.95
2010-06-23,77.98
2010-06-24,78.13
2010-06-25,79.03
2010-06-28,77.61
2010-06-29,78.08
2010-06-30,77.74
2010-07-01,76.54
2010-07-02,76.11
2010-07-06,75.36
2010-07-07,75.71
2010-07-08,76.08
2010-07-09,74.86
2010-07-12,75.09
2010-07-13,74.74
2010-07-14,73.89
2010-07-15,73.88
2010-07-16,75.28
2010-07-19,74.64
2010-07-20,74.82
2010-07-21,76.24
2010-07-22,79.46
2010-07-23,78.18
2010-07-26,79.32
2010-07-27,80.11
2010-07-28,82.33
2010-07-29,83.65
2010-07-30,82.31
2010-08-02,82.6
2010-08-03,83.59
2010-08-04,83.21
2010-08-05,82.36
2010-08-06,80.63
2010-08-09,79.07
2010-08-10,77.61
2010-08-11,78.21
2010-08-12,78.91
2010-08-13,77.48
2010-08-16,77.97
2010-08-17,79.79
2010-08-18,83.86
2010-08-19,82.0
2010-08-20,81.17
2010-08-23,79.78
2010-08-24,79.54
2010-08-25,81.67
2010-08-26,80.21
2010-08-27,79.01
2010-08-30,78.37
2010-08-31,78.5
2010-09-01,76.91
2010-09-02,76.94
2010-09-03,77.63
2010-09-07,78.92
2010-09-08,79.18
2010-09-09,81.18
2010-09-10,80.37
2010-09-13,78.84
2010-09-14,79.17
2010-09-15,79.4
2010-09-16,80.14
2010-09-17,79.24
2010-09-20,80.47
2010-09-21,81.18
2010-09-22,80.84
2010-09-23,81.22
2010-09-24,80.66
2010-09-27,78.68
2010-09-28,79.91
2010-09-29,78.74
2010-09-30,77.29
2010-10-01,75.87
2010-10-04,75.0
2010-10-05,74.65
2010-10-06,74.26
2010-10-07,72.12
2010-10-08,71.3
2010-10-11,70.29
2010-10-12,69.91
2010-10-13,68.59
2010-10-14,65.37
2010-10-15,64.11
2010-10-18,63.43
2010-10-19,62.84
2010-10-20,62.16
2010-10-21,62.23
2010-10-22,62.2
2010-10-25,62.09
2010-10-26,62.17
2010-10-27,61.34
2010-10-28,59.37
2010-10-29,58.83
2010-11-01,57.72
2010-11-02,56.96
2010-11-03,58.78
2010-11-04,59.05
2010-11-05,59.67
2010-11-08,59.39
2010-11-09,59.62
2010-11-10,60.83
2010-11-11,63.43
2010-11-12,63.1
2010-11-15,61.77
2010-11-16,60.74
2010-11-17,60.0
2010-11-18,59.2
2010-11-19,58.9
2010-11-22,59.77
2010-11-23,61.05
2010-11-24,63.01
2010-11-26,63.4
2010-11-29,64.79
2010-11-30,66.7
2010-12-01,65.78
2010-12-03,65.13
2010-12-06,64.67
2010-12-07,64.3
2010-12-08,65.78
2010-12-09,66.92
2010-12-10,66.95
2010-12-13,65.48
2010-12-14,65.17
2010-12-15,65.83
2010-12-16,65.59
2010-12-17,66.42
2010-12-20,65.55
2010-12-21,66.86
2010-12-22,65.58
2010-12-23,67.46
2010-12-27,68.63
2010-12-28,69.2
2010-12-29,71.4
2010-12-30,71.3
2011-01-03,69.96
2011-01-04,69.49
2011-01-05,71.22
2011-01-06,70.99
2011-01-07,70.52
2011-01-10,70.27
2011-01-11,70.79
2011-01-12,71.1
2011-01-13,72.79
2011-01-14,72.6
2011-01-17,72.49
2011-01-18,73.24
2011-01-19,73.0
2011-01-20,74.45
2011-01-21,74.27
2011-01-24,74.06
2011-01-25,74.99
2011-01-26,76.06
2011-01-27,76.8
2011-01-28,79.42
2011-01-31,78.98
2011-02-01,80.58
2011-02-02,78.42
2011-02-03,79.64
2011-02-04,81.11
2011-02-07,82.17
2011-02-08,82.64
2011-02-09,83.8
2011-02-10,85.8
2011-02-11,82.76
2011-02-14,81.35
2011-02-15,80.29
2011-02-16,78.9
2011-02-17,78.45
2011-02-18,79.12
2011-02-21,80.23
2011-02-22,80.43
2011-02-23,80.82
2011-02-24,80.73
2011-02-25,80.99
2011-02-28,80.78
2011-03-01,80.04
2011-03-02,80.57
2011-03-03,80.96
2011-03-04,80.83
2011-03-07,80.94
2011-03-08,82.57
2011-03-09,83.82
2011-03-10,82.91
2011-03-11,80.22
2011-03-14,80.45
2011-03-15,79.92
2011-03-16,79.73
2011-03-17,79.67
2011-03-18,80.31
2011-03-21,81.28
2011-03-22,81.1
2011-03-23,81.0
2011-03-24,81.51
2011-03-25,83.01
2011-03-28,84.02
2011-03-29,86.11
2011-03-30,85.69
2011-03-31,87.35
2011-04-01,88.42
2011-04-04,88.84
2011-04-05,90.36
2011-04-06,89.53
2011-04-07,90.43
2011-04-08,90.42
2011-04-11,91.08
2011-04-12,91.17
2011-04-13,92.15
2011-04-14,91.29
2011-04-15,91.57
2011-04-18,91.41
2011-04-19,91.1
2011-04-20,91.91
2011-04-21,92.29
2011-04-22,92.71
2011-04-25,91.23
2011-04-26,90.58
2011-04-27,91.11
2011-04-28,90.58
2011-04-29,90.99
2011-05-02,89.51
2011-05-03,88.15
2011-05-04,87.3
2011-05-05,88.18
2011-05-06,87.17
2011-05-09,87.6
2011-05-10,88.06
2011-05-11,88.43
2011-05-12,89.49
2011-05-13,90.81
2011-05-16,91.49
2011-05-17,91.02
2011-05-18,91.61
2011-05-19,94.94
2011-05-20,92.41
2011-05-23,89.89
2011-05-24,89.41
2011-05-25,89.01
2011-05-26,90.21
2011-05-27,88.2
2011-05-31,87.65
2011-06-01,87.96
2011-06-02,89.93
2011-06-03,87.75
2011-06-06,86.33
2011-06-07,86.16
2011-06-08,86.32
2011-06-09,88.47
2011-06-10,90.74
2011-06-13,88.99
2011-06-14,89.18
2011-06-15,93.71
2011-06-16,92.59
2011-06-17,94.34
2011-06-20,94.64
2011-06-21,98.57
2011-06-22,99.93
2011-06-23,101.54
2011-06-24,99.33
2011-06-27,97.93
2011-06-28,97.79
2011-06-29,98.05
2011-06-30,96.32
2011-07-01,94.27
2011-07-05,95.08
2011-07-06,94.65
2011-07-07,92.49
2011-07-08,92.05
2011-07-11,90.41
2011-07-12,91.48
2011-07-13,90.34
2011-07-14,90.88
2011-07-15,91.07
2011-07-18,91.74
2011-07-19,91.38
2011-07-20,92.44
2011-07-21,94.45
2011-07-22,97.59
2011-07-25,96.21
2011-07-26,97.83
2011-07-27,99.35
2011-07-28,100.15
2011-07-29,100.83
2011-08-01,101.29
2011-08-02,102.11
2011-08-03,103.88
2011-08-04,104.08
2011-08-05,103.61
2011-08-08,103.33
2011-08-09,103.62
2011-08-10,103.06
2011-08-11,103.5
2011-08-12,102.41
2011-08-15,103.49
2011-08-16,102.46
2011-08-17,101.05
2011-08-19,99.84
2011-08-22,97.56
2011-08-24,96.17
2011-08-25,94.94
2011-08-26,94.96
2011-08-29,90.91
2011-08-30,89.36
2011-08-31,86.44
2011-09-01,84.12
2011-09-02,82.3
2011-09-06,80.94
2011-09-07,82.0
2011-09-08,82.83
2011-09-09,82.5
2011-09-12,82.44
2011-09-13,84.38
2011-09-14,85.75
2011-09-15,85.29
2011-09-16,86.36
2011-09-19,86.57
2011-09-20,86.51
2011-09-21,87.98
2011-09-22,87.1
2011-09-23,86.52
2011-09-26,87.27
2011-09-27,86.54
2011-09-28,85.97
2011-09-29,88.47
2011-09-30,88.61
2011-10-03,89.91
2011-10-04,90.19
2011-10-05,93.27
2011-10-06,93.28
2011-10-07,92.85
2011-10-10,91.7
2011-10-11,90.66
2011-10-12,90.36
2011-10-13,90.92
2011-10-14,91.73
2011-10-17,91.14
2011-10-18,91.08
2011-10-19,91.3
2011-10-20,92.4
2011-10-21,90.73
2011-10-24,90.84
2011-10-25,89.14
2011-10-26,88.36
2011-10-27,88.32
2011-10-28,87.61
2011-10-31,86.83
2011-11-01,86.79
2011-11-02,86.96
2011-11-03,86.84
2011-11-04,86.28
2011-11-07,85.26
2011-11-08,84.25
2011-11-09,83.35
2011-11-10,82.69
2011-11-11,82.63
2011-11-14,81.15
2011-11-15,81.07
2011-11-17,79.83
2011-11-18,79.66
2011-11-21,80.15
2011-11-22,80.87
2011-11-23,81.04
2011-11-25,81.97
2011-11-28,82.37
2011-11-29,83.06
2011-11-30,85.0
2011-12-01,83.9
2011-12-02,83.49
2011-12-05,82.9
2011-12-06,83.12
2011-12-07,83.16
2011-12-08,82.32
2011-12-09,83.25
2011-12-13,82.21
2011-12-14,82.02
2011-12-15,83.2
2011-12-16,82.29
2011-12-19,80.48
2011-12-20,79.59
2011-12-21,79.19
2011-12-22,78.65
2011-12-23,78.59
2011-12-27,78.54
2011-12-28,77.73
2011-12-29,78.23
2011-12-30,78.32
2012-01-03,78.32
2012-01-04,80.32
2012-01-05,80.97
2012-01-06,81.61
2012-01-09,82.42
2012-01-10,81.8
2012-01-11,82.79
2012-01-12,83.09
2012-01-13,82.36
2012-01-16,82.07
2012-01-17,82.44
2012-01-18,83.58
2012-01-19,83.02
2012-01-20,83.04
2012-01-23,83.44
2012-01-24,84.79
2012-01-25,84.58
2012-01-26,87.74
2012-01-27,83.27
2012-01-30,84.38
2012-01-31,82.23
2012-02-01,84.03
2012-02-02,85.0
2012-02-03,83.81
2012-02-06,83.8
2012-02-07,84.46
2012-02-08,83.69
2012-02-09,83.44
2012-02-10,83.95
2012-02-13,82.23
2012-02-14,81.64
2012-02-15,81.63
2012-02-16,82.02
2012-02-17,81.66
2012-02-20,84.26
2012-02-21,83.91
2012-02-22,85.21
2012-02-23,86.1
2012-02-24,84.98
2012-02-27,83.9
2012-02-29,83.43
2012-03-01,84.4
2012-03-02,84.04
2012-03-05,83.36
2012-03-06,83.12
2012-03-07,86.3
2012-03-08,84.78
2012-03-09,84.87
2012-03-12,84.44
2012-03-13,85.03
2012-03-14,86.77
2012-03-15,86.01
2012-03-16,84.9
2012-03-19,84.31
2012-03-20,83.61
2012-03-21,82.46
2012-03-22,81.87
2012-03-23,80.99
2012-03-26,79.89
2012-03-27,79.52
2012-03-28,78.92
2012-03-29,79.16
2012-03-30,78.88
2012-04-02,78.51
2012-04-04,79.69
2012-04-05,81.2
2012-04-06,82.21
2012-04-09,79.66
2012-04-10,79.01
2012-04-11,79.47
2012-04-12,79.79
2012-04-13,79.88
2012-04-16,79.35
2012-04-17,79.95
2012-04-18,80.52
2012-04-19,80.26
2012-04-20,79.99
2012-04-23,80.08
2012-04-24,80.53
2012-04-25,80.18
2012-04-26,79.33
2012-04-27,78.94
2012-04-30,77.94
2012-05-01,77.27
2012-05-02,76.61
2012-05-03,76.08
2012-05-04,75.58
2012-05-07,75.55
2012-05-08,75.21
2012-05-09,75.21
2012-05-10,75.43
2012-05-11,76.49
2012-05-14,76.8
2012-05-15,78.97
2012-05-16,80.32
2012-05-17,83.14
2012-05-18,82.18
2012-05-21,81.64
2012-05-22,83.05
2012-05-23,82.01
2012-05-24,81.28
2012-05-25,81.54
2012-05-29,80.05
2012-05-30,81.7
2012-05-31,83.14
2012-06-01,84.76
2012-06-04,85.28
2012-06-05,85.9
2012-06-06,87.85
2012-06-07,89.55
2012-06-08,88.18
2012-06-11,89.63
2012-06-12,89.7
2012-06-13,93.82
2012-06-14,93.91
2012-06-15,97.18
2012-06-18,98.61
2012-06-19,98.12
2012-06-20,100.9
2012-06-21,99.82
2012-06-22,101.19
2012-06-25,99.09
2012-06-26,97.86
2012-06-27,96.91
2012-06-28,97.79
2012-06-29,97.06
2012-07-02,97.22
2012-07-03,96.0
2012-07-05,97.64
2012-07-06,95.89
2012-07-09,92.77
2012-07-10,91.0
2012-07-11,94.15
2012-07-12,91.02
2012-07-13,89.43
2012-07-16,87.71
2012-07-17,87.75
2012-07-18,91.88
2012-07-19,90.86
2012-07-20,91.71
2012-07-23,90.63
2012-07-24,89.24
2012-07-25,89.34
2012-07-26,90.15
2012-07-27,90.36
2012-07-30,88.89
2012-07-31,89.07
2012-08-01,87.22
2012-08-02,88.66
2012-08-03,88.05
2012-08-06,88.13
2012-08-07,88.55
2012-08-08,89.34
2012-08-09,88.75
2012-08-10,86.88
2012-08-14,86.56
2012-08-15,86.22
2012-08-16,85.29
2012-08-17,84.82
2012-08-20,83.91
2012-08-21,83.41
2012-08-22,82.98
2012-08-23,80.4
2012-08-24,80.29
2012-08-27,78.34
2012-08-28,76.19
2012-08-29,74.85
2012-08-30,73.23
2012-08-31,71.01
2012-09-04,69.43
2012-09-05,68.54
2012-09-06,66.4
2012-09-07,65.74
2012-09-11,64.26
2012-09-12,64.08
2012-09-13,64.07
2012-09-14,63.58
2012-09-17,64.08
2012-09-18,64.91
2012-09-19,67.3
2012-09-20,68.76
2012-09-21,70.16
2012-09-24,71.7
2012-09-25,71.24
2012-09-26,74.07
2012-09-27,73.83
2012-09-28,74.43
2012-10-01,75.77
2012-10-02,77.16
2012-10-03,77.66
2012-10-04,77.02
2012-10-05,79.07
2012-10-08,79.27
2012-10-09,80.03
2012-10-10,79.05
2012-10-11,79.33
2012-10-12,81.07
2012-10-15,81.13
2012-10-16,81.47
2012-10-17,80.6
2012-10-18,82.61
2012-10-19,81.55
2012-10-22,81.72
2012-10-23,82.65
2012-10-24,82.45
2012-10-25,81.64
2012-10-26,80.39
2012-10-29,80.33
2012-10-30,80.15
2012-10-31,79.83
2012-11-01,79.52
2012-11-02,80.06
2012-11-05,78.25
2012-11-06,79.0
2012-11-07,78.65
2012-11-08,78.75
2012-11-09,78.65
2012-11-12,77.65
2012-11-13,76.11
2012-11-14,75.6
2012-11-15,74.18
2012-11-16,73.75
2012-11-19,72.1
2012-11-20,73.89
2012-11-21,74.88
2012-11-23,74.08
2012-11-26,75.06
2012-11-27,77.23
2012-11-28,78.65
2012-11-29,79.47
2012-11-30,81.45
2012-12-03,83.0
2012-12-04,84.8
2012-12-05,85.11
2012-12-06,83.36
2012-12-07,81.81
2012-12-10,79.4
2012-12-11,78.13
2012-12-12,77.75
2012-12-13,78.3
2012-12-14,79.54
2012-12-17,78.07
2012-12-18,79.08
2012-12-19,80.44
2012-12-20,80.15
2012-12-21,78.88
2012-12-24,78.88
2012-12-26,79.53
2012-12-27,80.76
2012-12-28,80.66
2012-12-31,80.59
2013-01-02,81.3
2013-01-03,81.06
2013-01-04,82.61
2013-01-07,82.32
2013-01-09,82.77
2013-01-10,82.47
2013-01-11,80.9
2013-01-14,81.41
2013-01-15,79.98
2013-01-16,81.62
2013-01-17,84.32
2013-01-18,84.38
2013-01-21,84.38
2013-01-22,83.9
2013-01-23,84.68
2013-01-24,85.25
2013-01-25,84.05
2013-01-28,84.32
2013-01-29,82.27
2013-01-30,84.34
2013-01-31,86.33
2013-02-01,87.09
2013-02-04,84.8
2013-02-05,87.2
2013-02-06,86.75
2013-02-07,85.55
2013-02-08,85.31
2013-02-11,84.22
2013-02-12,83.65
2013-02-13,84.15
2013-02-14,82.49
2013-02-15,81.28
2013-02-18,81.28
2013-02-19,79.48
2013-02-20,78.47
2013-02-21,76.76
2013-02-22,75.34
2013-02-25,74.91
2013-02-26,73.93
2013-02-27,73.12
2013-02-28,73.94
2013-03-04,73.55
2013-03-05,73.88
2013-03-06,75.59
2013-03-07,74.49
2013-03-08,73.36
2013-03-11,74.41
2013-03-12,74.26
2013-03-13,74.02
2013-03-14,73.84
2013-03-15,72.82
2013-03-18,72.64
2013-03-19,72.34
2013-03-20,71.07
2013-03-21,71.24
2013-03-22,69.08
2013-03-25,70.86
2013-03-26,73.08
2013-03-27,72.73
2013-03-28,73.82
2013-03-29,76.03
2013-04-01,75.08
2013-04-02,74.51
2013-04-03,76.75
2013-04-04,77.89
2013-04-05,78.99
2013-04-08,77.13
2013-04-09,78.51
2013-04-10,78.43
2013-04-11,79.74
2013-04-12,77.16
2013-04-15,76.19
2013-04-16,76.74
2013-04-17,76.67
2013-04-18,76.5
2013-04-19,76.1
2013-04-22,76.42
2013-04-23,76.69
2013-04-24,77.13
2013-04-25,79.93
2013-04-26,80.04
2013-04-29,81.5
2013-04-30,83.73
2013-05-01,85.81
2013-05-02,85.41
2013-05-03,86.93
2013-05-06,86.86
2013-05-07,88.27
2013-05-08,89.39
2013-05-09,89.74
2013-05-10,88.67
2013-05-13,88.93
2013-05-14,89.74
2013-05-15,90.87
2013-05-16,89.88
2013-05-17,89.78
2013-05-20,89.93
2013-05-21,90.86
2013-05-22,89.4
2013-05-23,90.5
2013-05-24,90.15
2013-05-28,90.91
2013-05-29,90.96
2013-05-30,92.28
2013-05-31,91.3
2013-06-03,93.59
2013-06-04,92.32
2013-06-05,94.13
2013-06-06,93.69
2013-06-07,94.91
2013-06-10,95.81
2013-06-11,97.8
2013-06-12,100.23
2013-06-13,101.71
2013-06-14,99.2
2013-06-17,99.58
2013-06-18,99.25
2013-06-19,100.27
2013-06-20,99.69
2013-06-21,98.78
2013-06-24,98.65
2013-06-25,98.17
2013-06-26,98.71
2013-06-28,98.14
2013-07-01,98.25
2013-07-02,97.64
2013-07-03,99.94
2013-07-05,99.34
2013-07-08,98.24
2013-07-09,98.99
2013-07-10,99.09
2013-07-11,97.32
2013-07-12,98.62
2013-07-15,95.97
2013-07-16,95.13
2013-07-17,96.65
2013-07-18,97.26
2013-07-19,94.59
2013-07-22,96.1
2013-07-24,96.48
2013-07-25,97.82
2013-07-26,95.96
2013-07-29,93.62
2013-07-30,94.22
2013-07-31,95.34
2013-08-01,96.53
2013-08-02,94.73
2013-08-05,96.24
2013-08-06,97.35
2013-08-07,96.24
2013-08-08,97.76
2013-08-09,97.56
2013-08-12,97.48
2013-08-13,98.18
2013-08-14,97.42
2013-08-15,97.8
2013-08-16,95.27
2013-08-19,94.13
2013-08-20,93.2
2013-08-21,92.07
2013-08-22,91.68
2013-08-27,88.87
2013-08-28,87.71
2013-08-29,86.83
2013-09-03,87.23
2013-09-04,88.45
2013-09-05,87.97
2013-09-06,89.03
2013-09-09,88.65
2013-09-10,90.51
2013-09-11,90.51
2013-09-12,93.26
2013-09-13,93.71
2013-09-16,93.69
2013-09-17,94.45
2013-09-18,93.86
2013-09-19,95.25
2013-09-20,93.13
2013-09-23,91.93
2013-09-24,92.3
2013-09-25,91.22
2013-09-26,91.3
2013-09-27,91.03
2013-09-30,89.42
2013-10-17,89.86
2013-10-18,89.72
2013-10-21,87.93
