Year,Month,Unit,Value,Class,Commodity,Date
1990,11,HEAD,"1,264,000",STEERS,CATTLE,1990-11-01
1990,12,HEAD,"1,191,000",STEERS,CATTLE,1990-12-01
1989,1,HEAD,"1,290,000",STEERS,CATTLE,1989-01-01
1989,2,HEAD,"1,228,000",STEERS,CATTLE,1989-02-01
1989,3,HEAD,"1,361,000",STEERS,CATTLE,1989-03-01
1989,4,HEAD,"1,302,000",STEERS,CATTLE,1989-04-01
1989,5,HEAD,"1,482,000",STEERS,CATTLE,1989-05-01
1989,6,HEAD,"1,469,000",STEERS,CATTLE,1989-06-01
1989,7,HEAD,"1,353,000",STEERS,CATTLE,1989-07-01
1989,8,HEAD,"1,456,000",STEERS,CATTLE,1989-08-01
1989,9,HEAD,"1,320,000",STEERS,CATTLE,1989-09-01
1989,10,HEAD,"1,332,000",STEERS,CATTLE,1989-10-01
1989,11,HEAD,"1,257,000",STEERS,CATTLE,1989-11-01
1989,12,HEAD,"1,245,000",STEERS,CATTLE,1989-12-01
1988,1,HEAD,"1,419,000",STEERS,CATTLE,1988-01-01
1988,2,HEAD,"1,360,000",STEERS,CATTLE,1988-02-01
1988,3,HEAD,"1,394,000",STEERS,CATTLE,1988-03-01
1988,4,HEAD,"1,408,000",STEERS,CATTLE,1988-04-01
1988,5,HEAD,"1,469,000",STEERS,CATTLE,1988-05-01
1988,6,HEAD,"1,506,000",STEERS,CATTLE,1988-06-01
1988,7,HEAD,"1,452,000",STEERS,CATTLE,1988-07-01
1988,8,HEAD,"1,525,000",STEERS,CATTLE,1988-08-01
1988,9,HEAD,"1,397,000",STEERS,CATTLE,1988-09-01
1988,10,HEAD,"1,324,000",STEERS,CATTLE,1988-10-01
1988,11,HEAD,"1,270,000",STEERS,CATTLE,1988-11-01
1988,12,HEAD,"1,311,000",STEERS,CATTLE,1988-12-01
1987,1,HEAD,"1,476,000",STEERS,CATTLE,1987-01-01
1987,2,HEAD,"1,237,000",STEERS,CATTLE,1987-02-01
1987,3,HEAD,"1,365,000",STEERS,CATTLE,1987-03-01
1987,4,HEAD,"1,474,000",STEERS,CATTLE,1987-04-01
1987,5,HEAD,"1,392,000",STEERS,CATTLE,1987-05-01
1987,6,HEAD,"1,482,000",STEERS,CATTLE,1987-06-01
1987,7,HEAD,"1,517,000",STEERS,CATTLE,1987-07-01
1987,8,HEAD,"1,451,000",STEERS,CATTLE,1987-08-01
1987,9,HEAD,"1,381,000",STEERS,CATTLE,1987-09-01
1987,10,HEAD,"1,460,000",STEERS,CATTLE,1987-10-01
1987,11,HEAD,"1,260,000",STEERS,CATTLE,1987-11-01
1987,12,HEAD,"1,373,000",STEERS,CATTLE,1987-12-01
1986,1,HEAD,"1,458,000",STEERS,CATTLE,1986-01-01
1986,2,HEAD,"1,222,000",STEERS,CATTLE,1986-02-01
1986,3,HEAD,"1,286,000",STEERS,CATTLE,1986-03-01
1986,4,HEAD,"1,485,000",STEERS,CATTLE,1986-04-01
1986,5,HEAD,"1,454,000",STEERS,CATTLE,1986-05-01
1986,6,HEAD,"1,467,000",STEERS,CATTLE,1986-06-01
1986,7,HEAD,"1,504,000",STEERS,CATTLE,1986-07-01
1986,8,HEAD,"1,449,000",STEERS,CATTLE,1986-08-01
1986,9,HEAD,"1,447,000",STEERS,CATTLE,1986-09-01
1986,10,HEAD,"1,527,000",STEERS,CATTLE,1986-10-01
1986,11,HEAD,"1,232,000",STEERS,CATTLE,1986-11-01
1986,12,HEAD,"1,339,000",STEERS,CATTLE,1986-12-01
1985,1,HEAD,"1,456,000",STEERS,CATTLE,1985-01-01
1985,2,HEAD,"1,237,000",STEERS,CATTLE,1985-02-01
1985,3,HEAD,"1,293,000",STEERS,CATTLE,1985-03-01
1985,4,HEAD,"1,321,000",STEERS,CATTLE,1985-04-01
1985,5,HEAD,"1,494,000",STEERS,CATTLE,1985-05-01
1985,6,HEAD,"1,384,000",STEERS,CATTLE,1985-06-01
1985,7,HEAD,"1,467,000",STEERS,CATTLE,1985-07-01
1985,8,HEAD,"1,460,000",STEERS,CATTLE,1985-08-01
1985,9,HEAD,"1,341,000",STEERS,CATTLE,1985-09-01
1985,10,HEAD,"1,345,000",STEERS,CATTLE,1985-10-01
1985,11,HEAD,"1,174,000",STEERS,CATTLE,1985-11-01
1985,12,HEAD,"1,228,000",STEERS,CATTLE,1985-12-01
1984,1,HEAD,"1,392,000",STEERS,CATTLE,1984-01-01
1984,2,HEAD,"1,367,000",STEERS,CATTLE,1984-02-01
1984,3,HEAD,"1,447,000",STEERS,CATTLE,1984-03-01
1984,4,HEAD,"1,338,000",STEERS,CATTLE,1984-04-01
1984,5,HEAD,"1,565,000",STEERS,CATTLE,1984-05-01
1984,6,HEAD,"1,507,000",STEERS,CATTLE,1984-06-01
1984,7,HEAD,"1,381,000",STEERS,CATTLE,1984-07-01
1984,8,HEAD,"1,470,000",STEERS,CATTLE,1984-08-01
1984,9,HEAD,"1,315,000",STEERS,CATTLE,1984-09-01
1984,10,HEAD,"1,440,000",STEERS,CATTLE,1984-10-01
1984,11,HEAD,"1,280,000",STEERS,CATTLE,1984-11-01
1984,12,HEAD,"1,187,000",STEERS,CATTLE,1984-12-01
1983,1,HEAD,"1,351,000",STEERS,CATTLE,1983-01-01
1983,2,HEAD,"1,277,000",STEERS,CATTLE,1983-02-01
1983,3,HEAD,"1,412,000",STEERS,CATTLE,1983-03-01
1983,4,HEAD,"1,323,000",STEERS,CATTLE,1983-04-01
1983,5,HEAD,"1,405,000",STEERS,CATTLE,1983-05-01
1983,6,HEAD,"1,456,000",STEERS,CATTLE,1983-06-01
1983,7,HEAD,"1,340,000",STEERS,CATTLE,1983-07-01
1983,8,HEAD,"1,541,000",STEERS,CATTLE,1983-08-01
1983,9,HEAD,"1,437,000",STEERS,CATTLE,1983-09-01
1983,10,HEAD,"1,372,000",STEERS,CATTLE,1983-10-01
1983,11,HEAD,"1,296,000",STEERS,CATTLE,1983-11-01
1983,12,HEAD,"1,404,000",STEERS,CATTLE,1983-12-01
1982,3,HEAD,"4,178,000",STEERS,CATTLE,1982-03-01
1982,6,HEAD,"4,162,000",STEERS,CATTLE,1982-06-01
1982,9,HEAD,"4,114,000",STEERS,CATTLE,1982-09-01
1982,12,HEAD,"3,890,000",STEERS,CATTLE,1982-12-01
1981,1,HEAD,"1,419,000",STEERS,CATTLE,1981-01-01
1981,2,HEAD,"1,276,000",STEERS,CATTLE,1981-02-01
1981,3,HEAD,"1,464,000",STEERS,CATTLE,1981-03-01
1981,4,HEAD,"1,334,000",STEERS,CATTLE,1981-04-01
1981,5,HEAD,"1,373,000",STEERS,CATTLE,1981-05-01
1981,6,HEAD,"1,445,000",STEERS,CATTLE,1981-06-01
1981,7,HEAD,"1,376,000",STEERS,CATTLE,1981-07-01
1981,8,HEAD,"1,336,000",STEERS,CATTLE,1981-08-01
1981,9,HEAD,"1,343,000",STEERS,CATTLE,1981-09-01
1981,10,HEAD,"1,392,000",STEERS,CATTLE,1981-10-01
1981,11,HEAD,"1,274,000",STEERS,CATTLE,1981-11-01
1981,12,HEAD,"1,406,000",STEERS,CATTLE,1981-12-01
1980,1,HEAD,"1,444,000",STEERS,CATTLE,1980-01-01
1980,2,HEAD,"1,333,000",STEERS,CATTLE,1980-02-01
1980,3,HEAD,"1,303,000",STEERS,CATTLE,1980-03-01
1980,4,HEAD,"1,373,000",STEERS,CATTLE,1980-04-01
1980,5,HEAD,"1,392,000",STEERS,CATTLE,1980-05-01
1980,6,HEAD,"1,325,000",STEERS,CATTLE,1980-06-01
1980,7,HEAD,"1,355,000",STEERS,CATTLE,1980-07-01
1980,8,HEAD,"1,264,000",STEERS,CATTLE,1980-08-01
1980,9,HEAD,"1,332,000",STEERS,CATTLE,1980-09-01
1980,10,HEAD,"1,430,000",STEERS,CATTLE,1980-10-01
1980,11,HEAD,"1,202,000",STEERS,CATTLE,1980-11-01
1980,12,HEAD,"1,308,000",STEERS,CATTLE,1980-12-01
1979,1,HEAD,"1,605,000",STEERS,CATTLE,1979-01-01
1979,2,HEAD,"1,352,000",STEERS,CATTLE,1979-02-01
1979,3,HEAD,"1,402,000",STEERS,CATTLE,1979-03-01
1979,4,HEAD,"1,247,000",STEERS,CATTLE,1979-04-01
1979,5,HEAD,"1,393,000",STEERS,CATTLE,1979-05-01
1979,6,HEAD,"1,380,000",STEERS,CATTLE,1979-06-01
1979,7,HEAD,"1,289,000",STEERS,CATTLE,1979-07-01
1979,8,HEAD,"1,470,000",STEERS,CATTLE,1979-08-01
1979,9,HEAD,"1,205,000",STEERS,CATTLE,1979-09-01
1979,10,HEAD,"1,395,000",STEERS,CATTLE,1979-10-01
1979,11,HEAD,"1,254,000",STEERS,CATTLE,1979-11-01
1979,12,HEAD,"1,265,000",STEERS,CATTLE,1979-12-01
1978,1,HEAD,"1,500,000",STEERS,CATTLE,1978-01-01
1978,2,HEAD,"1,450,000",STEERS,CATTLE,1978-02-01
1978,3,HEAD,"1,553,000",STEERS,CATTLE,1978-03-01
1978,4,HEAD,"1,410,000",STEERS,CATTLE,1978-04-01
1978,5,HEAD,"1,549,000",STEERS,CATTLE,1978-05-01
1978,6,HEAD,"1,442,000",STEERS,CATTLE,1978-06-01
1978,7,HEAD,"1,326,000",STEERS,CATTLE,1978-07-01
1978,8,HEAD,"1,487,000",STEERS,CATTLE,1978-08-01
1978,9,HEAD,"1,354,000",STEERS,CATTLE,1978-09-01
1978,10,HEAD,"1,434,000",STEERS,CATTLE,1978-10-01
1978,11,HEAD,"1,408,000",STEERS,CATTLE,1978-11-01
1978,12,HEAD,"1,394,000",STEERS,CATTLE,1978-12-01
1977,1,HEAD,"1,418,000",STEERS,CATTLE,1977-01-01
1977,2,HEAD,"1,374,000",STEERS,CATTLE,1977-02-01
1977,3,HEAD,"1,575,000",STEERS,CATTLE,1977-03-01
1977,4,HEAD,"1,484,000",STEERS,CATTLE,1977-04-01
1977,5,HEAD,"1,488,000",STEERS,CATTLE,1977-05-01
1977,6,HEAD,"1,683,000",STEERS,CATTLE,1977-06-01
1977,7,HEAD,"1,481,000",STEERS,CATTLE,1977-07-01
1977,8,HEAD,"1,636,000",STEERS,CATTLE,1977-08-01
1977,9,HEAD,"1,477,000",STEERS,CATTLE,1977-09-01
1977,10,HEAD,"1,422,000",STEERS,CATTLE,1977-10-01
1977,11,HEAD,"1,416,000",STEERS,CATTLE,1977-11-01
1977,12,HEAD,"1,438,000",STEERS,CATTLE,1977-12-01
1976,1,HEAD,"1,350,000",STEERS,CATTLE,1976-01-01
1976,2,HEAD,"1,306,000",STEERS,CATTLE,1976-02-01
1976,3,HEAD,"1,612,000",STEERS,CATTLE,1976-03-01
1976,4,HEAD,"1,370,000",STEERS,CATTLE,1976-04-01
1976,5,HEAD,"1,375,000",STEERS,CATTLE,1976-05-01
1976,6,HEAD,"1,540,000",STEERS,CATTLE,1976-06-01
1976,7,HEAD,"1,527,000",STEERS,CATTLE,1976-07-01
1976,8,HEAD,"1,574,000",STEERS,CATTLE,1976-08-01
1976,9,HEAD,"1,520,000",STEERS,CATTLE,1976-09-01
1976,10,HEAD,"1,434,000",STEERS,CATTLE,1976-10-01
1976,11,HEAD,"1,296,000",STEERS,CATTLE,1976-11-01
1976,12,HEAD,"1,361,000",STEERS,CATTLE,1976-12-01
1975,1,HEAD,"1,535,000",STEERS,CATTLE,1975-01-01
1975,2,HEAD,"1,412,000",STEERS,CATTLE,1975-02-01
1975,3,HEAD,"1,452,000",STEERS,CATTLE,1975-03-01
1975,4,HEAD,"1,428,000",STEERS,CATTLE,1975-04-01
1975,5,HEAD,"1,364,000",STEERS,CATTLE,1975-05-01
1975,6,HEAD,"1,304,000",STEERS,CATTLE,1975-06-01
1975,7,HEAD,"1,332,000",STEERS,CATTLE,1975-07-01
1975,8,HEAD,"1,308,000",STEERS,CATTLE,1975-08-01
1975,9,HEAD,"1,286,000",STEERS,CATTLE,1975-09-01
1975,10,HEAD,"1,287,000",STEERS,CATTLE,1975-10-01
1975,11,HEAD,"1,133,000",STEERS,CATTLE,1975-11-01
1975,12,HEAD,"1,229,000",STEERS,CATTLE,1975-12-01
1974,1,HEAD,"1,447,000",STEERS,CATTLE,1974-01-01
1974,2,HEAD,"1,259,000",STEERS,CATTLE,1974-02-01
1974,3,HEAD,"1,537,000",STEERS,CATTLE,1974-03-01
1974,4,HEAD,"1,558,000",STEERS,CATTLE,1974-04-01
1974,5,HEAD,"1,626,000",STEERS,CATTLE,1974-05-01
1974,6,HEAD,"1,566,000",STEERS,CATTLE,1974-06-01
1974,7,HEAD,"1,530,000",STEERS,CATTLE,1974-07-01
1974,8,HEAD,"1,463,000",STEERS,CATTLE,1974-08-01
1974,9,HEAD,"1,442,000",STEERS,CATTLE,1974-09-01
1974,10,HEAD,"1,590,000",STEERS,CATTLE,1974-10-01
1974,11,HEAD,"1,403,000",STEERS,CATTLE,1974-11-01
1974,12,HEAD,"1,403,000",STEERS,CATTLE,1974-12-01
1973,1,HEAD,"1,526,000",STEERS,CATTLE,1973-01-01
1973,2,HEAD,"1,362,000",STEERS,CATTLE,1973-02-01
1973,3,HEAD,"1,475,000",STEERS,CATTLE,1973-03-01
1973,4,HEAD,"1,258,000",STEERS,CATTLE,1973-04-01
1973,5,HEAD,"1,533,000",STEERS,CATTLE,1973-05-01
1973,6,HEAD,"1,412,000",STEERS,CATTLE,1973-06-01
1973,7,HEAD,"1,311,000",STEERS,CATTLE,1973-07-01
1973,8,HEAD,"1,204,000",STEERS,CATTLE,1973-08-01
1973,9,HEAD,"1,268,000",STEERS,CATTLE,1973-09-01
1973,10,HEAD,"1,511,000",STEERS,CATTLE,1973-10-01
1973,11,HEAD,"1,411,000",STEERS,CATTLE,1973-11-01
1973,12,HEAD,"1,333,000",STEERS,CATTLE,1973-12-01
1972,1,HEAD,"1,407,000",STEERS,CATTLE,1972-01-01
1972,2,HEAD,"1,355,000",STEERS,CATTLE,1972-02-01
1972,3,HEAD,"1,547,000",STEERS,CATTLE,1972-03-01
1972,4,HEAD,"1,421,000",STEERS,CATTLE,1972-04-01
1972,5,HEAD,"1,614,000",STEERS,CATTLE,1972-05-01
1972,6,HEAD,"1,561,000",STEERS,CATTLE,1972-06-01
1972,7,HEAD,"1,330,000",STEERS,CATTLE,1972-07-01
1972,8,HEAD,"1,576,000",STEERS,CATTLE,1972-08-01
1972,9,HEAD,"1,486,000",STEERS,CATTLE,1972-09-01
1972,10,HEAD,"1,524,000",STEERS,CATTLE,1972-10-01
1972,11,HEAD,"1,475,000",STEERS,CATTLE,1972-11-01
1972,12,HEAD,"1,453,000",STEERS,CATTLE,1972-12-01
1971,1,HEAD,"1,388,000",STEERS,CATTLE,1971-01-01
1971,2,HEAD,"1,257,000",STEERS,CATTLE,1971-02-01
1971,3,HEAD,"1,513,000",STEERS,CATTLE,1971-03-01
1971,4,HEAD,"1,420,000",STEERS,CATTLE,1971-04-01
1971,5,HEAD,"1,407,000",STEERS,CATTLE,1971-05-01
1971,6,HEAD,"1,549,000",STEERS,CATTLE,1971-06-01
1971,7,HEAD,"1,472,000",STEERS,CATTLE,1971-07-01
1971,8,HEAD,"1,412,000",STEERS,CATTLE,1971-08-01
1971,9,HEAD,"1,448,000",STEERS,CATTLE,1971-09-01
1971,10,HEAD,"1,391,000",STEERS,CATTLE,1971-10-01
1971,11,HEAD,"1,374,000",STEERS,CATTLE,1971-11-01
1971,12,HEAD,"1,372,000",STEERS,CATTLE,1971-12-01
1957,1,HEAD,"944,000",STEERS,CATTLE,1957-01-01
1957,2,HEAD,"765,000",STEERS,CATTLE,1957-02-01
1957,3,HEAD,"822,000",STEERS,CATTLE,1957-03-01
1957,4,HEAD,"836,000",STEERS,CATTLE,1957-04-01
1957,5,HEAD,"939,000",STEERS,CATTLE,1957-05-01
1957,6,HEAD,"800,000",STEERS,CATTLE,1957-06-01
1957,7,HEAD,"878,000",STEERS,CATTLE,1957-07-01
1957,8,HEAD,"872,000",STEERS,CATTLE,1957-08-01
1957,9,HEAD,"807,000",STEERS,CATTLE,1957-09-01
1957,10,HEAD,"868,000",STEERS,CATTLE,1957-10-01
1957,11,HEAD,"715,000",STEERS,CATTLE,1957-11-01
1957,12,HEAD,"772,000",STEERS,CATTLE,1957-12-01
1956,1,HEAD,"896,000",STEERS,CATTLE,1956-01-01
1956,2,HEAD,"803,000",STEERS,CATTLE,1956-02-01
1956,3,HEAD,"893,000",STEERS,CATTLE,1956-03-01
1956,4,HEAD,"899,000",STEERS,CATTLE,1956-04-01
1956,5,HEAD,"969,000",STEERS,CATTLE,1956-05-01
1956,6,HEAD,"923,000",STEERS,CATTLE,1956-06-01
1956,7,HEAD,"933,000",STEERS,CATTLE,1956-07-01
1956,8,HEAD,"864,000",STEERS,CATTLE,1956-08-01
1956,9,HEAD,"742,000",STEERS,CATTLE,1956-09-01
1956,10,HEAD,"831,000",STEERS,CATTLE,1956-10-01
1956,11,HEAD,"759,000",STEERS,CATTLE,1956-11-01
1956,12,HEAD,"799,000",STEERS,CATTLE,1956-12-01
1955,1,HEAD,"718,000",STEERS,CATTLE,1955-01-01
1955,2,HEAD,"618,000",STEERS,CATTLE,1955-02-01
1955,3,HEAD,"773,000",STEERS,CATTLE,1955-03-01
1955,4,HEAD,"737,000",STEERS,CATTLE,1955-04-01
1955,5,HEAD,"810,000",STEERS,CATTLE,1955-05-01
1955,6,HEAD,"861,000",STEERS,CATTLE,1955-06-01
1955,7,HEAD,"749,000",STEERS,CATTLE,1955-07-01
1955,8,HEAD,"870,000",STEERS,CATTLE,1955-08-01
1955,9,HEAD,"857,000",STEERS,CATTLE,1955-09-01
1955,10,HEAD,"799,000",STEERS,CATTLE,1955-10-01
1955,11,HEAD,"729,000",STEERS,CATTLE,1955-11-01
1955,12,HEAD,"778,000",STEERS,CATTLE,1955-12-01
1954,1,HEAD,"774,000",STEERS,CATTLE,1954-01-01
1954,2,HEAD,"673,000",STEERS,CATTLE,1954-02-01
1954,3,HEAD,"825,000",STEERS,CATTLE,1954-03-01
1954,4,HEAD,"806,000",STEERS,CATTLE,1954-04-01
1954,5,HEAD,"815,000",STEERS,CATTLE,1954-05-01
1954,6,HEAD,"881,000",STEERS,CATTLE,1954-06-01
1954,7,HEAD,"837,000",STEERS,CATTLE,1954-07-01
1954,8,HEAD,"773,000",STEERS,CATTLE,1954-08-01
1954,9,HEAD,"761,000",STEERS,CATTLE,1954-09-01
1954,10,HEAD,"732,000",STEERS,CATTLE,1954-10-01
1954,11,HEAD,"684,000",STEERS,CATTLE,1954-11-01
1954,12,HEAD,"741,000",STEERS,CATTLE,1954-12-01
1953,1,HEAD,"709,000",STEERS,CATTLE,1953-01-01
1953,2,HEAD,"692,000",STEERS,CATTLE,1953-02-01
1953,3,HEAD,"802,000",STEERS,CATTLE,1953-03-01
1953,4,HEAD,"869,000",STEERS,CATTLE,1953-04-01
1953,5,HEAD,"854,000",STEERS,CATTLE,1953-05-01
1953,6,HEAD,"890,000",STEERS,CATTLE,1953-06-01
1953,7,HEAD,"849,000",STEERS,CATTLE,1953-07-01
1953,8,HEAD,"774,000",STEERS,CATTLE,1953-08-01
1953,9,HEAD,"781,000",STEERS,CATTLE,1953-09-01
1953,10,HEAD,"752,000",STEERS,CATTLE,1953-10-01
1953,11,HEAD,"693,000",STEERS,CATTLE,1953-11-01
1953,12,HEAD,"779,000",STEERS,CATTLE,1953-12-01
1952,1,HEAD,"600,000",STEERS,CATTLE,1952-01-01
1952,2,HEAD,"586,000",STEERS,CATTLE,1952-02-01
1952,3,HEAD,"545,000",STEERS,CATTLE,1952-03-01
1952,4,HEAD,"586,000",STEERS,CATTLE,1952-04-01
1952,5,HEAD,"622,000",STEERS,CATTLE,1952-05-01
1952,6,HEAD,"560,000",STEERS,CATTLE,1952-06-01
1952,7,HEAD,"627,000",STEERS,CATTLE,1952-07-01
1952,8,HEAD,"614,000",STEERS,CATTLE,1952-08-01
1952,9,HEAD,"621,000",STEERS,CATTLE,1952-09-01
1952,10,HEAD,"660,000",STEERS,CATTLE,1952-10-01
1952,11,HEAD,"516,000",STEERS,CATTLE,1952-11-01
1952,12,HEAD,"635,000",STEERS,CATTLE,1952-12-01
1951,1,HEAD,"583,000",STEERS,CATTLE,1951-01-01
1951,2,HEAD,"476,000",STEERS,CATTLE,1951-02-01
1951,3,HEAD,"572,000",STEERS,CATTLE,1951-03-01
1951,4,HEAD,"533,000",STEERS,CATTLE,1951-04-01
1951,5,HEAD,"630,000",STEERS,CATTLE,1951-05-01
1951,6,HEAD,"483,000",STEERS,CATTLE,1951-06-01
1951,7,HEAD,"508,000",STEERS,CATTLE,1951-07-01
1951,8,HEAD,"511,000",STEERS,CATTLE,1951-08-01
1951,9,HEAD,"441,000",STEERS,CATTLE,1951-09-01
1951,10,HEAD,"446,000",STEERS,CATTLE,1951-10-01
1951,11,HEAD,"479,000",STEERS,CATTLE,1951-11-01
1951,12,HEAD,"519,000",STEERS,CATTLE,1951-12-01
1950,1,HEAD,"562,000",STEERS,CATTLE,1950-01-01
1950,2,HEAD,"517,000",STEERS,CATTLE,1950-02-01
1950,3,HEAD,"632,000",STEERS,CATTLE,1950-03-01
1950,4,HEAD,"583,000",STEERS,CATTLE,1950-04-01
1950,5,HEAD,"631,000",STEERS,CATTLE,1950-05-01
1950,6,HEAD,"585,000",STEERS,CATTLE,1950-06-01
1950,7,HEAD,"554,000",STEERS,CATTLE,1950-07-01
1950,8,HEAD,"619,000",STEERS,CATTLE,1950-08-01
1950,9,HEAD,"610,000",STEERS,CATTLE,1950-09-01
1950,10,HEAD,"570,000",STEERS,CATTLE,1950-10-01
1950,11,HEAD,"547,000",STEERS,CATTLE,1950-11-01
1950,12,HEAD,"534,000",STEERS,CATTLE,1950-12-01
1949,1,HEAD,"563,000",STEERS,CATTLE,1949-01-01
1949,2,HEAD,"545,000",STEERS,CATTLE,1949-02-01
1949,3,HEAD,"634,000",STEERS,CATTLE,1949-03-01
1949,4,HEAD,"612,000",STEERS,CATTLE,1949-04-01
1949,5,HEAD,"649,000",STEERS,CATTLE,1949-05-01
1949,6,HEAD,"637,000",STEERS,CATTLE,1949-06-01
1949,7,HEAD,"604,000",STEERS,CATTLE,1949-07-01
1949,8,HEAD,"665,000",STEERS,CATTLE,1949-08-01
1949,9,HEAD,"619,000",STEERS,CATTLE,1949-09-01
1949,10,HEAD,"557,000",STEERS,CATTLE,1949-10-01
1949,11,HEAD,"500,000",STEERS,CATTLE,1949-11-01
1949,12,HEAD,"504,000",STEERS,CATTLE,1949-12-01
1948,1,HEAD,"543,000",STEERS,CATTLE,1948-01-01
1948,2,HEAD,"457,000",STEERS,CATTLE,1948-02-01
1948,3,HEAD,"548,000",STEERS,CATTLE,1948-03-01
1948,4,HEAD,"545,000",STEERS,CATTLE,1948-04-01
1948,5,HEAD,"458,000",STEERS,CATTLE,1948-05-01
1948,6,HEAD,"477,000",STEERS,CATTLE,1948-06-01
1948,7,HEAD,"435,000",STEERS,CATTLE,1948-07-01
1948,8,HEAD,"433,000",STEERS,CATTLE,1948-08-01
1948,9,HEAD,"472,000",STEERS,CATTLE,1948-09-01
1948,10,HEAD,"440,000",STEERS,CATTLE,1948-10-01
1948,11,HEAD,"434,000",STEERS,CATTLE,1948-11-01
1948,12,HEAD,"509,000",STEERS,CATTLE,1948-12-01
1947,1,HEAD,"638,000",STEERS,CATTLE,1947-01-01
1947,2,HEAD,"586,000",STEERS,CATTLE,1947-02-01
1947,3,HEAD,"629,000",STEERS,CATTLE,1947-03-01
1947,4,HEAD,"685,000",STEERS,CATTLE,1947-04-01
1947,5,HEAD,"691,000",STEERS,CATTLE,1947-05-01
1947,6,HEAD,"614,000",STEERS,CATTLE,1947-06-01
1947,7,HEAD,"571,000",STEERS,CATTLE,1947-07-01
1947,8,HEAD,"513,000",STEERS,CATTLE,1947-08-01
1947,9,HEAD,"530,000",STEERS,CATTLE,1947-09-01
1947,10,HEAD,"522,000",STEERS,CATTLE,1947-10-01
1947,11,HEAD,"462,000",STEERS,CATTLE,1947-11-01
1947,12,HEAD,"525,000",STEERS,CATTLE,1947-12-01
1946,1,HEAD,"437,000",STEERS,CATTLE,1946-01-01
1946,2,HEAD,"474,000",STEERS,CATTLE,1946-02-01
1946,3,HEAD,"502,000",STEERS,CATTLE,1946-03-01
1946,4,HEAD,"462,000",STEERS,CATTLE,1946-04-01
1946,5,HEAD,"444,000",STEERS,CATTLE,1946-05-01
1946,6,HEAD,"294,000",STEERS,CATTLE,1946-06-01
1946,7,HEAD,"606,000",STEERS,CATTLE,1946-07-01
1946,8,HEAD,"568,000",STEERS,CATTLE,1946-08-01
1946,9,HEAD,"138,000",STEERS,CATTLE,1946-09-01
1946,10,HEAD,"428,000",STEERS,CATTLE,1946-10-01
1946,11,HEAD,"450,000",STEERS,CATTLE,1946-11-01
1946,12,HEAD,"562,000",STEERS,CATTLE,1946-12-01
1945,1,HEAD,"488,000",STEERS,CATTLE,1945-01-01
1945,2,HEAD,"556,000",STEERS,CATTLE,1945-02-01
1945,3,HEAD,"645,000",STEERS,CATTLE,1945-03-01
1945,4,HEAD,"569,000",STEERS,CATTLE,1945-04-01
1945,5,HEAD,"602,000",STEERS,CATTLE,1945-05-01
1945,6,HEAD,"617,000",STEERS,CATTLE,1945-06-01
1945,7,HEAD,"570,000",STEERS,CATTLE,1945-07-01
1945,8,HEAD,"596,000",STEERS,CATTLE,1945-08-01
1945,9,HEAD,"595,000",STEERS,CATTLE,1945-09-01
1945,10,HEAD,"595,000",STEERS,CATTLE,1945-10-01
1945,11,HEAD,"431,000",STEERS,CATTLE,1945-11-01
1945,12,HEAD,"393,000",STEERS,CATTLE,1945-12-01
1944,1,HEAD,"548,000",STEERS,CATTLE,1944-01-01
1944,2,HEAD,"537,000",STEERS,CATTLE,1944-02-01
1944,3,HEAD,"597,000",STEERS,CATTLE,1944-03-01
1944,4,HEAD,"548,000",STEERS,CATTLE,1944-04-01
1944,5,HEAD,"560,000",STEERS,CATTLE,1944-05-01
1944,6,HEAD,"474,000",STEERS,CATTLE,1944-06-01
1944,7,HEAD,"426,000",STEERS,CATTLE,1944-07-01
1944,8,HEAD,"482,000",STEERS,CATTLE,1944-08-01
1944,9,HEAD,"472,000",STEERS,CATTLE,1944-09-01
1944,10,HEAD,"458,000",STEERS,CATTLE,1944-10-01
1944,11,HEAD,"366,000",STEERS,CATTLE,1944-11-01
1944,12,HEAD,"391,000",STEERS,CATTLE,1944-12-01
1943,1,HEAD,"461,000",STEERS,CATTLE,1943-01-01
1943,2,HEAD,"448,000",STEERS,CATTLE,1943-02-01
1943,3,HEAD,"503,000",STEERS,CATTLE,1943-03-01
1943,4,HEAD,"460,000",STEERS,CATTLE,1943-04-01
1943,5,HEAD,"459,000",STEERS,CATTLE,1943-05-01
1943,6,HEAD,"399,000",STEERS,CATTLE,1943-06-01
1943,7,HEAD,"493,000",STEERS,CATTLE,1943-07-01
1943,8,HEAD,"502,000",STEERS,CATTLE,1943-08-01
1943,9,HEAD,"515,000",STEERS,CATTLE,1943-09-01
1943,10,HEAD,"506,000",STEERS,CATTLE,1943-10-01
1943,11,HEAD,"477,000",STEERS,CATTLE,1943-11-01
1943,12,HEAD,"515,000",STEERS,CATTLE,1943-12-01
1942,1,HEAD,"524,000",STEERS,CATTLE,1942-01-01
1942,2,HEAD,"456,000",STEERS,CATTLE,1942-02-01
1942,3,HEAD,"508,000",STEERS,CATTLE,1942-03-01
1942,4,HEAD,"548,000",STEERS,CATTLE,1942-04-01
1942,5,HEAD,"520,000",STEERS,CATTLE,1942-05-01
1942,6,HEAD,"596,000",STEERS,CATTLE,1942-06-01
1942,7,HEAD,"563,000",STEERS,CATTLE,1942-07-01
1942,8,HEAD,"538,000",STEERS,CATTLE,1942-08-01
