DATE,US_CHICKEN_WINGS_PRICE
2015-12-01,163.42
2015-12-02,158.53
2015-12-03,163.46
2015-12-04,159.12
2015-12-07,161.98
2015-12-08,163.06
2015-12-09,162.97
2015-12-10,155.53
2015-12-11,159.27
2015-12-14,162.31
2015-12-15,163.46
2015-12-16,164.49
2015-12-17,163.57
2015-12-18,161.38
2015-12-21,164.42
2015-12-22,163.66
2015-12-23,165.2
2015-12-24,166.21
2015-12-28,167.31
2015-12-29,173.18
2015-12-30,172.32
2015-12-31,170.44
2016-01-04,171.33
2016-01-05,177.85
2016-01-06,176.37
2016-01-07,177.1
2016-01-08,177.28
2016-01-11,179.17
2016-01-12,178.72
2016-01-13,185.46
2016-01-14,187.21
2016-01-15,188.24
2016-01-19,194.02
2016-01-20,194.64
2016-01-21,196.35
2016-01-22,197.51
2016-01-25,197.54
2016-01-26,197.17
2016-01-27,195.18
2016-01-28,196.58
2016-01-29,195.95
2016-02-01,195.93
2016-02-02,195.7
2016-02-03,196.17
2016-02-04,198.87
2016-02-05,197.63
2016-02-08,198.44
2016-02-09,197.63
2016-02-10,199.07
2016-02-11,197.55
2016-02-12,198.17
2016-02-15,198.1
2016-02-16,197.19
2016-02-17,197.89
2016-02-18,196.78
2016-02-19,193.88
2016-02-22,188.3
2016-02-23,178.94
2016-02-24,181.39
2016-02-25,188.47
2016-02-26,186.18
2016-02-29,184.22
2016-03-01,172.85
2016-03-02,182.47
2016-03-03,171.98
2016-03-04,179.87
2016-03-07,178.49
2016-03-08,175.15
2016-03-09,180.15
2016-03-10,175.7
2016-03-11,178.72
2016-03-14,179.64
2016-03-15,176.4
2016-03-16,178.27
2016-03-17,178.58
2016-03-18,177.51
2016-03-21,175.81
2016-03-22,181.17
2016-03-23,175.28
2016-03-24,174.85
2016-03-25,177.95
2016-03-28,176.05
2016-03-29,175.74
2016-03-30,178.24
2016-03-31,177.52
2016-04-01,179.23
2016-04-04,178.24
2016-04-05,178.57
2016-04-06,174.8
2016-04-07,177.97
2016-04-08,181.3
2016-04-11,181.82
2016-04-12,180.94
2016-04-13,181.94
2016-04-14,178.06
2016-04-15,180.61
2016-04-18,181.07
2016-04-19,181.2
2016-04-20,179.74
2016-04-21,179.4
2016-04-22,180.26
2016-04-25,178.89
2016-04-26,182.31
2016-04-27,178.83
2016-04-28,177.48
2016-04-29,174.91
2016-05-02,177.82
2016-05-03,168.14
2016-05-04,175.73
2016-05-05,174.87
2016-05-06,167.27
2016-05-09,176.79
2016-05-10,169.96
2016-05-11,165.09
2016-05-12,171.95
2016-05-13,167.22
2016-05-16,168.5
2016-05-17,163.15
2016-05-18,163.78
2016-05-19,156.69
2016-05-20,156.03
2016-05-23,157.76
2016-05-24,155.17
2016-05-25,149.72
2016-05-26,150.46
2016-05-27,151.86
2016-05-31,156.08
2016-06-01,149.49
2016-06-02,155.3
2016-06-03,156.29
2016-06-06,156.28
2016-06-07,153.33
2016-06-08,156.65
2016-06-09,153.53
2016-06-10,152.17
2016-06-13,152.75
2016-06-14,154.1
2016-06-15,155.63
2016-06-16,152.64
2016-06-17,155.64
2016-06-20,156.71
2016-06-21,155.21
2016-06-22,156.88
2016-06-23,153.97
2016-06-24,148.54
2016-06-27,152.27
2016-06-28,156.08
2016-06-29,157.4
2016-06-30,152.55
2016-07-01,157.11
2016-07-05,153.49
2016-07-06,151.33
2016-07-07,159.24
2016-07-08,158.21
2016-07-11,152.17
2016-07-12,153.08
2016-07-13,155.55
2016-07-14,156.91
2016-07-15,151.91
2016-07-18,150.49
2016-07-19,152.9
2016-07-20,157.87
2016-07-21,157.03
2016-07-22,157.29
2016-07-25,155.6
2016-07-26,156.72
2016-07-27,158.04
2016-07-28,153.78
2016-07-29,156.08
2016-08-01,151.12
2016-08-02,152.6
2016-08-03,149.83
2016-08-04,157.07
2016-08-05,154.66
2016-08-08,156.58
2016-08-09,152.87
2016-08-10,156.81
2016-08-11,150.07
2016-08-12,148.35
2016-08-15,156.36
2016-08-16,156.37
2016-08-17,159.86
2016-08-18,158.45
2016-08-19,155.78
2016-08-22,157.9
2016-08-23,157.72
2016-08-24,161.88
2016-08-25,160.88
2016-08-26,162.74
2016-08-29,164.3
2016-08-30,163.64
2016-08-31,167.14
2016-09-01,165.89
2016-09-02,163.88
2016-09-06,166.72
2016-09-07,170.97
2016-09-08,171.98
2016-09-09,173.98
2016-09-12,176.21
2016-09-13,175.34
2016-09-14,177.4
2016-09-15,179.71
2016-09-16,176.75
2016-09-19,181.49
2016-09-20,180.0
2016-09-21,181.24
2016-09-22,183.29
2016-09-23,183.35
2016-09-26,180.49
2016-09-27,182.79
2016-09-28,180.9
2016-09-29,184.0
2016-09-30,180.27
2016-10-03,184.55
2016-10-04,182.25
2016-10-05,183.71
2016-10-06,184.39
2016-10-07,180.37
2016-10-10,180.27
2016-10-11,183.32
2016-10-12,182.91
2016-10-13,185.3
2016-10-14,177.98
2016-10-17,182.89
2016-10-18,176.64
2016-10-19,179.02
2016-10-20,182.45
2016-10-21,178.67
2016-10-24,182.73
2016-10-25,182.1
2016-10-26,184.8
2016-10-27,179.08
2016-10-28,183.18
2016-10-31,180.27
2016-11-01,182.83
2016-11-02,183.83
2016-11-03,182.61
2016-11-04,178.65
2016-11-07,181.12
2016-11-08,183.85
2016-11-09,184.42
2016-11-10,183.09
2016-11-14,181.48
2016-11-15,185.59
2016-11-16,184.22
2016-11-17,186.19
2016-11-18,186.25
2016-11-21,187.58
2016-11-22,186.78
2016-11-23,185.75
2016-11-25,190.45
2016-11-28,188.33
2016-11-29,184.85
2016-11-30,190.03
2016-12-01,189.78
2016-12-02,182.98
2016-12-05,184.23
2016-12-06,182.78
2016-12-07,190.67
2016-12-08,187.19
2016-12-09,189.87
2016-12-12,188.81
2016-12-13,183.25
2016-12-14,185.3
2016-12-15,184.13
2016-12-16,181.79
2016-12-19,186.87
2016-12-20,185.31
2016-12-21,191.5
2016-12-22,192.07
2016-12-23,186.81
2016-12-27,190.61
2016-12-28,189.23
2016-12-29,189.36
2016-12-30,186.45
2017-01-03,183.33
2017-01-04,189.32
2017-01-05,188.18
2017-01-06,187.76
2017-01-09,190.98
2017-01-10,190.93
2017-01-11,192.04
2017-01-12,189.97
2017-01-13,190.89
2017-01-17,190.92
2017-01-18,193.02
2017-01-19,192.55
2017-01-20,195.49
2017-01-23,196.28
2017-01-24,193.52
2017-01-25,199.57
2017-01-26,196.89
2017-01-27,197.18
2017-01-30,195.75
2017-01-31,187.85
2017-02-01,196.47
2017-02-02,196.15
2017-02-03,193.41
2017-02-06,197.08
2017-02-07,191.58
2017-02-08,193.27
2017-02-09,189.56
2017-02-10,192.16
2017-02-13,189.39
2017-02-14,194.01
2017-02-15,192.01
2017-02-16,193.77
2017-02-17,185.19
2017-02-20,192.68
2017-02-21,182.08
2017-02-22,182.9
2017-02-23,183.82
2017-02-24,179.37
2017-02-27,180.93
2017-02-28,171.72
2017-03-01,183.67
2017-03-02,180.05
2017-03-03,172.9
2017-03-06,179.81
2017-03-07,173.3
2017-03-08,177.51
2017-03-09,175.33
2017-03-10,173.91
2017-03-13,179.86
2017-03-14,178.0
2017-03-15,172.02
2017-03-16,184.81
2017-03-17,182.25
2017-03-20,186.73
2017-03-21,185.54
2017-03-22,184.03
2017-03-23,187.15
2017-03-24,185.67
2017-03-27,187.12
2017-03-28,188.21
2017-03-29,189.19
2017-03-30,191.12
2017-03-31,187.74
2017-04-03,186.94
2017-04-04,190.12
2017-04-05,189.89
2017-04-06,188.0
2017-04-07,187.18
2017-04-10,187.19
2017-04-11,189.76
2017-04-12,186.1
2017-04-13,188.24
2017-04-14,184.47
2017-04-17,183.47
2017-04-18,186.1
2017-04-19,187.14
2017-04-20,190.62
2017-04-21,187.0
2017-04-24,191.15
2017-04-25,187.76
2017-04-26,192.25
2017-04-27,193.02
2017-04-28,194.37
2017-05-01,193.97
2017-05-02,190.87
2017-05-03,192.09
2017-05-04,194.03
2017-05-05,193.25
2017-05-08,194.94
2017-05-09,193.4
2017-05-10,193.15
2017-05-11,193.41
2017-05-12,193.54
2017-05-15,196.28
2017-05-16,193.05
2017-05-17,194.63
2017-05-18,198.98
2017-05-19,197.53
2017-05-22,203.05
2017-05-23,204.34
2017-05-24,203.11
2017-05-25,206.34
2017-05-26,199.47
2017-05-30,206.39
2017-05-31,205.36
2017-06-01,206.65
2017-06-02,204.47
2017-06-05,206.92
2017-06-06,206.57
2017-06-07,198.8
2017-06-08,207.67
2017-06-09,203.95
2017-06-12,208.11
2017-06-13,210.62
2017-06-14,200.44
2017-06-15,206.24
2017-06-16,205.41
2017-06-19,208.58
2017-06-20,200.32
2017-06-21,204.71
2017-06-22,205.88
2017-06-23,199.23
2017-06-26,208.06
2017-06-27,199.19
2017-06-28,204.34
2017-06-29,207.45
2017-06-30,204.91
2017-07-03,207.56
2017-07-05,202.44
2017-07-06,206.28
2017-07-07,203.17
2017-07-10,207.23
2017-07-11,207.47
2017-07-12,207.06
2017-07-13,208.76
2017-07-14,205.27
2017-07-17,208.37
2017-07-18,206.99
2017-07-19,205.81
2017-07-20,208.32
2017-07-21,204.77
2017-07-24,208.95
2017-07-25,202.68
2017-07-26,203.82
2017-07-27,209.92
2017-07-28,203.83
2017-07-31,207.61
2017-08-01,206.93
2017-08-02,205.53
2017-08-03,207.87
2017-08-04,205.37
2017-08-07,212.84
2017-08-08,207.69
2017-08-09,210.36
2017-08-10,214.83
2017-08-11,209.29
2017-08-14,211.87
2017-08-15,207.41
2017-08-16,209.72
2017-08-17,212.73
2017-08-18,209.36
2017-08-21,213.04
2017-08-22,208.77
2017-08-23,210.66
2017-08-24,216.04
2017-08-25,208.08
2017-08-28,212.06
2017-08-29,208.16
2017-08-30,208.61
2017-08-31,215.5
2017-09-01,211.65
2017-09-05,214.51
2017-09-06,209.3
2017-09-07,214.72
2017-09-08,213.19
2017-09-11,216.78
2017-09-12,218.32
2017-09-13,216.74
2017-09-14,218.65
2017-09-15,215.76
2017-09-18,218.78
2017-09-19,211.74
2017-09-20,216.78
2017-09-21,217.38
2017-09-22,213.51
2017-09-25,215.95
2017-09-26,206.6
2017-09-27,201.98
2017-09-28,199.98
2017-09-29,209.1
2017-10-02,216.11
2017-10-03,210.6
2017-10-04,214.72
2017-10-05,206.53
2017-10-06,202.13
2017-10-09,207.79
2017-10-10,203.49
2017-10-11,199.46
2017-10-12,206.96
2017-10-13,206.92
2017-10-16,209.19
2017-10-17,208.94
2017-10-18,200.31
2017-10-19,207.58
2017-10-20,199.08
2017-10-23,208.41
2017-10-24,197.56
2017-10-25,201.16
2017-10-26,206.9
2017-10-27,198.79
2017-10-30,193.24
2017-10-31,198.12
2017-11-01,181.76
2017-11-02,197.76
2017-11-03,187.89
2017-11-06,183.42
2017-11-07,188.93
2017-11-08,195.81
2017-11-09,190.08
2017-11-13,186.9
2017-11-14,176.86
2017-11-15,175.02
2017-11-16,182.7
2017-11-17,175.09
2017-11-20,180.14
2017-11-21,166.13
2017-11-22,179.91
2017-11-24,171.89
2017-11-27,172.07
2017-11-28,168.21
2017-11-29,171.73
2017-11-30,161.48
2017-12-01,164.33
2017-12-04,165.76
2017-12-05,168.9
2017-12-06,165.41
2017-12-07,169.91
2017-12-08,170.09
2017-12-11,168.0
2017-12-12,152.77
2017-12-13,158.25
2017-12-14,172.96
2017-12-15,171.14
2017-12-18,169.47
2017-12-19,166.27
2017-12-20,171.74
2017-12-21,168.53
2017-12-22,167.52
2017-12-26,157.79
2017-12-27,169.38
2017-12-28,167.52
2017-12-29,170.45
2018-01-02,166.98
2018-01-03,168.74
2018-01-08,167.24
2018-01-09,174.15
2018-01-10,171.44
2018-01-11,166.46
2018-01-12,166.78
2018-01-16,167.25
2018-01-17,166.66
2018-01-18,166.96
2018-01-19,164.79
2018-01-22,177.61
2018-01-23,176.39
2018-01-24,177.5
2018-01-25,176.24
2018-01-26,177.85
2018-01-29,179.23
2018-01-30,178.98
2018-01-31,177.82
2018-02-01,178.46
2018-02-02,176.48
2018-02-05,170.38
2018-02-06,175.88
2018-02-07,168.53
2018-02-08,170.29
2018-02-09,174.02
2018-02-12,175.6
2018-02-13,172.29
2018-02-14,171.03
2018-02-15,162.81
2018-02-16,164.18
2018-02-19,160.42
2018-02-20,152.04
2018-02-21,153.77
2018-02-22,156.08
2018-02-23,151.84
2018-02-26,146.69
2018-02-27,145.05
2018-02-28,143.2
2018-03-01,151.25
2018-03-02,141.29
2018-03-05,155.57
2018-03-06,146.34
2018-03-07,157.84
2018-03-08,153.69
2018-03-09,153.94
2018-03-12,156.09
2018-03-13,149.07
2018-03-14,157.41
2018-03-15,147.92
2018-03-16,153.67
2018-03-19,152.78
2018-03-20,150.62
2018-03-21,152.1
2018-03-22,154.59
2018-03-23,153.16
2018-03-26,151.12
2018-03-27,150.57
2018-03-28,153.94
2018-03-29,145.26
2018-03-30,145.67
2018-04-02,148.31
2018-04-03,147.1
2018-04-04,143.55
2018-04-05,139.8
2018-04-06,148.83
2018-04-09,146.39
2018-04-10,147.72
2018-04-11,141.83
2018-04-12,141.97
2018-04-13,143.47
2018-04-16,147.22
2018-04-17,146.16
2018-04-18,145.96
2018-04-19,136.79
2018-04-20,140.02
2018-04-23,145.53
2018-04-24,146.21
2018-04-25,143.34
2018-04-26,147.3
2018-04-27,143.64
2018-04-30,145.35
2018-05-01,139.5
2018-05-02,144.37
2018-05-03,135.27
2018-05-04,137.17
2018-05-07,143.49
2018-05-08,137.03
2018-05-09,140.13
2018-05-10,142.86
2018-05-11,142.55
2018-05-14,138.27
2018-05-15,135.42
2018-05-16,146.46
2018-05-17,141.12
2018-05-18,138.28
2018-05-21,141.59
2018-05-22,139.85
2018-05-23,142.41
2018-05-24,140.66
2018-05-25,141.9
2018-05-29,134.26
2018-05-30,136.47
2018-05-31,131.21
2018-06-01,135.5
2018-06-04,136.57
2018-06-05,129.92
2018-06-06,136.63
2018-06-07,131.33
2018-06-08,137.33
2018-06-11,134.75
2018-06-12,133.78
2018-06-13,132.78
2018-06-14,138.37
2018-06-15,136.02
2018-06-18,137.14
2018-06-19,134.51
2018-06-20,132.78
2018-06-21,138.2
2018-06-22,138.01
2018-06-25,135.63
2018-06-26,136.75
2018-06-27,141.11
2018-06-28,140.8
2018-06-29,139.81
2018-07-02,138.25
2018-07-03,138.57
2018-07-05,139.46
2018-07-06,140.45
2018-07-09,137.06
2018-07-10,139.18
2018-07-11,137.14
2018-07-12,137.99
2018-07-13,137.02
2018-07-16,140.03
2018-07-17,143.0
2018-07-18,142.63
2018-07-19,139.99
2018-07-20,139.82
2018-07-23,142.24
2018-07-24,142.6
2018-07-25,142.7
2018-07-26,143.38
2018-07-27,143.57
2018-07-30,136.01
2018-07-31,141.29
2018-08-01,142.45
2018-08-02,141.8
2018-08-03,138.19
2018-08-06,139.02
2018-08-07,142.99
2018-08-08,141.71
2018-08-09,137.88
2018-08-10,139.52
2018-08-13,138.18
2018-08-14,141.04
2018-08-15,144.39
2018-08-16,143.28
2018-08-17,137.88
2018-08-20,144.25
2018-08-21,136.71
2018-08-22,143.24
2018-08-23,145.57
2018-08-24,143.18
2018-08-27,144.84
2018-08-28,143.83
2018-08-29,143.43
2018-08-30,136.4
2018-08-31,142.38
2018-09-04,143.85
2018-09-05,144.93
2018-09-06,146.36
2018-09-07,142.64
2018-09-10,146.34
2018-09-11,143.88
2018-09-12,144.6
2018-09-13,147.3
2018-09-14,145.59
2018-09-17,148.95
2018-09-18,146.37
2018-09-19,149.94
2018-09-20,151.13
2018-09-21,150.88
2018-09-24,152.0
2018-09-25,146.33
2018-09-26,152.89
2018-09-27,157.42
2018-09-28,156.35
2018-10-01,156.05
2018-10-02,150.43
2018-10-03,149.84
2018-10-04,145.7
2018-10-05,146.72
2018-10-08,152.39
2018-10-09,152.51
2018-10-10,156.58
2018-10-11,148.79
2018-10-12,155.63
2018-10-15,155.89
2018-10-16,146.6
2018-10-17,156.6
2018-10-18,154.31
2018-10-19,146.76
2018-10-22,149.92
2018-10-23,140.96
2018-10-24,147.17
2018-10-25,148.25
2018-10-26,145.46
2018-10-29,148.94
2018-10-30,136.24
2018-10-31,141.68
2018-11-01,137.95
2018-11-02,140.7
2018-11-05,141.33
2018-11-06,133.84
2018-11-07,141.47
2018-11-08,151.82
2018-11-09,147.95
2018-11-13,147.1
2018-11-14,154.23
2018-11-15,151.44
2018-11-16,139.89
2018-11-19,145.25
2018-11-20,137.64
2018-11-21,149.28
2018-11-23,152.5
2018-11-26,151.12
2018-11-27,145.68
2018-11-28,147.21
2018-11-29,145.19
2018-11-30,147.63
2018-12-03,147.83
2018-12-04,146.29
2018-12-05,145.33
2018-12-06,142.36
2018-12-07,148.06
2018-12-10,138.61
2018-12-11,131.6
2018-12-12,148.83
2018-12-13,151.78
2018-12-14,150.16
2018-12-17,152.68
2018-12-18,151.35
2018-12-19,147.66
2018-12-20,150.32
2018-12-21,152.14
2018-12-26,154.33
2018-12-27,148.41
2018-12-28,151.9
2018-12-31,154.09
2019-01-02,155.47
2019-01-03,157.73
2019-01-04,159.54
2019-01-07,158.98
2019-01-08,161.34
2019-01-09,162.78
2019-01-10,165.76
2019-01-11,174.1
2019-01-14,167.63
2019-01-15,167.46
2019-01-16,170.56
2019-01-17,171.34
2019-01-18,174.81
2019-01-22,178.78
2019-01-23,180.91
2019-01-24,182.8
2019-01-25,183.74
2019-01-28,187.89
2019-01-29,191.32
2019-01-30,190.99
2019-01-31,193.17
2019-02-01,193.34
2019-02-04,192.01
2019-02-05,194.79
2019-02-06,195.23
2019-02-07,196.67
2019-02-08,196.03
2019-02-11,189.7
2019-02-12,170.1
2019-02-13,190.31
2019-02-14,195.89
2019-02-15,182.82
2019-02-18,183.75
2019-02-19,191.13
2019-02-20,191.08
2019-02-21,190.37
2019-02-22,185.53
2019-02-25,180.84
2019-02-26,184.67
2019-02-27,184.5
2019-02-28,173.13
2019-03-01,169.74
2019-03-04,173.44
2019-03-05,172.67
2019-03-06,173.98
2019-03-07,183.09
2019-03-08,179.07
2019-03-11,187.54
2019-03-12,177.83
2019-03-13,187.16
2019-03-14,180.55
2019-03-15,175.46
2019-03-18,190.36
2019-03-19,190.29
2019-03-20,199.78
2019-03-21,197.21
2019-03-22,194.16
2019-03-25,199.75
2019-03-26,200.73
2019-03-27,204.5
2019-03-28,204.25
2019-03-29,200.15
2019-04-01,200.67
2019-04-02,202.11
2019-04-03,204.36
2019-04-04,201.06
2019-04-05,192.65
2019-04-08,203.01
2019-04-09,200.66
2019-04-10,200.85
2019-04-11,174.42
2019-04-12,174.1
2019-04-15,197.83
2019-04-16,198.69
2019-04-17,200.37
2019-04-18,193.28
2019-04-19,194.8
2019-04-22,194.12
2019-04-23,197.53
2019-04-24,198.47
2019-04-25,202.14
2019-04-26,199.34
2019-04-29,200.93
2019-04-30,196.9
2019-05-01,201.64
2019-05-02,200.46
2019-05-03,197.69
2019-05-06,193.12
2019-05-07,198.5
2019-05-08,197.77
2019-05-09,194.24
2019-05-10,195.53
2019-05-13,194.83
2019-05-14,190.43
2019-05-15,195.23
2019-05-16,193.36
2019-05-17,193.36
2019-05-20,193.75
2019-05-21,188.4
2019-05-22,184.91
2019-05-23,190.94
2019-05-24,187.06
2019-05-28,191.18
2019-05-29,186.38
2019-05-30,183.36
2019-05-31,181.98
2019-06-03,193.94
2019-06-04,194.09
2019-06-05,194.46
2019-06-06,191.77
2019-06-07,191.04
2019-06-10,186.76
2019-06-11,177.73
2019-06-12,172.6
2019-06-13,193.76
2019-06-14,191.76
2019-06-17,187.8
2019-06-18,192.22
2019-06-19,189.32
2019-06-20,192.68
2019-06-21,194.21
2019-06-24,196.78
2019-06-25,194.68
2019-06-26,189.22
2019-06-27,190.04
2019-06-28,185.04
2019-07-01,192.36
2019-07-02,196.03
2019-07-03,193.68
2019-07-05,191.08
2019-07-08,188.61
2019-07-09,194.1
2019-07-10,198.58
2019-07-11,177.76
2019-07-12,192.61
2019-07-15,189.96
2019-07-16,187.97
2019-07-17,188.85
2019-07-18,186.13
2019-07-19,185.46
2019-07-22,192.41
2019-07-23,187.95
2019-07-24,198.59
2019-07-25,188.46
2019-07-26,187.02
2019-07-29,192.62
2019-07-30,191.55
2019-07-31,195.4
2019-08-01,193.79
2019-08-02,191.26
2019-08-05,188.95
2019-08-06,187.37
2019-08-07,188.81
2019-08-08,194.67
2019-08-09,193.62
2019-08-12,191.81
2019-08-13,190.27
2019-08-14,192.73
2019-08-15,190.98
2019-08-16,189.02
2019-08-19,193.15
2019-08-20,190.42
2019-08-21,195.53
2019-08-22,193.11
2019-08-23,190.2
2019-08-26,185.72
2019-08-27,188.52
2019-08-28,195.48
2019-08-29,189.94
2019-08-30,188.4
2019-09-03,186.63
2019-09-04,186.77
2019-09-05,187.19
2019-09-06,187.13
2019-09-09,183.95
2019-09-10,188.76
2019-09-11,197.29
2019-09-12,173.45
2019-09-13,190.79
2019-09-16,186.41
2019-09-17,190.71
2019-09-18,188.21
2019-09-19,186.61
2019-09-20,186.5
2019-09-23,183.54
2019-09-24,187.72
2019-09-25,191.08
2019-09-26,185.76
2019-09-27,186.69
2019-09-30,191.6
2019-10-01,189.09
2019-10-02,189.03
2019-10-03,189.86
2019-10-04,189.48
2019-10-07,189.68
2019-10-08,188.7
2019-10-09,192.64
2019-10-10,188.96
2019-10-11,186.65
2019-10-14,189.26
2019-10-15,190.13
2019-10-16,184.93
2019-10-17,182.5
2019-10-18,185.31
2019-10-21,185.0
2019-10-22,173.29
2019-10-23,176.33
2019-10-24,181.17
2019-10-25,183.8
2019-10-28,178.8
2019-10-29,173.11
2019-10-30,179.6
2019-10-31,176.28
2019-11-01,174.1
2019-11-04,174.42
2019-11-05,169.65
2019-11-06,177.73
2019-11-07,177.76
2019-11-08,175.77
2019-11-12,168.46
2019-11-13,173.1
2019-11-14,175.62
2019-11-15,170.74
2019-11-18,172.99
2019-11-19,172.23
2019-11-20,179.55
2019-11-21,176.76
2019-11-22,176.58
2019-11-25,174.68
2019-11-26,169.21
2019-11-27,177.51
2019-11-29,173.5
2019-12-02,170.1
2019-12-03,177.83
2019-12-04,174.1
2019-12-05,170.17
2019-12-06,172.6
2019-12-09,173.45
2019-12-10,175.67
2019-12-11,179.36
2019-12-12,173.12
2019-12-13,166.66
2019-12-16,170.06
2019-12-17,169.58
2019-12-18,178.47
2019-12-19,175.1
2019-12-20,175.12
2019-12-23,180.63
2019-12-26,174.08
2019-12-27,164.77
2019-12-30,177.67
2019-12-31,182.36
2020-01-02,180.06
2020-01-03,179.85
2020-01-06,178.79
2020-01-07,174.89
2020-01-08,184.59
2020-01-09,188.01
2020-01-10,183.5
2020-01-13,183.63
2020-01-14,185.97
2020-01-15,185.78
2020-01-16,187.32
2020-01-17,187.03
2020-01-21,185.53
2020-01-22,187.67
2020-01-23,183.37
2020-01-24,181.75
2020-01-27,181.74
2020-01-28,184.76
2020-01-29,188.46
2020-01-30,189.05
2020-01-31,187.5
2020-02-03,190.49
2020-02-04,186.05
2020-02-05,190.84
2020-02-06,185.94
2020-02-07,178.38
2020-02-10,187.25
2020-02-11,194.22
2020-02-12,188.92
2020-02-13,187.41
2020-02-14,183.53
2020-02-17,174.36
2020-02-18,180.65
2020-02-19,179.45
2020-02-20,188.09
2020-02-21,175.42
2020-02-24,176.47
2020-02-25,170.18
2020-02-26,168.42
2020-02-27,171.37
2020-02-28,166.64
2020-03-02,169.79
2020-03-03,170.11
2020-03-04,165.7
2020-03-05,163.69
2020-03-06,171.83
2020-03-09,177.89
2020-03-10,172.9
2020-03-11,179.0
2020-03-12,172.57
2020-03-13,171.93
2020-03-16,165.47
2020-03-17,172.23
2020-03-18,171.38
2020-03-19,177.38
2020-03-20,172.69
2020-03-23,174.9
2020-03-24,184.48
2020-03-25,172.49
2020-03-26,167.96
2020-03-27,158.67
2020-03-30,156.78
2020-03-31,157.33
2020-04-01,151.34
2020-04-02,123.68
2020-04-03,112.55
2020-04-06,109.37
2020-04-07,108.2
2020-04-08,96.61
2020-04-09,87.17
2020-04-10,94.16
2020-04-13,89.15
2020-04-14,95.24
2020-04-15,89.07
2020-04-16,91.29
2020-04-17,91.16
2020-04-20,97.68
2020-04-21,93.62
2020-04-22,106.65
2020-04-23,108.98
2020-04-24,113.03
2020-04-27,112.73
2020-04-28,113.66
2020-04-29,128.06
2020-04-30,131.33
2020-05-01,127.55
2020-05-04,127.46
2020-05-05,151.63
2020-05-06,150.14
2020-05-07,151.81
2020-05-08,151.49
2020-05-11,155.34
2020-05-12,163.12
2020-05-13,174.99
2020-05-14,173.3
2020-05-15,174.4
2020-05-18,173.17
2020-05-19,180.89
2020-05-20,186.69
2020-05-21,181.24
2020-05-22,179.77
2020-05-26,179.88
2020-05-27,175.44
2020-05-28,173.42
2020-05-29,173.25
2020-06-01,178.19
2020-06-02,181.5
2020-06-03,175.93
2020-06-04,169.96
2020-06-05,161.73
2020-06-08,168.98
2020-06-09,163.95
2020-06-10,164.6
2020-06-11,168.07
2020-06-12,165.84
2020-06-15,172.58
2020-06-16,169.25
2020-06-17,173.27
2020-06-18,171.56
2020-06-19,168.03
2020-06-22,177.64
2020-06-23,176.72
2020-06-24,182.28
2020-06-25,181.82
2020-06-26,182.95
2020-06-29,181.61
2020-06-30,181.82
2020-07-01,176.62
2020-07-02,188.25
2020-07-06,187.37
2020-07-07,187.0
2020-07-08,189.97
2020-07-09,186.34
2020-07-10,192.79
2020-07-13,194.67
2020-07-14,194.64
2020-07-15,191.03
2020-07-16,196.47
2020-07-17,198.55
2020-07-20,193.72
2020-07-21,191.71
2020-07-22,193.64
2020-07-23,194.18
2020-07-24,193.28
2020-07-27,190.82
2020-07-28,193.6
2020-07-29,199.8
2020-07-30,193.23
2020-07-31,199.88
2020-08-03,191.53
2020-08-04,194.05
2020-08-05,198.62
2020-08-06,195.0
2020-08-07,196.82
2020-08-10,198.48
2020-08-11,200.27
2020-08-12,202.35
2020-08-13,200.85
2020-08-14,198.84
2020-08-17,203.7
2020-08-18,199.66
2020-08-19,206.88
2020-08-20,202.41
2020-08-21,204.72
2020-08-24,200.98
2020-08-25,203.06
2020-08-26,206.93
2020-08-27,206.59
2020-08-28,209.0
2020-08-31,207.64
2020-09-01,201.1
2020-09-02,204.39
2020-09-03,207.23
2020-09-04,209.1
2020-09-07,186.34
2020-09-08,205.04
2020-09-09,208.36
2020-09-10,204.0
2020-09-11,206.63
2020-09-14,203.62
2020-09-15,204.54
2020-09-16,210.14
2020-09-17,207.45
2020-09-18,208.57
2020-09-21,207.86
2020-09-22,206.06
2020-09-23,211.07
2020-09-24,212.27
2020-09-25,215.32
2020-09-28,208.21
2020-09-29,209.65
2020-09-30,213.5
2020-10-01,214.1
2020-10-02,209.99
2020-10-05,210.84
2020-10-06,209.89
2020-10-07,215.95
2020-10-08,214.02
2020-10-09,223.01
2020-10-12,220.11
2020-10-13,218.67
2020-10-14,220.99
2020-10-15,217.76
2020-10-16,220.0
2020-10-19,213.88
2020-10-20,216.91
2020-10-21,216.81
2020-10-22,221.4
2020-10-23,222.99
2020-10-26,225.88
2020-10-27,221.68
2020-10-28,223.49
2020-10-29,222.89
2020-10-30,228.57
2020-11-02,224.73
2020-11-03,224.29
2020-11-04,225.98
2020-11-05,223.81
2020-11-06,224.81
2020-11-09,222.5
2020-11-10,223.41
2020-11-11,231.17
2020-11-12,228.37
2020-11-13,232.3
2020-11-16,225.45
2020-11-17,226.72
2020-11-18,217.47
2020-11-19,225.63
2020-11-20,228.35
2020-11-23,229.13
2020-11-24,220.99
2020-11-25,223.99
2020-11-27,233.65
2020-11-30,233.12
2020-12-01,227.45
2020-12-02,233.99
2020-12-03,221.53
2020-12-04,228.59
2020-12-07,219.49
2020-12-08,224.08
2020-12-09,230.06
