Type,Year,Herd,Month,Date
"STEERS, GE 500 LBS",1925,"7,197,000",01,1925-01-01
"STEERS, GE 500 LBS",1924,"8,253,000",01,1924-01-01
"STEERS, GE 500 LBS",1923,"8,717,000",01,1923-01-01
"STEERS, GE 500 LBS",1922,"9,088,000",01,1922-01-01
"STEERS, GE 500 LBS",1921,"9,466,000",01,1921-01-01
"BULLS, GE 500 LBS",2025,"2,009,000",01,2025-01-01
"BULLS, GE 500 LBS",2024,"2,030,700",01,2024-01-01
"BULLS, GE 500 LBS",2023,"2,029,000",01,2023-01-01
"BULLS, GE 500 LBS",2023,"1,900,000",07,2023-07-01
"BULLS, GE 500 LBS",2022,"2,109,600",01,2022-01-01
"BULLS, GE 500 LBS",2022,"2,000,000",07,2022-07-01
"BULLS, GE 500 LBS",2021,"2,210,500",01,2021-01-01
"BULLS, GE 500 LBS",2021,"2,000,000",07,2021-07-01
"BULLS, GE 500 LBS",2020,"2,242,400",01,2020-01-01
"BULLS, GE 500 LBS",2020,"2,100,000",07,2020-07-01
"BULLS, GE 500 LBS",2019,"2,248,000",01,2019-01-01
"BULLS, GE 500 LBS",2019,"2,100,000",07,2019-07-01
"BULLS, GE 500 LBS",2018,"2,252,300",01,2018-01-01
"BULLS, GE 500 LBS",2018,"2,100,000",07,2018-07-01
"BULLS, GE 500 LBS",2017,"2,243,600",01,2017-01-01
"BULLS, GE 500 LBS",2017,"2,000,000",07,2017-07-01
"BULLS, GE 500 LBS",2016,"2,137,400",01,2016-01-01
"BULLS, GE 500 LBS",2015,"2,109,400",01,2015-01-01
"BULLS, GE 500 LBS",2015,"1,900,000",07,2015-07-01
"BULLS, GE 500 LBS",2014,"2,037,800",01,2014-01-01
"BULLS, GE 500 LBS",2014,"1,900,000",07,2014-07-01
"BULLS, GE 500 LBS",2013,"2,073,700",01,2013-01-01
"BULLS, GE 500 LBS",2012,"2,100,300",01,2012-01-01
"BULLS, GE 500 LBS",2012,"1,900,000",07,2012-07-01
"BULLS, GE 500 LBS",2011,"2,165,100",01,2011-01-01
"BULLS, GE 500 LBS",2011,"2,000,000",07,2011-07-01
"BULLS, GE 500 LBS",2010,"2,190,100",01,2010-01-01
"BULLS, GE 500 LBS",2010,"2,100,000",07,2010-07-01
"BULLS, GE 500 LBS",2009,"2,188,100",01,2009-01-01
"BULLS, GE 500 LBS",2009,"2,100,000",07,2009-07-01
"BULLS, GE 500 LBS",2008,"2,207,200",01,2008-01-01
"BULLS, GE 500 LBS",2008,"2,100,000",07,2008-07-01
"BULLS, GE 500 LBS",2007,"2,214,400",01,2007-01-01
"BULLS, GE 500 LBS",2007,"2,100,000",07,2007-07-01
"BULLS, GE 500 LBS",2006,"2,257,800",01,2006-01-01
"BULLS, GE 500 LBS",2006,"2,100,000",07,2006-07-01
"BULLS, GE 500 LBS",2005,"2,214,300",01,2005-01-01
"BULLS, GE 500 LBS",2005,"2,100,000",07,2005-07-01
"BULLS, GE 500 LBS",2004,"2,200,900",01,2004-01-01
"BULLS, GE 500 LBS",2004,"2,050,000",07,2004-07-01
"BULLS, GE 500 LBS",2003,"2,247,900",01,2003-01-01
"BULLS, GE 500 LBS",2003,"2,100,000",07,2003-07-01
"BULLS, GE 500 LBS",2002,"2,244,100",01,2002-01-01
"BULLS, GE 500 LBS",2002,"2,100,000",07,2002-07-01
"BULLS, GE 500 LBS",2001,"2,274,200",01,2001-01-01
"BULLS, GE 500 LBS",2001,"2,100,000",07,2001-07-01
"BULLS, GE 500 LBS",2000,"2,293,100",01,2000-01-01
"BULLS, GE 500 LBS",2000,"2,100,000",07,2000-07-01
"BULLS, GE 500 LBS",1999,"2,281,100",01,1999-01-01
"BULLS, GE 500 LBS",1999,"2,200,000",07,1999-07-01
"BULLS, GE 500 LBS",1998,"2,269,500",01,1998-01-01
"BULLS, GE 500 LBS",1998,"2,200,000",07,1998-07-01
"BULLS, GE 500 LBS",1997,"2,350,400",01,1997-01-01
"BULLS, GE 500 LBS",1997,"2,300,000",07,1997-07-01
"BULLS, GE 500 LBS",1996,"2,383,900",01,1996-01-01
"BULLS, GE 500 LBS",1996,"2,400,000",07,1996-07-01
"BULLS, GE 500 LBS",1995,"2,384,800",01,1995-01-01
"BULLS, GE 500 LBS",1995,"2,400,000",07,1995-07-01
"BULLS, GE 500 LBS",1994,"2,312,000",01,1994-01-01
"BULLS, GE 500 LBS",1994,"2,300,000",07,1994-07-01
"BULLS, GE 500 LBS",1993,"2,277,600",01,1993-01-01
"BULLS, GE 500 LBS",1993,"2,200,000",07,1993-07-01
"BULLS, GE 500 LBS",1992,"2,239,000",01,1992-01-01
"BULLS, GE 500 LBS",1992,"2,200,000",07,1992-07-01
"BULLS, GE 500 LBS",1991,"2,195,500",01,1991-01-01
"BULLS, GE 500 LBS",1991,"2,200,000",07,1991-07-01
"BULLS, GE 500 LBS",1990,"2,160,300",01,1990-01-01
"BULLS, GE 500 LBS",1990,"2,200,000",07,1990-07-01
"BULLS, GE 500 LBS",1989,"2,150,200",01,1989-01-01
"BULLS, GE 500 LBS",1989,"2,200,000",07,1989-07-01
"BULLS, GE 500 LBS",1988,"2,175,200",01,1988-01-01
"BULLS, GE 500 LBS",1988,"2,200,000",07,1988-07-01
"BULLS, GE 500 LBS",1987,"2,209,200",01,1987-01-01
"BULLS, GE 500 LBS",1987,"2,200,000",07,1987-07-01
"BULLS, GE 500 LBS",1986,"2,266,100",01,1986-01-01
"BULLS, GE 500 LBS",1986,"2,200,000",07,1986-07-01
"BULLS, GE 500 LBS",1985,"2,413,400",01,1985-01-01
"BULLS, GE 500 LBS",1985,"2,300,000",07,1985-07-01
"BULLS, GE 500 LBS",1984,"2,544,400",01,1984-01-01
"BULLS, GE 500 LBS",1984,"2,500,000",07,1984-07-01
"BULLS, GE 500 LBS",1983,"2,609,100",01,1983-01-01
"BULLS, GE 500 LBS",1983,"2,560,000",07,1983-07-01
"BULLS, GE 500 LBS",1982,"2,610,900",01,1982-01-01
"BULLS, GE 500 LBS",1982,"2,610,000",07,1982-07-01
"BULLS, GE 500 LBS",1981,"2,547,100",01,1981-01-01
"BULLS, GE 500 LBS",1981,"2,638,000",07,1981-07-01
"BULLS, GE 500 LBS",1980,"2,492,200",01,1980-01-01
"BULLS, GE 500 LBS",1980,"2,611,000",07,1980-07-01
"BULLS, GE 500 LBS",1979,"2,403,100",01,1979-01-01
"BULLS, GE 500 LBS",1979,"2,456,000",07,1979-07-01
"BULLS, GE 500 LBS",1978,"2,538,000",01,1978-01-01
"BULLS, GE 500 LBS",1978,"2,459,000",07,1978-07-01
"BULLS, GE 500 LBS",1977,"2,664,100",01,1977-01-01
"BULLS, GE 500 LBS",1977,"2,687,000",07,1977-07-01
"BULLS, GE 500 LBS",1976,"2,845,100",01,1976-01-01
"BULLS, GE 500 LBS",1976,"2,760,000",07,1976-07-01
"BULLS, GE 500 LBS",1975,"2,985,000",01,1975-01-01
"BULLS, GE 500 LBS",1975,"3,068,000",07,1975-07-01
"BULLS, GE 500 LBS",1974,"2,642,700",01,1974-01-01
"BULLS, GE 500 LBS",1974,"2,913,000",07,1974-07-01
"BULLS, GE 500 LBS",1973,"2,466,600",01,1973-01-01
"BULLS, GE 500 LBS",1973,"2,647,000",07,1973-07-01
"BULLS, GE 500 LBS",1972,"2,376,500",01,1972-01-01
"BULLS, GE 500 LBS",1971,"2,327,500",01,1971-01-01
"BULLS, GE 500 LBS",1970,"2,271,500",01,1970-01-01
"BULLS, GE 500 LBS",1969,"1,941,400",01,1969-01-01
"BULLS, GE 500 LBS",1968,"1,920,300",01,1968-01-01
"BULLS, GE 500 LBS",1967,"1,885,300",01,1967-01-01
"BULLS, GE 500 LBS",1966,"1,878,200",01,1966-01-01
"BULLS, GE 500 LBS",1965,"1,908,200",01,1965-01-01
"BULLS, GE 500 LBS",1964,"1,851,200",01,1964-01-01
"BULLS, GE 500 LBS",1963,"1,771,200",01,1963-01-01
"BULLS, GE 500 LBS",1962,"1,715,200",01,1962-01-01
"BULLS, GE 500 LBS",1961,"1,714,200",01,1961-01-01
"BULLS, GE 500 LBS",1960,"1,676,000",01,1960-01-01
"BULLS, GE 500 LBS",1959,"1,607,000",01,1959-01-01
"BULLS, GE 500 LBS",1958,"1,619,000",01,1958-01-01
"BULLS, GE 500 LBS",1957,"1,713,000",01,1957-01-01
"BULLS, GE 500 LBS",1956,"1,762,000",01,1956-01-01
"BULLS, GE 500 LBS",1955,"1,829,000",01,1955-01-01
"BULLS, GE 500 LBS",1954,"1,896,000",01,1954-01-01
"BULLS, GE 500 LBS",1953,"1,907,000",01,1953-01-01
"BULLS, GE 500 LBS",1952,"1,774,000",01,1952-01-01
"BULLS, GE 500 LBS",1951,"1,689,000",01,1951-01-01
"BULLS, GE 500 LBS",1950,"1,690,000",01,1950-01-01
"BULLS, GE 500 LBS",1949,"1,681,000",01,1949-01-01
"BULLS, GE 500 LBS",1948,"1,756,000",01,1948-01-01
"BULLS, GE 500 LBS",1947,"1,834,000",01,1947-01-01
"BULLS, GE 500 LBS",1946,"1,882,000",01,1946-01-01
"BULLS, GE 500 LBS",1945,"1,999,000",01,1945-01-01
"BULLS, GE 500 LBS",1944,"1,968,000",01,1944-01-01
"BULLS, GE 500 LBS",1943,"1,837,000",01,1943-01-01
"BULLS, GE 500 LBS",1942,"1,740,000",01,1942-01-01
"BULLS, GE 500 LBS",1941,"1,685,000",01,1941-01-01
"BULLS, GE 500 LBS",1940,"1,625,000",01,1940-01-01
"BULLS, GE 500 LBS",1939,"1,594,000",01,1939-01-01
"BULLS, GE 500 LBS",1938,"1,599,000",01,1938-01-01
"BULLS, GE 500 LBS",1937,"1,614,000",01,1937-01-01
"BULLS, GE 500 LBS",1936,"1,643,000",01,1936-01-01
"BULLS, GE 500 LBS",1935,"1,673,000",01,1935-01-01
"BULLS, GE 500 LBS",1934,"1,752,000",01,1934-01-01
"BULLS, GE 500 LBS",1933,"1,654,000",01,1933-01-01
"BULLS, GE 500 LBS",1932,"1,580,000",01,1932-01-01
"BULLS, GE 500 LBS",1931,"1,522,000",01,1931-01-01
"BULLS, GE 500 LBS",1930,"1,467,000",01,1930-01-01
"BULLS, GE 500 LBS",1929,"1,427,000",01,1929-01-01
"BULLS, GE 500 LBS",1928,"1,387,000",01,1928-01-01
"BULLS, GE 500 LBS",1927,"1,399,000",01,1927-01-01
"BULLS, GE 500 LBS",1926,"1,420,000",01,1926-01-01
"BULLS, GE 500 LBS",1925,"1,481,000",01,1925-01-01
"BULLS, GE 500 LBS",1924,"1,529,000",01,1924-01-01
"BULLS, GE 500 LBS",1923,"1,544,000",01,1923-01-01
"BULLS, GE 500 LBS",1922,"1,560,000",01,1922-01-01
"BULLS, GE 500 LBS",1921,"1,572,000",01,1921-01-01
CALVES,2025,"13,458,100",01,2025-01-01
CALVES,2024,"13,487,700",01,2024-01-01
CALVES,2023,"13,658,000",01,2023-01-01
CALVES,2023,"26,200,000",07,2023-07-01
CALVES,2022,"13,979,700",01,2022-01-01
CALVES,2022,"27,000,000",07,2022-07-01
CALVES,2021,"14,280,600",01,2021-01-01
CALVES,2021,"27,700,000",07,2021-07-01
CALVES,2020,"14,312,000",01,2020-01-01
CALVES,2020,"27,900,000",07,2020-07-01
CALVES,2019,"14,517,900",01,2019-01-01
CALVES,2019,"28,000,000",07,2019-07-01
CALVES,2018,"14,401,400",01,2018-01-01
CALVES,2018,"28,100,000",07,2018-07-01
CALVES,2017,"14,356,300",01,2017-01-01
CALVES,2017,"27,900,000",07,2017-07-01
CALVES,2016,"14,066,700",01,2016-01-01
CALVES,2015,"13,523,900",01,2015-01-01
CALVES,2015,"26,700,000",07,2015-07-01
CALVES,2014,"13,497,900",01,2014-01-01
CALVES,2014,"25,800,000",07,2014-07-01
CALVES,2013,"13,983,000",01,2013-01-01
CALVES,2012,"14,141,200",01,2012-01-01
CALVES,2012,"26,500,000",07,2012-07-01
CALVES,2011,"14,610,300",01,2011-01-01
CALVES,2011,"27,200,000",07,2011-07-01
CALVES,2010,"15,018,500",01,2010-01-01
CALVES,2010,"27,500,000",07,2010-07-01
CALVES,2009,"14,993,700",01,2009-01-01
CALVES,2009,"27,900,000",07,2009-07-01
CALVES,2008,"15,118,400",01,2008-01-01
CALVES,2008,"28,200,000",07,2008-07-01
CALVES,2007,"15,311,300",01,2007-01-01
CALVES,2007,"28,500,000",07,2007-07-01
CALVES,2006,"15,339,300",01,2006-01-01
CALVES,2006,"28,700,000",07,2006-07-01
CALVES,2005,"15,214,900",01,2005-01-01
CALVES,2005,"28,700,000",07,2005-07-01
CALVES,2004,"15,199,500",01,2004-01-01
CALVES,2004,"28,600,000",07,2004-07-01
CALVES,2003,"15,545,100",01,2003-01-01
CALVES,2003,"28,900,000",07,2003-07-01
CALVES,2002,"15,753,100",01,2002-01-01
CALVES,2002,"29,400,000",07,2002-07-01
CALVES,2001,"16,216,000",01,2001-01-01
CALVES,2001,"29,700,000",07,2001-07-01
CALVES,2000,"16,816,100",01,2000-01-01
CALVES,2000,"30,200,000",07,2000-07-01
CALVES,1999,"17,290,400",01,1999-01-01
CALVES,1999,"30,500,000",07,1999-07-01
CALVES,1998,"17,401,300",01,1998-01-01
CALVES,1998,"30,600,000",07,1998-07-01
CALVES,1997,"17,825,700",01,1997-01-01
CALVES,1997,"30,900,000",07,1997-07-01
CALVES,1996,"18,383,900",01,1996-01-01
CALVES,1996,"31,700,000",07,1996-07-01
CALVES,1995,"18,340,800",01,1995-01-01
CALVES,1995,"32,000,000",07,1995-07-01
CALVES,1994,"17,872,900",01,1994-01-01
CALVES,1994,"31,300,000",07,1994-07-01
CALVES,1993,"18,117,500",01,1993-01-01
CALVES,1993,"30,300,000",07,1993-07-01
CALVES,1992,"18,336,100",01,1992-01-01
CALVES,1992,"29,900,000",07,1992-07-01
CALVES,1991,"18,107,000",01,1991-01-01
CALVES,1991,"29,600,000",07,1991-07-01
CALVES,1990,"18,417,900",01,1990-01-01
CALVES,1990,"29,400,000",07,1990-07-01
CALVES,1989,"19,461,300",01,1989-01-01
CALVES,1989,"29,900,000",07,1989-07-01
CALVES,1988,"21,008,400",01,1988-01-01
CALVES,1988,"31,000,000",07,1988-07-01
CALVES,1987,"22,994,900",01,1987-01-01
CALVES,1987,"31,100,000",07,1987-07-01
CALVES,1986,"24,396,900",01,1986-01-01
CALVES,1986,"32,200,000",07,1986-07-01
CALVES,1985,"26,372,700",01,1985-01-01
CALVES,1985,"33,600,000",07,1985-07-01
CALVES,1984,"27,540,400",01,1984-01-01
CALVES,1984,"35,100,000",07,1984-07-01
CALVES,1983,"28,345,500",01,1983-01-01
CALVES,1983,"35,970,000",07,1983-07-01
CALVES,1982,"28,777,000",01,1982-01-01
CALVES,1982,"36,650,000",07,1982-07-01
CALVES,1981,"28,902,600",01,1981-01-01
CALVES,1981,"36,524,000",07,1981-07-01
CALVES,1980,"27,602,900",01,1980-01-01
CALVES,1980,"35,862,000",07,1980-07-01
CALVES,1979,"27,263,000",01,1979-01-01
CALVES,1979,"33,758,000",07,1979-07-01
CALVES,1978,"29,642,800",01,1978-01-01
CALVES,1978,"34,807,000",07,1978-07-01
CALVES,1977,"32,360,000",01,1977-01-01
CALVES,1977,"38,329,000",07,1977-07-01
CALVES,1976,"34,531,000",01,1976-01-01
CALVES,1976,"39,361,000",07,1976-07-01
CALVES,1975,"36,290,500",01,1975-01-01
CALVES,1975,"42,793,000",07,1975-07-01
CALVES,1974,"33,922,300",01,1974-01-01
CALVES,1974,"41,952,000",07,1974-07-01
CALVES,1973,"32,229,000",01,1973-01-01
CALVES,1973,"38,504,000",07,1973-07-01
CALVES,1972,"31,688,000",01,1972-01-01
CALVES,1971,"30,235,100",01,1971-01-01
CALVES,1970,"29,609,000",01,1970-01-01
CALVES,1969,"28,125,400",01,1969-01-01
CALVES,1968,"27,736,600",01,1968-01-01
CALVES,1967,"27,400,500",01,1967-01-01
CALVES,1966,"26,883,200",01,1966-01-01
CALVES,1965,"26,181,100",01,1965-01-01
CALVES,1964,"25,243,000",01,1964-01-01
CALVES,1963,"23,747,000",01,1963-01-01
CALVES,1962,"22,299,700",01,1962-01-01
CALVES,1961,"20,813,700",01,1961-01-01
CALVES,1960,"20,425,000",01,1960-01-01
CALVES,1959,"19,407,000",01,1959-01-01
CALVES,1958,"18,275,000",01,1958-01-01
CALVES,1957,"18,405,000",01,1957-01-01
CALVES,1956,"18,869,000",01,1956-01-01
CALVES,1955,"18,804,000",01,1955-01-01
CALVES,1954,"17,978,000",01,1954-01-01
CALVES,1953,"17,440,000",01,1953-01-01
CALVES,1952,"15,829,000",01,1952-01-01
CALVES,1951,"14,319,000",01,1951-01-01
CALVES,1950,"12,516,000",01,1950-01-01
CALVES,1949,"12,033,000",01,1949-01-01
CALVES,1948,"12,046,000",01,1948-01-01
CALVES,1947,"12,804,000",01,1947-01-01
CALVES,1946,"12,810,000",01,1946-01-01
CALVES,1945,"12,871,000",01,1945-01-01
CALVES,1944,"13,768,000",01,1944-01-01
CALVES,1943,"13,239,000",01,1943-01-01
CALVES,1942,"12,219,000",01,1942-01-01
CALVES,1941,"11,413,000",01,1941-01-01
CALVES,1940,"10,936,000",01,1940-01-01
CALVES,1939,"10,572,000",01,1939-01-01
CALVES,1938,"10,053,000",01,1938-01-01
CALVES,1937,"10,395,000",01,1937-01-01
CALVES,1936,"10,574,000",01,1936-01-01
CALVES,1935,"10,980,000",01,1935-01-01
CALVES,1934,"12,226,000",01,1934-01-01
CALVES,1933,"11,241,000",01,1933-01-01
CALVES,1932,"9,744,000",01,1932-01-01
CALVES,1931,"8,915,000",01,1931-01-01
CALVES,1930,"8,885,000",01,1930-01-01
CALVES,1929,"8,224,000",01,1929-01-01
CALVES,1928,"7,893,000",01,1928-01-01
CALVES,1927,"7,792,000",01,1927-01-01
CALVES,1926,"8,388,000",01,1926-01-01
CALVES,1925,"9,225,000",01,1925-01-01
CALVES,1924,"9,760,000",01,1924-01-01
CALVES,1923,"10,929,000",01,1923-01-01
CALVES,1922,"11,964,000",01,1922-01-01
CALVES,1921,"11,697,000",01,1921-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2025,"9,593,200",01,2025-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2024,"9,650,500",01,2024-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2023,"9,757,500",01,2023-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2023,"7,600,000",07,2023-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2022,"10,134,900",01,2022-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2022,"7,700,000",07,2022-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2021,"9,907,500",01,2021-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2021,"7,800,000",07,2021-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2020,"9,611,500",01,2020-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2020,"7,800,000",07,2020-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2019,"9,679,600",01,2019-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2019,"7,800,000",07,2019-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2018,"9,341,300",01,2018-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2018,"7,500,000",07,2018-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2017,"8,994,800",01,2017-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2017,"7,300,000",07,2017-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2016,"8,753,100",01,2016-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2015,"8,469,400",01,2015-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2015,"6,700,000",07,2015-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2014,"8,824,400",01,2014-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2014,"6,900,000",07,2014-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2013,"9,280,600",01,2013-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2012,"9,546,200",01,2012-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2012,"7,400,000",07,2012-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2011,"9,938,000",01,2011-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2011,"7,600,000",07,2011-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2010,"9,783,600",01,2010-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2010,"7,750,000",07,2010-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2009,"9,643,800",01,2009-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2009,"7,750,000",07,2009-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2008,"9,792,600",01,2008-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2008,"7,800,000",07,2008-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2007,"9,913,800",01,2007-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2007,"7,900,000",07,2007-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2006,"9,788,400",01,2006-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2006,"7,800,000",07,2006-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2005,"9,690,400",01,2005-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2005,"7,500,000",07,2005-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2004,"9,756,200",01,2004-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2004,"7,550,000",07,2004-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2003,"9,890,500",01,2003-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2003,"7,700,000",07,2003-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2002,"10,056,700",01,2002-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2002,"7,900,000",07,2002-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2001,"10,131,000",01,2001-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2001,"8,200,000",07,2001-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2000,"10,146,800",01,2000-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",2000,"8,100,000",07,2000-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1999,"10,170,100",01,1999-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1999,"8,100,000",07,1999-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1998,"10,050,700",01,1998-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1998,"8,100,000",07,1998-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1997,"10,212,200",01,1997-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1997,"8,200,000",07,1997-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1996,"9,948,200",01,1996-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1996,"8,100,000",07,1996-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1995,"9,302,200",01,1995-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1995,"8,000,000",07,1995-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1994,"9,104,100",01,1994-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1994,"7,500,000",07,1994-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1993,"8,550,100",01,1993-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1993,"7,300,000",07,1993-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1992,"8,048,100",01,1992-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1992,"7,000,000",07,1992-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1991,"8,102,100",01,1991-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1991,"7,200,000",07,1991-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1990,"7,803,100",01,1990-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1990,"6,900,000",07,1990-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1989,"7,631,100",01,1989-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1989,"7,000,000",07,1989-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1988,"7,869,200",01,1988-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1988,"7,300,000",07,1988-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1987,"7,638,100",01,1987-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1987,"7,600,000",07,1987-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1986,"8,111,200",01,1986-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1986,"8,000,000",07,1986-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1985,"8,081,100",01,1985-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1985,"8,300,000",07,1985-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1984,"7,817,100",01,1984-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1984,"8,050,000",07,1984-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1983,"7,965,100",01,1983-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1983,"7,890,000",07,1983-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1982,"7,190,100",01,1982-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1982,"7,650,000",07,1982-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1981,"7,280,200",01,1981-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1981,"7,488,000",07,1981-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1980,"7,132,100",01,1980-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1980,"7,611,000",07,1980-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1979,"7,445,100",01,1979-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1979,"7,727,000",07,1979-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1978,"7,949,100",01,1978-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1978,"8,809,000",07,1978-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1977,"8,048,000",01,1977-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1977,"8,514,000",07,1977-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1976,"7,391,000",01,1976-01-01
