state_fips_code,county_code,agg_level_desc,class_desc,Value,zip_5,country_code,county_ansi,group_desc,state_name,util_practice_desc,reference_period_desc,short_desc,year,end_code,congr_district_code,asd_desc,watershed_code,freq_desc,country_name,watershed_desc,state_ansi,load_time,week_ending,commodity_desc,asd_code,unit_desc,statisticcat_desc,CV (%),county_name,domaincat_desc,region_desc,sector_desc,begin_code,domain_desc,source_desc,prodn_practice_desc,state_alpha,location_desc,Year,Placements,Date,YoY_Growth,YoY_Growth_Rolling_Avg
99,,NATIONAL,BROILERS,"174,617,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #05,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2015,5,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2015-02-07,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,5,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2015,174617000.0,2025-01-01,3.5896918714331427,458.80856761296013
99,,NATIONAL,BROILERS,"174,295,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #06,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2015,6,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2015-02-14,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,6,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2015,174295000.0,2025-01-01,-3.3862885523602615,458.26457409613863
99,,NATIONAL,BROILERS,"173,885,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #07,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2015,7,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2015-02-21,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,7,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2015,173885000.0,2025-01-01,-3.1480976066214805,457.7957496041936
99,,NATIONAL,BROILERS,"175,031,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #08,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2015,8,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2015-02-28,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,8,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2015,175031000.0,2025-01-01,-2.5971351934913067,457.18936642911876
99,,NATIONAL,BROILERS,"176,337,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #09,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2015,9,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2015-03-07,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,9,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2015,176337000.0,2025-01-01,-2.0535010053656544,456.57803924125704
99,,NATIONAL,BROILERS,"175,887,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #10,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2015,10,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2015-03-14,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,10,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2015,175887000.0,2025-01-01,-1.8652011382023104,455.5387354823588
99,,NATIONAL,BROILERS,"175,838,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #11,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2015,11,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2015-03-21,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,11,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2015,175838000.0,2025-01-01,-1.8843288787210866,454.93845920999865
99,,NATIONAL,BROILERS,"174,357,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #12,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2015,12,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2015-03-28,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,12,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2015,174357000.0,2025-01-01,-98.08442559355154,-7.2618870761398675
99,,NATIONAL,BROILERS,"174,362,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #13,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2015,13,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2015-04-04,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,13,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2015,174362000.0,2025-01-01,-1.0611012755912697,-7.791392882432567
99,,NATIONAL,BROILERS,"174,581,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #14,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2015,14,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2015-04-11,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,14,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2015,174581000.0,2025-01-01,-0.48452097975841824,-8.4327152543338
99,,NATIONAL,BROILERS,"177,531,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #15,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2015,15,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2015-04-18,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,15,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2015,177531000.0,2025-01-01,1.3119749817384951,-8.759157027562175
99,,NATIONAL,BROILERS,"178,953,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #16,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2015,16,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2015-04-25,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,16,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2015,178953000.0,2025-01-01,2.4989976516409884,-8.930327976570892
99,,NATIONAL,BROILERS,"179,954,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #17,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2015,17,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2015-05-02,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,17,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2015,179954000.0,2025-01-01,3.05640344296374,-8.974768678943343
99,,NATIONAL,BROILERS,"179,330,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #18,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2015,18,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2015-05-09,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,18,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2015,179330000.0,2025-01-01,2.8887805157921997,-8.451846256597303
99,,NATIONAL,BROILERS,"177,980,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #19,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2015,19,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2015-05-16,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,19,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2015,177980000.0,2025-01-01,2.3550047445150435,-7.9932543940025935
99,,NATIONAL,BROILERS,"179,461,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #20,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2015,20,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2015-05-23,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,20,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2015,179461000.0,2025-01-01,2.5309802263598913,-7.565911442348327
99,,NATIONAL,BROILERS,"180,698,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #22,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2015,22,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2015-06-06,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,22,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2015,180698000.0,2025-01-01,2.473105474177295,-7.1886942357197485
99,,NATIONAL,BROILERS,"172,141,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #49,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2013,49,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2013-12-07,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,49,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2013,172141000.0,2025-01-01,-2.1297765042328276,-7.210742182888958
99,,NATIONAL,BROILERS,"171,790,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #50,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2013,50,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2013-12-14,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,50,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2013,171790000.0,2025-01-01,-2.3021189958939425,-7.245558025986696
99,,NATIONAL,BROILERS,"172,640,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #51,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2013,51,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2013-12-21,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,51,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2013,172640000.0,2025-01-01,-0.9847611509718579,0.8460806775616114
99,,NATIONAL,"CHICKS, PULLET","25,946,300",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,JUL,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2014,7,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,7,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,25946300.0,2025-01-01,-85.11929204757918,-6.158768553437381
99,,NATIONAL,"CHICKS, PULLET","25,368,100",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,AUG,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2014,8,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,8,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,25368100.0,2025-01-01,-85.46915185501285,-13.240821126375252
99,,NATIONAL,"CHICKS, PULLET","24,034,600",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,SEP,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2014,9,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,9,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,24034600.0,2025-01-01,-86.4617447093747,-20.55529776730135
99,,NATIONAL,"CHICKS, PULLET","25,306,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,OCT,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2014,10,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,10,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,25306000.0,2025-01-01,-85.85885679480087,-27.91845230450484
99,,NATIONAL,"CHICKS, PULLET","25,425,600",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,NOV,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2014,11,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,11,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,25425600.0,2025-01-01,-85.87105593651711,-35.32907391946157
99,,NATIONAL,"CHICKS, PULLET","26,339,700",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,DEC,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2014,12,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,12,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,26339700.0,2025-01-01,-85.31216193609546,-42.67915245711888
99,,NATIONAL,"CHICKS, PULLET","25,297,500",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,JAN,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2013,1,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,1,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2013,25297500.0,2025-01-01,-85.78632430610182,-50.02426321133695
99,,NATIONAL,"CHICKS, PULLET","24,100,900",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,FEB,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2013,2,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,2,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2013,24100900.0,2025-01-01,-86.57039691074941,-57.449377972762726
99,,NATIONAL,"CHICKS, PULLET","25,530,600",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,MAR,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2013,3,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,3,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2013,25530600.0,2025-01-01,-85.87112198253439,-64.8113969274887
99,,NATIONAL,"CHICKS, PULLET","23,556,100",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,APR,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2013,4,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,4,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2013,23556100.0,2025-01-01,-86.31581087596795,-71.82689979179996
99,,NATIONAL,"CHICKS, PULLET","26,612,300",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,MAY,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2013,5,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,5,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2013,26612300.0,2025-01-01,-84.50881890680482,-78.67745811770921
99,,NATIONAL,"CHICKS, PULLET","23,842,800",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,JUN,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2013,6,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,6,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2013,23842800.0,2025-01-01,-86.18929564411492,-85.7778359921378
99,,NATIONAL,"CHICKS, PULLET","24,928,900",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,JUL,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2013,7,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,7,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2013,24928900.0,2025-01-01,-3.9211756589571545,-79.01132629308596
99,,NATIONAL,"CHICKS, PULLET","22,183,300",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,AUG,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2013,8,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,8,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2013,22183300.0,2025-01-01,-12.554349754218885,-72.93509278468646
99,,NATIONAL,"CHICKS, PULLET","24,621,700",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,SEP,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2013,9,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,9,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2013,24621700.0,2025-01-01,2.4427283998901483,-65.52638669224773
99,,NATIONAL,"CHICKS, PULLET","26,924,900",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,OCT,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2013,10,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,10,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2013,26924900.0,2025-01-01,6.397297083695563,-57.83837386903968
99,,NATIONAL,"CHICKS, PULLET","24,539,800",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,NOV,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2013,11,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,11,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2013,24539800.0,2025-01-01,-3.4838902523440907,-50.97277672869193
99,,NATIONAL,"CHICKS, PULLET","24,225,300",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,DEC,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2013,12,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,12,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2013,24225300.0,2025-01-01,-8.027426280481553,-44.532382090724106
99,,NATIONAL,"CHICKS, PULLET","22,890,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,JAN,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2012,1,,,0,MONTHLY,UNITED STATES,,,2014-09-22 15:10:46.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,1,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2012,22890000.0,2025-01-01,-9.516750667061958,-38.17658428747078
99,,NATIONAL,"CHICKS, PULLET","23,878,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,FEB,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2012,2,,,0,MONTHLY,UNITED STATES,,,2014-09-22 15:10:46.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,2,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2012,23878000.0,2025-01-01,-0.9248617271554127,-31.039456355504615
99,,NATIONAL,"CHICKS, PULLET","24,310,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,MAR,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2012,3,,,0,MONTHLY,UNITED STATES,,,2014-09-22 15:10:46.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,3,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2012,24310000.0,2025-01-01,-4.780929551205215,-24.281940319560523
99,,NATIONAL,"CHICKS, PULLET","22,330,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,APR,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2012,4,,,0,MONTHLY,UNITED STATES,,,2014-09-22 15:10:46.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,4,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2012,22330000.0,2025-01-01,-5.205021204698568,-17.522707846954738
99,,NATIONAL,"CHICKS, PULLET","26,522,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,MAY,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2012,5,,,0,MONTHLY,UNITED STATES,,,2014-09-22 15:10:46.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,5,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2012,26522000.0,2025-01-01,-0.3393167820894827,-10.508582669895128
99,,NATIONAL,"CHICKS, PULLET","24,006,500",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,JUN,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2014,6,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,6,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,24006500.0,2025-01-01,0.6865804351837923,-3.2689263299535676
99,,NATIONAL,"CHICKS, PULLET","24,875,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,JUN,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2012,6,,,0,MONTHLY,UNITED STATES,,,2014-09-22 15:10:46.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,6,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2012,24875000.0,2025-01-01,-0.21621491521888192,-2.960179601308712
99,,NATIONAL,"CHICKS, PULLET","25,176,200",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,MAY,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2014,5,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,5,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,25176200.0,2025-01-01,13.49168067870876,-0.789677065231408
99,,NATIONAL,"CHICKS, PULLET","24,885,800",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,MAR,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2014,3,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,3,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,24885800.0,2025-01-01,1.0726310530954297,-0.9038518441309679
99,,NATIONAL,"CHICKS, PULLET","27,819,700",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,APR,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2016,4,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,4,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2016,27819700.0,2025-01-01,3.3233178210503977,-1.1600167826847316
99,,NATIONAL,"CHICKS, PULLET","27,932,800",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,MAY,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2016,5,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,5,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2016,27932800.0,2025-01-01,13.82651855353345,0.2825172844717301
99,,NATIONAL,"CHICKS, PULLET","27,527,200",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,JUN,"CHICKENS, CHICKS, PULLET - PLACEMENTS, MEASURED IN HEAD",2016,6,,,0,MONTHLY,UNITED STATES,,,2019-06-25 15:00:09.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,6,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2016,27527200.0,2025-01-01,13.629965366785957,2.0872999217440227
