DATE,US_CHICKEN_LEG_PRICE
2015-12-01,30.58
2015-12-02,28.24
2015-12-03,27.59
2015-12-04,28.05
2015-12-07,31.08
2015-12-08,30.35
2015-12-09,30.33
2015-12-10,30.85
2015-12-11,32.73
2015-12-14,33.43
2015-12-15,37.27
2015-12-16,30.53
2015-12-17,31.25
2015-12-18,30.29
2015-12-21,30.75
2015-12-22,31.26
2015-12-23,31.69
2015-12-24,29.34
2015-12-28,29.3
2015-12-29,32.39
2015-12-30,31.73
2015-12-31,30.48
2016-01-04,30.55
2016-01-05,32.27
2016-01-06,32.7
2016-01-07,32.48
2016-01-08,31.36
2016-01-11,32.1
2016-01-12,33.59
2016-01-13,33.55
2016-01-14,31.73
2016-01-15,32.48
2016-01-19,37.98
2016-01-20,36.75
2016-01-21,34.5
2016-01-22,32.72
2016-01-25,33.79
2016-01-26,33.74
2016-01-27,36.43
2016-01-28,36.27
2016-01-29,33.2
2016-02-01,34.43
2016-02-02,39.34
2016-02-03,39.93
2016-02-04,41.74
2016-02-05,36.37
2016-02-08,35.85
2016-02-09,34.77
2016-02-10,35.79
2016-02-11,35.82
2016-02-12,36.08
2016-02-15,34.96
2016-02-16,42.87
2016-02-17,39.29
2016-02-18,35.26
2016-02-19,34.31
2016-02-22,35.98
2016-02-23,41.34
2016-02-24,35.65
2016-02-25,35.13
2016-02-26,34.64
2016-02-29,34.61
2016-03-01,39.81
2016-03-02,35.83
2016-03-03,37.39
2016-03-04,34.12
2016-03-07,36.79
2016-03-08,42.57
2016-03-09,36.46
2016-03-10,37.67
2016-03-11,36.63
2016-03-14,38.92
2016-03-15,41.3
2016-03-16,38.84
2016-03-17,39.24
2016-03-18,39.03
2016-03-21,38.68
2016-03-22,38.62
2016-03-23,39.73
2016-03-24,41.56
2016-03-25,42.27
2016-03-28,39.34
2016-03-29,42.08
2016-03-30,40.51
2016-03-31,41.55
2016-04-01,39.39
2016-04-04,40.37
2016-04-05,46.89
2016-04-06,42.27
2016-04-07,41.22
2016-04-08,44.74
2016-04-11,40.66
2016-04-12,42.42
2016-04-13,38.28
2016-04-14,43.25
2016-04-15,43.29
2016-04-18,41.48
2016-04-19,46.24
2016-04-20,42.41
2016-04-21,40.2
2016-04-22,38.26
2016-04-25,36.87
2016-04-26,41.03
2016-04-27,41.15
2016-04-28,49.58
2016-04-29,40.94
2016-05-02,41.01
2016-05-03,43.35
2016-05-04,41.86
2016-05-05,44.68
2016-05-06,41.29
2016-05-09,40.24
2016-05-10,41.83
2016-05-11,41.64
2016-05-12,41.58
2016-05-13,39.53
2016-05-16,43.1
2016-05-17,38.79
2016-05-18,39.7
2016-05-19,41.38
2016-05-20,41.5
2016-05-23,41.29
2016-05-24,39.67
2016-05-25,40.6
2016-05-26,44.68
2016-05-27,40.33
2016-05-31,39.53
2016-06-01,48.14
2016-06-02,42.21
2016-06-03,41.95
2016-06-06,41.65
2016-06-07,43.64
2016-06-08,40.77
2016-06-09,43.11
2016-06-10,43.13
2016-06-13,42.57
2016-06-14,44.1
2016-06-15,41.03
2016-06-16,42.22
2016-06-17,41.47
2016-06-20,40.37
2016-06-21,38.96
2016-06-22,45.1
2016-06-23,41.73
2016-06-24,39.5
2016-06-27,40.71
2016-06-28,40.38
2016-06-29,45.35
2016-06-30,44.85
2016-07-01,39.22
2016-07-05,41.94
2016-07-06,44.81
2016-07-07,41.98
2016-07-08,44.16
2016-07-11,39.46
2016-07-12,44.98
2016-07-13,40.58
2016-07-14,42.91
2016-07-15,40.14
2016-07-18,41.6
2016-07-19,44.03
2016-07-20,44.27
2016-07-21,39.22
2016-07-22,37.92
2016-07-25,42.25
2016-07-26,41.72
2016-07-27,42.91
2016-07-28,43.6
2016-07-29,37.5
2016-08-01,40.19
2016-08-02,38.66
2016-08-03,38.74
2016-08-04,40.19
2016-08-05,38.39
2016-08-08,41.16
2016-08-09,42.28
2016-08-10,42.5
2016-08-11,43.27
2016-08-12,42.12
2016-08-15,47.05
2016-08-16,46.5
2016-08-17,46.7
2016-08-18,48.51
2016-08-19,48.86
2016-08-22,49.17
2016-08-23,46.36
2016-08-24,47.66
2016-08-25,43.74
2016-08-26,48.95
2016-08-29,46.77
2016-08-30,46.13
2016-08-31,54.36
2016-09-01,47.53
2016-09-02,54.13
2016-09-06,48.49
2016-09-07,45.14
2016-09-08,51.07
2016-09-09,48.27
2016-09-12,48.84
2016-09-13,47.69
2016-09-14,47.29
2016-09-15,45.87
2016-09-16,50.33
2016-09-19,46.69
2016-09-20,46.93
2016-09-21,49.44
2016-09-22,48.93
2016-09-23,46.49
2016-09-26,49.57
2016-09-27,45.45
2016-09-28,50.12
2016-09-29,45.28
2016-09-30,44.74
2016-10-03,45.88
2016-10-04,42.9
2016-10-05,46.3
2016-10-06,46.46
2016-10-07,45.37
2016-10-10,44.92
2016-10-11,42.88
2016-10-12,45.62
2016-10-13,45.73
2016-10-14,45.3
2016-10-17,43.13
2016-10-18,44.06
2016-10-19,42.75
2016-10-20,44.96
2016-10-21,41.73
2016-10-24,43.55
2016-10-25,42.44
2016-10-26,44.02
2016-10-27,45.29
2016-10-28,47.63
2016-10-31,51.19
2016-11-01,50.64
2016-11-02,50.68
2016-11-03,42.15
2016-11-04,39.83
2016-11-07,39.88
2016-11-08,38.62
2016-11-09,42.66
2016-11-10,38.37
2016-11-14,40.88
2016-11-15,39.84
2016-11-16,37.27
2016-11-17,40.49
2016-11-18,37.51
2016-11-21,42.42
2016-11-22,37.32
2016-11-23,36.83
2016-11-25,37.08
2016-11-28,35.78
2016-11-29,39.26
2016-11-30,37.59
2016-12-01,36.62
2016-12-02,40.85
2016-12-05,46.0
2016-12-06,47.5
2016-12-07,42.4
2016-12-08,37.96
2016-12-09,37.21
2016-12-12,40.24
2016-12-13,37.67
2016-12-14,36.92
2016-12-15,44.53
2016-12-16,37.53
2016-12-19,44.69
2016-12-20,41.28
2016-12-21,38.37
2016-12-22,38.58
2016-12-23,35.21
2016-12-27,42.01
2016-12-28,37.87
2016-12-29,38.06
2016-12-30,36.88
2017-01-03,36.62
2017-01-04,36.63
2017-01-05,40.13
2017-01-06,39.28
2017-01-09,40.27
2017-01-10,37.87
2017-01-11,39.27
2017-01-12,39.18
2017-01-13,39.06
2017-01-17,37.94
2017-01-18,39.62
2017-01-19,38.84
2017-01-20,35.89
2017-01-23,38.5
2017-01-24,39.7
2017-01-25,42.25
2017-01-26,49.84
2017-01-27,48.65
2017-01-30,41.44
2017-01-31,39.37
2017-02-01,40.04
2017-02-02,39.08
2017-02-03,44.34
2017-02-06,39.89
2017-02-07,39.46
2017-02-08,39.02
2017-02-09,38.61
2017-02-10,39.96
2017-02-13,39.84
2017-02-14,39.93
2017-02-15,40.99
2017-02-16,42.22
2017-02-17,42.7
2017-02-20,43.31
2017-02-21,41.09
2017-02-22,39.06
2017-02-23,40.77
2017-02-24,40.05
2017-02-27,43.03
2017-02-28,39.09
2017-03-01,43.62
2017-03-02,43.28
2017-03-03,42.55
2017-03-06,40.18
2017-03-07,39.23
2017-03-08,43.67
2017-03-09,43.02
2017-03-10,41.96
2017-03-13,42.14
2017-03-14,43.74
2017-03-15,45.38
2017-03-16,45.67
2017-03-17,43.41
2017-03-20,45.26
2017-03-21,44.54
2017-03-22,47.13
2017-03-23,49.11
2017-03-24,43.79
2017-03-27,44.79
2017-03-28,48.19
2017-03-29,51.32
2017-03-30,50.7
2017-03-31,51.41
2017-04-03,51.79
2017-04-04,50.67
2017-04-05,49.96
2017-04-06,49.51
2017-04-07,49.15
2017-04-10,46.05
2017-04-11,50.66
2017-04-12,49.63
2017-04-13,53.63
2017-04-14,50.66
2017-04-17,48.21
2017-04-18,50.86
2017-04-19,49.63
2017-04-20,50.45
2017-04-21,49.76
2017-04-24,49.87
2017-04-25,48.27
2017-04-26,52.52
2017-04-27,52.16
2017-04-28,52.42
2017-05-01,51.02
2017-05-02,49.23
2017-05-03,48.66
2017-05-04,51.32
2017-05-05,52.54
2017-05-08,51.08
2017-05-09,50.73
2017-05-10,50.77
2017-05-11,50.22
2017-05-12,49.9
2017-05-15,51.04
2017-05-16,49.89
2017-05-17,49.14
2017-05-18,51.2
2017-05-19,53.23
2017-05-22,53.09
2017-05-23,52.73
2017-05-24,52.84
2017-05-25,55.26
2017-05-26,52.63
2017-05-30,54.47
2017-05-31,52.9
2017-06-01,54.46
2017-06-02,53.37
2017-06-05,52.08
2017-06-06,52.27
2017-06-07,50.72
2017-06-08,50.76
2017-06-09,51.65
2017-06-12,52.41
2017-06-13,50.69
2017-06-14,50.31
2017-06-15,53.86
2017-06-16,53.73
2017-06-19,53.25
2017-06-20,52.67
2017-06-21,55.0
2017-06-22,54.16
2017-06-23,57.64
2017-06-26,54.85
2017-06-27,52.03
2017-06-28,53.7
2017-06-29,53.39
2017-06-30,53.27
2017-07-03,54.73
2017-07-05,51.97
2017-07-06,53.71
2017-07-07,52.87
2017-07-10,54.05
2017-07-11,52.18
2017-07-12,50.07
2017-07-13,50.48
2017-07-14,53.4
2017-07-17,53.84
2017-07-18,52.48
2017-07-19,54.6
2017-07-20,49.88
2017-07-21,52.49
2017-07-24,53.09
2017-07-25,51.74
2017-07-26,52.81
2017-07-27,52.65
2017-07-28,53.12
2017-07-31,55.31
2017-08-01,51.66
2017-08-02,52.76
2017-08-03,52.81
2017-08-04,55.72
2017-08-07,55.44
2017-08-08,51.89
2017-08-09,52.15
2017-08-10,52.49
2017-08-11,50.85
2017-08-14,54.86
2017-08-15,52.22
2017-08-16,50.99
2017-08-17,55.83
2017-08-18,50.83
2017-08-21,55.0
2017-08-22,52.25
2017-08-23,49.92
2017-08-24,53.6
2017-08-25,51.42
2017-08-28,54.31
2017-08-29,51.98
2017-08-30,53.22
2017-08-31,52.82
2017-09-01,51.2
2017-09-05,54.54
2017-09-06,51.94
2017-09-07,53.55
2017-09-08,52.97
2017-09-11,54.38
2017-09-12,51.52
2017-09-13,56.44
2017-09-14,52.77
2017-09-15,47.53
2017-09-18,50.47
2017-09-19,45.84
2017-09-20,48.34
2017-09-21,51.74
2017-09-22,44.21
2017-09-25,44.86
2017-09-26,42.25
2017-09-27,39.83
2017-09-28,44.35
2017-09-29,43.23
2017-10-02,40.08
2017-10-03,36.93
2017-10-04,36.88
2017-10-05,40.77
2017-10-06,42.59
2017-10-09,45.19
2017-10-10,42.65
2017-10-11,41.35
2017-10-12,42.63
2017-10-13,42.25
2017-10-16,44.96
2017-10-17,39.9
2017-10-18,40.39
2017-10-19,42.38
2017-10-20,40.93
2017-10-23,42.46
2017-10-24,39.38
2017-10-25,39.12
2017-10-26,43.38
2017-10-27,42.82
2017-10-30,48.11
2017-10-31,50.19
2017-11-01,42.88
2017-11-02,43.94
2017-11-03,39.71
2017-11-06,45.72
2017-11-07,39.62
2017-11-08,42.16
2017-11-09,44.47
2017-11-13,45.62
2017-11-14,39.28
2017-11-15,49.13
2017-11-16,41.84
2017-11-17,45.56
2017-11-20,45.57
2017-11-21,49.13
2017-11-22,47.89
2017-11-24,43.28
2017-11-27,47.84
2017-11-28,49.96
2017-11-29,51.86
2017-11-30,48.35
2017-12-01,43.67
2017-12-04,45.65
2017-12-05,40.17
2017-12-06,41.81
2017-12-07,43.63
2017-12-08,39.95
2017-12-11,46.1
2017-12-12,39.9
2017-12-13,47.36
2017-12-14,41.62
2017-12-15,41.01
2017-12-18,44.68
2017-12-19,38.66
2017-12-20,45.91
2017-12-21,39.8
2017-12-22,41.6
2017-12-26,43.49
2017-12-27,41.24
2017-12-28,46.58
2017-12-29,43.94
2018-01-02,40.59
2018-01-03,48.12
2018-01-08,51.97
2018-01-09,54.26
2018-01-10,50.29
2018-01-11,44.2
2018-01-12,46.48
2018-01-16,52.71
2018-01-17,46.74
2018-01-18,48.04
2018-01-19,46.54
2018-01-22,43.47
2018-01-23,45.65
2018-01-24,44.43
2018-01-25,47.66
2018-01-26,44.84
2018-01-29,49.8
2018-01-30,52.26
2018-01-31,47.76
2018-02-01,47.92
2018-02-02,55.25
2018-02-05,50.53
2018-02-06,49.8
2018-02-07,45.75
2018-02-08,48.83
2018-02-09,47.56
2018-02-12,46.63
2018-02-13,46.03
2018-02-14,52.32
2018-02-15,49.01
2018-02-16,49.6
2018-02-19,49.73
2018-02-20,51.97
2018-02-21,50.37
2018-02-22,51.46
2018-02-23,53.09
2018-02-26,52.9
2018-02-27,52.39
2018-02-28,47.3
2018-03-01,52.56
2018-03-02,49.16
2018-03-05,52.41
2018-03-06,46.37
2018-03-07,48.79
2018-03-08,50.01
2018-03-09,48.6
2018-03-12,49.27
2018-03-13,49.17
2018-03-14,47.07
2018-03-15,52.65
2018-03-16,49.5
2018-03-19,46.16
2018-03-20,53.88
2018-03-21,55.58
2018-03-22,51.83
2018-03-23,55.53
2018-03-26,52.57
2018-03-27,53.41
2018-03-28,57.64
2018-03-29,50.73
2018-03-30,54.68
2018-04-02,54.04
2018-04-03,60.64
2018-04-04,54.2
2018-04-05,48.2
2018-04-06,44.75
2018-04-09,50.68
2018-04-10,49.86
2018-04-11,50.86
2018-04-12,45.72
2018-04-13,48.43
2018-04-16,54.45
2018-04-17,53.08
2018-04-18,56.71
2018-04-19,50.3
2018-04-20,52.08
2018-04-23,51.13
2018-04-24,54.1
2018-04-25,53.8
2018-04-26,54.21
2018-04-27,59.06
2018-04-30,52.88
2018-05-01,50.29
2018-05-02,50.49
2018-05-03,46.51
2018-05-04,49.68
2018-05-07,55.09
2018-05-08,50.73
2018-05-09,59.66
2018-05-10,50.55
2018-05-11,51.02
2018-05-14,47.52
2018-05-15,47.73
2018-05-16,51.26
2018-05-17,51.81
2018-05-18,51.67
2018-05-21,49.61
2018-05-22,53.49
2018-05-23,51.34
2018-05-24,51.16
2018-05-25,58.7
2018-05-29,51.35
2018-05-30,44.2
2018-05-31,57.75
2018-06-01,52.42
2018-06-04,47.78
2018-06-05,55.88
2018-06-06,57.98
2018-06-07,53.26
2018-06-08,53.37
2018-06-11,50.16
2018-06-12,49.32
2018-06-13,50.88
2018-06-14,44.95
2018-06-15,45.99
2018-06-18,51.1
2018-06-19,49.34
2018-06-20,47.1
2018-06-21,41.96
2018-06-22,44.96
2018-06-25,48.63
2018-06-26,49.79
2018-06-27,47.68
2018-06-28,47.84
2018-06-29,51.83
2018-07-02,45.92
2018-07-03,44.1
2018-07-05,44.54
2018-07-06,52.51
2018-07-09,50.12
2018-07-10,46.76
2018-07-11,41.92
2018-07-12,39.73
2018-07-13,41.42
2018-07-16,44.83
2018-07-17,49.02
2018-07-18,51.62
2018-07-19,47.03
2018-07-20,46.68
2018-07-23,45.9
2018-07-24,50.7
2018-07-25,51.35
2018-07-26,50.76
2018-07-27,48.51
2018-07-30,47.6
2018-07-31,52.61
2018-08-01,45.21
2018-08-02,47.77
2018-08-03,47.05
2018-08-06,41.49
2018-08-07,47.3
2018-08-08,42.87
2018-08-09,50.25
2018-08-10,43.05
2018-08-13,47.56
2018-08-14,44.34
2018-08-15,51.11
2018-08-16,42.19
2018-08-17,50.75
2018-08-20,48.26
2018-08-21,48.65
2018-08-22,47.27
2018-08-23,44.94
2018-08-24,43.59
2018-08-27,47.97
2018-08-28,45.88
2018-08-29,41.12
2018-08-30,47.27
2018-08-31,47.52
2018-09-04,46.63
2018-09-05,46.86
2018-09-06,42.26
2018-09-07,47.34
2018-09-10,46.76
2018-09-11,43.65
2018-09-12,48.47
2018-09-13,48.65
2018-09-14,47.6
2018-09-17,39.25
2018-09-18,42.77
2018-09-19,40.01
2018-09-20,37.43
2018-09-21,34.46
2018-09-24,42.51
2018-09-25,40.14
2018-09-26,44.03
2018-09-27,37.29
2018-09-28,40.86
2018-10-01,44.0
2018-10-02,38.01
2018-10-03,42.61
2018-10-04,45.18
2018-10-05,48.56
2018-10-08,46.8
2018-10-09,45.91
2018-10-10,44.56
2018-10-11,40.37
2018-10-12,37.53
2018-10-15,42.68
2018-10-16,44.89
2018-10-17,50.49
2018-10-18,47.81
2018-10-19,48.45
2018-10-22,46.69
2018-10-23,45.43
2018-10-24,36.13
2018-10-25,45.52
2018-10-26,48.09
2018-10-29,40.35
2018-10-30,42.66
2018-10-31,43.77
2018-11-01,44.93
2018-11-02,42.76
2018-11-05,40.08
2018-11-06,35.56
2018-11-07,42.76
2018-11-08,45.43
2018-11-09,46.52
2018-11-13,41.54
2018-11-14,46.23
2018-11-15,41.22
2018-11-16,39.42
2018-11-19,38.47
2018-11-20,42.55
2018-11-21,42.99
2018-11-23,36.25
2018-11-26,43.72
2018-11-27,45.44
2018-11-28,44.07
2018-11-29,38.26
2018-11-30,43.54
2018-12-03,40.91
2018-12-04,41.32
2018-12-05,35.82
2018-12-06,40.83
2018-12-07,36.16
2018-12-10,37.9
2018-12-11,43.4
2018-12-12,45.19
2018-12-13,42.94
2018-12-14,39.53
2018-12-17,36.77
2018-12-18,40.83
2018-12-19,43.57
2018-12-20,41.96
2018-12-21,41.81
2018-12-26,49.17
2018-12-27,44.74
2018-12-28,47.41
2018-12-31,53.86
2019-01-02,53.21
2019-01-03,54.13
2019-01-04,48.94
2019-01-07,53.13
2019-01-08,50.31
2019-01-09,56.82
2019-01-10,50.59
2019-01-11,48.09
2019-01-14,54.53
2019-01-15,49.16
2019-01-16,54.21
2019-01-17,50.57
2019-01-18,54.45
2019-01-21,53.77
2019-01-22,53.77
2019-01-23,57.93
2019-01-24,48.26
2019-01-25,43.84
2019-01-28,43.84
2019-01-29,49.19
2019-01-30,52.54
2019-01-31,50.59
2019-02-01,49.6
2019-02-04,53.05
2019-02-05,46.39
2019-02-06,55.82
2019-02-07,45.27
2019-02-08,53.99
2019-02-11,45.99
2019-02-12,58.97
2019-02-13,48.98
2019-02-14,54.04
2019-02-15,52.1
2019-02-18,56.96
2019-02-19,54.12
2019-02-20,53.68
2019-02-21,51.15
2019-02-22,53.01
2019-02-25,52.79
2019-02-26,53.45
2019-02-27,54.36
2019-02-28,54.89
2019-03-01,55.73
2019-03-04,54.43
2019-03-05,53.37
2019-03-06,54.16
2019-03-07,57.34
2019-03-08,60.07
2019-03-11,58.01
2019-03-12,62.35
2019-03-13,56.61
2019-03-14,56.64
2019-03-15,60.56
2019-03-18,61.11
2019-03-19,59.46
2019-03-20,63.18
2019-03-21,62.94
2019-03-22,64.74
2019-03-25,61.77
2019-03-26,59.17
2019-03-27,64.35
2019-03-28,62.51
2019-03-29,65.21
2019-04-01,58.81
2019-04-02,62.2
2019-04-03,63.0
2019-04-04,62.71
2019-04-05,64.43
2019-04-08,62.73
2019-04-09,56.5
2019-04-10,55.15
2019-04-11,48.73
2019-04-12,61.58
2019-04-15,58.53
2019-04-16,64.74
2019-04-17,63.05
2019-04-18,55.82
2019-04-19,47.59
2019-04-22,57.66
2019-04-23,55.96
2019-04-24,61.8
2019-04-25,62.91
2019-04-26,62.9
2019-04-29,63.11
2019-04-30,62.55
2019-05-01,61.18
2019-05-02,55.68
2019-05-03,53.29
2019-05-06,56.3
2019-05-07,60.75
2019-05-08,56.39
2019-05-09,63.26
2019-05-10,62.95
2019-05-13,63.7
2019-05-14,64.75
2019-05-15,63.76
2019-05-16,63.38
2019-05-17,68.16
2019-05-20,62.46
2019-05-21,62.17
2019-05-22,62.14
2019-05-23,56.26
2019-05-24,64.24
2019-05-28,61.82
2019-05-29,58.05
2019-05-30,57.48
2019-05-31,53.8
2019-06-03,61.87
2019-06-04,61.68
2019-06-05,58.18
2019-06-06,64.09
2019-06-07,62.41
2019-06-10,56.88
2019-06-11,56.74
2019-06-12,66.45
2019-06-13,68.56
2019-06-14,64.31
2019-06-17,64.56
2019-06-18,63.7
2019-06-19,62.2
2019-06-20,65.47
2019-06-21,63.5
2019-06-24,64.48
2019-06-25,62.84
2019-06-26,57.83
2019-06-27,60.81
2019-06-28,59.64
2019-07-01,57.94
2019-07-02,61.41
2019-07-03,61.43
2019-07-05,61.73
2019-07-08,63.83
2019-07-09,68.48
2019-07-10,67.66
2019-07-11,53.12
2019-07-12,60.33
2019-07-15,60.63
2019-07-16,59.22
2019-07-17,61.43
2019-07-18,56.72
2019-07-19,58.34
2019-07-22,58.01
2019-07-23,59.75
2019-07-24,67.77
2019-07-25,56.47
2019-07-26,63.24
2019-07-29,60.25
2019-07-30,64.89
2019-07-31,67.37
2019-08-01,58.48
2019-08-02,59.96
2019-08-05,60.64
2019-08-06,62.84
2019-08-07,68.36
2019-08-08,61.06
2019-08-09,57.27
2019-08-12,56.71
2019-08-13,64.09
2019-08-14,69.22
2019-08-15,60.69
2019-08-16,68.82
2019-08-19,65.07
2019-08-20,61.42
2019-08-21,62.17
2019-08-22,64.33
2019-08-23,61.08
2019-08-26,57.94
2019-08-27,64.31
2019-08-28,60.46
2019-08-29,67.08
2019-08-30,65.29
2019-09-03,56.1
2019-09-04,59.16
2019-09-05,56.85
2019-09-06,53.76
2019-09-09,55.53
2019-09-10,58.27
2019-09-11,66.63
2019-09-12,59.82
2019-09-13,59.88
2019-09-16,60.6
2019-09-17,64.93
2019-09-18,62.1
2019-09-19,65.37
2019-09-20,62.07
2019-09-23,66.44
2019-09-24,59.97
2019-09-25,64.61
2019-09-26,64.6
2019-09-27,57.77
2019-09-30,56.41
2019-10-01,58.15
2019-10-02,66.63
2019-10-03,56.48
2019-10-04,61.51
2019-10-07,61.91
2019-10-08,62.64
2019-10-09,66.07
2019-10-10,62.17
2019-10-11,63.29
2019-10-14,56.7
2019-10-15,59.77
2019-10-16,60.25
2019-10-17,53.54
2019-10-18,62.41
2019-10-21,57.44
2019-10-22,50.69
2019-10-23,52.78
2019-10-24,55.54
2019-10-25,57.77
2019-10-28,57.0
2019-10-29,57.51
2019-10-30,60.67
2019-10-31,53.1
2019-11-01,48.09
2019-11-04,48.73
2019-11-05,55.41
2019-11-06,56.74
2019-11-07,53.12
2019-11-08,57.65
2019-11-12,60.27
2019-11-13,54.63
2019-11-14,59.34
2019-11-15,51.19
2019-11-18,60.83
2019-11-19,56.57
2019-11-20,54.73
2019-11-21,55.93
2019-11-22,56.89
2019-11-25,62.81
2019-11-26,59.48
2019-11-27,67.66
2019-11-29,64.57
2019-12-02,58.97
2019-12-03,62.35
2019-12-04,61.58
2019-12-05,60.41
2019-12-06,66.45
2019-12-09,59.82
2019-12-10,65.66
2019-12-11,69.41
2019-12-12,65.64
2019-12-13,70.78
2019-12-16,66.23
2019-12-17,65.61
2019-12-18,64.17
2019-12-19,65.63
2019-12-20,64.53
2019-12-23,64.62
2019-12-26,64.89
2019-12-27,70.66
2019-12-30,65.43
2019-12-31,59.29
2020-01-02,54.12
2020-01-03,67.2
2020-01-06,62.02
2020-01-07,67.11
2020-01-08,67.5
2020-01-09,71.95
2020-01-10,63.49
2020-01-13,71.56
2020-01-14,65.09
2020-01-15,68.81
2020-01-16,65.87
2020-01-17,65.51
2020-01-21,68.56
2020-01-22,69.74
2020-01-23,66.3
2020-01-24,60.93
2020-01-27,61.58
2020-01-28,59.46
2020-01-29,66.76
2020-01-30,68.79
2020-01-31,71.02
2020-02-03,61.67
2020-02-04,64.23
2020-02-05,63.47
2020-02-06,65.26
2020-02-07,69.41
2020-02-10,62.9
2020-02-11,66.47
2020-02-12,60.62
2020-02-13,60.26
2020-02-14,69.37
2020-02-17,63.33
2020-02-18,60.4
2020-02-19,62.08
2020-02-20,61.24
2020-02-21,68.88
2020-02-24,61.98
2020-02-25,61.53
2020-02-26,60.17
2020-02-27,62.99
2020-02-28,70.16
2020-03-02,65.93
2020-03-03,63.74
2020-03-04,58.09
2020-03-05,63.43
2020-03-06,70.93
2020-03-09,69.57
2020-03-10,66.85
2020-03-11,69.92
2020-03-12,67.26
2020-03-13,71.96
2020-03-16,66.95
2020-03-17,64.53
2020-03-18,65.55
2020-03-19,67.63
2020-03-20,68.23
2020-03-23,60.06
2020-03-24,65.91
2020-03-25,57.19
2020-03-26,62.3
2020-03-27,66.65
2020-03-30,62.35
2020-03-31,62.76
2020-04-01,64.28
2020-04-02,62.37
2020-04-03,66.02
2020-04-06,57.22
2020-04-07,52.98
2020-04-08,54.08
2020-04-09,58.03
2020-04-10,62.56
2020-04-13,56.46
2020-04-14,52.38
2020-04-15,56.3
2020-04-16,47.15
2020-04-17,53.14
2020-04-20,54.16
2020-04-21,50.37
2020-04-22,49.75
2020-04-23,54.84
2020-04-24,45.88
2020-04-27,54.08
2020-04-28,52.58
2020-04-29,61.77
2020-04-30,57.83
2020-05-01,53.06
2020-05-04,57.6
2020-05-05,52.01
2020-05-06,48.75
2020-05-07,41.18
2020-05-08,39.09
2020-05-11,44.1
2020-05-12,50.43
2020-05-13,48.66
2020-05-14,54.94
2020-05-15,52.17
2020-05-18,50.51
2020-05-19,57.79
2020-05-20,61.05
2020-05-21,56.67
2020-05-22,62.71
2020-05-26,59.41
2020-05-27,59.84
2020-05-28,53.9
2020-05-29,58.05
2020-06-01,52.34
2020-06-02,55.56
2020-06-03,48.14
2020-06-04,46.05
2020-06-05,41.24
2020-06-08,40.52
2020-06-09,43.51
2020-06-10,41.19
2020-06-11,40.7
2020-06-12,40.73
2020-06-15,43.02
2020-06-16,47.53
2020-06-17,50.23
2020-06-18,52.55
2020-06-19,48.08
2020-06-22,44.17
2020-06-23,43.25
2020-06-24,46.7
2020-06-25,47.26
2020-06-26,44.73
2020-06-29,40.46
2020-06-30,39.47
2020-07-01,42.05
2020-07-02,48.22
2020-07-06,48.25
2020-07-07,51.96
2020-07-08,46.04
2020-07-09,43.57
2020-07-10,40.47
2020-07-13,37.99
2020-07-14,34.96
2020-07-15,36.3
2020-07-16,38.54
2020-07-17,39.93
2020-07-20,40.62
2020-07-21,39.57
2020-07-22,42.95
2020-07-23,41.14
2020-07-24,37.42
2020-07-27,35.38
2020-07-28,36.7
2020-07-29,35.16
2020-07-30,37.73
2020-07-31,41.2
2020-08-03,36.47
2020-08-04,40.38
2020-08-05,43.71
2020-08-06,47.86
2020-08-07,41.29
2020-08-10,39.51
2020-08-11,36.07
2020-08-12,40.34
2020-08-13,38.91
2020-08-14,41.28
2020-08-17,36.63
2020-08-18,43.01
2020-08-19,46.72
2020-08-20,41.89
2020-08-21,39.45
2020-08-24,37.49
2020-08-25,37.36
2020-08-26,40.84
2020-08-27,44.99
2020-08-28,36.22
2020-08-31,37.2
2020-09-01,42.42
2020-09-02,42.62
2020-09-03,48.4
2020-09-04,43.32
2020-09-07,43.57
2020-09-08,45.65
2020-09-09,50.5
2020-09-10,46.0
2020-09-11,46.11
2020-09-14,47.71
2020-09-15,42.04
2020-09-16,45.8
2020-09-17,46.64
2020-09-18,47.04
2020-09-21,43.1
2020-09-22,39.36
2020-09-23,44.69
2020-09-24,46.6
2020-09-25,40.33
2020-09-28,36.43
2020-09-29,37.98
2020-09-30,41.3
2020-10-01,36.23
2020-10-02,40.52
2020-10-05,35.52
2020-10-06,33.57
2020-10-07,32.62
2020-10-08,34.75
2020-10-09,39.43
2020-10-12,42.69
2020-10-13,38.62
2020-10-14,38.84
2020-10-15,43.44
2020-10-16,42.17
2020-10-19,47.76
2020-10-20,42.72
2020-10-21,44.57
2020-10-22,43.23
2020-10-23,39.18
2020-10-26,36.35
2020-10-27,42.11
2020-10-28,36.3
2020-10-29,38.67
2020-10-30,36.84
2020-11-02,33.69
2020-11-03,38.54
2020-11-04,40.1
2020-11-05,44.22
2020-11-06,48.59
2020-11-09,45.78
2020-11-10,45.41
2020-11-11,41.53
2020-11-12,41.22
2020-11-13,40.03
2020-11-16,40.28
2020-11-17,41.18
2020-11-18,41.38
2020-11-19,40.36
2020-11-20,43.25
2020-11-23,39.94
2020-11-24,43.7
2020-11-25,44.63
2020-11-27,51.72
2020-11-30,51.94
2020-12-01,47.96
2020-12-02,44.36
2020-12-03,35.22
2020-12-04,39.62
2020-12-07,40.34
2020-12-08,41.08
