DATE,GLOBAL_PALM_OIL_PRICE
2024-11-19,1385.0
2024-11-20,1400.0
2024-11-21,1400.0
2024-11-22,1400.0
2024-11-25,1400.0
2024-11-26,1400.0
2024-11-27,1305.0
2024-11-28,1305.0
2024-11-29,1305.0
2024-12-02,1305.0
2024-12-03,1305.0
2024-12-04,1360.0
2024-12-05,1360.0
2024-12-06,1360.0
2024-12-09,1360.0
2024-12-10,1360.0
2024-12-11,1450.0
2024-12-12,1450.0
2024-12-13,1450.0
2024-12-16,1450.0
2024-12-17,1450.0
2024-12-18,1445.0
2024-12-19,1445.0
2024-12-20,1445.0
2024-12-23,1445.0
2024-12-24,1445.0
2024-12-26,1275.0
2024-12-27,1275.0
2024-12-30,1275.0
2024-12-31,1275.0
2025-01-02,1275.0
2025-01-03,1275.0
2025-01-06,1275.0
2025-01-07,1275.0
2025-01-08,1275.0
2025-01-09,1275.0
2025-01-10,1275.0
2025-01-13,1275.0
2025-01-14,1275.0
2025-01-15,1285.0
2025-01-16,1285.0
2025-01-17,1285.0
2025-01-20,1285.0
2025-01-21,1285.0
2025-01-22,1200.0
2025-01-23,1200.0
2025-01-24,1200.0
2025-01-27,1200.0
2025-01-28,1200.0
2025-01-31,1235.0
2025-02-03,1235.0
2025-02-04,1235.0
2025-02-05,1235.0
2025-02-06,1235.0
2025-02-07,1235.0
2025-02-10,1235.0
2025-02-11,1235.0
2025-02-12,1235.0
2025-02-13,1430.0
2025-02-14,1430.0
2025-02-17,1430.0
2025-02-18,1430.0
2025-02-19,1600.0
2025-02-20,1600.0
2025-02-21,1600.0
2025-02-24,1600.0
2025-02-25,1600.0
2025-02-26,1660.0
2025-02-27,1660.0
2025-02-28,1660.0
2025-03-03,1660.0
2025-03-04,1660.0
2025-03-05,1250.0
2025-03-06,1250.0
2025-03-07,1250.0
2025-03-10,1250.0
2025-03-11,1250.0
2025-03-12,1215.0
2025-03-13,1215.0
2025-03-14,1215.0
2025-03-17,1215.0
2025-03-18,1215.0
2025-03-19,1265.0
2025-03-20,1265.0
2025-03-21,1265.0
2025-03-24,1265.0
2025-03-25,1265.0
2025-03-26,1265.0
2025-03-27,1265.0
2025-03-28,1265.0
2025-04-01,1265.0
2025-04-02,1295.0
2025-04-03,1295.0
2025-04-04,1295.0
2025-04-07,1295.0
2025-04-08,1295.0
2025-04-09,1295.0
