DATE,US_BEEF_CUTOUT_SELECT
2008-11-20,157.79
2008-11-21,156.1
2008-11-24,154.88
2008-11-25,153.94
2008-11-26,152.39
2008-11-28,151.61
2008-12-01,151.79
2008-12-02,151.41
2008-12-03,148.75
2008-12-04,145.78
2008-12-05,143.15
2008-12-08,144.02
2008-12-09,144.71
2008-12-10,144.13
2008-12-11,141.56
2008-12-12,141.22
2008-12-15,143.65
2008-12-16,144.19
2008-12-17,144.14
2008-12-18,141.55
2008-12-19,141.89
2008-12-22,144.27
2008-12-23,143.92
2008-12-24,144.46
2008-12-29,144.17
2008-12-30,143.42
2008-12-31,143.19
2009-01-02,143.19
2009-01-05,144.97
2009-01-06,144.8
2009-01-07,143.49
2009-01-08,143.75
2009-01-09,145.48
2009-01-12,147.6
2009-01-13,149.26
2009-01-14,149.9
2009-01-15,150.75
2009-01-16,151.37
2009-01-19,152.22
2009-01-20,152.97
2009-01-21,151.75
2009-01-22,149.65
2009-01-23,148.31
2009-01-26,148.13
2009-01-27,147.41
2009-01-28,146.23
2009-01-29,143.77
2009-01-30,141.83
2009-02-02,141.53
2009-02-03,141.12
2009-02-04,140.21
2009-02-05,138.85
2009-02-06,136.87
2009-02-09,136.76
2009-02-10,137.15
2009-02-11,136.42
2009-02-12,136.12
2009-02-13,135.18
2009-02-16,135.48
2009-02-17,135.71
2009-02-18,134.86
2009-02-19,134.13
2009-02-20,133.6
2009-02-23,133.74
2009-02-24,133.81
2009-02-25,134.07
2009-02-26,132.65
2009-02-27,132.21
2009-03-02,133.51
2009-03-03,134.82
2009-03-04,135.48
2009-03-05,135.47
2009-03-06,135.06
2009-03-09,135.35
2009-03-10,135.81
2009-03-11,135.45
2009-03-12,136.02
2009-03-13,135.84
2009-03-16,135.47
2009-03-17,135.61
2009-03-18,134.34
2009-03-19,133.13
2009-03-20,133.19
2009-03-23,134.89
2009-03-24,135.47
2009-03-25,135.39
2009-03-26,134.32
2009-03-27,133.58
2009-03-30,134.08
2009-03-31,134.7
2009-04-01,135.84
2009-04-02,135.8
2009-04-03,135.58
2009-04-06,136.79
2009-04-07,137.43
2009-04-08,137.37
2009-04-09,137.96
2009-04-10,139.03
2009-04-13,140.44
2009-04-14,142.79
2009-04-15,146.51
2009-04-16,147.9
2009-04-17,149.2
2009-04-20,151.44
2009-04-21,152.96
2009-04-22,154.37
2009-04-23,153.42
2009-04-24,151.94
2009-04-27,152.14
2009-04-28,152.61
2009-04-29,151.78
2009-04-30,149.97
2009-05-01,148.5
2009-05-04,148.25
2009-05-05,146.43
2009-05-06,145.69
2009-05-07,145.24
2009-05-08,144.88
2009-05-11,145.25
2009-05-12,146.24
2009-05-13,146.18
2009-05-14,146.04
2009-05-15,146.99
2009-05-18,147.58
2009-05-19,147.52
2009-05-20,147.72
2009-05-21,146.6
2009-05-22,145.73
2009-05-26,145.98
2009-05-27,146.84
2009-05-28,145.47
2009-05-29,144.11
2009-06-01,143.2
2009-06-02,142.62
2009-06-03,142.19
2009-06-04,140.32
2009-06-05,138.65
2009-06-08,139.69
2009-06-09,140.69
2009-06-10,140.44
2009-06-11,139.29
2009-06-12,138.79
2009-06-15,139.52
2009-06-16,140.55
2009-06-17,140.43
2009-06-18,139.93
2009-06-19,139.59
2009-06-22,139.85
2009-06-23,140.12
2009-06-24,139.94
2009-06-25,139.69
2009-06-26,138.93
2009-06-29,139.53
2009-06-30,139.37
2009-07-01,138.19
2009-07-02,137.89
2009-07-06,137.71
2009-07-07,138.0
2009-07-08,138.45
2009-07-09,137.52
2009-07-10,137.36
2009-07-13,137.56
2009-07-14,138.14
2009-07-15,138.08
2009-07-16,136.64
2009-07-17,136.54
2009-07-20,138.63
2009-07-21,140.57
2009-07-22,142.14
2009-07-23,143.05
2009-07-24,142.85
2009-07-27,143.08
2009-07-28,142.97
2009-07-29,142.69
2009-07-30,142.26
2009-07-31,141.64
2009-08-03,142.81
2009-08-04,142.64
2009-08-05,140.6
2009-08-06,140.7
2009-08-07,140.7
2009-08-08,281.0
2009-08-10,140.85
2009-08-11,141.62
2009-08-12,141.19
2009-08-13,141.13
2009-08-14,141.29
2009-08-17,142.38
2009-08-18,142.44
2009-08-19,141.65
2009-08-20,141.87
2009-08-21,142.4
2009-08-24,143.03
2009-08-25,143.73
2009-08-26,144.35
2009-08-27,143.71
2009-08-28,143.55
2009-08-31,144.04
2009-09-01,143.25
2009-09-02,142.77
2009-09-03,142.49
2009-09-04,141.61
2009-09-08,142.5
2009-09-09,142.69
2009-09-10,141.95
2009-09-11,141.32
2009-09-14,142.16
2009-09-15,142.79
2009-09-16,142.34
2009-09-17,141.69
2009-09-18,141.21
2009-09-21,141.43
2009-09-22,141.18
2009-09-23,140.89
2009-09-24,140.34
2009-09-25,138.55
2009-09-28,138.73
2009-09-29,138.93
2009-09-30,137.68
2009-10-01,136.25
2009-10-02,134.66
2009-10-05,134.64
2009-10-06,135.29
2009-10-07,134.59
2009-10-08,133.79
2009-10-09,133.98
2009-10-12,134.02
2009-10-13,135.57
2009-10-14,135.6
2009-10-15,135.37
2009-10-16,135.87
2009-10-19,136.77
2009-10-20,137.96
2009-10-21,136.88
2009-10-22,137.75
2009-10-23,139.02
2009-10-26,140.32
2009-10-27,141.66
2009-10-28,141.79
2009-10-29,141.16
2009-10-30,140.83
2009-11-02,141.63
2009-11-03,141.85
2009-11-04,141.85
2009-11-05,141.33
2009-11-06,140.78
2009-11-09,140.93
2009-11-10,140.21
2009-11-11,139.82
2009-11-12,139.31
2009-11-13,139.42
2009-11-16,140.4
2009-11-17,140.55
2009-11-18,140.75
2009-11-19,139.61
2009-11-20,139.18
2009-11-23,139.48
2009-11-24,140.69
2009-11-25,141.8
2009-11-27,141.43
2009-11-30,141.63
2009-12-01,141.57
2009-12-02,139.59
2009-12-03,137.45
2009-12-04,137.17
2009-12-07,137.12
2009-12-08,136.59
2009-12-09,135.37
2009-12-10,134.79
2009-12-11,136.55
2009-12-14,138.53
2009-12-15,138.31
2009-12-16,138.94
2009-12-17,138.77
2009-12-18,138.59
2009-12-20,274.36
2009-12-21,138.45
2009-12-22,138.59
2009-12-23,138.63
2009-12-24,138.35
2009-12-28,139.04
2009-12-29,139.42
2009-12-30,139.04
2009-12-31,138.75
2010-01-04,139.47
2010-01-05,139.34
2010-01-06,139.45
2010-01-07,140.74
2010-01-08,142.14
2010-01-11,143.85
2010-01-12,144.95
2010-01-13,145.43
2010-01-14,145.19
2010-01-15,145.11
2010-01-18,145.71
2010-01-19,146.55
2010-01-20,145.38
2010-01-21,143.88
2010-01-22,143.21
2010-01-25,143.4
2010-01-26,142.34
2010-01-27,140.47
2010-01-28,140.05
2010-01-29,140.73
2010-02-01,140.4
2010-02-02,139.93
2010-02-03,139.78
2010-02-04,138.71
2010-02-05,137.9
2010-02-08,138.65
2010-02-09,139.19
2010-02-10,138.77
2010-02-11,139.17
2010-02-12,140.8
2010-02-15,142.83
2010-02-16,143.98
2010-02-17,144.46
2010-02-18,144.91
2010-02-19,146.71
2010-02-22,148.03
2010-02-23,149.78
2010-02-24,149.92
2010-02-25,150.39
2010-02-26,149.96
2010-03-01,150.34
2010-03-02,151.25
2010-03-03,150.42
2010-03-04,150.09
2010-03-05,149.59
2010-03-08,149.29
2010-03-09,149.5
2010-03-10,149.49
2010-03-11,149.07
2010-03-12,149.64
2010-03-15,150.83
2010-03-16,152.52
2010-03-17,153.6
2010-03-18,154.87
2010-03-19,156.64
2010-03-22,159.2
2010-03-23,161.41
2010-03-24,162.57
2010-03-25,162.78
2010-03-26,162.69
2010-03-29,163.69
2010-03-30,163.48
2010-03-31,163.75
2010-04-01,163.41
2010-04-02,163.01
2010-04-05,164.23
2010-04-06,164.94
2010-04-07,164.62
2010-04-08,164.95
2010-04-09,165.27
2010-04-12,166.31
2010-04-13,166.92
2010-04-14,166.74
2010-04-15,166.96
2010-04-16,166.9
2010-04-19,167.1
2010-04-20,168.03
2010-04-21,167.62
2010-04-22,167.35
2010-04-23,168.96
2010-04-26,170.17
2010-04-27,170.27
2010-04-28,169.77
2010-04-29,169.96
2010-04-30,170.21
2010-05-03,170.45
2010-05-04,170.76
2010-05-05,170.61
2010-05-06,170.69
2010-05-07,171.04
2010-05-10,171.1
2010-05-11,171.4
2010-05-12,171.05
2010-05-13,169.79
2010-05-14,169.26
2010-05-17,169.29
2010-05-18,168.88
2010-05-19,167.91
2010-05-20,167.65
2010-05-21,167.2
2010-05-24,167.0
2010-05-25,166.82
2010-05-26,166.14
2010-05-27,164.83
2010-05-28,164.03
2010-06-01,163.98
2010-06-02,163.57
2010-06-03,161.92
2010-06-04,160.45
2010-06-07,159.81
2010-06-08,158.56
2010-06-09,156.81
2010-06-10,155.16
2010-06-11,153.17
2010-06-14,153.13
2010-06-15,154.21
2010-06-16,153.77
2010-06-17,153.47
2010-06-18,153.94
2010-06-21,154.7
2010-06-22,154.54
2010-06-23,154.47
2010-06-24,154.48
2010-06-25,154.29
2010-06-28,154.89
2010-06-29,155.12
2010-06-30,155.56
2010-07-01,155.62
2010-07-02,155.4
2010-07-06,155.94
2010-07-07,155.62
2010-07-08,154.61
2010-07-09,154.37
2010-07-12,154.37
2010-07-13,154.46
2010-07-14,153.98
2010-07-15,153.87
2010-07-16,153.52
2010-07-19,154.14
2010-07-20,155.1
2010-07-21,155.52
2010-07-22,155.28
2010-07-23,154.66
2010-07-26,154.9
2010-07-27,155.23
2010-07-28,154.7
2010-07-29,153.39
2010-07-30,151.83
2010-08-02,150.7
2010-08-03,150.75
2010-08-04,151.27
2010-08-05,150.69
2010-08-06,150.79
2010-08-09,152.75
2010-08-10,153.16
2010-08-11,153.19
2010-08-12,154.28
2010-08-13,154.56
2010-08-16,155.62
2010-08-17,157.16
2010-08-18,158.41
2010-08-19,159.42
2010-08-20,161.77
2010-08-23,162.93
2010-08-24,163.6
2010-08-25,164.25
2010-08-26,164.3
2010-08-27,163.86
2010-08-30,163.74
2010-08-31,163.64
2010-09-01,162.62
2010-09-02,162.91
2010-09-03,162.67
2010-09-07,161.75
2010-09-08,161.47
2010-09-09,160.73
2010-09-10,159.42
2010-09-13,159.42
2010-09-14,158.97
2010-09-15,158.28
2010-09-16,157.46
2010-09-17,156.62
2010-09-20,156.9
2010-09-21,157.66
2010-09-22,158.04
2010-09-23,157.98
2010-09-24,157.43
2010-09-27,157.59
2010-09-28,157.62
2010-09-29,156.71
2010-09-30,155.22
2010-10-01,154.19
2010-10-04,153.1
2010-10-05,152.55
2010-10-06,152.63
2010-10-07,151.98
2010-10-08,151.81
2010-10-11,152.93
2010-10-12,152.46
2010-10-13,152.62
2010-10-14,153.24
2010-10-15,154.68
2010-10-18,155.92
2010-10-19,157.99
2010-10-20,159.99
2010-10-21,160.61
2010-10-22,161.42
2010-10-25,162.2
2010-10-26,160.56
2010-10-27,161.37
2010-10-28,162.26
2010-10-29,161.3
2010-11-01,160.17
2010-11-02,160.25
2010-11-03,159.87
2010-11-04,159.01
2010-11-05,158.56
2010-11-08,159.01
2010-11-09,158.27
2010-11-10,157.35
2010-11-11,157.08
2010-11-12,157.23
2010-11-15,157.84
2010-11-16,158.11
2010-11-17,159.29
2010-11-18,158.64
2010-11-19,159.14
2010-11-22,160.96
2010-11-23,160.14
2010-11-24,161.1
2010-11-26,161.85
2010-11-28,278.41
2010-11-29,162.18
2010-11-30,162.55
2010-12-01,162.85
2010-12-02,163.46
2010-12-03,164.0
2010-12-06,165.15
2010-12-07,164.71
2010-12-08,164.87
2010-12-09,163.53
2010-12-10,163.74
2010-12-13,164.8
2010-12-14,164.54
2010-12-15,161.97
2010-12-16,161.15
2010-12-17,161.71
2010-12-20,160.32
2010-12-21,159.85
2010-12-22,158.92
2010-12-23,158.92
2010-12-27,160.32
2010-12-28,161.27
2010-12-29,162.82
2010-12-30,163.19
2011-01-03,164.21
2011-01-04,165.92
2011-01-05,166.81
2011-01-06,166.3
2011-01-07,165.83
2011-01-10,166.48
2011-01-11,167.42
2011-01-12,168.59
2011-01-13,169.0
2011-01-14,169.73
2011-01-17,171.55
2011-01-18,172.81
2011-01-19,171.91
2011-01-20,172.81
2011-01-21,173.52
2011-01-24,173.42
2011-01-25,173.28
2011-01-26,173.59
2011-01-27,173.1
2011-01-28,172.85
2011-01-31,173.07
2011-02-01,172.93
2011-02-02,172.73
2011-02-03,172.09
2011-02-04,171.15
2011-02-07,169.97
2011-02-08,169.82
2011-02-09,169.77
2011-02-10,169.0
2011-02-11,167.66
2011-02-14,167.67
2011-02-15,168.13
2011-02-16,168.45
2011-02-17,167.22
2011-02-18,167.29
2011-02-21,169.1
2011-02-22,169.56
2011-02-23,170.45
2011-02-24,170.36
2011-02-25,170.06
2011-02-27,219.67
2011-02-28,171.4
2011-03-01,172.41
2011-03-02,172.88
2011-03-03,172.88
2011-03-04,173.79
2011-03-07,174.42
2011-03-08,175.27
2011-03-09,176.87
2011-03-10,178.71
2011-03-11,181.46
2011-03-14,184.97
2011-03-15,186.5
2011-03-16,187.63
2011-03-17,187.79
2011-03-18,187.51
2011-03-21,188.35
2011-03-22,189.05
2011-03-23,188.14
2011-03-24,186.82
2011-03-25,185.92
2011-03-28,186.42
2011-03-29,187.49
2011-03-30,188.18
2011-03-31,188.41
2011-04-01,189.78
2011-04-04,191.68
2011-04-05,191.96
2011-04-06,191.63
2011-04-07,190.93
2011-04-08,190.59
2011-04-11,190.1
2011-04-12,190.42
2011-04-13,189.53
2011-04-14,187.96
2011-04-15,186.43
2011-04-18,186.88
2011-04-19,188.95
2011-04-20,188.89
2011-04-21,186.36
2011-04-22,185.83
2011-04-25,186.35
2011-04-26,185.56
2011-04-27,184.73
2011-04-28,184.14
2011-04-29,182.03
2011-05-02,181.79
2011-05-03,182.16
2011-05-04,180.94
2011-05-05,179.34
2011-05-06,177.15
2011-05-09,177.2
2011-05-10,179.13
2011-05-11,176.99
2011-05-12,174.58
2011-05-13,174.79
2011-05-16,177.52
2011-05-17,178.35
2011-05-18,177.39
2011-05-19,175.59
2011-05-20,175.27
2011-05-23,177.33
2011-05-24,178.96
2011-05-25,179.03
2011-05-26,178.44
2011-05-27,177.15
2011-05-31,177.46
2011-06-01,178.24
2011-06-02,177.76
2011-06-03,177.48
2011-06-06,176.69
2011-06-07,175.41
2011-06-08,174.15
2011-06-09,172.58
2011-06-10,171.55
2011-06-13,172.99
2011-06-14,172.81
2011-06-15,171.94
2011-06-16,172.16
2011-06-17,172.94
2011-06-20,174.84
2011-06-21,176.32
2011-06-22,177.97
2011-06-23,178.46
2011-06-24,178.19
2011-06-27,178.48
2011-06-28,178.79
2011-06-29,178.43
2011-06-30,178.41
2011-07-01,178.6
2011-07-05,179.18
2011-07-06,179.38
2011-07-07,179.67
2011-07-08,179.19
2011-07-11,179.01
2011-07-12,180.7
2011-07-13,181.97
2011-07-14,181.75
2011-07-15,180.88
2011-07-18,181.09
2011-07-19,180.9
2011-07-20,178.24
2011-07-21,176.59
2011-07-22,175.7
2011-07-25,175.34
2011-07-26,174.74
2011-07-27,175.73
2011-07-28,175.25
2011-07-29,174.13
2011-08-01,173.62
2011-08-02,173.77
2011-08-03,173.51
2011-08-04,173.48
2011-08-05,172.64
2011-08-08,174.25
2011-08-09,174.94
2011-08-10,176.23
2011-08-11,178.03
2011-08-12,179.81
2011-08-15,181.59
2011-08-16,184.32
2011-08-17,185.94
2011-08-18,186.6
2011-08-19,186.79
2011-08-22,187.42
2011-08-23,187.11
2011-08-24,187.62
2011-08-25,187.79
2011-08-26,186.3
2011-08-29,186.2
2011-08-30,184.57
2011-08-31,182.79
2011-09-01,181.8
2011-09-02,180.76
2011-09-06,180.68
2011-09-07,180.38
2011-09-08,179.82
2011-09-09,180.13
2011-09-12,181.83
2011-09-13,184.17
2011-09-14,184.57
2011-09-15,185.2
2011-09-16,185.58
2011-09-19,185.29
2011-09-20,185.2
2011-09-21,184.25
2011-09-22,184.46
2011-09-23,183.31
2011-09-26,184.17
2011-09-27,183.05
2011-09-28,183.0
2011-09-29,183.26
2011-09-30,182.49
2011-10-03,183.81
2011-10-04,183.74
2011-10-05,184.24
2011-10-06,184.82
2011-10-07,184.41
2011-10-10,184.9
2011-10-11,184.99
2011-10-12,186.03
2011-10-13,186.0
2011-10-14,185.0
2011-10-17,185.24
2011-10-18,185.06
2011-10-19,185.04
2011-10-20,185.08
2011-10-21,183.63
2011-10-24,184.58
2011-10-25,186.79
2011-10-26,187.45
2011-10-27,187.96
2011-10-28,188.1
2011-10-31,188.23
2011-11-01,187.67
2011-11-02,187.38
2011-11-03,187.21
2011-11-04,187.13
2011-11-07,189.16
2011-11-08,189.68
2011-11-09,189.25
2011-11-10,190.49
2011-11-11,191.02
2011-11-14,192.4
2011-11-15,194.25
2011-11-16,195.45
2011-11-17,195.39
2011-11-18,195.12
2011-11-21,196.38
2011-11-22,196.87
2011-11-23,197.07
2011-11-25,196.23
2011-11-28,195.93
2011-11-29,194.95
2011-11-30,194.43
2011-12-01,193.26
2011-12-02,191.01
2011-12-05,190.18
2011-12-06,190.2
2011-12-07,190.89
2011-12-08,186.45
2011-12-09,185.14
2011-12-12,189.26
2011-12-13,189.15
2011-12-14,188.72
2011-12-15,188.84
2011-12-16,189.75
2011-12-19,190.18
2011-12-20,191.17
2011-12-21,191.46
2011-12-22,191.6
2011-12-23,192.42
2011-12-27,192.25
2011-12-28,193.48
2011-12-29,194.68
2011-12-30,194.73
2012-01-03,194.08
2012-01-04,193.86
2012-01-05,191.3
2012-01-06,190.1
2012-01-09,189.58
2012-01-10,190.2
2012-01-11,188.97
2012-01-12,186.75
2012-01-13,184.12
2012-01-16,183.71
2012-01-17,182.9
2012-01-18,182.53
2012-01-19,181.54
2012-01-20,182.0
2012-01-23,183.52
2012-01-24,184.2
2012-01-25,184.85
2012-01-26,184.62
2012-01-27,184.13
2012-01-30,182.88
2012-01-31,183.23
2012-02-01,184.27
2012-02-02,183.19
2012-02-03,183.12
2012-02-06,184.66
2012-02-07,185.68
2012-02-08,186.56
2012-02-09,186.32
2012-02-10,186.65
2012-02-13,187.22
2012-02-14,187.95
2012-02-15,189.38
2012-02-16,190.2
2012-02-17,190.45
2012-02-20,191.81
2012-02-21,194.15
2012-02-22,196.88
2012-02-23,196.86
2012-02-24,197.42
2012-02-27,198.56
2012-02-28,198.65
2012-02-29,198.8
2012-03-01,198.45
2012-03-02,198.07
2012-03-05,197.99
2012-03-06,198.11
2012-03-07,197.53
2012-03-08,195.8
2012-03-09,193.84
2012-03-12,193.11
2012-03-13,192.13
2012-03-14,190.87
2012-03-15,190.2
2012-03-16,189.91
2012-03-19,191.74
2012-03-20,191.09
2012-03-21,188.97
2012-03-22,188.92
2012-03-23,187.41
2012-03-26,186.75
2012-03-27,185.44
2012-03-28,184.24
2012-03-29,183.46
2012-03-30,183.37
2012-04-02,184.1
2012-04-03,183.09
2012-04-04,180.64
2012-04-05,178.51
2012-04-06,177.61
2012-04-09,178.61
2012-04-10,178.08
2012-04-11,177.06
2012-04-12,176.7
2012-04-13,178.51
2012-04-16,181.26
2012-04-17,183.47
2012-04-18,185.76
2012-04-19,187.08
2012-04-20,188.01
2012-04-23,188.57
2012-04-24,189.94
2012-04-25,190.49
2012-04-26,190.74
2012-04-27,190.27
2012-04-30,190.4
2012-05-01,190.47
2012-05-02,191.18
2012-05-03,190.96
2012-05-04,190.29
2012-05-07,190.48
2012-05-08,190.82
2012-05-09,191.51
2012-05-10,189.92
2012-05-11,189.1
2012-05-14,191.03
2012-05-15,191.61
2012-05-16,190.98
2012-05-17,191.1
2012-05-18,192.51
2012-05-21,194.59
2012-05-22,194.28
2012-05-23,195.37
2012-05-24,195.56
2012-05-25,194.63
2012-05-29,195.74
2012-05-30,197.0
2012-05-31,197.31
2012-06-01,197.25
2012-06-02,264.66
2012-06-04,197.62
2012-06-05,196.4
2012-06-06,197.13
2012-06-07,197.42
2012-06-08,196.94
2012-06-11,197.69
2012-06-12,197.48
2012-06-13,197.76
2012-06-14,198.17
2012-06-15,198.0
2012-06-18,197.49
2012-06-19,197.94
2012-06-20,198.0
2012-06-21,197.21
2012-06-22,196.63
2012-06-25,196.43
2012-06-26,197.74
2012-06-27,197.93
2012-06-28,196.12
2012-06-29,194.66
2012-07-02,194.63
2012-07-03,193.22
2012-07-05,193.57
2012-07-06,192.65
2012-07-09,190.51
2012-07-10,188.35
2012-07-11,187.81
2012-07-12,186.03
2012-07-13,183.94
2012-07-16,183.84
2012-07-17,184.45
2012-07-18,182.16
2012-07-19,180.58
2012-07-20,179.31
2012-07-23,178.77
2012-07-24,178.24
2012-07-25,178.09
2012-07-26,178.25
2012-07-27,176.94
2012-07-30,177.62
2012-07-31,177.82
2012-08-01,177.69
2012-08-02,178.15
2012-08-03,178.14
2012-08-06,178.49
2012-08-07,179.9
2012-08-08,181.42
2012-08-09,182.52
2012-08-10,184.95
2012-08-13,186.89
2012-08-14,189.21
2012-08-15,190.52
2012-08-16,191.48
2012-08-17,193.03
2012-08-20,193.85
2012-08-21,193.82
2012-08-22,193.73
2012-08-23,193.83
2012-08-24,192.14
2012-08-27,191.98
2012-08-28,191.91
2012-08-29,190.92
2012-08-30,190.83
2012-08-31,189.62
2012-09-04,190.45
2012-09-05,191.14
2012-09-06,191.56
2012-09-07,190.73
2012-09-08,204.27
2012-09-10,191.32
2012-09-11,191.53
2012-09-12,191.71
2012-09-13,191.4
2012-09-14,191.54
2012-09-17,193.05
2012-09-18,194.27
2012-09-19,194.92
2012-09-20,194.99
2012-09-21,193.34
2012-09-24,192.69
2012-09-25,192.68
2012-09-26,192.45
2012-09-27,192.04
2012-09-28,188.98
2012-10-01,189.19
2012-10-02,190.49
2012-10-03,190.7
2012-10-04,191.35
2012-10-05,189.99
2012-10-08,190.57
2012-10-09,191.2
2012-10-10,190.98
2012-10-11,191.31
2012-10-12,191.67
2012-10-15,193.96
2012-10-16,195.1
2012-10-17,195.71
2012-10-18,196.81
2012-10-19,196.68
2012-10-22,198.35
2012-10-23,198.52
2012-10-24,199.38
2012-10-25,199.37
2012-10-26,196.82
2012-10-29,197.5
2012-10-30,198.17
2012-10-31,194.77
2012-11-01,193.5
2012-11-02,192.74
2012-11-05,193.02
2012-11-06,193.65
2012-11-07,193.93
2012-11-08,193.24
2012-11-09,191.87
2012-11-12,193.3
2012-11-13,193.39
2012-11-14,193.22
2012-11-15,192.93
2012-11-16,193.02
2012-11-19,194.17
2012-11-20,194.28
2012-11-21,194.89
2012-11-23,196.33
2012-11-26,196.11
2012-11-27,195.34
2012-11-28,195.73
2012-11-29,196.03
2012-11-30,195.03
2012-12-03,195.32
2012-12-04,195.05
2012-12-05,194.89
2012-12-06,194.13
2012-12-07,192.95
2012-12-10,194.05
2012-12-11,196.17
2012-12-12,195.78
2012-12-13,194.51
2012-12-14,194.69
2012-12-17,194.86
2012-12-18,193.93
2012-12-19,193.55
2012-12-20,192.06
2012-12-21,193.09
2012-12-26,194.24
2012-12-27,194.26
2012-12-28,193.49
2012-12-31,194.15
2013-01-02,193.94
2013-01-03,194.91
2013-01-04,194.26
2013-01-07,193.49
2013-01-08,193.98
2013-01-09,193.55
2013-01-10,193.81
2013-01-11,194.24
2013-01-14,194.09
2013-01-15,193.46
2013-01-16,193.83
2013-01-17,192.2
2013-01-18,189.84
2013-01-21,189.84
2013-01-22,190.59
2013-01-23,189.78
2013-01-24,188.01
2013-01-25,187.44
2013-01-28,187.61
2013-01-29,186.89
2013-01-30,186.76
2013-01-31,185.32
2013-02-01,182.56
2013-02-04,182.74
2013-02-05,184.31
2013-02-06,183.94
2013-02-07,183.46
2013-02-08,182.12
2013-02-11,182.72
2013-02-12,183.45
2013-02-13,183.68
2013-02-14,183.53
2013-02-15,181.95
2013-02-19,182.47
2013-02-20,182.31
2013-02-21,182.35
2013-02-22,182.89
2013-02-25,183.09
2013-02-26,184.51
2013-02-27,185.57
2013-02-28,186.16
2013-03-01,188.1
2013-03-04,190.96
2013-03-05,193.87
2013-03-06,196.08
2013-03-07,196.9
2013-03-08,197.28
2013-03-11,196.88
2013-03-12,197.28
2013-03-13,197.49
2013-03-14,196.32
2013-03-15,195.76
2013-03-18,195.84
2013-03-19,194.18
2013-03-20,193.41
2013-03-21,192.98
2013-03-22,191.43
2013-03-25,190.58
2013-03-26,190.43
2013-03-27,189.96
2013-03-28,189.07
2013-03-29,189.05
2013-04-01,190.53
2013-04-02,191.42
2013-04-03,191.48
2013-04-04,191.72
2013-04-05,191.32
2013-04-08,190.95
2013-04-09,191.41
2013-04-10,190.95
2013-04-11,190.15
2013-04-12,189.52
2013-04-15,189.89
2013-04-16,190.45
2013-04-17,191.33
2013-04-18,190.79
2013-04-19,190.1
2013-04-22,190.78
2013-04-23,191.41
2013-04-24,191.54
2013-04-25,191.54
2013-04-26,192.89
2013-04-29,194.79
2013-04-30,196.39
2013-05-01,199.49
2013-05-02,200.58
2013-05-03,201.68
2013-05-06,200.26
2013-05-07,201.19
2013-05-08,204.67
2013-05-09,205.49
2013-05-10,204.98
2013-05-13,205.13
2013-05-14,206.09
2013-05-15,207.95
2013-05-16,208.77
2013-05-17,209.51
2013-05-20,210.25
2013-05-21,210.66
2013-05-22,211.2
2013-05-23,211.37
2013-05-24,208.87
2013-05-28,208.54
2013-05-29,209.53
2013-05-30,208.55
2013-05-31,206.65
2013-06-03,206.17
2013-06-04,205.29
2013-06-05,204.4
2013-06-06,203.63
2013-06-07,201.57
2013-06-10,203.18
2013-06-11,202.99
2013-06-12,201.79
2013-06-13,200.63
2013-06-14,199.53
2013-06-17,201.19
2013-06-18,200.24
2013-06-19,198.98
2013-06-20,199.3
2013-06-21,199.39
2013-06-24,199.25
2013-06-25,197.57
2013-06-26,196.51
2013-06-27,197.38
2013-06-28,197.5
2013-07-01,196.64
2013-07-02,197.1
2013-07-03,197.73
2013-07-05,196.34
2013-07-08,194.85
2013-07-09,194.32
2013-07-10,193.07
2013-07-11,192.72
2013-07-12,191.53
2013-07-15,190.7
2013-07-16,190.47
2013-07-17,189.44
2013-07-18,189.3
2013-07-19,189.22
2013-07-22,188.98
2013-07-23,186.34
2013-07-24,186.89
2013-07-25,187.66
2013-07-26,187.15
2013-07-29,186.41
2013-07-30,186.78
2013-07-31,186.32
2013-08-01,186.66
2013-08-02,187.21
2013-08-05,186.46
2013-08-06,187.17
2013-08-07,188.66
2013-08-08,188.31
2013-08-09,188.99
2013-08-12,190.28
2013-08-13,190.32
2013-08-14,192.35
2013-08-15,193.3
2013-08-16,194.39
2013-08-19,195.22
2013-08-20,195.6
2013-08-21,195.46
2013-08-22,195.84
2013-08-23,196.19
2013-08-26,195.8
2013-08-27,196.09
2013-08-28,196.28
2013-08-29,195.71
2013-08-30,195.67
2013-09-03,196.1
2013-09-04,196.56
2013-09-05,195.86
2013-09-06,195.23
2013-09-09,194.33
2013-09-10,193.73
2013-09-11,193.93
2013-09-12,193.85
2013-09-13,192.69
2013-09-16,193.02
2013-09-17,193.01
2013-09-18,193.29
2013-09-19,193.01
2013-09-20,192.39
2013-09-23,193.55
2013-09-24,193.77
2013-09-25,193.59
2013-09-26,193.6
2013-09-27,192.63
2013-09-30,193.25
2013-10-17,196.03
2013-10-18,196.29
2013-10-21,198.29
2013-10-22,199.33
2013-10-23,200.79
2013-10-24,201.07
2013-10-25,200.97
2013-10-28,203.12
2013-10-29,204.24
2013-10-30,205.68
2013-10-31,205.17
2013-11-01,204.6
2013-11-04,205.56
2013-11-05,205.45
2013-11-06,204.56
2013-11-07,203.99
2013-11-08,202.79
2013-11-12,202.26
2013-11-13,203.01
2013-11-14,202.56
2013-11-15,201.16
2013-11-18,200.56
2013-11-19,199.02
2013-11-20,199.34
2013-11-21,198.58
2013-11-22,198.92
2013-11-25,201.32
2013-11-26,201.42
2013-11-27,202.55
