DATE,BR_SOY_CAMPO_NOVO_PRICE
2020-02-28,70.98
2020-03-02,71.79
2020-03-03,72.06
2020-03-04,73.81
2020-03-05,74.39
2020-05-07,89.24
2020-05-08,91.36
2020-05-11,91.48
2020-05-12,91.62
2020-05-13,91.67
2020-05-14,92.76
2020-05-15,92.95
2020-05-18,92.08
2020-05-19,92.34
2020-06-18,93.29
2020-06-19,94.96
2020-06-22,95.84
2020-06-23,91.39
2020-06-24,91.39
2020-06-25,94.38
2020-06-26,98.53
2020-06-29,96.6
2020-06-30,98.49
2020-07-01,98.45
2020-07-02,97.41
2020-07-03,97.41
2020-07-06,97.88
2021-03-31,148.29
2021-04-01,147.38
2021-04-05,147.38
2021-04-06,147.63
2021-04-08,155.6
2021-04-09,155.5
2021-04-12,151.78
2021-04-13,150.83
2021-04-14,154.94
2021-04-15,154.94
2021-04-16,152.41
2021-04-19,154.92
2021-04-20,157.94
2021-04-22,157.93
2021-04-23,157.41
2021-04-26,161.94
2021-04-27,162.27
2021-04-28,154.03
2021-04-29,152.96
2021-04-30,152.42
2021-06-18,134.51
2021-08-10,157.44
2021-09-23,157.11
2021-09-24,157.7
2021-09-27,157.74
2021-09-28,159.23
2021-10-28,151.37
2021-10-29,151.53
2021-11-01,151.57
2021-11-03,148.63
2022-01-28,156.41
2022-01-31,156.41
2022-02-01,162.37
2022-02-02,162.77
2022-02-03,165.66
2022-02-04,166.59
2022-02-07,168.91
2022-02-08,168.91
2022-02-09,169.34
2022-02-10,170.08
2022-02-11,166.58
2022-02-14,164.98
2022-02-15,167.26
2022-02-16,165.83
2022-02-17,165.35
2022-02-18,164.38
2022-02-21,162.54
2022-02-22,162.39
2022-02-23,166.58
2022-02-24,170.24
2022-02-25,170.43
2022-03-02,174.39
2022-03-03,174.43
2022-03-04,171.79
2022-03-07,170.91
2022-03-08,173.76
2022-03-09,173.43
2022-03-10,173.43
2022-03-11,172.12
2022-03-14,171.69
2022-03-15,173.76
2022-03-16,173.76
2022-03-17,173.1
2022-03-18,172.32
2022-03-21,171.72
2022-03-22,170.86
2022-12-08,146.45
2023-06-26,102.81
2023-07-24,113.13
2023-07-25,113.13
2023-07-26,114.45
2023-07-27,115.78
2023-07-28,113.12
2023-07-31,108.25
2023-08-01,106.1
2023-08-02,106.1
2023-08-03,108.1
2023-08-04,107.23
2023-08-07,107.61
2023-08-08,107.46
2023-08-09,107.46
2023-08-10,107.46
2023-08-11,108.79
2023-08-14,109.46
2023-08-15,111.43
2023-08-16,110.78
2023-08-17,110.11
2023-08-18,110.11
2023-08-21,112.76
2023-08-22,111.43
2023-08-23,110.1
2023-08-24,110.1
2023-08-25,112.1
2023-08-28,112.56
2023-08-29,114.04
2023-08-30,113.21
2023-08-31,112.1
2023-09-01,112.48
2023-09-04,112.48
2023-09-05,113.15
2023-09-06,113.59
2023-09-08,113.73
2023-09-11,115.11
2023-09-26,110.84
2023-09-27,111.83
2023-09-28,111.83
2023-09-29,112.49
2023-10-02,111.37
2023-10-03,109.66
2023-10-04,109.09
2023-10-05,111.48
2023-10-06,112.14
2023-10-09,112.14
2023-10-10,110.15
2023-10-11,109.26
2023-10-13,108.96
2023-10-16,109.53
2024-09-03,115.84
2024-10-17,118.82
2024-10-21,120.81
2024-11-27,126.81
2025-03-11,102.82
