DATE,US_CORN_NET_LONG
2023-11-21,-124006.0
2023-11-28,-157148.0
2023-12-05,-110439.0
2023-12-12,-101215.0
2023-12-19,-127570.0
2023-12-26,-127651.0
2024-01-02,-146728.0
2024-01-09,-173033.0
2024-01-16,-219968.0
2024-01-23,-219200.0
2024-01-30,-224832.0
2024-02-06,-229422.0
2024-02-13,-245939.0
2024-02-20,-266067.0
2024-02-27,-232604.0
2024-03-05,-230887.0
2024-03-12,-189030.0
2024-03-19,-175513.0
2024-03-26,-178021.0
2024-04-02,-181336.0
2024-04-09,-190191.0
2024-04-16,-204857.0
2024-04-23,-160168.0
2024-04-30,-143424.0
2024-05-07,-31354.0
2024-05-14,224.0
2024-05-21,-41827.0
2024-05-28,-51632.0
2024-06-04,-119933.0
2024-06-11,-101032.0
2024-06-18,-76711.0
2024-06-25,-169783.0
2024-07-02,-228711.0
2024-07-09,-239941.0
2024-07-16,-238816.0
2024-07-23,-221952.0
2024-07-30,-212442.0
2024-08-06,-151969.0
2024-08-13,-154005.0
2024-08-20,-165296.0
2024-08-27,-148534.0
2024-09-03,-90483.0
2024-09-10,-47760.0
2024-09-17,-66295.0
2024-09-24,-64222.0
2024-10-01,-7193.0
2024-10-08,36071.0
2024-10-15,-5152.0
2024-10-22,17840.0
2024-10-29,83304.0
2024-11-05,102648.0
2024-11-12,177646.0
2024-11-19,163301.0
2024-11-26,136869.0
2024-12-03,137228.0
2024-12-10,224423.0
2024-12-17,221848.0
2024-12-24,225675.0
2024-12-31,290515.0
2025-01-07,319813.0
2025-01-14,348075.0
2025-01-21,392923.0
2025-01-28,443875.0
2025-02-04,462381.0
2025-02-11,424769.0
2025-02-18,468724.0
2025-02-25,441161.0
2025-03-04,335438.0
2025-03-11,268357.0
2025-03-18,239376.0
2025-03-25,200371.0
2025-04-01,166869.0
