DATE,GLOBAL_RICE_PRICE
2007-01-16,10.45
2007-01-17,10.41
2007-01-18,10.37
2007-01-19,10.36
2007-01-22,10.105
2007-01-23,10.27
2007-01-24,10.175
2007-01-25,10.19
2007-01-26,10.22
2007-01-29,10.2
2007-01-30,10.15
2007-01-31,10.105
2007-02-01,10.13
2007-02-02,10.13
2007-02-05,10.12
2007-02-06,10.11
2007-02-07,10.17
2007-02-08,10.155
2007-02-09,10.18
2007-02-12,10.17
2007-02-13,10.15
2007-02-14,10.11
2007-02-15,9.98
2007-02-16,9.96
2007-02-20,9.98
2007-02-21,10.365
2007-02-22,10.3
2007-02-23,10.185
2007-02-26,10.22
2007-02-27,10.045
2007-02-28,10.22
2007-03-01,10.32
2007-03-02,10.3
2007-03-05,10.38
2007-03-06,10.445
2007-03-07,10.4
2007-03-08,10.37
2007-03-09,10.38
2007-03-12,10.48
2007-03-13,10.44
2007-03-14,9.99
2007-03-15,9.9
2007-03-16,10.03
2007-03-19,10.07
2007-03-20,10.1
2007-03-21,10.03
2007-03-22,10.135
2007-03-23,9.79
2007-03-26,9.76
2007-03-27,9.8
2007-03-28,10.05
2007-03-29,10.145
2007-03-30,10.08
2007-04-02,10.22
2007-04-03,10.17
2007-04-04,10.23
2007-04-05,10.25
2007-04-09,10.21
2007-04-10,10.225
2007-04-11,10.09
2007-04-12,9.95
2007-04-13,10.12
2007-04-16,10.16
2007-04-17,10.11
2007-04-18,10.11
2007-04-19,10.07
2007-04-20,10.09
2007-04-23,10.05
2007-04-24,9.96
2007-04-25,10.0
2007-04-26,9.88
2007-04-27,9.98
2007-04-30,9.95
2007-05-01,9.99
2007-05-02,9.96
2007-05-03,10.08
2007-05-04,10.45
2007-05-07,10.45
2007-05-08,10.26
2007-05-09,10.21
2007-05-10,10.17
2007-05-11,10.29
2007-05-14,10.32
2007-05-15,10.49
2007-05-16,10.48
2007-05-17,10.415
2007-05-18,10.115
2007-05-21,10.325
2007-05-22,10.255
2007-05-23,10.27
2007-05-24,10.22
2007-05-25,10.21
2007-05-29,10.19
2007-05-30,10.22
2007-05-31,10.21
2007-06-01,10.19
2007-06-04,10.16
2007-06-05,10.19
2007-06-06,10.11
2007-06-07,10.1
2007-06-08,10.085
2007-06-11,10.42
2007-06-12,10.75
2007-06-13,10.835
2007-06-14,10.745
2007-06-15,10.72
2007-06-18,10.81
2007-06-19,10.62
2007-06-20,10.76
2007-06-21,10.65
2007-06-22,10.64
2007-06-25,10.6
2007-06-26,10.57
2007-06-27,10.52
2007-06-28,10.6
2007-06-29,10.39
2007-07-02,10.33
2007-07-03,10.28
2007-07-05,10.3
2007-07-06,10.31
2007-07-09,10.32
2007-07-10,10.15
2007-07-11,10.14
2007-07-12,10.25
2007-07-13,10.13
2007-07-16,10.35
2007-07-17,10.16
2007-07-18,10.145
2007-07-19,10.41
2007-07-20,10.44
2007-07-23,10.35
2007-07-24,10.39
2007-07-25,10.39
2007-07-26,10.405
2007-07-27,10.33
2007-07-30,10.27
2007-07-31,10.425
2007-08-01,10.565
2007-08-02,10.56
2007-08-03,10.45
2007-08-06,10.5
2007-08-07,10.53
2007-08-08,10.52
2007-08-09,10.42
2007-08-10,10.4
2007-08-13,10.44
2007-08-14,10.5
2007-08-15,10.52
2007-08-16,10.29
2007-08-17,10.36
2007-08-20,10.36
2007-08-21,10.39
2007-08-22,10.56
2007-08-23,10.6
2007-08-24,10.61
2007-08-27,10.57
2007-08-28,10.49
2007-08-29,10.31
2007-08-30,10.69
2007-08-31,10.85
2007-09-04,11.03
2007-09-05,10.92
2007-09-06,10.83
2007-09-07,10.93
2007-09-10,11.08
2007-09-11,11.05
2007-09-12,11.0
2007-09-13,10.93
2007-09-14,10.99
2007-09-17,11.125
2007-09-18,11.31
2007-09-19,11.3
2007-09-20,11.43
2007-09-21,11.52
2007-09-24,11.495
2007-09-25,11.48
2007-09-26,11.6
2007-09-27,11.75
2007-09-28,11.73
2007-10-01,11.71
2007-10-02,11.57
2007-10-03,11.63
2007-10-04,11.67
2007-10-05,11.55
2007-10-08,11.73
2007-10-09,11.705
2007-10-10,11.68
2007-10-11,11.72
2007-10-12,11.64
2007-10-15,11.53
2007-10-16,11.4
2007-10-17,11.46
2007-10-18,11.55
2007-10-19,11.65
2007-10-22,11.56
2007-10-23,11.52
2007-10-24,11.56
2007-10-25,11.6
2007-10-26,11.65
2007-10-29,11.585
2007-10-30,11.54
2007-10-31,11.85
2007-11-01,11.85
2007-11-02,12.2
2007-11-05,12.35
2007-11-06,12.53
2007-11-07,12.36
2007-11-08,12.55
2007-11-09,12.55
2007-11-12,12.4
2007-11-13,12.5
2007-11-14,12.5
2007-11-15,12.89
2007-11-16,12.97
2007-11-19,13.05
2007-11-20,12.97
2007-11-21,13.07
2007-11-23,13.305
2007-11-26,13.21
2007-11-27,13.08
2007-11-28,12.945
2007-11-29,12.97
2007-11-30,12.87
2007-12-03,12.955
2007-12-04,13.04
2007-12-05,13.1
2007-12-06,13.21
2007-12-07,13.38
2007-12-10,13.31
2007-12-11,13.26
2007-12-12,13.28
2007-12-13,13.18
2007-12-14,13.125
2007-12-17,13.22
2007-12-18,13.23
2007-12-19,13.34
2007-12-20,13.4
2007-12-21,13.55
2007-12-24,13.48
2007-12-26,13.56
2007-12-27,13.51
2007-12-28,13.65
2007-12-31,13.55
2008-01-02,13.96
2008-01-03,13.95
2008-01-04,14.005
2008-01-07,13.94
2008-01-08,14.3
2008-01-09,14.2
2008-01-10,14.35
2008-01-11,14.26
2008-01-14,14.28
2008-01-15,14.4
2008-01-16,14.155
2008-01-17,14.14
2008-01-18,14.27
2008-01-22,14.12
2008-01-23,14.03
2008-01-24,14.29
2008-01-25,14.55
2008-01-28,14.575
2008-01-29,14.59
2008-01-30,14.62
2008-01-31,14.82
2008-02-01,15.17
2008-02-04,15.1
2008-02-05,15.065
2008-02-06,15.42
2008-02-07,15.35
2008-02-08,15.65
2008-02-11,15.51
2008-02-12,15.6
2008-02-13,15.95
2008-02-14,16.27
2008-02-15,16.19
2008-02-19,16.34
2008-02-20,16.33
2008-02-21,16.765
2008-02-22,16.66
2008-02-25,16.975
2008-02-26,17.04
2008-02-27,17.07
2008-02-28,17.3
2008-02-29,18.0
2008-03-03,18.27
2008-03-04,17.75
2008-03-05,17.9
2008-03-06,17.79
2008-03-07,17.31
2008-03-10,17.75
2008-03-11,18.5
2008-03-12,18.95
2008-03-13,19.0
2008-03-14,18.3
2008-03-17,17.93
2008-03-18,18.43
2008-03-19,18.025
2008-03-20,18.035
2008-03-24,18.535
2008-03-25,19.035
2008-03-26,19.22
2008-03-27,19.305
2008-03-28,19.675
2008-03-31,19.69
2008-04-01,19.29
2008-04-02,19.79
2008-04-03,20.2
2008-04-04,20.5
2008-04-07,21.0
2008-04-08,20.48
2008-04-09,20.7
2008-04-10,21.105
2008-04-11,20.92
2008-04-14,21.42
2008-04-15,22.17
2008-04-16,22.55
2008-04-17,23.3
2008-04-18,23.71
2008-04-21,23.35
2008-04-22,23.85
2008-04-23,24.46
2008-04-24,23.96
2008-04-25,23.8
2008-04-28,23.3
2008-04-29,22.59
2008-04-30,21.48
2008-05-01,20.355
2008-05-02,20.55
2008-05-05,20.72
2008-05-06,20.82
2008-05-07,21.55
2008-05-08,22.5
2008-05-09,22.69
2008-05-12,22.44
2008-05-13,22.0
2008-05-14,21.39
2008-05-15,20.34
2008-05-16,20.065
2008-05-19,20.3
2008-05-20,20.33
2008-05-21,20.53
2008-05-22,20.85
2008-05-23,20.35
2008-05-27,19.6
2008-05-28,18.45
2008-05-29,18.85
2008-05-30,19.1
2008-06-02,18.8
2008-06-03,19.11
2008-06-04,18.61
2008-06-05,19.36
2008-06-06,19.96
2008-06-09,19.92
2008-06-10,19.42
2008-06-11,19.93
2008-06-12,19.8
2008-06-13,20.3
2008-06-16,20.66
2008-06-17,20.3
2008-06-18,20.3
2008-06-19,20.0
2008-06-20,20.03
2008-06-23,20.37
2008-06-24,19.87
2008-06-25,19.46
2008-06-26,19.0
2008-06-27,18.69
2008-06-30,20.21
2008-07-01,20.21
2008-07-02,20.5
2008-07-03,20.8
2008-07-07,20.6
2008-07-08,19.69
2008-07-09,20.31
2008-07-10,20.95
2008-07-11,19.8
2008-07-14,19.94
2008-07-15,17.8
2008-07-16,17.8
2008-07-17,17.83
2008-07-18,17.8
2008-07-21,17.61
2008-07-22,17.27
2008-07-23,16.77
2008-07-24,16.67
2008-07-25,16.72
2008-07-28,16.8
2008-07-29,16.63
2008-07-30,16.625
2008-07-31,16.58
2008-08-01,16.36
2008-08-04,16.05
2008-08-05,16.2
2008-08-06,15.88
2008-08-07,16.12
2008-08-08,15.96
2008-08-11,16.25
2008-08-12,16.02
2008-08-13,16.52
2008-08-14,16.12
2008-08-15,16.16
2008-08-18,16.655
2008-08-19,17.155
2008-08-20,17.55
2008-08-21,18.05
2008-08-22,18.0
2008-08-25,18.25
2008-08-26,18.47
2008-08-27,18.34
2008-08-28,18.29
2008-08-29,18.9
2008-09-02,18.15
2008-09-03,18.44
2008-09-04,18.76
2008-09-05,18.9
2008-09-08,19.45
2008-09-09,18.81
2008-09-10,18.95
2008-09-11,19.39
2008-09-12,19.2
2008-09-15,19.035
2008-09-16,18.535
2008-09-17,18.67
2008-09-18,18.8
2008-09-19,19.21
2008-09-22,19.71
2008-09-23,20.04
2008-09-24,19.79
2008-09-25,20.18
2008-09-26,19.885
2008-09-29,19.395
2008-09-30,18.895
2008-10-01,18.335
2008-10-02,17.845
2008-10-03,18.345
2008-10-06,17.64
2008-10-07,17.7
2008-10-08,17.3
2008-10-09,16.865
2008-10-10,16.375
2008-10-13,16.255
2008-10-14,15.805
2008-10-15,15.35
2008-10-16,15.415
2008-10-17,15.225
2008-10-20,15.115
2008-10-21,15.02
2008-10-22,14.625
2008-10-23,14.705
2008-10-24,14.415
2008-10-27,14.62
2008-10-28,14.88
2008-10-29,15.38
2008-10-30,15.29
2008-10-31,15.045
2008-11-03,15.145
2008-11-04,15.7
2008-11-05,15.59
2008-11-06,15.24
2008-11-07,15.17
2008-11-10,15.105
2008-11-11,14.76
2008-11-12,14.19
2008-11-13,14.215
2008-11-14,14.315
2008-11-19,13.745
2008-11-20,13.415
2008-11-21,13.315
2008-11-24,13.81
2008-11-25,13.495
2008-11-26,13.595
2008-11-28,13.21
2008-12-01,13.06
2008-12-02,12.99
2008-12-03,13.205
2008-12-04,13.69
2008-12-05,14.13
2008-12-08,14.49
2008-12-09,14.34
2008-12-10,14.08
2008-12-11,14.55
2008-12-12,14.895
2008-12-15,15.045
2008-12-16,15.11
2008-12-17,14.98
2008-12-18,15.0
2008-12-19,14.885
2008-12-22,15.12
2008-12-23,15.115
2008-12-24,15.135
2008-12-26,15.095
2008-12-29,15.43
2008-12-30,15.375
2008-12-31,15.34
2009-01-02,15.295
2009-01-05,15.08
2009-01-06,15.0
2009-01-07,14.87
2009-01-08,14.8
2009-01-09,15.08
2009-01-12,14.56
2009-01-13,13.71
2009-01-14,13.83
2009-01-15,13.51
2009-01-16,13.645
2009-01-20,13.145
2009-01-21,13.025
2009-01-22,12.695
2009-01-23,12.75
2009-01-26,12.455
2009-01-27,12.33
2009-01-28,12.3
2009-01-29,11.8
2009-01-30,11.77
2009-02-02,12.07
2009-02-03,11.985
2009-02-04,12.01
2009-02-05,12.445
2009-02-06,12.785
2009-02-09,13.105
2009-02-10,12.605
2009-02-11,12.555
2009-02-12,12.595
2009-02-13,12.51
2009-02-17,12.08
2009-02-18,12.155
2009-02-19,12.29
2009-02-20,11.985
2009-02-23,12.08
2009-02-24,12.0
2009-02-25,12.34
2009-02-26,12.315
2009-02-27,12.365
2009-03-02,12.17
2009-03-03,12.095
2009-03-04,12.13
2009-03-05,11.945
2009-03-06,12.12
2009-03-09,12.24
2009-03-10,12.655
2009-03-11,12.24
2009-03-12,11.88
2009-03-13,11.5
2009-03-16,11.455
2009-03-17,11.955
2009-03-18,12.09
2009-03-19,12.54
2009-03-20,12.825
2009-03-23,12.685
2009-03-24,12.44
2009-03-25,12.305
2009-03-26,12.615
2009-03-27,12.375
2009-03-30,12.015
2009-03-31,12.41
2009-04-01,12.24
2009-04-02,12.63
2009-04-03,12.78
2009-04-06,12.865
2009-04-07,12.9
2009-04-08,12.895
2009-04-09,13.395
2009-04-13,13.285
2009-04-14,13.3
2009-04-15,13.135
2009-04-16,12.975
2009-04-17,12.835
2009-04-20,12.76
2009-04-21,12.885
2009-04-22,12.825
2009-04-23,12.93
2009-04-24,12.865
2009-04-27,12.72
2009-04-28,12.755
2009-04-29,12.85
2009-04-30,12.9
2009-05-01,13.02
2009-05-04,12.79
2009-05-05,12.78
2009-05-06,12.795
2009-05-07,12.58
2009-05-08,12.45
2009-05-11,12.45
2009-05-12,12.01
2009-05-13,12.015
2009-05-14,11.9
2009-05-15,11.935
2009-05-18,11.99
2009-05-19,11.94
2009-05-20,12.11
2009-05-21,12.125
2009-05-22,12.055
2009-05-26,11.91
2009-05-27,11.975
2009-05-28,12.115
2009-05-29,12.345
2009-06-01,12.57
2009-06-02,12.475
2009-06-03,12.475
2009-06-04,12.76
2009-06-05,12.615
2009-06-08,12.475
2009-06-09,12.955
2009-06-10,12.775
2009-06-11,12.96
2009-06-12,12.925
2009-06-15,12.525
2009-06-16,12.31
2009-06-17,12.07
2009-06-18,12.385
2009-06-19,12.3
2009-06-22,12.15
2009-06-23,12.335
2009-06-24,12.5
2009-06-25,12.33
2009-06-26,12.13
2009-06-29,11.945
2009-06-30,12.23
2009-07-01,12.43
2009-07-02,12.775
2009-07-06,12.44
2009-07-07,12.45
2009-07-08,12.425
2009-07-09,12.5
2009-07-10,12.9
2009-07-13,12.89
2009-07-14,12.885
2009-07-15,12.89
2009-07-16,13.075
2009-07-17,12.97
2009-07-20,13.365
2009-07-21,13.33
2009-07-22,13.445
2009-07-23,13.375
2009-07-24,13.41
2009-07-27,13.775
2009-07-28,13.835
2009-07-29,13.77
2009-07-30,13.745
2009-07-31,13.765
2009-08-03,13.63
2009-08-04,13.815
2009-08-05,13.79
2009-08-06,13.71
2009-08-07,13.865
2009-08-10,13.895
2009-08-11,13.72
2009-08-12,13.385
2009-08-13,13.3
2009-08-14,13.3
2009-08-17,13.285
2009-08-18,13.295
2009-08-19,13.185
2009-08-20,13.19
2009-08-21,13.125
2009-08-24,13.205
2009-08-25,13.22
2009-08-26,13.15
2009-08-27,13.15
2009-08-28,13.51
2009-08-31,13.855
2009-09-01,13.715
2009-09-02,13.625
2009-09-03,13.9
2009-09-04,13.925
2009-09-08,13.74
2009-09-09,13.83
2009-09-10,13.82
2009-09-11,13.33
2009-09-14,13.0
2009-09-15,13.315
2009-09-16,13.27
2009-09-17,13.28
2009-09-18,13.465
2009-09-21,13.46
2009-09-22,13.25
2009-09-23,13.2
2009-09-24,13.06
2009-09-25,13.085
2009-09-28,13.205
2009-09-29,13.305
2009-09-30,13.315
2009-10-01,13.305
2009-10-02,13.105
2009-10-05,13.13
2009-10-06,13.15
2009-10-07,13.225
2009-10-08,13.48
2009-10-09,13.4
2009-10-12,13.795
2009-10-13,13.9
2009-10-14,14.04
2009-10-15,13.795
2009-10-16,13.655
2009-10-19,13.87
2009-10-20,13.565
2009-10-21,13.605
2009-10-22,13.545
2009-10-23,13.43
2009-10-26,13.415
2009-10-27,13.505
2009-10-28,13.915
2009-10-29,14.08
2009-10-30,14.36
2009-11-02,14.79
2009-11-03,14.875
2009-11-04,14.96
2009-11-05,14.965
2009-11-06,14.95
2009-11-09,15.065
2009-11-10,15.17
2009-11-11,14.895
2009-11-12,14.48
2009-11-13,14.67
2009-11-16,15.255
2009-11-17,15.16
2009-11-18,15.2
2009-11-19,15.28
2009-11-20,15.17
2009-11-23,15.23
2009-11-24,15.275
2009-11-25,15.49
2009-11-27,15.4
2009-11-30,15.305
2009-12-01,15.425
2009-12-02,15.41
2009-12-03,15.705
2009-12-04,15.715
2009-12-07,15.6
2009-12-08,15.295
2009-12-09,15.53
2009-12-10,15.61
2009-12-11,15.66
2009-12-14,15.98
2009-12-15,15.86
2009-12-16,15.36
2009-12-17,14.8
2009-12-18,14.945
2009-12-21,14.75
2009-12-22,14.405
2009-12-23,14.795
2009-12-24,14.675
2009-12-28,14.7
2009-12-29,14.57
2009-12-30,14.4
2009-12-31,14.565
2010-01-04,14.81
2010-01-05,14.77
2010-01-06,14.78
2010-01-07,14.715
2010-01-08,14.705
2010-01-11,14.56
2010-01-12,14.13
2010-01-13,13.695
2010-01-14,13.71
2010-01-15,13.975
2010-01-19,13.92
2010-01-20,13.49
2010-01-21,13.88
2010-01-22,14.17
2010-01-25,14.11
2010-01-26,14.11
2010-01-27,14.005
2010-01-28,13.9
2010-01-29,14.2
2010-02-01,14.15
2010-02-02,14.45
2010-02-03,14.375
2010-02-04,14.18
2010-02-05,14.085
2010-02-08,14.295
2010-02-09,14.45
2010-02-10,14.32
2010-02-11,14.365
2010-02-12,14.26
2010-02-16,14.16
2010-02-17,13.66
2010-02-18,13.64
2010-02-19,13.63
2010-02-22,13.5
2010-02-23,13.645
2010-02-24,13.48
2010-02-25,13.3
2010-02-26,13.43
2010-03-01,13.55
2010-03-02,13.39
2010-03-03,13.135
2010-03-04,13.0
2010-03-05,12.825
2010-03-08,12.69
2010-03-09,12.765
2010-03-10,12.445
2010-03-11,12.175
2010-03-12,12.185
2010-03-15,12.485
2010-03-16,12.605
2010-03-17,12.62
2010-03-18,12.62
2010-03-19,12.7
2010-03-22,12.83
2010-03-23,12.745
2010-03-24,12.675
2010-03-25,12.45
2010-03-26,12.46
2010-03-29,12.375
2010-03-30,12.575
2010-03-31,12.215
2010-04-01,12.38
2010-04-05,12.655
2010-04-06,12.975
2010-04-07,12.97
2010-04-08,13.0
2010-04-09,13.19
2010-04-12,13.12
2010-04-13,13.03
2010-04-14,12.955
2010-04-15,12.91
2010-04-16,12.805
2010-04-19,12.62
2010-04-20,12.49
2010-04-21,12.485
2010-04-22,12.34
2010-04-23,12.405
2010-04-26,12.485
2010-04-27,12.26
2010-04-28,12.02
2010-04-29,12.265
2010-04-30,12.355
2010-05-03,12.255
2010-05-04,12.085
2010-05-05,11.91
2010-05-06,11.65
2010-05-07,11.535
2010-05-10,11.69
2010-05-11,11.69
2010-05-12,11.785
2010-05-13,11.7
2010-05-14,11.605
2010-05-17,11.625
2010-05-18,11.625
2010-05-19,11.9
2010-05-20,12.015
2010-05-21,12.2
2010-05-24,12.07
2010-05-25,11.62
2010-05-26,11.715
2010-05-27,11.69
2010-05-28,11.635
2010-06-01,11.56
2010-06-02,11.105
2010-06-03,10.955
2010-06-04,10.835
2010-06-07,10.965
2010-06-08,10.83
2010-06-09,10.58
2010-06-10,10.895
2010-06-11,11.01
2010-06-14,11.17
2010-06-15,10.995
2010-06-16,11.06
2010-06-17,11.035
2010-06-18,11.005
2010-06-21,10.68
2010-06-22,10.845
2010-06-23,10.56
2010-06-24,10.21
2010-06-25,10.06
2010-06-28,9.965
2010-06-29,9.75
2010-06-30,9.43
2010-07-01,9.635
2010-07-02,9.575
2010-07-06,9.665
2010-07-07,9.925
2010-07-08,9.81
2010-07-09,9.805
2010-07-12,9.61
2010-07-13,9.67
2010-07-14,9.645
2010-07-15,9.825
2010-07-16,9.855
2010-07-19,9.995
2010-07-20,9.88
2010-07-21,9.98
2010-07-22,10.135
2010-07-23,10.275
2010-07-26,10.17
2010-07-27,10.01
2010-07-28,10.145
2010-07-29,10.14
2010-07-30,10.555
2010-08-02,10.69
2010-08-03,10.76
2010-08-04,11.03
2010-08-05,10.93
2010-08-06,10.61
2010-08-09,10.355
2010-08-10,10.57
2010-08-11,10.445
2010-08-12,10.79
2010-08-13,11.0
2010-08-16,10.85
2010-08-17,10.905
2010-08-18,10.75
2010-08-19,10.795
2010-08-20,10.91
2010-08-23,11.355
2010-08-24,11.255
2010-08-25,11.26
2010-08-26,11.345
2010-08-27,11.215
2010-08-30,11.22
2010-08-31,11.085
2010-09-01,11.09
2010-09-02,11.225
2010-09-03,11.505
2010-09-07,11.685
2010-09-08,11.58
2010-09-09,11.675
2010-09-10,11.58
2010-09-13,11.655
2010-09-14,11.84
2010-09-15,12.15
2010-09-16,11.875
2010-09-17,12.08
2010-09-20,12.255
2010-09-21,12.14
2010-09-22,12.215
2010-09-23,12.085
2010-09-24,12.36
2010-09-27,12.565
2010-09-28,12.56
2010-09-29,12.42
2010-09-30,12.565
2010-10-01,12.37
2010-10-04,12.215
2010-10-05,12.5
2010-10-06,12.705
2010-10-07,12.795
2010-10-08,13.25
2010-10-11,13.005
2010-10-12,13.385
2010-10-13,13.4
2010-10-14,13.585
2010-10-15,13.59
2010-10-18,13.705
2010-10-19,13.63
2010-10-20,14.105
2010-10-21,14.14
2010-10-22,14.235
2010-10-25,14.67
2010-10-26,14.765
2010-10-27,14.875
2010-10-28,14.77
2010-10-29,14.425
2010-11-01,13.94
2010-11-02,14.01
2010-11-03,14.245
2010-11-04,14.565
2010-11-05,14.7
2010-11-08,14.96
2010-11-09,15.015
2010-11-10,14.51
2010-11-11,14.27
2010-11-12,13.765
2010-11-15,13.775
2010-11-16,13.275
2010-11-17,13.45
2010-11-18,13.82
2010-11-19,13.895
2010-11-22,13.74
2010-11-23,13.4
2010-11-24,13.565
2010-11-26,13.405
2010-11-29,13.425
2010-11-30,13.88
2010-12-01,14.375
2010-12-02,14.44
2010-12-03,14.67
2010-12-06,14.55
2010-12-07,14.165
2010-12-08,13.955
2010-12-09,13.89
2010-12-10,13.925
2010-12-13,14.235
2010-12-14,13.975
2010-12-15,14.025
2010-12-16,13.745
2010-12-17,13.695
2010-12-20,13.75
2010-12-21,13.635
2010-12-22,13.43
2010-12-23,13.395
2010-12-27,13.255
2010-12-28,13.095
2010-12-29,13.595
2010-12-30,13.63
2010-12-31,13.995
2011-01-03,14.185
2011-01-04,13.885
2011-01-05,13.825
2011-01-06,13.655
2011-01-07,13.39
2011-01-10,13.61
2011-01-11,13.365
2011-01-12,13.485
2011-01-13,13.64
2011-01-14,13.695
2011-01-18,14.51
2011-01-19,14.665
2011-01-20,14.705
2011-01-21,14.865
2011-01-24,15.145
2011-01-25,14.75
2011-01-26,15.195
2011-01-27,15.085
2011-01-28,15.01
2011-01-31,15.51
2011-02-01,15.935
2011-02-02,15.96
2011-02-03,16.285
2011-02-04,15.8
2011-02-07,15.545
2011-02-08,15.915
2011-02-09,16.295
2011-02-10,16.16
2011-02-11,15.885
2011-02-14,15.73
2011-02-15,15.23
2011-02-16,14.675
2011-02-17,15.095
2011-02-18,14.75
2011-02-22,14.25
2011-02-23,13.5
2011-02-24,13.48
2011-02-25,13.955
2011-02-28,13.85
2011-03-01,13.85
2011-03-02,13.71
2011-03-03,13.815
2011-03-04,13.91
2011-03-07,13.685
2011-03-08,13.525
2011-03-09,13.295
2011-03-10,12.69
2011-03-11,12.79
2011-03-14,13.19
2011-03-15,12.875
2011-03-16,12.76
2011-03-17,13.26
2011-03-18,13.635
2011-03-21,13.835
2011-03-22,13.855
2011-03-23,14.045
2011-03-24,14.19
2011-03-25,14.295
2011-03-28,13.89
2011-03-29,13.855
2011-03-30,13.78
2011-03-31,13.985
2011-04-01,13.81
2011-04-04,13.915
2011-04-05,14.11
2011-04-06,14.08
2011-04-07,13.625
2011-04-08,13.685
2011-04-11,13.72
2011-04-12,13.37
2011-04-13,13.625
2011-04-14,13.665
2011-04-15,13.635
2011-04-18,13.645
2011-04-19,13.685
2011-04-20,13.905
2011-04-21,13.995
2011-04-25,14.48
2011-04-26,14.35
2011-04-27,14.18
2011-04-28,14.12
2011-04-29,14.805
2011-05-02,14.975
2011-05-03,15.145
2011-05-04,14.6
2011-05-05,13.925
2011-05-06,14.095
2011-05-09,13.945
2011-05-10,13.98
2011-05-11,13.75
2011-05-12,13.785
2011-05-13,13.8
2011-05-16,14.105
2011-05-17,14.39
2011-05-18,14.89
2011-05-19,15.015
2011-05-20,15.1
2011-05-23,15.08
2011-05-24,15.13
2011-05-25,15.175
2011-05-26,15.135
2011-05-27,15.185
2011-05-31,15.06
2011-06-01,14.56
2011-06-02,14.57
2011-06-03,14.475
2011-06-06,14.745
2011-06-07,14.77
2011-06-08,14.775
2011-06-09,14.94
2011-06-10,14.895
2011-06-13,14.61
2011-06-14,14.335
2011-06-15,14.205
2011-06-16,14.005
2011-06-17,13.965
2011-06-20,13.81
2011-06-21,13.815
2011-06-22,13.605
2011-06-23,13.7
2011-06-24,13.45
2011-06-27,13.235
2011-06-28,13.32
2011-06-29,13.265
2011-06-30,13.885
2011-07-01,13.99
2011-07-05,14.385
2011-07-06,14.72
2011-07-07,15.25
2011-07-08,15.32
2011-07-11,14.815
2011-07-12,15.35
2011-07-13,15.755
2011-07-14,15.935
2011-07-15,16.995
2011-07-18,16.82
2011-07-19,16.555
2011-07-20,16.775
2011-07-21,16.855
2011-07-22,16.74
2011-07-25,17.155
2011-07-26,17.21
2011-07-27,16.795
2011-07-28,16.39
2011-07-29,16.115
2011-08-01,16.245
2011-08-02,16.37
2011-08-03,16.345
2011-08-04,16.25
2011-08-05,16.295
2011-08-08,16.27
2011-08-09,16.77
2011-08-10,16.945
2011-08-11,16.865
2011-08-12,16.81
2011-08-15,17.05
2011-08-16,17.06
2011-08-17,17.175
2011-08-18,16.885
2011-08-19,16.745
2011-08-22,16.97
2011-08-23,16.965
2011-08-24,16.855
2011-08-25,16.75
2011-08-26,16.99
2011-08-29,17.23
2011-08-30,17.4
2011-08-31,17.68
2011-09-01,17.685
2011-09-02,17.96
2011-09-06,17.755
2011-09-07,17.91
2011-09-08,17.61
2011-09-09,18.06
2011-09-12,18.17
2011-09-13,17.89
2011-09-14,17.59
2011-09-15,17.925
2011-09-16,17.89
2011-09-19,17.39
2011-09-20,17.195
2011-09-21,17.14
2011-09-22,16.665
2011-09-23,16.485
2011-09-26,16.125
2011-09-27,16.35
2011-09-28,16.28
2011-09-29,16.08
2011-09-30,15.95
2011-10-03,15.99
2011-10-04,15.845
2011-10-05,16.015
2011-10-06,15.93
2011-10-07,15.625
2011-10-10,15.515
2011-10-11,15.98
2011-10-12,16.355
2011-10-13,16.405
2011-10-14,16.625
2011-10-17,16.525
2011-10-18,16.26
2011-10-19,16.45
2011-10-20,16.315
2011-10-21,16.405
2011-10-24,16.905
2011-10-25,17.1
2011-10-26,16.885
2011-10-27,16.94
2011-10-28,16.74
2011-10-31,16.64
2011-11-01,16.54
2011-11-02,16.14
2011-11-03,15.92
2011-11-04,15.895
2011-11-07,15.9
2011-11-08,15.71
2011-11-09,15.285
2011-11-10,15.035
2011-11-11,15.005
2011-11-14,15.05
2011-11-15,15.225
2011-11-16,14.955
2011-11-17,14.715
2011-11-18,14.68
2011-11-21,14.455
2011-11-22,14.31
2011-11-23,14.55
2011-11-25,14.235
2011-11-28,14.145
2011-11-29,14.37
2011-11-30,14.835
2011-12-01,14.775
2011-12-02,14.455
2011-12-05,14.385
2011-12-06,14.595
2011-12-07,14.385
2011-12-08,14.22
2011-12-09,14.01
2011-12-12,13.795
2011-12-13,13.85
2011-12-14,13.65
2011-12-15,13.665
2011-12-16,13.685
2011-12-19,13.875
2011-12-20,13.99
2011-12-21,14.15
2011-12-22,14.05
2011-12-23,13.905
2011-12-27,13.8
2011-12-28,13.75
2011-12-29,14.25
2011-12-30,14.605
2012-01-03,14.395
2012-01-04,14.41
2012-01-05,14.32
2012-01-06,14.46
2012-01-09,14.6
2012-01-10,14.555
2012-01-11,14.58
2012-01-12,14.365
2012-01-13,14.385
2012-01-17,14.805
2012-01-18,14.58
2012-01-19,14.525
2012-01-20,14.535
2012-01-23,14.68
2012-01-24,14.615
2012-01-25,14.59
2012-01-26,14.69
2012-01-27,14.635
2012-01-30,14.455
2012-01-31,14.0
