DATE,BR_CORN_PRICE
2009-10-28,20.97
2009-10-29,21.02
2009-10-30,21.02
2009-11-03,20.95
2009-11-05,20.66
2009-11-09,20.82
2009-11-12,20.56
2009-11-16,20.61
2009-11-17,20.55
2009-11-20,20.19
2009-11-24,20.0
2009-11-25,19.93
2009-11-26,19.86
2009-11-27,19.91
2009-11-30,19.8
2009-12-01,19.74
2009-12-02,19.8
2009-12-04,19.7
2009-12-07,19.69
2009-12-09,19.66
2009-12-10,19.99
2009-12-11,20.02
2009-12-14,19.94
2009-12-15,19.91
2009-12-17,20.34
2009-12-18,20.42
2009-12-23,20.4
2009-12-28,20.29
2010-01-04,20.39
2010-01-05,20.4
2010-01-06,20.25
2010-01-07,20.28
2010-01-08,20.18
2010-01-11,20.19
2010-01-12,19.89
2010-01-13,19.54
2010-01-14,19.69
2010-01-15,19.67
2010-01-18,19.62
2010-01-20,19.4
2010-01-21,19.27
2010-01-22,19.29
2010-01-27,19.2
2010-01-29,19.1
2010-02-01,19.08
2010-02-02,18.97
2010-02-04,18.77
2010-02-05,18.63
2010-02-08,18.62
2010-02-09,18.41
2010-02-10,18.05
2010-02-11,18.12
2010-02-12,18.03
2010-02-17,18.07
2010-02-18,18.02
2010-02-19,18.1
2010-02-22,18.0
2010-02-23,18.09
2010-02-24,18.05
2010-02-26,18.18
2010-03-01,18.14
2010-03-02,18.11
2010-03-03,18.38
2010-03-04,18.44
2010-03-05,18.47
2010-03-09,18.54
2010-03-10,18.58
2010-03-12,18.66
2010-03-15,18.69
2010-03-24,18.58
2010-03-25,18.26
2010-03-26,18.52
2010-03-29,18.2
2010-03-30,18.26
2010-03-31,18.23
2010-04-01,18.31
2010-04-06,18.28
2010-04-07,18.18
2010-04-09,18.25
2010-04-12,18.32
2010-04-13,18.27
2010-04-15,18.18
2010-04-16,18.14
2010-04-19,18.05
2010-04-22,18.16
2010-04-23,18.05
2010-04-26,18.06
2010-04-27,18.04
2010-04-28,18.01
2010-04-29,18.01
2010-04-30,18.04
2010-05-03,17.97
2010-05-04,18.12
2010-05-06,18.19
2010-05-07,18.22
2010-05-10,18.49
2010-05-11,18.61
2010-05-12,18.4
2010-05-13,18.5
2010-05-14,18.63
2010-05-17,18.75
2010-05-18,18.66
2010-05-19,18.75
2010-05-20,18.81
2010-05-21,18.92
2010-05-24,19.02
2010-05-25,18.92
2010-05-27,19.25
2010-05-28,19.22
2010-05-31,19.38
2010-06-01,19.45
2010-06-02,19.7
2010-06-04,19.76
2010-06-07,19.96
2010-06-08,19.98
2010-06-09,19.94
2010-06-10,19.82
2010-06-14,19.89
2010-06-15,19.73
2010-06-16,19.55
2010-06-17,19.41
2010-06-18,19.45
2010-06-21,19.36
2010-06-24,18.79
2010-06-25,18.8
2010-06-29,18.77
2010-06-30,18.74
2010-07-01,18.61
2010-07-02,18.57
2010-07-05,18.55
2010-07-06,18.6
2010-07-07,18.45
2010-07-08,18.23
2010-07-12,18.19
2010-07-13,18.18
2010-07-14,18.41
2010-07-15,18.34
2010-07-16,18.77
2010-07-19,18.98
2010-07-20,19.11
2010-07-21,19.11
2010-07-22,19.14
2010-07-23,19.27
2010-07-26,19.36
2010-07-27,19.43
2010-07-28,19.34
2010-07-29,19.37
2010-07-30,19.57
2010-08-02,19.43
2010-08-03,19.6
2010-08-04,19.71
2010-08-05,19.73
2010-08-06,19.86
2010-08-09,20.13
2010-08-10,20.04
2010-08-11,20.24
2010-08-12,20.16
2010-08-16,20.27
2010-08-17,20.52
2010-08-18,20.52
2010-08-19,20.84
2010-08-20,20.6
2010-08-23,20.85
2010-08-24,20.9
2010-08-25,21.41
2010-08-26,21.61
2010-08-27,21.8
2010-08-30,21.82
2010-08-31,22.13
2010-09-01,22.33
2010-09-02,22.41
2010-09-03,22.79
2010-09-06,23.02
2010-09-08,23.02
2010-09-09,23.59
2010-09-10,23.72
2010-09-13,23.8
2010-09-14,24.01
2010-09-15,24.25
2010-09-17,25.12
2010-09-20,25.13
2010-09-21,26.11
2010-09-22,25.89
2010-09-23,25.25
2010-09-24,26.04
2010-09-27,25.82
2010-09-28,25.66
2010-09-29,24.86
2010-09-30,24.48
2010-10-01,24.29
2010-10-04,23.96
2010-10-05,23.99
2010-10-06,23.96
2010-10-07,23.9
2010-10-08,24.16
2010-10-11,24.15
2010-10-13,25.14
2010-10-14,25.44
2010-10-15,25.33
2010-10-18,25.3
2010-10-19,25.53
2010-10-20,25.4
2010-10-21,25.63
2010-10-22,25.73
2010-10-25,25.75
2010-10-26,26.02
2010-10-27,26.09
2010-10-28,26.52
2010-10-29,26.76
2010-11-01,26.64
2010-11-03,26.89
2010-11-04,27.13
2010-11-05,26.97
2010-11-08,27.3
2010-11-09,27.66
2010-11-10,28.26
2010-11-11,28.67
2010-11-12,28.86
2010-11-16,28.72
2010-11-17,28.81
2010-11-19,28.85
2010-11-22,28.59
2010-11-23,29.09
2010-11-24,29.06
2010-11-26,28.88
2010-11-29,28.86
2010-11-30,28.62
2010-12-01,28.78
2010-12-02,28.72
2010-12-03,28.56
2010-12-06,28.49
2010-12-07,28.34
2010-12-08,28.34
2010-12-09,28.33
2010-12-10,28.36
2010-12-13,28.35
2010-12-14,28.2
2010-12-15,28.3
2010-12-16,28.17
2010-12-17,28.39
2010-12-20,28.51
2010-12-21,28.18
2010-12-22,28.12
2010-12-23,28.18
2010-12-27,28.33
2010-12-28,28.31
2011-01-03,28.23
2011-01-04,28.33
2011-01-05,28.51
2011-01-06,28.71
2011-01-07,28.97
2011-01-10,29.26
2011-01-11,29.39
2011-01-12,29.39
2011-01-13,29.91
2011-01-14,30.12
2011-01-17,30.25
2011-01-18,30.68
2011-01-19,31.23
2011-01-20,31.36
2011-01-21,31.54
2011-01-24,31.38
2011-01-25,31.67
2011-01-26,32.05
2011-01-27,32.15
2011-01-28,32.1
2011-01-31,32.11
2011-02-01,32.24
2011-02-03,32.16
2011-02-04,32.12
2011-02-07,31.93
2011-02-08,31.89
2011-02-09,31.96
2011-02-10,31.9
2011-02-11,31.91
2011-02-14,32.01
2011-02-15,31.73
2011-02-16,31.75
2011-02-17,31.45
2011-02-18,31.14
2011-02-21,31.31
2011-02-22,31.27
2011-02-23,31.32
2011-02-25,31.03
2011-02-28,31.02
2011-03-01,31.22
2011-03-02,30.96
2011-03-04,31.3
2011-03-09,31.39
2011-03-10,31.22
2011-03-11,31.37
2011-03-14,31.39
2011-03-15,31.75
2011-03-16,31.88
2011-03-17,31.72
2011-03-18,31.85
2011-03-21,31.86
2011-03-22,31.76
2011-03-23,31.75
2011-03-24,31.66
2011-03-25,31.51
2011-03-28,31.52
2011-03-29,30.98
2011-03-30,30.91
2011-03-31,30.88
2011-04-01,30.78
2011-04-04,30.8
2011-04-05,30.53
2011-04-06,30.15
2011-04-07,30.24
2011-04-08,30.38
2011-04-11,30.44
2011-04-13,30.15
2011-04-14,30.15
2011-04-15,30.1
2011-04-18,29.95
2011-04-19,29.49
2011-04-20,29.25
2011-04-25,29.51
2011-04-26,29.44
2011-04-27,28.84
2011-04-28,29.0
2011-04-29,29.27
2011-05-02,28.61
2011-05-03,28.62
2011-05-04,28.38
2011-05-05,28.44
2011-05-06,28.2
2011-05-09,28.19
2011-05-10,28.28
2011-05-11,28.16
2011-05-12,28.06
2011-05-13,28.14
2011-05-16,28.42
2011-05-17,28.66
2011-05-18,28.45
2011-05-19,28.61
2011-05-20,28.51
2011-05-23,28.88
2011-05-24,29.19
2011-05-25,29.27
2011-05-26,29.22
2011-05-27,29.57
2011-05-30,29.51
2011-05-31,29.8
2011-06-01,29.89
2011-06-02,30.25
2011-06-03,30.3
2011-06-06,30.65
2011-06-07,30.87
2011-06-08,31.02
2011-06-09,31.24
2011-06-10,31.33
2011-06-13,31.19
2011-06-14,31.22
2011-06-15,31.37
2011-06-16,31.2
2011-06-17,31.21
2011-06-20,31.01
2011-06-21,30.72
2011-06-22,30.43
2011-06-24,30.55
2011-06-27,30.23
2011-06-28,30.02
2011-06-29,30.33
2011-06-30,30.64
2011-07-01,31.08
2011-07-04,30.73
2011-07-05,30.92
2011-07-06,30.98
2011-07-07,30.86
2011-07-08,30.67
2011-07-11,30.3
2011-07-12,30.31
2011-07-13,30.23
2011-07-14,29.85
2011-07-15,29.97
2011-07-18,29.86
2011-07-19,29.71
2011-07-20,30.08
2011-07-21,30.13
2011-07-22,30.3
2011-07-25,30.14
2011-07-26,30.06
2011-07-27,30.13
2011-07-28,30.0
2011-07-29,30.17
2011-08-01,29.92
2011-08-02,30.0
2011-08-03,30.23
2011-08-04,30.14
2011-08-05,30.11
2011-08-08,30.18
2011-08-09,30.2
2011-08-10,30.13
2011-08-11,30.0
2011-08-12,29.88
2011-08-15,30.05
2011-08-16,30.11
2011-08-17,30.3
2011-08-18,30.06
2011-08-19,30.01
2011-08-22,30.02
2011-08-23,30.04
2011-08-24,30.1
2011-08-25,30.34
2011-08-26,30.55
2011-08-29,30.48
2011-08-30,30.75
2011-08-31,31.01
2011-09-01,31.17
2011-09-02,31.25
2011-09-05,31.33
2011-09-06,31.54
2011-09-08,31.61
2011-09-09,31.67
2011-09-12,31.72
2011-09-13,31.54
2011-09-14,31.83
2011-09-15,31.95
2011-09-16,32.35
2011-09-21,32.24
2011-09-22,32.47
2011-09-23,32.27
2011-09-26,32.36
2011-09-27,32.4
2011-09-28,32.33
2011-09-29,31.99
2011-09-30,31.75
2011-10-03,31.74
2011-10-04,31.62
2011-10-05,31.51
2011-10-06,31.04
2011-10-07,31.37
2011-10-10,31.41
2011-10-11,31.25
2011-10-13,30.97
2011-10-14,30.78
2011-10-17,29.97
2011-10-18,29.92
2011-10-19,29.89
2011-10-20,29.64
2011-10-21,29.89
2011-10-24,30.12
2011-10-25,30.52
2011-10-26,30.76
2011-10-27,30.76
2011-10-28,30.74
2011-10-31,31.08
2011-11-01,30.79
2011-11-03,30.75
2011-11-04,31.06
2011-11-07,31.09
2011-11-08,31.27
2011-11-09,31.18
2011-11-10,31.12
2011-11-11,30.85
2011-11-14,30.87
2011-11-16,30.68
2011-11-17,30.17
2011-11-18,29.99
2011-11-21,29.78
2011-11-22,29.0
2011-11-23,28.77
2011-11-24,28.04
2011-11-25,27.4
2011-11-28,27.27
2011-11-29,28.23
2011-11-30,27.91
2011-12-01,27.83
2011-12-02,27.45
2011-12-05,27.27
2011-12-06,27.61
2011-12-07,27.62
2011-12-08,27.26
2011-12-12,27.04
2011-12-13,27.14
2011-12-14,27.66
2011-12-15,27.78
2011-12-16,28.04
2011-12-19,28.43
2011-12-20,28.52
2011-12-21,28.8
2011-12-22,29.12
2011-12-23,29.12
2011-12-26,28.87
2011-12-27,29.69
2011-12-28,29.69
2011-12-29,29.87
2012-01-02,29.87
2012-01-03,30.32
2012-01-04,30.64
2012-01-05,30.95
2012-01-06,30.93
2012-01-09,30.93
2012-01-10,31.15
2012-01-11,31.36
2012-01-12,31.49
2012-01-13,31.53
2012-01-16,31.43
2012-01-17,31.31
2012-01-18,31.19
2012-01-19,31.21
2012-01-20,31.39
2012-01-23,31.21
2012-01-24,31.37
2012-01-25,31.43
2012-01-26,31.21
2012-01-27,31.09
2012-01-30,31.16
2012-01-31,30.53
2012-02-01,29.67
2012-02-02,29.17
2012-02-03,28.74
2012-02-06,28.69
2012-02-07,28.39
2012-02-08,28.37
2012-02-09,28.01
2012-02-10,28.12
2012-02-13,28.19
2012-02-14,28.13
2012-02-15,27.93
2012-02-16,27.7
2012-02-17,28.05
2012-02-22,28.01
2012-02-23,28.09
2012-02-24,28.34
2012-02-27,28.5
2012-02-28,28.7
2012-02-29,28.76
2012-03-01,28.92
2012-03-02,29.04
2012-03-05,29.19
2012-03-06,29.36
2012-03-07,29.47
2012-03-08,29.55
2012-03-09,29.57
2012-03-12,29.56
2012-03-13,29.44
2012-03-14,29.49
2012-03-15,29.41
2012-03-16,29.55
2012-03-19,29.31
2012-03-20,29.19
2012-03-21,28.79
2012-03-22,28.69
2012-03-23,28.55
2012-03-26,28.49
2012-03-27,28.16
2012-03-28,27.17
2012-03-29,27.43
2012-03-30,27.16
2012-04-02,27.1
2012-04-03,26.96
2012-04-04,26.81
2012-04-05,27.03
2012-04-09,27.0
2012-04-10,26.74
2012-04-11,26.79
2012-04-12,26.36
2012-04-13,26.26
2012-04-16,25.76
2012-04-17,25.68
2012-04-18,25.34
2012-04-19,25.15
2012-04-20,25.07
2012-04-23,25.27
2012-04-24,24.91
2012-04-25,24.74
2012-04-26,24.47
2012-04-27,24.71
2012-04-30,24.39
2012-05-02,24.57
2012-05-03,24.52
2012-05-04,24.5
2012-05-07,24.68
2012-05-08,24.74
2012-05-09,24.73
2012-05-10,24.68
2012-05-11,24.89
2012-05-14,24.97
2012-05-15,25.12
2012-05-16,25.15
2012-05-17,25.12
2012-05-18,25.03
2012-05-21,25.08
2012-05-22,25.18
2012-05-23,25.26
2012-05-24,25.18
2012-05-25,25.11
2012-05-28,25.01
2012-05-29,25.01
2012-05-30,24.95
2012-05-31,24.62
2012-06-01,24.57
2012-06-04,24.46
2012-06-05,24.57
2012-06-06,24.69
2012-06-08,24.75
2012-06-11,24.4
2012-06-12,24.17
2012-06-13,24.17
2012-06-15,23.84
2012-06-18,23.8
2012-06-19,23.71
2012-06-20,23.92
2012-06-21,23.92
2012-06-22,23.86
2012-06-25,23.87
2012-06-26,23.88
2012-06-27,23.8
2012-06-28,23.93
2012-06-29,24.07
2012-07-02,24.15
2012-07-03,24.34
2012-07-04,24.64
2012-07-05,24.52
2012-07-06,24.51
2012-07-10,25.59
2012-07-11,25.4
2012-07-12,27.33
2012-07-13,29.1
2012-07-16,28.75
2012-07-17,30.18
2012-07-18,29.8
2012-07-19,30.32
2012-07-20,31.18
2012-07-23,31.96
2012-07-24,32.7
2012-07-25,32.96
2012-07-26,32.84
2012-07-27,32.81
2012-07-30,32.87
2012-07-31,33.18
2012-08-01,33.44
2012-08-02,33.5
2012-08-03,33.58
2012-08-06,33.42
2012-08-07,33.49
2012-08-08,33.62
2012-08-09,33.44
2012-08-10,33.35
2012-08-13,33.61
2012-08-14,33.6
2012-08-15,33.19
2012-08-16,33.09
2012-08-17,33.1
2012-08-20,32.92
2012-08-21,32.97
2012-08-22,32.75
2012-08-23,33.03
2012-08-24,33.1
2012-08-27,33.18
2012-08-28,32.96
2012-08-29,33.13
2012-08-30,33.14
2012-08-31,33.03
2012-09-03,33.04
2012-09-04,32.92
2012-09-05,32.91
2012-09-06,32.96
2012-09-10,32.93
2012-09-11,33.36
2012-09-12,32.95
2012-09-13,32.57
2012-09-14,32.29
2012-09-17,32.34
2012-09-18,32.22
2012-09-19,32.1
2012-09-20,32.06
2012-09-21,31.81
2012-09-24,31.63
2012-09-25,31.31
2012-09-26,31.1
2012-09-27,30.95
2012-09-28,30.9
2012-10-01,31.03
2012-10-02,30.8
2012-10-03,30.54
2012-10-04,30.82
2012-10-05,30.78
2012-10-08,30.71
2012-10-09,30.7
2012-10-10,31.01
2012-10-11,31.06
2012-10-15,31.22
2012-10-16,30.83
2012-10-17,31.1
2012-10-18,31.26
2012-10-19,31.22
2012-10-22,31.32
2012-10-23,31.55
2012-10-24,31.92
2012-10-25,32.12
2012-10-26,32.31
2012-10-29,32.32
2012-10-30,32.55
2012-10-31,32.59
2012-11-01,33.05
2012-11-05,33.08
2012-11-06,33.32
2012-11-07,33.39
2012-11-08,33.53
2012-11-09,33.58
2012-11-12,33.61
2012-11-13,33.89
2012-11-14,34.05
2012-11-16,33.97
2012-11-19,34.1
2012-11-20,34.09
2012-11-21,34.17
2012-11-22,34.21
2012-11-23,34.26
2012-11-26,34.42
2012-11-27,34.55
2012-11-28,35.42
2012-11-29,35.43
2012-11-30,35.67
2012-12-03,35.87
2012-12-04,35.9
2012-12-05,35.53
2012-12-06,35.51
2012-12-07,35.24
2012-12-10,35.2
2012-12-11,35.15
2012-12-12,34.76
2012-12-13,34.73
2012-12-14,34.74
2012-12-17,34.81
2012-12-18,34.84
2012-12-19,34.78
2012-12-20,34.59
2012-12-21,34.5
2012-12-26,34.43
2012-12-27,34.42
2012-12-28,34.3
2013-01-02,34.12
2013-01-03,33.88
2013-01-04,33.7
2013-01-07,33.54
2013-01-08,33.38
2013-01-09,33.16
2013-01-10,32.94
2013-01-11,32.68
2013-01-14,32.68
2013-01-15,32.45
2013-01-16,32.42
2013-01-17,32.58
2013-01-18,32.6
2013-01-21,32.37
2013-01-22,32.86
2013-01-23,32.73
2013-01-24,32.5
2013-01-25,32.19
2013-01-28,32.03
2013-01-29,31.97
2013-01-30,31.9
2013-01-31,31.91
2013-02-01,31.91
2013-02-04,31.84
2013-02-05,32.1
2013-02-06,32.27
2013-02-07,32.53
2013-02-08,32.61
2013-02-13,32.87
2013-02-14,32.8
2013-02-15,32.34
2013-02-18,32.3
2013-02-19,32.13
2013-02-20,32.01
2013-02-21,32.25
2013-02-22,32.34
2013-02-25,32.45
2013-02-26,32.51
2013-02-27,32.53
2013-02-28,32.38
2013-03-01,32.23
2013-03-04,32.35
2013-03-05,32.19
2013-03-06,32.07
2013-03-07,31.85
2013-03-08,31.69
2013-03-11,31.67
2013-03-12,31.21
2013-03-13,31.13
2013-03-14,30.69
2013-03-15,30.69
2013-03-18,30.37
2013-03-19,30.16
2013-03-20,29.89
2013-03-22,29.5
2013-03-25,29.46
2013-03-26,29.26
2013-03-27,29.07
2013-03-28,29.07
2013-04-01,28.46
2013-04-02,28.22
2013-04-03,28.07
2013-04-04,27.6
2013-04-05,27.59
2013-04-08,27.78
2013-04-09,27.28
2013-04-10,27.01
2013-04-11,26.8
2013-04-12,26.71
2013-04-15,26.48
2013-04-16,26.15
2013-04-17,25.8
2013-04-18,25.67
2013-04-19,25.73
2013-04-22,25.51
2013-04-23,25.11
2013-04-24,25.22
2013-04-25,25.14
2013-04-26,24.91
2013-04-29,24.79
2013-04-30,24.91
2013-05-02,25.1
2013-05-03,25.28
2013-05-06,25.28
2013-05-07,25.49
2013-05-08,25.5
2013-05-09,25.52
2013-05-10,25.65
2013-05-13,25.72
2013-05-14,25.86
2013-05-15,26.14
2013-05-16,26.16
2013-05-17,26.33
2013-05-20,26.29
2013-05-21,26.5
2013-05-22,26.2
2013-05-23,26.45
2013-05-24,26.53
2013-05-27,26.44
2013-05-28,26.5
2013-05-29,26.74
2013-05-31,26.65
2013-06-03,27.19
2013-06-04,27.31
2013-06-05,27.4
2013-06-06,27.24
2013-06-07,27.26
2013-06-10,27.01
2013-06-11,26.51
2013-06-12,26.43
2013-06-13,26.33
2013-06-14,26.31
2013-06-17,26.15
2013-06-18,26.0
2013-06-19,25.82
2013-06-20,25.73
2013-06-21,25.82
2013-06-24,25.93
2013-06-25,26.23
2013-06-26,26.09
2013-06-27,26.16
2013-06-28,26.16
2013-07-01,26.15
2013-07-02,26.16
2013-07-03,26.07
2013-07-04,25.84
2013-07-05,25.74
2013-07-08,25.72
2013-07-10,25.23
2013-07-11,25.24
2013-07-12,25.17
2013-07-15,24.74
2013-07-16,24.64
2013-07-17,24.75
2013-07-18,24.72
2013-07-19,24.67
2013-07-22,24.52
2013-07-23,24.32
2013-07-24,24.3
2013-07-25,24.58
2013-07-26,24.53
2013-07-29,24.36
2013-07-30,24.22
2013-07-31,24.22
2013-08-01,23.87
2013-08-02,23.75
2013-08-05,23.76
2013-08-06,23.58
2013-08-07,23.46
2013-08-08,23.36
2013-08-09,23.28
2013-08-12,23.14
2013-08-13,23.22
2013-08-14,23.18
2013-08-15,23.05
2013-08-16,23.16
2013-08-19,23.62
2013-08-20,24.11
2013-08-21,24.35
2013-08-22,24.88
2013-08-23,24.77
2013-08-26,24.96
2013-08-27,25.12
2013-08-28,25.47
2013-08-29,25.32
2013-08-30,25.38
2013-09-02,25.52
2013-09-03,25.69
2013-09-04,25.75
2013-09-05,25.77
2013-09-06,25.85
2013-09-09,25.68
2013-09-10,25.5
2013-09-11,25.28
2013-09-12,25.27
2013-09-13,25.34
2013-09-16,25.22
2013-09-17,24.74
2013-09-18,24.85
2013-09-19,24.9
2013-09-20,24.82
2013-09-23,24.64
2013-09-24,24.29
2013-09-25,24.33
2013-09-26,24.34
2013-09-27,24.42
2013-09-30,24.31
2013-10-01,23.9
2013-10-02,23.81
2013-10-03,23.74
2013-10-04,23.66
2013-10-07,23.68
2013-10-08,23.63
2013-10-09,23.51
2013-10-10,23.36
2013-10-11,23.56
2013-10-14,23.52
2013-10-15,23.67
2013-10-16,23.66
2013-10-17,23.89
2013-10-18,23.91
2013-10-21,24.22
2013-10-22,24.34
2013-10-23,24.8
2013-10-24,25.11
2013-10-25,24.95
2013-10-28,25.09
2013-10-29,24.94
2013-10-30,25.14
2013-10-31,24.77
2013-11-01,24.77
2013-11-04,24.78
2013-11-05,24.98
2013-11-06,24.99
2013-11-07,24.98
2013-11-08,24.97
2013-11-11,24.97
2013-11-12,25.3
2013-11-13,25.78
2013-11-14,25.79
2013-11-18,25.75
2013-11-19,25.77
2013-11-20,25.72
2013-11-21,25.99
2013-11-22,25.97
2013-11-25,25.62
2013-11-26,26.25
2013-11-27,26.49
2013-11-28,26.53
2013-11-29,26.45
2013-12-02,26.28
2013-12-03,26.44
2013-12-04,26.34
2013-12-05,26.3
2013-12-09,26.56
2013-12-10,26.36
2013-12-11,26.32
2013-12-12,26.29
2013-12-13,26.26
2013-12-16,26.25
2013-12-17,26.36
2013-12-18,26.42
2013-12-19,26.55
2013-12-20,26.68
2013-12-23,26.69
2013-12-26,26.74
2013-12-27,26.79
2013-12-30,26.54
2014-01-02,26.64
2014-01-03,27.0
2014-01-06,27.29
2014-01-07,27.49
2014-01-08,27.16
2014-01-09,27.17
2014-01-10,27.17
2014-01-13,27.32
2014-01-14,27.35
2014-01-15,27.3
2014-01-16,27.07
2014-01-17,27.02
2014-01-20,26.81
2014-01-21,26.65
2014-01-22,26.59
2014-01-23,26.47
2014-01-24,26.04
2014-01-27,26.16
2014-01-28,26.24
2014-01-29,26.22
2014-01-30,26.46
2014-01-31,26.65
2014-02-03,26.91
2014-02-04,27.41
2014-02-05,28.06
2014-02-06,28.52
2014-02-07,28.31
2014-02-10,28.37
2014-02-11,28.93
2014-02-12,29.51
2014-02-13,29.7
2014-02-14,30.11
2014-02-17,30.13
2014-02-18,30.96
2014-02-19,31.76
2014-02-20,32.51
2014-02-21,33.13
2014-02-24,33.15
2014-02-25,33.62
2014-02-26,33.74
2014-02-27,33.68
2014-02-28,33.95
2014-03-05,33.85
2014-03-06,33.82
2014-03-07,34.03
2014-03-10,34.16
2014-03-11,34.11
2014-03-12,33.85
2014-03-13,33.64
2014-03-14,33.51
2014-03-17,33.37
2014-03-18,32.97
2014-03-19,32.78
2014-03-20,32.2
2014-03-21,31.9
2014-03-24,31.97
2014-03-25,31.88
2014-03-26,31.55
2014-03-27,31.67
2014-03-28,31.44
2014-03-31,31.34
2014-04-01,31.32
2014-04-02,31.26
2014-04-03,31.29
2014-04-04,31.33
2014-04-07,31.24
2014-04-08,31.28
2014-04-09,31.44
2014-04-10,31.28
2014-04-11,31.32
2014-04-14,31.26
2014-04-15,31.53
2014-04-16,31.32
2014-04-17,31.18
2014-04-22,31.56
2014-04-23,31.33
2014-04-24,31.01
2014-04-25,30.95
2014-04-28,30.73
2014-04-29,30.48
2014-04-30,30.49
2014-05-02,30.4
2014-05-05,30.39
2014-05-06,30.34
2014-05-07,29.62
2014-05-08,29.54
2014-05-09,29.41
2014-05-12,29.48
2014-05-13,28.85
2014-05-14,28.96
2014-05-15,28.75
2014-05-16,28.35
2014-05-19,28.43
2014-05-20,28.02
2014-05-21,28.01
2014-05-22,27.95
2014-05-23,28.0
2014-05-26,27.88
2014-05-27,27.88
2014-05-28,28.03
2014-05-29,27.74
2014-05-30,27.71
2014-06-02,27.78
2014-06-03,27.71
2014-06-04,27.33
2014-06-05,27.28
2014-06-06,27.11
2014-06-09,27.03
2014-06-10,26.87
2014-06-11,26.67
2014-06-12,26.66
2014-06-13,26.42
2014-06-16,26.24
2014-06-17,26.23
2014-06-18,25.93
2014-06-20,25.9
2014-06-23,25.91
2014-06-24,25.52
2014-06-25,25.48
2014-06-26,25.18
2014-06-27,25.16
2014-06-30,25.16
2014-07-01,24.46
2014-07-02,24.89
2014-07-03,24.66
2014-07-04,24.73
2014-07-07,24.39
2014-07-08,24.48
2014-07-10,24.35
2014-07-11,24.28
2014-07-14,23.98
2014-07-15,23.91
2014-07-16,23.84
2014-07-17,23.55
2014-07-18,23.43
2014-07-21,23.1
2014-07-22,22.99
2014-07-23,22.88
2014-07-24,22.91
2014-07-25,22.71
2014-07-28,22.77
2014-07-29,22.69
2014-07-30,22.73
2014-07-31,22.73
2014-08-04,22.88
2014-08-05,22.72
2014-08-06,23.2
2014-08-07,23.41
2014-08-08,23.22
2014-08-11,23.21
2014-08-12,23.21
2014-08-13,23.1
2014-08-14,22.97
2014-08-15,22.91
2014-08-18,22.85
2014-08-19,22.8
2014-08-20,22.79
2014-08-21,22.66
2014-08-22,22.64
2014-08-25,22.73
2014-08-26,22.82
2014-08-27,22.79
2014-08-28,22.65
2014-08-29,22.59
2014-09-01,22.51
2014-09-02,22.31
2014-09-03,22.22
2014-09-04,21.93
2014-09-05,21.93
2014-09-08,21.87
2014-09-09,21.76
2014-09-10,21.8
2014-09-11,21.98
2014-09-12,21.84
2014-09-15,21.99
2014-09-16,21.89
2014-09-17,22.03
2014-09-18,21.99
2014-09-19,21.94
2014-09-22,21.95
2014-09-23,22.1
2014-09-24,22.09
2014-09-25,22.11
2014-09-26,22.11
2014-09-29,22.16
2014-09-30,22.02
2014-10-01,21.78
2014-10-02,21.91
2014-10-03,21.98
2014-10-06,21.94
2014-10-07,21.79
2014-10-08,22.04
2014-10-09,22.07
2014-10-10,22.0
2014-10-13,22.39
2014-10-14,22.87
2014-10-15,22.78
2014-10-16,22.82
2014-10-17,23.74
2014-10-20,23.83
2014-10-21,24.57
2014-10-22,24.66
2014-10-23,24.96
2014-10-24,25.1
2014-10-27,25.37
2014-10-28,25.99
2014-10-29,26.17
2014-10-30,26.35
2014-10-31,26.21
2014-11-03,26.53
2014-11-04,26.44
2014-11-05,26.77
2014-11-06,26.58
2014-11-07,26.81
2014-11-10,26.93
2014-11-11,27.29
2014-11-12,27.77
2014-11-13,27.55
2014-11-14,27.84
2014-11-17,27.92
2014-11-18,28.58
2014-11-19,28.75
2014-11-20,28.4
2014-11-21,28.36
2014-11-24,28.69
2014-11-25,28.43
2014-11-26,28.07
2014-11-27,27.93
2014-11-28,27.52
2014-12-01,27.1
2014-12-02,26.76
2014-12-03,26.78
2014-12-04,26.71
2014-12-05,26.61
2014-12-08,26.69
2014-12-09,26.74
2014-12-10,26.95
2014-12-11,27.24
2014-12-12,27.44
2014-12-15,27.93
2014-12-16,28.11
2014-12-17,28.09
2014-12-18,28.4
2014-12-19,28.49
2014-12-22,28.54
2014-12-23,28.67
2014-12-26,28.66
2014-12-29,28.72
2014-12-30,28.75
2015-01-02,28.72
2015-01-05,28.55
2015-01-06,28.2
2015-01-07,28.1
2015-01-08,28.04
2015-01-09,27.95
2015-01-12,27.62
2015-01-13,27.6
2015-01-14,27.46
2015-01-15,27.48
2015-01-16,27.25
2015-01-19,27.23
2015-01-20,27.29
2015-01-21,27.1
2015-01-22,26.87
2015-01-23,26.79
2015-01-26,26.77
2015-01-27,26.62
2015-01-28,26.56
2015-01-29,26.62
2015-01-30,26.78
2015-02-02,26.85
2015-02-03,26.94
2015-02-04,27.13
2015-02-05,27.6
2015-02-06,27.65
2015-02-09,27.64
2015-02-10,27.62
2015-02-11,27.63
2015-02-12,27.72
2015-02-13,27.97
2015-02-18,28.04
2015-02-19,28.18
2015-02-20,28.35
2015-02-23,28.77
2015-02-24,28.84
2015-02-25,28.94
2015-02-26,29.03
