watershed_desc,begin_code,location_desc,domain_desc,state_ansi,Value,region_desc,zip_5,short_desc,congr_district_code,end_code,agg_level_desc,sector_desc,commodity_desc,state_name,county_ansi,CV (%),reference_period_desc,country_name,country_code,group_desc,unit_desc,asd_code,watershed_code,util_practice_desc,prodn_practice_desc,week_ending,asd_desc,source_desc,domaincat_desc,class_desc,county_code,county_name,freq_desc,state_fips_code,load_time,state_alpha,year,statisticcat_desc
,34,US TOTAL,TOTAL,,"246,394,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,34,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #34,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2022-08-27,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2024-04-02 15:00:00.000,US,2022,EGGS SET
,35,US TOTAL,TOTAL,,"240,657,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,35,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #35,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2022-09-03,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2024-04-02 15:00:00.000,US,2022,EGGS SET
,36,US TOTAL,TOTAL,,"239,969,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,36,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #36,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2022-09-10,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2024-04-02 15:00:00.000,US,2022,EGGS SET
,37,US TOTAL,TOTAL,,"237,952,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,37,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #37,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2022-09-17,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2024-04-02 15:00:00.000,US,2022,EGGS SET
,38,US TOTAL,TOTAL,,"242,701,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,38,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #38,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2022-09-24,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2024-04-02 15:00:00.000,US,2022,EGGS SET
,39,US TOTAL,TOTAL,,"238,878,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,39,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #39,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2022-10-01,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2024-04-02 15:00:00.000,US,2022,EGGS SET
,40,US TOTAL,TOTAL,,"237,012,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,40,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #40,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2022-10-08,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2024-04-02 15:00:00.000,US,2022,EGGS SET
,41,US TOTAL,TOTAL,,"237,419,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,41,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #41,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2022-10-15,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2024-04-02 15:00:00.000,US,2022,EGGS SET
,42,US TOTAL,TOTAL,,"237,281,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,42,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #42,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2022-10-22,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2024-04-02 15:00:00.000,US,2022,EGGS SET
,43,US TOTAL,TOTAL,,"235,002,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,43,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #43,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2022-10-29,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2024-04-02 15:00:00.000,US,2022,EGGS SET
,44,US TOTAL,TOTAL,,"232,439,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,44,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #44,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2022-11-05,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2024-04-02 15:00:00.000,US,2022,EGGS SET
,45,US TOTAL,TOTAL,,"238,231,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,45,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #45,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2022-11-12,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2024-04-02 15:00:00.000,US,2022,EGGS SET
,46,US TOTAL,TOTAL,,"241,659,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,46,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #46,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2022-11-19,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2024-04-02 15:00:00.000,US,2022,EGGS SET
,47,US TOTAL,TOTAL,,"239,539,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,47,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #47,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2022-11-26,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2024-04-02 15:00:00.000,US,2022,EGGS SET
,48,US TOTAL,TOTAL,,"241,237,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,48,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #48,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2022-12-03,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2024-04-02 15:00:00.000,US,2022,EGGS SET
,49,US TOTAL,TOTAL,,"240,671,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,49,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #49,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2022-12-10,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2024-04-02 15:00:00.000,US,2022,EGGS SET
,50,US TOTAL,TOTAL,,"240,366,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,50,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #50,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2022-12-17,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2024-04-02 15:00:00.000,US,2022,EGGS SET
,51,US TOTAL,TOTAL,,"240,691,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,51,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #51,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2022-12-24,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2024-04-02 15:00:00.000,US,2022,EGGS SET
,52,US TOTAL,TOTAL,,"237,943,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,52,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #52,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2022-12-31,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2024-04-02 15:00:00.000,US,2022,EGGS SET
,00,US TOTAL,TOTAL,,"12,333,762,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,00,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,YEAR,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,,,SURVEY,NOT SPECIFIED,BROILERS,,,ANNUAL,99,2024-04-02 15:00:00.000,US,2021,EGGS SET
,01,US TOTAL,TOTAL,,"233,631,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,01,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #01,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-01-09,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,02,US TOTAL,TOTAL,,"234,222,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,02,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #02,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-01-16,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,03,US TOTAL,TOTAL,,"233,813,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,03,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #03,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-01-23,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,04,US TOTAL,TOTAL,,"233,283,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,04,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #04,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-01-30,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,05,US TOTAL,TOTAL,,"236,648,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,05,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #05,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-02-06,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,06,US TOTAL,TOTAL,,"236,967,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,06,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #06,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-02-13,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,07,US TOTAL,TOTAL,,"230,270,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,07,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #07,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-02-20,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,08,US TOTAL,TOTAL,,"240,601,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,08,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #08,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-02-27,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,09,US TOTAL,TOTAL,,"239,424,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,09,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #09,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-03-06,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,10,US TOTAL,TOTAL,,"238,401,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,10,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #10,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-03-13,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,11,US TOTAL,TOTAL,,"238,945,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,11,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #11,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-03-20,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,12,US TOTAL,TOTAL,,"238,768,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,12,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #12,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-03-27,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,13,US TOTAL,TOTAL,,"240,593,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,13,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #13,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-04-03,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,14,US TOTAL,TOTAL,,"237,234,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,14,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #14,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-04-10,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,15,US TOTAL,TOTAL,,"239,215,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,15,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #15,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-04-17,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,16,US TOTAL,TOTAL,,"238,796,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,16,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #16,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-04-24,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,17,US TOTAL,TOTAL,,"239,748,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,17,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #17,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-05-01,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,18,US TOTAL,TOTAL,,"240,735,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,18,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #18,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-05-08,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,19,US TOTAL,TOTAL,,"239,352,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,19,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #19,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-05-15,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,20,US TOTAL,TOTAL,,"240,587,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,20,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #20,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-05-22,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,21,US TOTAL,TOTAL,,"240,338,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,21,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #21,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-05-29,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,22,US TOTAL,TOTAL,,"241,188,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,22,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #22,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-06-05,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,23,US TOTAL,TOTAL,,"239,639,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,23,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #23,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-06-12,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,24,US TOTAL,TOTAL,,"237,992,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,24,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #24,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-06-19,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,25,US TOTAL,TOTAL,,"238,042,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,25,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #25,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-06-26,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,26,US TOTAL,TOTAL,,"237,825,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,26,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #26,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-07-03,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,27,US TOTAL,TOTAL,,"239,278,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,27,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #27,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-07-10,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,28,US TOTAL,TOTAL,,"236,878,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,28,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #28,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-07-17,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,29,US TOTAL,TOTAL,,"239,727,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,29,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #29,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-07-24,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,30,US TOTAL,TOTAL,,"238,393,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,30,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #30,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-07-31,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,31,US TOTAL,TOTAL,,"239,279,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,31,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #31,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-08-07,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,32,US TOTAL,TOTAL,,"238,121,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,32,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #32,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-08-14,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,33,US TOTAL,TOTAL,,"239,109,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,33,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #33,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-08-21,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,34,US TOTAL,TOTAL,,"235,044,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,34,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #34,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-08-28,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,35,US TOTAL,TOTAL,,"233,671,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,35,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #35,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-09-04,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,36,US TOTAL,TOTAL,,"230,803,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,36,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #36,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-09-11,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,37,US TOTAL,TOTAL,,"228,622,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,37,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #37,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-09-18,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
,38,US TOTAL,TOTAL,,"234,884,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,38,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #38,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2021-09-25,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2023-04-04 15:00:00.000,US,2021,EGGS SET
