DATE,GT_INTEREST_RATE
2009-01-23,7.25
2009-01-26,7.25
2009-01-27,7.25
2009-01-28,7.25
2009-01-29,7.0
2009-01-30,7.0
2009-02-02,7.0
2009-02-03,7.0
2009-02-04,7.0
2009-02-05,7.0
2009-02-06,7.0
2009-02-09,7.0
2009-02-10,7.0
2009-02-11,7.0
2009-02-12,7.0
2009-02-13,7.0
2009-02-16,7.0
2009-02-17,7.0
2009-02-18,7.0
2009-02-19,7.0
2009-02-20,7.0
2009-02-23,7.0
2009-02-24,7.0
2009-02-25,7.0
2009-02-26,6.5
2009-02-27,6.5
2009-03-02,6.5
2009-03-03,6.5
2009-03-04,6.5
2009-03-05,6.5
2009-03-06,6.5
2009-03-09,6.5
2009-03-10,6.5
2009-03-11,6.5
2009-03-12,6.5
2009-03-13,6.5
2009-03-16,6.5
2009-03-17,6.5
2009-03-18,6.5
2009-03-19,6.5
2009-03-20,6.5
2009-03-23,6.5
2009-03-24,6.5
2009-03-25,6.5
2009-03-26,6.25
2009-03-27,6.25
2009-03-30,6.25
2009-03-31,6.25
2009-04-01,6.25
2009-04-02,6.25
2009-04-03,6.25
2009-04-06,6.25
2009-04-07,6.25
2009-04-08,6.25
2009-04-09,6.25
2009-04-10,6.25
2009-04-13,6.25
2009-04-14,6.25
2009-04-15,6.25
2009-04-16,6.25
2009-04-17,6.25
2009-04-20,6.25
2009-04-21,6.25
2009-04-22,6.25
2009-04-23,5.75
2009-04-24,5.75
2009-04-27,5.75
2009-04-28,5.75
2009-04-29,5.75
2009-04-30,5.75
2009-05-01,5.75
2009-05-04,5.75
2009-05-05,5.75
2009-05-06,5.75
2009-05-07,5.75
2009-05-08,5.75
2009-05-11,5.75
2009-05-12,5.75
2009-05-13,5.75
2009-05-14,5.75
2009-05-15,5.75
2009-05-18,5.75
2009-05-19,5.75
2009-05-20,5.75
2009-05-21,5.75
2009-05-22,5.75
2009-05-25,5.75
2009-05-26,5.75
2009-05-27,5.75
2009-05-28,5.75
2009-05-29,5.75
2009-06-01,5.75
2009-06-02,5.75
2009-06-03,5.75
2009-06-04,5.75
2009-06-05,5.75
2009-06-08,5.75
2009-06-09,5.75
2009-06-10,5.75
2009-06-11,5.75
2009-06-12,5.75
2009-06-15,5.75
2009-06-16,5.75
2009-06-17,5.75
2009-06-18,5.25
2009-06-19,5.25
2009-06-22,5.25
2009-06-23,5.25
2009-06-24,5.25
2009-06-25,5.25
2009-06-26,5.25
2009-06-29,5.25
2009-06-30,5.25
2009-07-01,5.25
2009-07-02,5.25
2009-07-03,5.25
2009-07-06,5.25
2009-07-07,5.25
2009-07-08,5.25
2009-07-09,5.25
2009-07-10,5.25
2009-07-13,5.25
2009-07-14,5.25
2009-07-15,5.25
2009-07-16,5.25
2009-07-17,5.25
2009-07-20,5.25
2009-07-21,5.25
2009-07-22,5.25
2009-07-23,5.25
2009-07-24,5.25
2009-07-27,5.25
2009-07-28,5.25
2009-07-29,5.25
2009-07-30,4.75
2009-07-31,4.75
2009-08-03,4.75
2009-08-04,4.75
2009-08-05,4.75
2009-08-06,4.75
2009-08-07,4.75
2009-08-10,4.75
2009-08-11,4.75
2009-08-12,4.75
2009-08-13,4.75
2009-08-14,4.75
2009-08-17,4.75
2009-08-18,4.75
2009-08-19,4.75
2009-08-20,4.75
2009-08-21,4.75
2009-08-24,4.75
2009-08-25,4.75
2009-08-26,4.75
2009-08-27,4.75
2009-08-28,4.75
2009-08-31,4.75
2009-09-01,4.75
2009-09-02,4.75
2009-09-03,4.75
2009-09-04,4.75
2009-09-07,4.75
2009-09-08,4.75
2009-09-09,4.75
2009-09-10,4.75
2009-09-11,4.75
2009-09-14,4.75
2009-09-15,4.75
2009-09-16,4.75
2009-09-17,4.5
2009-09-18,4.5
2009-09-21,4.5
2009-09-22,4.5
2009-09-23,4.5
2009-09-24,4.5
2009-09-25,4.5
2009-09-28,4.5
2009-09-29,4.5
2009-09-30,4.5
2009-10-01,4.5
2009-10-02,4.5
2009-10-05,4.5
2009-10-06,4.5
2009-10-07,4.5
2009-10-08,4.5
2009-10-09,4.5
2009-10-12,4.5
2009-10-13,4.5
2009-10-14,4.5
2009-10-15,4.5
2009-10-16,4.5
2009-10-19,4.5
2009-10-20,4.5
2009-10-21,4.5
2009-10-22,4.5
2009-10-23,4.5
2009-10-26,4.5
2009-10-27,4.5
2009-10-28,4.5
2009-10-29,4.5
2009-10-30,4.5
2009-11-02,4.5
2009-11-03,4.5
2009-11-04,4.5
2009-11-05,4.5
2009-11-06,4.5
2009-11-09,4.5
2009-11-10,4.5
2009-11-11,4.5
2009-11-12,4.5
2009-11-13,4.5
2009-11-16,4.5
2009-11-17,4.5
2009-11-18,4.5
2009-11-19,4.5
2009-11-20,4.5
2009-11-23,4.5
2009-11-24,4.5
2009-11-25,4.5
2009-11-26,4.5
2009-11-27,4.5
2009-11-30,4.5
2009-12-01,4.5
2009-12-02,4.5
2009-12-03,4.5
2009-12-04,4.5
2009-12-07,4.5
2009-12-08,4.5
2009-12-09,4.5
2009-12-10,4.5
2009-12-11,4.5
2009-12-14,4.5
2009-12-15,4.5
2009-12-16,4.5
2009-12-17,4.5
2009-12-18,4.5
2009-12-21,4.5
2009-12-22,4.5
2009-12-23,4.5
2009-12-24,4.5
2009-12-25,4.5
2009-12-28,4.5
2009-12-29,4.5
2009-12-30,4.5
2009-12-31,4.5
2010-01-01,4.5
2010-01-04,4.5
2010-01-05,4.5
2010-01-06,4.5
2010-01-07,4.5
2010-01-08,4.5
2010-01-11,4.5
2010-01-12,4.5
2010-01-13,4.5
2010-01-14,4.5
2010-01-15,4.5
2010-01-18,4.5
2010-01-19,4.5
2010-01-20,4.5
2010-01-21,4.5
2010-01-22,4.5
2010-01-25,4.5
2010-01-26,4.5
2010-01-27,4.5
2010-01-28,4.5
2010-01-29,4.5
2010-02-01,4.5
2010-02-02,4.5
2010-02-03,4.5
2010-02-04,4.5
2010-02-05,4.5
2010-02-08,4.5
2010-02-09,4.5
2010-02-10,4.5
2010-02-11,4.5
2010-02-12,4.5
2010-02-15,4.5
2010-02-16,4.5
2010-02-17,4.5
2010-02-18,4.5
2010-02-19,4.5
2010-02-22,4.5
2010-02-23,4.5
2010-02-24,4.5
2010-02-25,4.5
2010-02-26,4.5
2010-03-01,4.5
2010-03-02,4.5
2010-03-03,4.5
2010-03-04,4.5
2010-03-05,4.5
2010-03-08,4.5
2010-03-09,4.5
2010-03-10,4.5
2010-03-11,4.5
2010-03-12,4.5
2010-03-15,4.5
2010-03-16,4.5
2010-03-17,4.5
2010-03-18,4.5
2010-03-19,4.5
2010-03-22,4.5
2010-03-23,4.5
2010-03-24,4.5
2010-03-25,4.5
2010-03-26,4.5
2010-03-29,4.5
2010-03-30,4.5
2010-03-31,4.5
2010-04-01,4.5
2010-04-02,4.5
2010-04-05,4.5
2010-04-06,4.5
2010-04-07,4.5
2010-04-08,4.5
2010-04-09,4.5
2010-04-12,4.5
2010-04-13,4.5
2010-04-14,4.5
2010-04-15,4.5
2010-04-16,4.5
2010-04-19,4.5
2010-04-20,4.5
2010-04-21,4.5
2010-04-22,4.5
2010-04-23,4.5
2010-04-26,4.5
2010-04-27,4.5
2010-04-28,4.5
2010-04-29,4.5
2010-04-30,4.5
2010-05-03,4.5
2010-05-04,4.5
2010-05-05,4.5
2010-05-06,4.5
2010-05-07,4.5
2010-05-10,4.5
2010-05-11,4.5
2010-05-12,4.5
2010-05-13,4.5
2010-05-14,4.5
2010-05-17,4.5
2010-05-18,4.5
2010-05-19,4.5
2010-05-20,4.5
2010-05-21,4.5
2010-05-24,4.5
2010-05-25,4.5
2010-05-26,4.5
2010-05-27,4.5
2010-05-28,4.5
2010-05-31,4.5
2010-06-01,4.5
2010-06-02,4.5
2010-06-03,4.5
2010-06-04,4.5
2010-06-07,4.5
2010-06-08,4.5
2010-06-09,4.5
2010-06-10,4.5
2010-06-11,4.5
2010-06-14,4.5
2010-06-15,4.5
2010-06-16,4.5
2010-06-17,4.5
2010-06-18,4.5
2010-06-21,4.5
2010-06-22,4.5
2010-06-23,4.5
2010-06-24,4.5
2010-06-25,4.5
2010-06-28,4.5
2010-06-29,4.5
2010-06-30,4.5
2010-07-01,4.5
2010-07-02,4.5
2010-07-05,4.5
2010-07-06,4.5
2010-07-07,4.5
2010-07-08,4.5
2010-07-09,4.5
2010-07-12,4.5
2010-07-13,4.5
2010-07-14,4.5
2010-07-15,4.5
2010-07-16,4.5
2010-07-19,4.5
2010-07-20,4.5
2010-07-21,4.5
2010-07-22,4.5
2010-07-23,4.5
2010-07-26,4.5
2010-07-27,4.5
2010-07-28,4.5
2010-07-29,4.5
2010-07-30,4.5
2010-08-02,4.5
2010-08-03,4.5
2010-08-04,4.5
2010-08-05,4.5
2010-08-06,4.5
2010-08-09,4.5
2010-08-10,4.5
2010-08-11,4.5
2010-08-12,4.5
2010-08-13,4.5
2010-08-16,4.5
2010-08-17,4.5
2010-08-18,4.5
2010-08-19,4.5
2010-08-20,4.5
2010-08-23,4.5
2010-08-24,4.5
2010-08-25,4.5
2010-08-26,4.5
2010-08-27,4.5
2010-08-30,4.5
2010-08-31,4.5
2010-09-01,4.5
2010-09-02,4.5
2010-09-03,4.5
2010-09-06,4.5
2010-09-07,4.5
2010-09-08,4.5
2010-09-09,4.5
2010-09-10,4.5
2010-09-13,4.5
2010-09-14,4.5
2010-09-15,4.5
2010-09-16,4.5
2010-09-17,4.5
2010-09-20,4.5
2010-09-21,4.5
2010-09-22,4.5
2010-09-23,4.5
2010-09-24,4.5
2010-09-27,4.5
2010-09-28,4.5
2010-09-29,4.5
2010-09-30,4.5
2010-10-01,4.5
2010-10-04,4.5
2010-10-05,4.5
2010-10-06,4.5
2010-10-07,4.5
2010-10-08,4.5
2010-10-11,4.5
2010-10-12,4.5
2010-10-13,4.5
2010-10-14,4.5
2010-10-15,4.5
2010-10-18,4.5
2010-10-19,4.5
2010-10-20,4.5
2010-10-21,4.5
2010-10-22,4.5
2010-10-25,4.5
2010-10-26,4.5
2010-10-27,4.5
2010-10-28,4.5
2010-10-29,4.5
2010-11-01,4.5
2010-11-02,4.5
2010-11-03,4.5
2010-11-04,4.5
2010-11-05,4.5
2010-11-08,4.5
2010-11-09,4.5
2010-11-10,4.5
2010-11-11,4.5
2010-11-12,4.5
2010-11-15,4.5
2010-11-16,4.5
2010-11-17,4.5
2010-11-18,4.5
2010-11-19,4.5
2010-11-22,4.5
2010-11-23,4.5
2010-11-24,4.5
2010-11-25,4.5
2010-11-26,4.5
2010-11-29,4.5
2010-11-30,4.5
2010-12-01,4.5
2010-12-02,4.5
2010-12-03,4.5
2010-12-06,4.5
2010-12-07,4.5
2010-12-08,4.5
2010-12-09,4.5
2010-12-10,4.5
2010-12-13,4.5
2010-12-14,4.5
2010-12-15,4.5
2010-12-16,4.5
2010-12-17,4.5
2010-12-20,4.5
2010-12-21,4.5
2010-12-22,4.5
2010-12-23,4.5
2010-12-24,4.5
2010-12-27,4.5
2010-12-28,4.5
2010-12-29,4.5
2010-12-30,4.5
2010-12-31,4.5
2011-01-03,4.5
2011-01-04,4.5
2011-01-05,4.5
2011-01-06,4.5
2011-01-07,4.5
2011-01-10,4.5
2011-01-11,4.5
2011-01-12,4.5
2011-01-13,4.5
2011-01-14,4.5
2011-01-17,4.5
2011-01-18,4.5
2011-01-19,4.5
2011-01-20,4.5
2011-01-21,4.5
2011-01-24,4.5
2011-01-25,4.5
2011-01-26,4.5
2011-01-27,4.5
2011-01-28,4.5
2011-01-31,4.5
2011-02-01,4.5
2011-02-02,4.5
2011-02-03,4.5
2011-02-04,4.5
2011-02-07,4.5
2011-02-08,4.5
2011-02-09,4.5
2011-02-10,4.5
2011-02-11,4.5
2011-02-14,4.5
2011-02-15,4.5
2011-02-16,4.5
2011-02-17,4.5
2011-02-18,4.5
2011-02-21,4.5
2011-02-22,4.5
2011-02-23,4.5
2011-02-24,4.5
2011-02-25,4.5
2011-02-28,4.5
2011-03-01,4.5
2011-03-02,4.5
2011-03-03,4.5
2011-03-04,4.5
2011-03-07,4.5
2011-03-08,4.5
2011-03-09,4.5
2011-03-10,4.5
2011-03-11,4.5
2011-03-14,4.5
2011-03-15,4.5
2011-03-16,4.5
2011-03-17,4.5
2011-03-18,4.5
2011-03-21,4.5
2011-03-22,4.5
2011-03-23,4.5
2011-03-24,4.5
2011-03-25,4.5
2011-03-28,4.5
2011-03-29,4.5
2011-03-30,4.5
2011-03-31,4.75
2011-04-01,4.75
2011-04-04,4.75
2011-04-05,4.75
2011-04-06,4.75
2011-04-07,4.75
2011-04-08,4.75
2011-04-11,4.75
2011-04-12,4.75
2011-04-13,4.75
2011-04-14,4.75
2011-04-15,4.75
2011-04-18,4.75
2011-04-19,4.75
2011-04-20,4.75
2011-04-21,4.75
2011-04-22,4.75
2011-04-25,4.75
2011-04-26,4.75
2011-04-27,4.75
2011-04-28,4.75
2011-04-29,4.75
2011-05-02,4.75
2011-05-03,4.75
2011-05-04,4.75
2011-05-05,4.75
2011-05-06,4.75
2011-05-09,4.75
2011-05-10,4.75
2011-05-11,4.75
2011-05-12,4.75
2011-05-13,4.75
2011-05-16,4.75
2011-05-17,4.75
2011-05-18,4.75
2011-05-19,4.75
2011-05-20,4.75
2011-05-23,4.75
2011-05-24,4.75
2011-05-25,4.75
2011-05-26,4.75
2011-05-27,4.75
2011-05-30,4.75
2011-05-31,4.75
2011-06-01,4.75
2011-06-02,4.75
2011-06-03,4.75
2011-06-06,4.75
2011-06-07,4.75
2011-06-08,4.75
2011-06-09,4.75
2011-06-10,4.75
2011-06-13,4.75
2011-06-14,4.75
2011-06-15,4.75
2011-06-16,4.75
2011-06-17,4.75
2011-06-20,4.75
2011-06-21,4.75
2011-06-22,4.75
2011-06-23,4.75
2011-06-24,4.75
2011-06-27,4.75
2011-06-28,4.75
2011-06-29,4.75
2011-06-30,4.75
2011-07-01,4.75
2011-07-04,4.75
2011-07-05,4.75
2011-07-06,4.75
2011-07-07,4.75
2011-07-08,4.75
2011-07-11,4.75
2011-07-12,4.75
2011-07-13,4.75
2011-07-14,4.75
2011-07-15,4.75
2011-07-18,4.75
2011-07-19,4.75
2011-07-20,4.75
2011-07-21,4.75
2011-07-22,4.75
2011-07-25,4.75
2011-07-26,4.75
2011-07-27,4.75
2011-07-28,5.0
2011-07-29,5.0
2011-08-01,5.0
2011-08-02,5.0
2011-08-03,5.0
2011-08-04,5.0
2011-08-05,5.0
2011-08-08,5.0
2011-08-09,5.0
2011-08-10,5.0
2011-08-11,5.0
2011-08-12,5.0
2011-08-15,5.0
2011-08-16,5.0
2011-08-17,5.0
2011-08-18,5.0
2011-08-19,5.0
2011-08-22,5.0
2011-08-23,5.0
2011-08-24,5.0
2011-08-25,5.0
2011-08-26,5.0
2011-08-29,5.0
2011-08-30,5.0
2011-08-31,5.0
2011-09-01,5.0
2011-09-02,5.0
2011-09-05,5.0
2011-09-06,5.0
2011-09-07,5.0
2011-09-08,5.0
2011-09-09,5.0
2011-09-12,5.0
2011-09-13,5.0
2011-09-14,5.0
2011-09-15,5.0
2011-09-16,5.0
2011-09-19,5.0
2011-09-20,5.0
2011-09-21,5.0
2011-09-22,5.0
2011-09-23,5.0
2011-09-26,5.0
2011-09-27,5.0
2011-09-28,5.0
2011-09-29,5.5
2011-09-30,5.5
2011-10-03,5.5
2011-10-04,5.5
2011-10-05,5.5
2011-10-06,5.5
2011-10-07,5.5
2011-10-10,5.5
2011-10-11,5.5
2011-10-12,5.5
2011-10-13,5.5
2011-10-14,5.5
2011-10-17,5.5
2011-10-18,5.5
2011-10-19,5.5
2011-10-20,5.5
2011-10-21,5.5
2011-10-24,5.5
2011-10-25,5.5
2011-10-26,5.5
2011-10-27,5.5
2011-10-28,5.5
2011-10-31,5.5
2011-11-01,5.5
2011-11-02,5.5
2011-11-03,5.5
2011-11-04,5.5
2011-11-07,5.5
2011-11-08,5.5
2011-11-09,5.5
2011-11-10,5.5
2011-11-11,5.5
2011-11-14,5.5
2011-11-15,5.5
2011-11-16,5.5
2011-11-17,5.5
2011-11-18,5.5
2011-11-21,5.5
2011-11-22,5.5
2011-11-23,5.5
2011-11-24,5.5
2011-11-25,5.5
2011-11-28,5.5
2011-11-29,5.5
2011-11-30,5.5
2011-12-01,5.5
2011-12-02,5.5
2011-12-05,5.5
2011-12-06,5.5
2011-12-07,5.5
2011-12-08,5.5
2011-12-09,5.5
2011-12-12,5.5
2011-12-13,5.5
2011-12-14,5.5
2011-12-15,5.5
2011-12-16,5.5
2011-12-19,5.5
2011-12-20,5.5
2011-12-21,5.5
2011-12-22,5.5
2011-12-23,5.5
2011-12-26,5.5
2011-12-27,5.5
2011-12-28,5.5
2011-12-29,5.5
2011-12-30,5.5
2012-01-02,5.5
2012-01-03,5.5
2012-01-04,5.5
2012-01-05,5.5
2012-01-06,5.5
2012-01-09,5.5
2012-01-10,5.5
2012-01-11,5.5
2012-01-12,5.5
2012-01-13,5.5
2012-01-16,5.5
2012-01-17,5.5
2012-01-18,5.5
2012-01-19,5.5
2012-01-20,5.5
2012-01-23,5.5
2012-01-24,5.5
2012-01-25,5.5
2012-01-26,5.5
2012-01-27,5.5
2012-01-30,5.5
2012-01-31,5.5
2012-02-01,5.5
2012-02-02,5.5
2012-02-03,5.5
2012-02-06,5.5
2012-02-07,5.5
2012-02-08,5.5
2012-02-09,5.5
2012-02-10,5.5
2012-02-13,5.5
2012-02-14,5.5
2012-02-15,5.5
2012-02-16,5.5
2012-02-17,5.5
2012-02-20,5.5
2012-02-21,5.5
2012-02-22,5.5
2012-02-23,5.5
2012-02-24,5.5
2012-02-27,5.5
2012-02-28,5.5
2012-02-29,5.5
2012-03-01,5.5
2012-03-02,5.5
2012-03-05,5.5
2012-03-06,5.5
2012-03-07,5.5
2012-03-08,5.5
2012-03-09,5.5
2012-03-12,5.5
2012-03-13,5.5
2012-03-14,5.5
2012-03-15,5.5
2012-03-16,5.5
2012-03-19,5.5
2012-03-20,5.5
2012-03-21,5.5
2012-03-22,5.5
2012-03-23,5.5
2012-03-26,5.5
2012-03-27,5.5
2012-03-28,5.5
2012-03-29,5.5
2012-03-30,5.5
2012-04-02,5.5
2012-04-03,5.5
2012-04-04,5.5
2012-04-05,5.5
2012-04-06,5.5
2012-04-09,5.5
2012-04-10,5.5
2012-04-11,5.5
2012-04-12,5.5
2012-04-13,5.5
2012-04-16,5.5
2012-04-17,5.5
2012-04-18,5.5
2012-04-19,5.5
2012-04-20,5.5
2012-04-23,5.5
2012-04-24,5.5
2012-04-25,5.5
2012-04-26,5.5
2012-04-27,5.5
2012-04-30,5.5
2012-05-01,5.5
2012-05-02,5.5
2012-05-03,5.5
2012-05-04,5.5
2012-05-07,5.5
2012-05-08,5.5
2012-05-09,5.5
2012-05-10,5.5
2012-05-11,5.5
2012-05-14,5.5
2012-05-15,5.5
2012-05-16,5.5
2012-05-17,5.5
2012-05-18,5.5
2012-05-21,5.5
2012-05-22,5.5
2012-05-23,5.5
2012-05-24,5.5
2012-05-25,5.5
2012-05-28,5.5
2012-05-29,5.5
2012-05-30,5.5
2012-05-31,5.5
2012-06-01,5.5
2012-06-04,5.5
2012-06-05,5.5
2012-06-06,5.5
2012-06-07,5.5
2012-06-08,5.5
2012-06-11,5.5
2012-06-12,5.5
2012-06-13,5.5
2012-06-14,5.5
2012-06-15,5.5
2012-06-18,5.5
2012-06-19,5.5
2012-06-20,5.5
2012-06-21,5.5
2012-06-22,5.5
2012-06-25,5.5
2012-06-26,5.5
2012-06-27,5.5
2012-06-28,5.0
2012-06-29,5.0
2012-07-02,5.0
2012-07-03,5.0
2012-07-04,5.0
2012-07-05,5.0
2012-07-06,5.0
2012-07-09,5.0
2012-07-10,5.0
2012-07-11,5.0
2012-07-12,5.0
2012-07-13,5.0
2012-07-16,5.0
2012-07-17,5.0
2012-07-18,5.0
2012-07-19,5.0
2012-07-20,5.0
2012-07-23,5.0
2012-07-24,5.0
2012-07-25,5.0
2012-07-26,5.0
2012-07-27,5.0
2012-07-30,5.0
2012-07-31,5.0
2012-08-01,5.0
2012-08-02,5.0
2012-08-03,5.0
2012-08-06,5.0
2012-08-07,5.0
2012-08-08,5.0
2012-08-09,5.0
2012-08-10,5.0
2012-08-13,5.0
2012-08-14,5.0
2012-08-15,5.0
2012-08-16,5.0
2012-08-17,5.0
2012-08-20,5.0
2012-08-21,5.0
2012-08-22,5.0
2012-08-23,5.0
2012-08-24,5.0
2012-08-27,5.0
2012-08-28,5.0
2012-08-29,5.0
2012-08-30,5.0
2012-08-31,5.0
2012-09-03,5.0
2012-09-04,5.0
2012-09-05,5.0
2012-09-06,5.0
2012-09-07,5.0
2012-09-10,5.0
2012-09-11,5.49
2012-09-12,5.0
2012-09-13,5.0
2012-09-14,5.0
2012-09-17,5.0
2012-09-18,5.0
2012-09-19,5.0
2012-09-20,5.0
2012-09-21,5.0
2012-09-24,5.0
2012-09-25,5.0
2012-09-26,5.0
2012-09-27,5.0
2012-09-28,5.0
2012-10-01,5.0
2012-10-02,5.0
2012-10-03,5.0
2012-10-04,5.0
2012-10-05,5.0
2012-10-08,5.0
2012-10-09,5.0
2012-10-10,5.0
2012-10-11,5.0
2012-10-12,5.0
2012-10-15,5.0
2012-10-16,5.0
2012-10-17,5.0
2012-10-18,5.0
2012-10-19,5.0
2012-10-22,5.0
2012-10-23,5.0
2012-10-24,5.0
2012-10-25,5.0
2012-10-26,5.0
2012-10-29,5.0
2012-10-30,5.0
2012-10-31,5.0
2012-11-01,5.0
2012-11-02,5.0
2012-11-05,5.0
2012-11-06,5.0
2012-11-07,5.0
2012-11-08,5.0
2012-11-09,5.0
2012-11-12,5.0
2012-11-13,5.0
2012-11-14,5.0
2012-11-15,5.0
2012-11-16,5.0
2012-11-19,5.0
2012-11-20,5.0
2012-11-21,5.0
2012-11-22,5.0
2012-11-23,5.0
2012-11-26,5.0
2012-11-27,5.0
2012-11-28,5.0
2012-11-29,5.0
2012-11-30,5.0
2012-12-03,5.0
2012-12-04,5.0
2012-12-05,5.0
2012-12-06,5.0
2012-12-07,5.0
2012-12-10,5.0
2012-12-11,5.0
2012-12-12,5.0
2012-12-13,5.0
2012-12-14,5.0
2012-12-17,5.0
2012-12-18,5.0
2012-12-19,5.0
2012-12-20,5.0
2012-12-21,5.0
2012-12-24,5.0
2012-12-25,5.0
2012-12-26,5.0
2012-12-27,5.0
2012-12-28,5.0
2012-12-31,5.0
2013-01-01,5.0
2013-01-02,5.0
2013-01-03,5.0
2013-01-04,5.0
2013-01-07,5.0
2013-01-08,5.0
2013-01-09,5.0
2013-01-10,5.0
2013-01-11,5.0
2013-01-14,5.0
2013-01-15,5.0
2013-01-16,5.0
2013-01-17,5.0
2013-01-18,5.0
2013-01-21,5.0
2013-01-22,5.0
2013-01-23,5.0
2013-01-24,5.0
2013-01-25,5.0
2013-01-28,5.0
2013-01-29,5.0
2013-01-30,5.0
2013-01-31,5.0
2013-02-01,5.0
2013-02-04,5.0
2013-02-05,5.0
2013-02-06,5.0
2013-02-07,5.0
2013-02-08,5.0
2013-02-11,5.0
2013-02-12,5.0
2013-02-13,5.0
2013-02-14,5.0
2013-02-15,5.0
2013-02-18,5.0
2013-02-19,5.0
2013-02-20,5.0
2013-02-21,5.0
2013-02-22,5.0
2013-02-25,5.0
2013-02-26,5.0
2013-02-27,5.0
2013-02-28,5.0
2013-03-01,5.0
2013-03-04,5.0
2013-03-05,5.0
2013-03-06,5.0
2013-03-07,5.0
2013-03-08,5.0
2013-03-11,5.0
2013-03-12,5.0
2013-03-13,5.0
2013-03-14,5.0
2013-03-15,5.0
2013-03-18,5.0
2013-03-19,5.0
2013-03-20,5.0
2013-03-21,5.0
2013-03-22,5.0
2013-03-25,5.0
2013-03-26,5.0
2013-03-27,5.0
2013-03-28,5.0
2013-03-29,5.0
2013-04-01,5.0
2013-04-02,5.0
2013-04-03,5.0
2013-04-04,5.0
2013-04-05,5.0
2013-04-08,5.0
2013-04-09,5.0
2013-04-10,5.0
2013-04-11,5.0
2013-04-12,5.0
2013-04-15,5.0
2013-04-16,5.0
2013-04-17,5.0
2013-04-18,5.0
2013-04-19,5.0
2013-04-22,5.0
2013-04-23,5.0
2013-04-24,5.0
2013-04-25,5.25
2013-04-26,5.25
2013-04-29,5.25
2013-04-30,5.25
2013-05-01,5.25
2013-05-02,5.25
2013-05-03,5.25
2013-05-06,5.25
2013-05-07,5.25
2013-05-08,5.25
2013-05-09,5.25
2013-05-10,5.25
2013-05-13,5.25
2013-05-14,5.25
2013-05-15,5.25
2013-05-16,5.25
2013-05-17,5.25
2013-05-20,5.25
2013-05-21,5.25
2013-05-22,5.25
2013-05-23,5.25
2013-05-24,5.25
2013-05-27,5.25
2013-05-28,5.25
2013-05-29,5.25
2013-05-30,5.25
2013-05-31,5.25
2013-06-03,5.25
2013-06-04,5.25
2013-06-05,5.25
2013-06-06,5.25
2013-06-07,5.25
2013-06-10,5.25
2013-06-11,5.25
2013-06-12,5.25
2013-06-13,5.25
2013-06-14,5.25
2013-06-17,5.25
2013-06-18,5.25
2013-06-19,5.25
2013-06-20,5.25
2013-06-21,5.25
2013-06-24,5.25
2013-06-25,5.25
2013-06-26,5.25
2013-06-27,5.25
2013-06-28,5.25
2013-07-01,5.25
2013-07-02,5.25
2013-07-03,5.25
2013-07-04,5.25
2013-07-05,5.25
2013-07-08,5.25
2013-07-09,5.25
2013-07-10,5.25
2013-07-11,5.25
2013-07-12,5.25
2013-07-15,5.25
2013-07-16,5.25
2013-07-17,5.25
2013-07-18,5.25
2013-07-19,5.25
2013-07-22,5.25
2013-07-23,5.25
2013-07-24,5.25
2013-07-25,5.25
2013-07-26,5.25
2013-07-29,5.25
2013-07-30,5.25
2013-07-31,5.25
2013-08-01,5.25
2013-08-02,5.25
2013-08-05,5.25
2013-08-06,5.25
2013-08-07,5.25
2013-08-08,5.25
2013-08-09,5.25
2013-08-12,5.25
2013-08-13,5.25
2013-08-14,5.25
2013-08-15,5.25
2013-08-16,5.25
2013-08-19,5.25
2013-08-20,5.25
2013-08-21,5.25
2013-08-22,5.25
2013-08-23,5.25
2013-08-26,5.25
2013-08-27,5.25
2013-08-28,5.25
2013-08-29,5.25
2013-08-30,5.25
2013-09-02,5.25
2013-09-03,5.25
2013-09-04,5.25
2013-09-05,5.25
2013-09-06,5.25
2013-09-09,5.25
2013-09-10,5.25
2013-09-11,5.25
2013-09-12,5.25
2013-09-13,5.25
2013-09-16,5.25
2013-09-17,5.25
2013-09-18,5.25
2013-09-19,5.25
2013-09-20,5.25
2013-09-23,5.25
2013-09-24,5.25
2013-09-25,5.25
2013-09-26,5.25
2013-09-27,5.25
2013-09-30,5.25
2013-10-01,5.25
2013-10-02,5.25
2013-10-03,5.25
2013-10-04,5.25
2013-10-07,5.25
2013-10-08,5.25
2013-10-09,5.25
2013-10-10,5.25
2013-10-11,5.25
2013-10-14,5.25
2013-10-15,5.25
2013-10-16,5.25
2013-10-17,5.25
2013-10-21,5.25
2013-10-22,5.25
2013-10-23,5.25
2013-10-24,5.25
2013-10-25,5.25
2013-10-28,5.25
2013-10-29,5.25
2013-10-30,5.0
2013-10-31,5.0
2013-11-01,5.0
2013-11-04,5.0
2013-11-05,5.0
2013-11-06,5.0
2013-11-07,5.0
2013-11-08,5.0
2013-11-11,5.0
2013-11-12,5.0
2013-11-13,5.0
2013-11-14,5.0
2013-11-15,5.0
2013-11-18,5.0
2013-11-19,5.0
2013-11-20,5.0
2013-11-21,5.0
2013-11-22,5.0
2013-11-25,5.0
2013-11-26,5.0
2013-11-27,5.0
2013-11-28,5.0
2013-11-29,5.0
2013-12-02,5.0
2013-12-03,5.0
2013-12-04,5.0
2013-12-05,5.0
2013-12-06,5.0
2013-12-09,5.0
