source_desc,short_desc,statisticcat_desc,commodity_desc,CV (%),domaincat_desc,group_desc,load_time,asd_desc,prodn_practice_desc,sector_desc,country_code,state_name,watershed_code,class_desc,agg_level_desc,watershed_desc,zip_5,end_code,Value,county_name,state_ansi,week_ending,begin_code,county_code,unit_desc,year,region_desc,domain_desc,util_practice_desc,congr_district_code,freq_desc,state_fips_code,state_alpha,location_desc,reference_period_desc,county_ansi,country_name,asd_code
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2023-04-04 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,19,"187,439,000",,,2021-05-15,19,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #19,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2023-04-04 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,20,"187,833,000",,,2021-05-22,20,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #20,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2023-04-04 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,21,"188,106,000",,,2021-05-29,21,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #21,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2023-04-04 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,22,"187,102,000",,,2021-06-05,22,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #22,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2023-04-04 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,23,"188,169,000",,,2021-06-12,23,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #23,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2023-04-04 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,24,"187,642,000",,,2021-06-19,24,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #24,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2023-04-04 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,25,"188,688,000",,,2021-06-26,25,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #25,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2023-04-04 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,26,"186,919,000",,,2021-07-03,26,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #26,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2023-04-04 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,27,"185,747,000",,,2021-07-10,27,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #27,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2023-04-04 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,28,"186,158,000",,,2021-07-17,28,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #28,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2023-04-04 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,29,"186,304,000",,,2021-07-24,29,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #29,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2023-04-04 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,30,"186,592,000",,,2021-07-31,30,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #30,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2023-04-04 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,31,"183,792,000",,,2021-08-07,31,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #31,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2023-04-04 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,32,"186,388,000",,,2021-08-14,32,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #32,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2023-04-04 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,33,"185,842,000",,,2021-08-21,33,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #33,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2023-04-04 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,34,"185,834,000",,,2021-08-28,34,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #34,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2023-04-04 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,35,"184,724,000",,,2021-09-04,35,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #35,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2023-04-04 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,36,"185,512,000",,,2021-09-11,36,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #36,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2023-04-04 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,37,"182,686,000",,,2021-09-18,37,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #37,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2023-04-04 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,38,"180,690,000",,,2021-09-25,38,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #38,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2024-04-02 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,39,"179,347,000",,,2021-10-02,39,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #39,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2024-04-02 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,40,"177,414,000",,,2021-10-09,40,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #40,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2024-04-02 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,41,"180,874,000",,,2021-10-16,41,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #41,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2024-04-02 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,42,"177,901,000",,,2021-10-23,42,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #42,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2024-04-02 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,43,"178,625,000",,,2021-10-30,43,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #43,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2024-04-02 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,44,"177,957,000",,,2021-11-06,44,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #44,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2024-04-02 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,45,"182,041,000",,,2021-11-13,45,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #45,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2024-04-02 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,46,"183,927,000",,,2021-11-20,46,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #46,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2024-04-02 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,47,"182,825,000",,,2021-11-27,47,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #47,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2024-04-02 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,48,"187,109,000",,,2021-12-04,48,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #48,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2024-04-02 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,49,"188,550,000",,,2021-12-11,49,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #49,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2024-04-02 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,50,"187,352,000",,,2021-12-18,50,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #50,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2024-04-02 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,51,"186,378,000",,,2021-12-25,51,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #51,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2024-04-02 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,52,"185,219,000",,,2022-01-01,52,,HEAD,2021,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #52,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2023-04-04 15:00:00.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,00,"9,789,837,000",,,,00,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,ANNUAL,99,US,US TOTAL,YEAR,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2022-04-07 13:40:31.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,01,"189,673,000",,,2020-01-04,01,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #01,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2022-04-07 13:40:31.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,02,"190,561,000",,,2020-01-11,02,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #02,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2022-04-07 13:40:31.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,03,"190,935,000",,,2020-01-18,03,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #03,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2022-04-07 13:40:31.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,04,"188,943,000",,,2020-01-25,04,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #04,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2022-04-07 13:40:31.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,05,"191,466,000",,,2020-02-01,05,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #05,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2022-04-07 13:40:31.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,06,"190,046,000",,,2020-02-08,06,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #06,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2022-04-07 13:40:31.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,07,"191,781,000",,,2020-02-15,07,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #07,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2022-04-07 13:40:31.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,08,"190,332,000",,,2020-02-22,08,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #08,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2022-04-07 13:40:31.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,09,"190,908,000",,,2020-02-29,09,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #09,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2022-04-07 13:40:31.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,10,"189,935,000",,,2020-03-07,10,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #10,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2022-04-07 13:40:31.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,11,"191,214,000",,,2020-03-14,11,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #11,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2022-04-07 13:40:31.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,12,"191,772,000",,,2020-03-21,12,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #12,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2022-04-07 13:40:31.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,13,"190,586,000",,,2020-03-28,13,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #13,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2022-04-07 13:40:31.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,14,"187,257,000",,,2020-04-04,14,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #14,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2022-04-07 13:40:31.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,15,"177,508,000",,,2020-04-11,15,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #15,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2022-04-07 13:40:31.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,16,"177,637,000",,,2020-04-18,16,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #16,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2022-04-07 13:40:31.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,17,"171,109,000",,,2020-04-25,17,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #17,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2022-04-07 13:40:31.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,18,"164,168,000",,,2020-05-02,18,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #18,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2022-04-07 13:40:31.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,19,"176,754,000",,,2020-05-09,19,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #19,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2022-04-07 13:40:31.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,20,"173,563,000",,,2020-05-16,20,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #20,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2022-04-07 13:40:31.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,21,"181,286,000",,,2020-05-23,21,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #21,,UNITED STATES,
SURVEY,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",PLACEMENTS,CHICKENS,,NOT SPECIFIED,POULTRY,2022-04-07 13:40:31.000,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,9000,US TOTAL,00000000,BROILERS,NATIONAL,,,22,"184,601,000",,,2020-05-30,22,,HEAD,2020,,TOTAL,ALL UTILIZATION PRACTICES,,WEEKLY,99,US,US TOTAL,WEEK #22,,UNITED STATES,
