DATE,BR_CATTLE_PRICE
2007-02-01,54.13
2007-02-02,54.18
2007-02-05,54.32
2007-02-06,54.74
2007-02-07,54.84
2007-02-08,54.87
2007-02-09,54.92
2007-02-12,55.04
2007-02-13,55.15
2007-02-14,55.17
2007-02-15,55.23
2007-02-16,55.31
2007-02-21,55.34
2007-02-22,55.63
2007-02-23,55.7
2007-02-26,55.87
2007-02-27,55.97
2007-02-28,56.03
2007-03-01,56.04
2007-03-02,56.2
2007-03-05,56.23
2007-03-06,56.32
2007-03-07,56.35
2007-03-08,56.4
2007-03-09,56.4
2007-03-12,56.44
2007-03-13,56.37
2007-03-14,56.23
2007-03-15,55.99
2007-03-16,55.73
2007-03-19,55.46
2007-03-20,55.38
2007-03-21,55.37
2007-03-22,55.37
2007-03-23,55.39
2007-03-26,55.43
2007-03-27,55.67
2007-03-28,55.78
2007-03-29,55.86
2007-03-30,55.96
2007-04-02,55.99
2007-04-03,55.98
2007-04-04,56.08
2007-04-05,56.08
2007-04-09,56.14
2007-04-10,56.19
2007-04-11,56.28
2007-04-12,56.28
2007-04-13,56.27
2007-04-16,56.3
2007-04-17,56.16
2007-04-18,56.01
2007-04-19,55.61
2007-04-20,55.5
2007-04-23,55.47
2007-04-24,55.27
2007-04-25,55.17
2007-04-26,55.17
2007-04-27,55.18
2007-04-30,55.21
2007-05-02,55.35
2007-05-03,55.46
2007-05-04,55.53
2007-05-07,55.57
2007-05-08,55.59
2007-05-09,55.58
2007-05-10,55.58
2007-05-11,55.56
2007-05-14,55.55
2007-05-15,55.55
2007-05-16,55.65
2007-05-17,55.71
2007-05-18,55.68
2007-05-21,55.7
2007-05-22,55.63
2007-05-23,55.6
2007-05-24,55.5
2007-05-25,55.48
2007-05-28,55.45
2007-05-29,55.46
2007-05-30,55.44
2007-05-31,55.46
2007-06-01,55.54
2007-06-04,55.63
2007-06-05,55.84
2007-06-06,56.03
2007-06-08,56.09
2007-06-11,56.18
2007-06-12,56.62
2007-06-13,56.9
2007-06-14,57.03
2007-06-15,57.14
2007-06-18,57.22
2007-06-19,57.39
2007-06-20,57.57
2007-06-21,57.71
2007-06-22,57.92
2007-06-25,58.28
2007-06-26,58.73
2007-06-27,59.51
2007-06-28,60.28
2007-06-29,60.46
2007-07-02,60.59
2007-07-03,60.6
2007-07-04,60.77
2007-07-05,60.81
2007-07-06,60.82
2007-07-09,60.82
2007-07-10,60.87
2007-07-11,60.87
2007-07-12,61.1
2007-07-13,61.25
2007-07-16,61.25
2007-07-17,61.35
2007-07-18,61.47
2007-07-19,61.62
2007-07-20,61.66
2007-07-23,61.66
2007-07-24,61.8
2007-07-25,62.02
2007-07-26,62.39
2007-07-27,62.55
2007-07-30,62.73
2007-07-31,62.94
2007-08-01,63.31
2007-08-02,63.44
2007-08-03,63.74
2007-08-06,63.92
2007-08-07,64.34
2007-08-08,64.55
2007-08-09,64.78
2007-08-10,64.82
2007-08-13,64.85
2007-08-14,64.93
2007-08-15,64.93
2007-08-16,64.85
2007-08-17,64.75
2007-08-20,64.74
2007-08-21,64.62
2007-08-22,64.56
2007-08-23,64.55
2007-08-24,64.47
2007-08-27,64.47
2007-08-28,64.27
2007-08-29,63.97
2007-08-30,63.74
2007-08-31,63.5
2007-09-03,63.32
2007-09-04,63.14
2007-09-05,63.11
2007-09-06,62.83
2007-09-10,62.66
2007-09-11,62.2
2007-09-12,61.77
2007-09-13,61.55
2007-09-14,61.42
2007-09-17,60.77
2007-09-18,60.07
2007-09-19,60.0
2007-09-20,60.0
2007-09-21,60.02
2007-09-24,60.28
2007-09-25,60.37
2007-09-26,60.75
2007-09-27,61.17
2007-09-28,61.26
2007-10-01,61.44
2007-10-02,61.84
2007-10-03,62.44
2007-10-04,62.62
2007-10-05,62.97
2007-10-08,63.06
2007-10-09,63.05
2007-10-10,63.07
2007-10-11,63.09
2007-10-15,63.11
2007-10-16,63.26
2007-10-17,63.41
2007-10-18,63.89
2007-10-19,63.94
2007-10-22,63.94
2007-10-23,64.33
2007-10-24,64.75
2007-10-25,65.15
2007-10-26,65.59
2007-10-29,66.05
2007-10-30,66.32
2007-10-31,66.73
2007-11-01,67.15
2007-11-05,67.73
2007-11-06,68.34
2007-11-07,69.22
2007-11-08,69.59
2007-11-09,70.26
2007-11-12,70.87
2007-11-13,71.22
2007-11-14,71.8
2007-11-16,72.39
2007-11-19,72.7
2007-11-20,72.98
2007-11-21,73.57
2007-11-22,74.61
2007-11-23,75.48
2007-11-26,75.76
2007-11-27,76.44
2007-11-28,76.82
2007-11-29,76.89
2007-11-30,76.96
2007-12-03,77.04
2007-12-04,77.21
2007-12-05,77.29
2007-12-06,77.28
2007-12-07,76.82
2007-12-10,76.72
2007-12-11,75.59
2007-12-12,74.77
2007-12-13,73.73
2007-12-14,73.28
2007-12-17,73.26
2007-12-18,72.77
2007-12-19,72.12
2007-12-20,71.56
2007-12-21,71.46
2007-12-26,71.48
2007-12-27,71.73
2007-12-28,71.74
2008-01-02,71.74
2008-01-03,72.5
2008-01-04,72.94
2008-01-07,73.36
2008-01-08,74.13
2008-01-09,74.37
2008-01-10,74.58
2008-01-11,74.8
2008-01-14,74.99
2008-01-15,75.27
2008-01-16,75.32
2008-01-17,75.39
2008-01-18,75.43
2008-01-21,75.46
2008-01-22,75.46
2008-01-23,75.43
2008-01-24,75.36
2008-01-25,75.24
2008-01-28,75.2
2008-01-29,75.14
2008-01-30,74.82
2008-01-31,74.4
2008-02-01,73.72
2008-02-06,73.73
2008-02-07,73.85
2008-02-08,74.1
2008-02-11,74.42
2008-02-12,74.7
2008-02-13,74.78
2008-02-14,74.94
2008-02-15,75.14
2008-02-18,75.17
2008-02-19,75.24
2008-02-20,75.23
2008-02-21,75.22
2008-02-22,75.22
2008-02-25,75.24
2008-02-26,75.24
2008-02-27,75.34
2008-02-28,75.4
2008-02-29,75.48
2008-03-03,75.58
2008-03-04,76.0
2008-03-05,76.02
2008-03-06,76.04
2008-03-07,76.04
2008-03-10,76.06
2008-03-11,76.06
2008-03-12,76.1
2008-03-13,76.12
2008-03-14,76.11
2008-03-17,76.14
2008-03-18,76.14
2008-03-19,76.16
2008-03-20,76.19
2008-03-24,76.26
2008-03-25,76.36
2008-03-26,76.42
2008-03-27,76.52
2008-03-28,76.68
2008-03-31,76.85
2008-04-01,77.0
2008-04-02,77.15
2008-04-03,77.25
2008-04-04,77.26
2008-04-07,77.3
2008-04-08,77.35
2008-04-09,77.36
2008-04-10,77.43
2008-04-11,77.3
2008-04-14,77.19
2008-04-15,77.12
2008-04-16,77.11
2008-04-17,77.12
2008-04-18,77.15
2008-04-22,77.16
2008-04-23,77.16
2008-04-24,77.17
2008-04-25,77.18
2008-04-28,77.23
2008-04-29,77.45
2008-04-30,77.55
2008-05-02,77.62
2008-05-05,77.87
2008-05-06,78.02
2008-05-07,78.32
2008-05-08,78.52
2008-05-09,78.52
2008-05-12,78.71
2008-05-13,79.1
2008-05-14,79.41
2008-05-15,79.8
2008-05-16,80.59
2008-05-19,80.87
2008-05-20,81.19
2008-05-21,81.56
2008-05-23,81.79
2008-05-26,82.28
2008-05-27,83.12
2008-05-28,83.73
2008-05-29,84.52
2008-05-30,84.77
2008-06-02,85.11
2008-06-03,85.8
2008-06-04,87.13
2008-06-05,88.35
2008-06-06,88.54
2008-06-09,89.33
2008-06-10,90.09
2008-06-11,90.61
2008-06-12,91.42
2008-06-13,92.02
2008-06-16,92.69
2008-06-17,93.58
2008-06-18,93.83
2008-06-19,94.17
2008-06-20,94.25
2008-06-23,94.41
2008-06-24,94.38
2008-06-25,94.26
2008-06-26,94.16
2008-06-27,94.0
2008-06-30,93.95
2008-07-01,93.97
2008-07-02,94.12
2008-07-03,94.13
2008-07-04,94.24
2008-07-07,94.26
2008-07-08,94.32
2008-07-09,94.32
2008-07-10,94.24
2008-07-11,94.17
2008-07-14,93.88
2008-07-15,93.54
2008-07-16,92.82
2008-07-17,91.79
2008-07-18,91.11
2008-07-21,90.77
2008-07-22,90.47
2008-07-23,90.47
2008-07-24,90.53
2008-07-25,91.04
2008-07-28,91.91
2008-07-29,92.87
2008-07-30,93.21
2008-07-31,93.57
2008-08-01,93.69
2008-08-04,93.72
2008-08-05,93.75
2008-08-06,93.04
2008-08-07,92.57
2008-08-08,91.98
2008-08-11,91.71
2008-08-12,90.92
2008-08-13,90.84
2008-08-14,90.84
2008-08-15,91.25
2008-08-18,91.71
2008-08-19,92.22
2008-08-20,92.24
2008-08-21,92.67
2008-08-22,92.64
2008-08-25,92.32
2008-08-26,92.2
2008-08-27,91.62
2008-08-28,90.7
2008-08-29,90.36
2008-09-01,89.76
2008-09-02,89.63
2008-09-03,89.58
2008-09-04,89.52
2008-09-05,89.29
2008-09-08,89.02
2008-09-09,88.78
2008-09-10,88.51
2008-09-11,88.46
2008-09-12,88.14
2008-09-15,87.84
2008-09-16,87.52
2008-09-17,87.45
2008-09-18,87.42
2008-09-19,87.54
2008-09-22,87.71
2008-09-23,88.15
2008-09-24,88.76
2008-09-25,89.69
2008-09-26,90.04
2008-09-29,90.36
2008-09-30,90.81
2008-10-01,90.86
2008-10-02,91.01
2008-10-03,91.15
2008-10-06,91.17
2008-10-07,91.33
2008-10-08,91.57
2008-10-09,91.59
2008-10-10,91.64
2008-10-13,91.68
2008-10-14,91.77
2008-10-15,91.79
2008-10-16,91.81
2008-10-17,91.81
2008-10-20,91.84
2008-10-21,91.76
2008-10-22,91.46
2008-10-23,90.82
2008-10-24,90.58
2008-10-27,89.92
2008-10-28,88.75
2008-10-29,88.21
2008-10-30,87.92
2008-10-31,87.8
2008-11-03,87.76
2008-11-04,87.65
2008-11-05,87.72
2008-11-06,87.82
2008-11-07,87.9
2008-11-10,88.19
2008-11-11,88.52
2008-11-12,88.98
2008-11-13,89.25
2008-11-14,89.39
2008-11-17,89.39
2008-11-18,89.41
2008-11-19,89.21
2008-11-20,89.17
2008-11-21,89.13
2008-11-24,88.4
2008-11-25,87.83
2008-11-26,87.59
2008-11-27,87.36
2008-11-28,87.12
2008-12-01,86.87
2008-12-02,86.12
2008-12-03,85.82
2008-12-04,85.38
2008-12-05,84.63
2008-12-08,83.56
2008-12-09,82.29
2008-12-10,80.49
2008-12-11,79.86
2008-12-12,79.2
2008-12-15,78.72
2008-12-16,78.7
2008-12-17,78.84
2008-12-18,79.29
2008-12-19,79.89
2008-12-22,80.23
2008-12-23,81.4
2008-12-26,82.35
2008-12-29,84.74
2008-12-30,85.6
2009-01-02,85.71
2009-01-05,85.86
2009-01-06,85.88
2009-01-07,85.6
2009-01-08,84.75
2009-01-09,84.16
2009-01-12,83.94
2009-01-13,83.61
2009-01-14,83.53
2009-01-15,83.43
2009-01-16,83.42
2009-01-19,83.42
2009-01-20,83.39
2009-01-21,83.21
2009-01-22,83.19
2009-01-23,83.09
2009-01-26,83.11
2009-01-27,83.41
2009-01-28,83.73
2009-01-29,83.86
2009-01-30,83.9
2009-02-02,83.89
2009-02-03,83.76
2009-02-04,83.44
2009-02-05,83.11
2009-02-06,82.88
2009-02-09,82.05
2009-02-10,81.47
2009-02-11,80.82
2009-02-12,80.75
2009-02-13,80.82
2009-02-16,80.89
2009-02-17,80.82
2009-02-18,80.92
2009-02-19,80.9
2009-02-20,80.51
2009-02-25,80.48
2009-02-26,80.29
2009-02-27,79.89
2009-03-02,79.35
2009-03-03,79.04
2009-03-04,78.8
2009-03-05,78.53
2009-03-06,78.11
2009-03-09,78.09
2009-03-10,77.53
2009-03-11,77.15
2009-03-12,76.64
2009-03-13,76.44
2009-03-16,76.43
2009-03-17,76.22
2009-03-18,76.18
2009-03-19,76.26
2009-03-20,76.51
2009-03-23,76.85
2009-03-24,77.34
2009-03-25,77.55
2009-03-26,77.86
2009-03-27,78.09
2009-03-30,78.24
2009-03-31,78.76
2009-04-01,79.15
2009-04-02,80.02
2009-04-03,80.12
2009-04-06,80.26
2009-04-07,80.38
2009-04-08,80.48
2009-04-09,80.48
2009-04-13,81.0
2009-04-14,81.04
2009-04-15,81.01
2009-04-16,81.0
2009-04-17,80.84
2009-04-20,80.45
2009-04-22,79.9
2009-04-23,79.21
2009-04-24,79.16
2009-04-27,79.16
2009-04-28,79.19
2009-04-29,79.03
2009-04-30,78.78
2009-05-04,78.79
2009-05-05,78.24
2009-05-06,77.86
2009-05-07,77.92
2009-05-08,77.78
2009-05-11,77.67
2009-05-12,77.96
2009-05-13,77.98
2009-05-14,78.15
2009-05-15,78.39
2009-05-18,78.87
2009-05-19,80.39
2009-05-20,80.86
2009-05-21,80.99
2009-05-22,80.94
2009-05-25,80.95
2009-05-26,80.98
2009-05-27,81.18
2009-05-28,81.65
2009-05-29,81.85
2009-06-01,81.28
2009-06-02,81.01
2009-06-03,80.51
2009-06-04,80.22
2009-06-05,80.21
2009-06-08,80.14
2009-06-09,80.22
2009-06-10,80.38
2009-06-12,80.18
2009-06-15,80.5
2009-06-16,80.57
2009-06-17,80.76
2009-06-18,80.76
2009-06-19,80.76
2009-06-23,81.0
2009-06-24,81.06
2009-06-25,81.31
2009-06-26,81.91
2009-06-29,82.14
2009-06-30,82.02
2009-07-01,81.74
2009-07-02,81.48
2009-07-03,81.66
2009-07-06,81.98
2009-07-07,82.04
2009-07-08,81.51
2009-07-13,81.56
2009-07-14,81.75
2009-07-15,81.78
2009-07-16,81.49
2009-07-17,81.91
2009-07-20,81.84
2009-07-21,81.47
2009-07-22,81.3
2009-07-23,81.28
2009-07-24,80.95
2009-07-27,80.74
2009-07-28,80.75
2009-07-29,80.71
2009-07-30,80.58
2009-07-31,80.35
2009-08-03,79.78
2009-08-04,79.35
2009-08-05,77.89
2009-08-06,77.62
2009-08-07,77.28
2009-08-10,77.3
2009-08-11,77.84
2009-08-12,78.95
2009-08-13,79.12
2009-08-14,79.01
2009-08-17,78.98
2009-08-18,78.63
2009-08-19,78.13
2009-08-20,77.31
2009-08-21,77.27
2009-08-24,77.47
2009-08-25,77.52
2009-08-26,76.96
2009-08-27,76.92
2009-08-28,76.55
2009-08-31,76.34
2009-09-01,76.23
2009-09-02,76.16
2009-09-03,75.95
2009-09-04,75.61
2009-09-08,75.75
2009-09-09,76.07
2009-09-10,75.7
2009-09-11,75.73
2009-09-14,76.07
2009-09-15,76.0
2009-09-16,75.93
2009-09-17,77.23
2009-09-18,77.33
2009-09-21,78.71
2009-09-22,79.2
2009-09-23,78.13
2009-09-24,79.17
2009-09-25,79.04
2009-09-28,79.19
2009-09-29,79.36
2009-09-30,79.59
2009-10-01,79.31
2009-10-02,79.06
2009-10-05,79.41
2009-10-06,78.88
2009-10-07,78.7
2009-10-08,78.19
2009-10-09,78.11
2009-10-13,77.56
2009-10-14,76.49
2009-10-15,77.25
2009-10-16,77.43
2009-10-19,77.46
2009-10-20,76.63
2009-10-21,76.3
2009-10-22,76.13
2009-10-23,76.21
2009-10-26,76.17
2009-10-27,75.51
2009-10-28,75.18
2009-10-29,75.58
2009-10-30,75.16
2009-11-03,75.53
2009-11-04,75.97
2009-11-05,75.85
2009-11-06,75.09
2009-11-09,74.97
2009-11-10,75.09
2009-11-11,74.71
2009-11-12,74.47
2009-11-13,74.12
2009-11-16,74.17
2009-11-17,74.66
2009-11-18,74.52
2009-11-19,74.38
2009-11-23,74.2
2009-11-24,73.73
2009-11-25,73.11
2009-11-26,73.16
2009-11-27,72.79
2009-11-30,72.04
2009-12-01,72.03
2009-12-02,70.82
2009-12-03,72.99
2009-12-04,73.28
2009-12-07,73.16
2009-12-08,73.25
2009-12-09,74.06
2009-12-10,74.28
2009-12-11,75.02
2009-12-14,75.27
2009-12-15,74.94
2009-12-16,74.35
2009-12-17,74.75
2009-12-18,74.86
2009-12-21,75.46
2009-12-22,75.82
2009-12-23,76.19
2009-12-28,76.37
2009-12-29,76.98
2009-12-30,77.03
2010-01-04,76.79
2010-01-05,76.85
2010-01-06,76.25
2010-01-07,75.34
2010-01-08,74.9
2010-01-11,74.89
2010-01-12,74.95
2010-01-13,75.21
2010-01-14,75.27
2010-01-15,75.1
2010-01-18,74.94
2010-01-19,75.04
2010-01-20,75.54
2010-01-21,76.03
2010-01-22,76.13
2010-01-25,75.9
2010-01-26,76.08
2010-01-27,76.2
2010-01-28,76.27
2010-01-29,76.37
2010-02-01,76.47
2010-02-02,76.83
2010-02-03,76.99
2010-02-04,77.22
2010-02-05,77.24
2010-02-08,77.22
2010-02-09,76.93
2010-02-10,76.67
2010-02-11,76.54
2010-02-12,76.51
2010-02-17,76.81
2010-02-18,76.69
2010-02-19,77.16
2010-02-22,77.41
2010-02-23,77.41
2010-02-24,77.44
2010-02-25,77.46
2010-02-26,77.48
2010-03-01,76.94
2010-03-02,77.05
2010-03-03,77.06
2010-03-04,77.29
2010-03-05,77.35
2010-03-08,77.89
2010-03-09,77.93
2010-03-10,78.1
2010-03-11,78.09
2010-03-12,78.03
2010-03-15,78.34
2010-03-16,78.98
2010-03-17,79.17
2010-03-18,79.88
2010-03-19,79.58
2010-03-22,79.41
2010-03-23,80.04
2010-03-24,80.55
2010-03-25,80.64
2010-03-26,80.78
2010-03-29,81.21
2010-03-30,81.46
2010-03-31,81.99
2010-04-01,82.14
2010-04-05,82.01
2010-04-06,82.27
2010-04-07,83.21
2010-04-08,83.28
2010-04-09,82.91
2010-04-12,83.15
2010-04-13,83.35
2010-04-14,83.12
2010-04-15,82.47
2010-04-16,82.02
2010-04-19,82.22
2010-04-20,82.16
2010-04-22,82.31
2010-04-23,82.41
2010-04-26,82.44
2010-04-27,81.78
2010-04-28,81.37
2010-04-29,81.02
2010-04-30,80.93
2010-05-03,81.91
2010-05-04,81.64
2010-05-05,81.2
2010-05-06,81.19
2010-05-07,81.22
2010-05-10,81.04
2010-05-11,80.75
2010-05-12,80.23
2010-05-13,80.03
2010-05-14,79.56
2010-05-17,79.57
2010-05-18,79.87
2010-05-19,80.22
2010-05-20,80.39
2010-05-21,80.42
2010-05-24,80.42
2010-05-25,81.1
2010-05-27,81.61
2010-05-28,81.62
2010-05-31,81.76
2010-06-01,81.83
2010-06-02,81.83
2010-06-04,81.45
2010-06-07,81.42
2010-06-08,81.39
2010-06-09,81.44
2010-06-10,81.16
2010-06-14,81.57
2010-06-15,81.55
2010-06-16,81.69
2010-06-17,81.64
2010-06-18,82.08
2010-06-21,82.49
2010-06-24,83.06
2010-06-25,83.04
2010-06-29,83.62
2010-06-30,84.07
2010-07-01,84.02
2010-07-02,83.95
2010-07-05,83.6
2010-07-06,83.49
2010-07-07,82.94
2010-07-08,83.52
2010-07-12,83.58
2010-07-13,83.56
2010-07-14,83.65
2010-07-15,83.48
2010-07-16,83.3
2010-07-19,83.4
2010-07-20,83.86
2010-07-21,84.15
2010-07-22,84.15
2010-07-23,84.95
2010-07-26,84.96
2010-07-27,85.2
2010-07-28,85.49
2010-07-29,85.83
2010-07-30,85.98
2010-08-02,86.22
2010-08-03,86.55
2010-08-04,86.29
2010-08-05,86.6
2010-08-06,87.32
2010-08-09,87.03
2010-08-10,87.14
2010-08-11,87.58
2010-08-12,87.79
2010-08-16,88.66
2010-08-17,88.74
2010-08-18,89.47
2010-08-19,89.58
2010-08-20,89.59
2010-08-23,89.9
2010-08-24,90.67
2010-08-25,91.18
2010-08-26,92.3
2010-08-27,92.19
2010-08-30,92.13
2010-08-31,92.23
2010-09-01,92.88
2010-09-02,92.76
2010-09-03,92.58
2010-09-06,92.71
2010-09-08,93.26
2010-09-09,93.94
2010-09-10,94.22
2010-09-13,93.64
2010-09-14,92.91
2010-09-15,93.33
2010-09-17,93.54
2010-09-20,93.58
2010-09-21,93.88
2010-09-22,93.84
2010-09-23,93.61
2010-09-24,93.59
2010-09-27,93.78
2010-09-28,93.7
2010-09-29,93.96
2010-09-30,94.09
2010-10-01,93.97
2010-10-04,94.13
2010-10-05,94.62
2010-10-06,94.6
2010-10-07,95.16
2010-10-08,95.25
2010-10-11,95.82
2010-10-13,96.23
2010-10-14,96.78
2010-10-15,98.09
2010-10-18,99.27
2010-10-19,101.06
2010-10-20,101.35
2010-10-21,102.9
2010-10-22,104.33
2010-10-25,105.38
2010-10-26,107.6
2010-10-27,110.68
2010-10-28,112.1
2010-10-29,113.12
2010-11-01,113.42
2010-11-03,113.95
2010-11-04,115.28
2010-11-05,115.96
2010-11-08,116.41
2010-11-09,117.18
2010-11-10,116.18
2010-11-11,117.18
2010-11-12,116.78
2010-11-16,115.26
2010-11-17,114.17
2010-11-18,112.28
2010-11-19,110.53
2010-11-22,113.1
2010-11-23,112.55
2010-11-24,110.46
2010-11-25,108.88
2010-11-26,108.78
2010-11-29,106.39
2010-11-30,105.39
2010-12-01,103.95
2010-12-02,104.63
2010-12-03,102.87
2010-12-06,104.41
2010-12-07,103.82
2010-12-08,104.05
2010-12-09,105.32
2010-12-10,105.17
2010-12-13,105.59
2010-12-14,105.07
2010-12-15,105.12
2010-12-16,106.06
2010-12-17,105.54
2010-12-20,105.03
2010-12-21,104.68
2010-12-22,105.76
2010-12-23,106.27
2010-12-27,105.49
2010-12-28,104.74
2011-01-03,103.5
2011-01-04,104.02
2011-01-05,103.03
2011-01-06,103.05
2011-01-07,103.48
2011-01-10,103.45
2011-01-11,103.52
2011-01-12,102.78
2011-01-13,102.88
2011-01-14,102.64
2011-01-17,102.84
2011-01-18,102.86
2011-01-19,103.89
2011-01-20,103.65
2011-01-21,103.7
2011-01-24,102.7
2011-01-25,102.54
2011-01-26,102.7
2011-01-27,101.92
2011-01-28,102.52
2011-01-31,102.85
2011-02-01,102.85
2011-02-03,103.48
2011-02-04,103.06
2011-02-07,103.82
2011-02-08,103.97
2011-02-09,104.41
2011-02-10,104.31
2011-02-11,104.32
2011-02-14,104.36
2011-02-15,104.42
2011-02-16,104.35
2011-02-17,104.42
2011-02-18,104.43
2011-02-21,104.76
2011-02-22,105.03
2011-02-23,105.51
2011-02-25,105.67
2011-02-28,105.37
2011-03-01,105.27
2011-03-02,105.21
2011-03-04,105.51
2011-03-09,105.56
2011-03-10,105.52
2011-03-11,105.67
2011-03-14,105.62
2011-03-15,106.02
2011-03-16,105.75
2011-03-17,105.99
2011-03-18,105.96
2011-03-21,105.96
2011-03-22,106.16
2011-03-23,105.79
2011-03-24,106.35
2011-03-25,104.52
2011-03-28,104.65
2011-03-29,104.83
2011-03-30,104.69
2011-03-31,104.68
2011-04-01,104.42
2011-04-04,104.94
2011-04-05,104.51
2011-04-06,104.18
2011-04-07,104.23
2011-04-08,104.19
2011-04-11,103.91
2011-04-13,104.06
2011-04-14,104.24
2011-04-15,104.31
2011-04-18,104.25
2011-04-19,104.49
2011-04-20,104.58
2011-04-25,104.52
2011-04-26,104.16
2011-04-27,104.32
2011-04-28,103.95
2011-04-29,103.22
2011-05-02,103.22
2011-05-03,102.54
2011-05-04,101.85
2011-05-05,101.69
2011-05-06,101.11
2011-05-09,101.79
2011-05-10,101.75
2011-05-11,101.79
2011-05-12,101.7
2011-05-13,101.34
2011-05-16,101.12
2011-05-17,100.28
2011-05-18,99.83
2011-05-19,98.95
2011-05-20,99.41
2011-05-23,98.39
2011-05-24,97.94
2011-05-25,98.89
2011-05-26,99.11
2011-05-27,98.94
2011-05-30,98.77
2011-05-31,98.61
2011-06-01,98.11
2011-06-02,97.9
2011-06-03,98.21
2011-06-06,97.75
2011-06-07,98.4
2011-06-08,98.15
2011-06-09,97.95
2011-06-10,97.81
2011-06-13,97.37
2011-06-14,97.08
2011-06-15,96.84
2011-06-16,97.09
2011-06-17,96.93
2011-06-20,95.94
2011-06-21,96.3
2011-06-22,96.15
2011-06-24,96.95
2011-06-27,97.16
2011-06-28,96.5
2011-06-29,96.51
2011-06-30,96.45
2011-07-01,96.35
2011-07-04,96.52
2011-07-05,97.18
2011-07-06,97.55
2011-07-07,97.56
2011-07-08,97.56
2011-07-11,97.62
2011-07-12,98.22
2011-07-13,99.17
2011-07-14,99.13
2011-07-15,99.49
2011-07-18,99.79
2011-07-19,99.88
2011-07-20,100.26
2011-07-21,100.71
2011-07-22,100.75
2011-07-25,100.82
2011-07-26,101.44
2011-07-27,101.68
2011-07-28,102.21
2011-07-29,102.31
2011-08-01,102.79
2011-08-02,102.59
2011-08-03,102.62
2011-08-04,102.27
2011-08-05,102.05
2011-08-08,101.94
2011-08-09,102.08
2011-08-10,102.09
2011-08-11,102.12
2011-08-12,101.49
2011-08-15,100.93
2011-08-16,100.58
2011-08-17,100.46
2011-08-18,100.26
2011-08-19,100.31
2011-08-22,100.23
2011-08-23,100.21
2011-08-24,100.48
2011-08-25,100.16
2011-08-26,100.12
2011-08-29,100.33
2011-08-30,100.32
2011-08-31,100.05
2011-09-01,99.72
2011-09-02,99.7
2011-09-05,99.73
2011-09-06,99.81
2011-09-08,99.4
2011-09-09,99.21
2011-09-12,99.17
2011-09-13,98.81
2011-09-14,98.28
2011-09-15,97.86
2011-09-16,97.8
2011-09-21,97.75
2011-09-22,97.94
2011-09-23,97.76
2011-09-26,97.95
2011-09-27,98.29
2011-09-28,98.49
2011-09-29,98.77
2011-09-30,99.25
2011-10-03,99.87
2011-10-04,99.15
2011-10-05,99.15
2011-10-06,99.05
2011-10-07,98.99
2011-10-10,99.03
2011-10-11,99.23
2011-10-13,99.25
2011-10-14,99.47
2011-10-17,99.32
2011-10-18,99.29
2011-10-19,99.37
2011-10-20,99.41
2011-10-21,99.66
2011-10-24,100.06
2011-10-25,100.35
2011-10-26,101.04
2011-10-27,101.16
2011-10-28,101.19
2011-10-31,101.34
2011-11-01,101.58
2011-11-03,101.78
2011-11-04,102.5
2011-11-07,103.82
2011-11-08,103.82
2011-11-09,105.92
2011-11-10,106.35
2011-11-11,107.23
2011-11-14,107.57
2011-11-16,107.81
2011-11-17,108.03
2011-11-18,109.02
2011-11-21,109.6
2011-11-22,109.18
2011-11-23,108.31
2011-11-24,108.03
2011-11-25,107.43
2011-11-28,106.0
2011-11-29,104.88
2011-11-30,104.61
2011-12-01,104.6
2011-12-02,104.2
2011-12-05,104.1
2011-12-06,103.68
2011-12-07,102.88
2011-12-08,101.96
2011-12-12,101.59
2011-12-13,102.03
2011-12-14,101.55
2011-12-15,100.53
2011-12-16,100.27
2011-12-19,100.11
2011-12-20,100.74
2011-12-21,100.45
2011-12-22,100.51
2011-12-23,100.8
2011-12-26,101.25
2011-12-27,101.41
2011-12-28,101.13
2011-12-29,101.55
2012-01-02,98.47
2012-01-03,99.01
2012-01-04,98.67
2012-01-05,98.67
2012-01-06,98.15
2012-01-09,98.88
2012-01-10,97.68
2012-01-11,97.92
2012-01-12,97.69
2012-01-13,97.5
2012-01-16,98.24
2012-01-17,98.29
2012-01-18,99.22
2012-01-19,99.24
2012-01-20,99.6
2012-01-23,99.81
2012-01-24,99.74
2012-01-25,99.69
2012-01-26,99.7
2012-01-27,99.16
2012-01-30,98.93
2012-01-31,98.78
2012-02-01,98.59
2012-02-02,97.83
2012-02-03,98.04
2012-02-06,98.21
2012-02-07,98.58
2012-02-08,98.17
2012-02-09,97.61
2012-02-10,97.13
2012-02-13,96.39
2012-02-14,96.46
2012-02-15,96.34
2012-02-16,96.28
2012-02-17,96.44
2012-02-22,96.56
2012-02-23,96.24
2012-02-24,96.42
2012-02-27,96.51
2012-02-28,96.21
2012-02-29,96.19
2012-03-01,95.76
2012-03-02,94.97
2012-03-05,94.81
2012-03-06,94.41
2012-03-07,94.33
2012-03-08,93.9
2012-03-09,93.45
2012-03-12,93.3
2012-03-13,93.46
2012-03-14,93.62
2012-03-15,94.3
2012-03-16,93.97
2012-03-19,93.75
2012-03-20,93.93
2012-03-21,93.53
2012-03-22,93.99
2012-03-23,93.86
2012-03-26,93.92
2012-03-27,93.93
2012-03-28,94.62
2012-03-29,94.77
2012-03-30,94.92
2012-04-02,95.0
2012-04-03,95.79
2012-04-04,96.31
2012-04-05,96.5
