DATE,US_WHEAT_NET_LONG
2023-05-09,-84775.0
2023-05-16,-81412.0
2023-05-23,-86319.0
2023-05-30,-93996.0
2023-06-06,-90684.0
2023-06-13,-86827.0
2023-06-20,-66364.0
2023-06-27,-47177.0
2023-07-04,-45464.0
2023-07-11,-40411.0
2023-07-18,-38703.0
2023-07-25,-20555.0
2023-08-01,-26077.0
2023-08-08,-22794.0
2023-08-15,-31875.0
2023-08-22,-34791.0
2023-08-29,-50257.0
2023-09-05,-46410.0
2023-09-12,-49619.0
2023-09-19,-56937.0
2023-09-26,-60014.0
2023-10-03,-61347.0
2023-10-10,-67694.0
2023-10-17,-69243.0
2023-10-24,-59947.0
2023-10-31,-69567.0
2023-11-07,-59611.0
2023-11-14,-59038.0
2023-11-21,-77531.0
2023-11-28,-97204.0
2023-12-05,-67067.0
2023-12-12,-40021.0
2023-12-19,-36993.0
2023-12-26,-31411.0
2024-01-02,-33617.0
2024-01-09,-33390.0
2024-01-16,-46611.0
2024-01-23,-42782.0
2024-01-30,-36455.0
2024-02-06,-38284.0
2024-02-13,-29007.0
2024-02-20,-44639.0
2024-02-27,-36981.0
2024-03-05,-44788.0
2024-03-12,-53769.0
2024-03-19,-56060.0
2024-03-26,-61722.0
2024-04-02,-60257.0
2024-04-09,-52397.0
2024-04-16,-62897.0
2024-04-23,-43391.0
2024-04-30,-24456.0
2024-05-07,-17785.0
2024-05-14,-5415.0
2024-05-21,-12522.0
2024-05-28,-14393.0
2024-06-04,-18121.0
2024-06-11,-25026.0
2024-06-18,-26570.0
2024-06-25,-44532.0
2024-07-02,-38690.0
2024-07-09,-34786.0
2024-07-16,-36067.0
2024-07-23,-34615.0
2024-07-30,-43258.0
2024-08-06,-40385.0
2024-08-13,-38905.0
2024-08-20,-25706.0
2024-08-27,-32681.0
2024-09-03,-27742.0
2024-09-10,-16303.0
2024-09-17,-14189.0
2024-09-24,-12090.0
2024-10-01,-6132.0
2024-10-08,-13498.0
2024-10-15,-13714.0
2024-10-22,-17082.0
2024-10-29,-22891.0
2024-11-05,-22541.0
2024-11-12,-38529.0
2024-11-19,-46039.0
2024-11-26,-52192.0
2024-12-03,-61537.0
2024-12-10,-59290.0
2024-12-17,-79340.0
2024-12-24,-87266.0
2024-12-31,-76464.0
2025-01-07,-79474.0
2025-01-14,-82209.0
2025-01-21,-73009.0
2025-01-28,-91111.0
2025-02-04,-67355.0
2025-02-11,-55941.0
2025-02-18,-36772.0
2025-02-25,-62051.0
2025-03-04,-84842.0
2025-03-11,-78073.0
2025-03-18,-76479.0
2025-03-25,-82548.0
2025-04-01,-102800.0
